Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
62,7003667638,1,1,1,1,1,1,1,1,1,1,2009
64,7005152559,2,2,2,4,4,4,4,4,4,4,2009
80,7102067286,2,2,2,2,2,2,2,2,2,2,2009
85,14631570600,10,10,10,10,10,10,10,10,10,10,2009
86,57159978600,3,3,3,3,3,3,3,3,3,3,2009
102,7801486018,6,6,6,6,6,6,6,6,6,6,2009
122,7101647136,8,8,8,8,8,8,8,8,8,8,2009
124,36069432900,1,1,1,1,1,1,1,1,1,1,2009
168,35114583400,8,8,8,8,8,8,8,8,8,8,2009
189,26430511700,3,3,3,3,3,3,3,3,3,3,2009
224,6506844420,4,4,4,4,4,4,4,4,4,4,2009
249,23009028700,2,4,4,8,8,8,8,8,8,8,2009
260,15925920700,3,3,3,3,3,3,3,3,3,3,2009
267,7403291857,3,3,3,3,3,3,3,3,3,3,2009
290,7102555799,6,6,65,65,65,65,66,66,66,66,2009
316,35225421300,7,7,7,7,7,7,7,7,7,7,2009
319,36103964500,7,7,7,7,7,13,13,13,13,13,2009
333,7006495003,4,4,4,4,4,4,4,4,4,4,2009
342,15835646600,3,3,3,3,3,3,3,3,5,5,2009
372,35070019100,2,2,2,4,4,4,5,5,5,7,2009
399,26321761100,1,1,3,5,5,5,5,5,5,5,2009
434,9740828000,7,7,7,7,7,7,7,7,7,7,2009
450,56641408700,2,2,2,2,2,2,2,2,2,2,2009
468,57196302792,4,4,4,4,4,4,4,4,4,4,2009
473,57197695978,5,5,5,5,5,5,5,5,5,5,2009
478,24922890200,3,3,3,3,3,3,3,3,3,3,2009
498,36115275500,16,16,16,16,16,16,16,16,16,16,2009
503,56175534000,5,5,5,5,5,5,5,5,5,5,2009
520,24484862400,6,6,6,6,6,6,6,6,6,6,2009
525,7005810184,2,2,2,2,2,5,5,5,5,5,2009
538,35168696400,4,6,6,6,6,6,6,6,6,6,2009
547,57193510529,3,3,3,3,21,21,21,21,21,21,2009
574,35146083500,6,6,6,6,6,6,6,6,6,6,2009
614,36715149800,3,3,3,9,9,13,14,22,22,22,2009
638,6507056350,2,2,2,6,10,10,10,10,10,10,2009
653,56393147900,4,4,4,4,4,4,4,4,4,4,2009
683,23393096300,18,18,18,19,19,19,19,19,19,19,2009
695,7003479767,3,3,3,3,9,9,9,9,9,34,2009
710,26435119700,3,3,3,6,6,6,9,9,9,9,2009
719,7403518693,9,9,9,9,9,9,9,9,9,9,2009
723,6701689507,3,3,3,3,3,3,3,3,3,3,2009
736,6506579443,10,10,10,10,10,10,10,10,10,13,2009
739,36022789600,5,5,9,9,9,9,9,9,9,9,2009
750,16175168500,15,15,21,21,21,21,21,21,21,21,2009
752,56854900700,3,3,3,3,3,3,3,3,3,3,2009
784,6602752766,7,7,7,8,8,8,8,8,8,8,2009
793,57192816670,4,4,4,4,4,4,4,4,4,4,2009
802,6505792378,6,6,6,6,6,6,6,6,6,6,2009
810,55788281700,12,12,12,12,12,12,12,12,12,12,2009
821,57197475266,3,3,3,3,3,3,3,3,3,3,2009
831,7003713793,3,3,3,3,3,3,3,3,3,3,2009
833,7004058432,1,1,1,1,1,1,1,1,17,17,2009
850,55617514600,6,7,7,7,7,7,7,7,7,7,2009
857,35191179100,1,3,3,5,5,5,5,5,5,5,2009
871,55445085200,2,2,2,4,5,5,6,9,9,9,2009
885,55497329900,1,1,1,1,1,1,1,1,1,1,2009
919,35168386600,4,4,4,4,4,4,4,4,4,4,2009
950,56618197800,2,8,10,11,11,11,11,11,11,11,2009
953,57131392800,2,2,2,2,2,2,9,9,9,13,2009
967,55875642100,16,16,16,16,16,16,16,16,16,16,2009
971,7404174677,3,3,3,3,3,3,3,3,3,3,2009
986,9234774400,3,3,3,3,3,3,3,3,3,3,2009
994,23474799500,6,6,10,10,10,22,22,22,22,22,2009
1011,27667472500,4,5,8,15,15,15,18,18,18,18,2009
1048,16029040600,4,4,7,7,12,14,14,31,31,31,2009
1081,6603321277,3,3,8,8,8,8,13,13,13,13,2009
1150,22981925400,4,4,4,14,14,14,14,16,16,16,2009
1175,56835559100,2,2,2,2,2,2,2,2,2,2,2009
1188,24475529800,5,5,5,5,5,5,5,5,5,5,2009
1205,35302494500,2,2,2,2,5,5,14,17,17,19,2009
1208,7404506656,15,15,15,15,15,15,15,21,21,21,2009
1212,34880328400,6,10,10,13,16,17,17,27,28,28,2009
1216,36711635700,5,5,5,5,5,5,5,5,5,5,2009
1222,6601968404,6,8,10,11,11,12,19,28,42,42,2009
1225,24512366100,4,4,4,4,4,4,4,4,4,4,2009
1242,35115454100,4,4,4,4,4,4,4,4,4,4,2009
1267,57063369300,1,1,1,1,1,1,1,1,1,1,2009
