Unnamed: 0,ID,2017,2018,start_year
7,56523160100,6,6,2017
39,57193437031,5,5,2017
49,57201405140,15,15,2017
84,57193831201,6,6,2017
89,57190680369,3,3,2017
90,55838510332,5,5,2017
94,54385399300,6,6,2017
105,57196516104,2,2,2017
156,54419904100,4,4,2017
163,57197787536,1,1,2017
170,57193088194,4,4,2017
172,7003321707,3,3,2017
181,8974048100,17,17,2017
183,57203379822,4,4,2017
214,57193448950,3,3,2017
216,55259071200,8,8,2017
217,8517464000,27,27,2017
222,6506345528,3,3,2017
241,56223055000,20,20,2017
243,26025571400,5,5,2017
263,57196216997,6,6,2017
291,6603480856,2,2,2017
293,57196247566,3,3,2017
299,57200071649,17,17,2017
300,35430042600,6,6,2017
331,56083293900,14,14,2017
332,6602553055,2,2,2017
354,24170805000,4,4,2017
357,35848858900,38,38,2017
366,57195685840,28,40,2017
369,36172704800,21,21,2017
384,57194278954,5,5,2017
390,19337532100,29,29,2017
402,56411920100,13,13,2017
446,57198820650,4,4,2017
456,57193652514,5,5,2017
462,35424413500,9,26,2017
479,57196194669,4,4,2017
493,57195504582,6,6,2017
543,55937054700,34,34,2017
545,57201120477,3,3,2017
554,57200165239,4,6,2017
562,7401653270,8,8,2017
566,57199212073,10,10,2017
612,6602549287,8,8,2017
615,22835500500,17,17,2017
646,55613312700,6,6,2017
650,54792767800,7,7,2017
655,57193666554,3,3,2017
662,57197837651,3,5,2017
676,35937644700,7,7,2017
678,22134311400,5,5,2017
686,54881975600,2,2,2017
689,57200257905,2,4,2017
699,57195549010,2,2,2017
706,57195245709,4,4,2017
724,56489810900,2,5,2017
737,57202013381,5,5,2017
754,57194656359,23,23,2017
768,57195532898,2,4,2017
785,56717764600,4,4,2017
795,35772298600,7,7,2017
808,6701652404,2,2,2017
829,57201905011,2,2,2017
845,57191382777,2,2,2017
848,26656011800,4,4,2017
851,54785299800,2,2,2017
866,56845738100,10,10,2017
870,57193706236,4,4,2017
882,57195641275,3,3,2017
898,57195148240,5,5,2017
952,36020849500,9,13,2017
977,57193668892,3,3,2017
999,55642871600,2,2,2017
1000,55195600600,3,3,2017
1005,57120007000,3,3,2017
1017,16307679400,27,27,2017
1025,56429699600,1,1,2017
1049,57200504901,6,6,2017
1054,56389226300,5,5,2017
1060,57196190739,3,8,2017
1088,55431373200,4,6,2017
1094,57197293765,9,9,2017
1095,57200553572,2,2,2017
1098,57189729895,39,43,2017
1108,26532134800,2,2,2017
1112,57190215418,5,5,2017
1115,57194207869,5,5,2017
1123,55255344600,2,2,2017
1126,6504825500,5,5,2017
1138,36069960100,8,8,2017
1148,57191870597,6,6,2017
1170,57197787406,12,12,2017
1178,57201300541,3,3,2017
1187,7403506666,13,13,2017
1196,8988880800,2,2,2017
1204,57000424800,2,2,2017
1207,56912295400,10,10,2017
1228,57194784857,4,4,2017
1231,57204225272,4,4,2017
1232,57200319939,7,7,2017
1263,57194633273,10,10,2017
1275,57193801918,5,5,2017
1292,56528299800,2,2,2017
1293,7801541269,7,7,2017
1298,12762570700,6,6,2017
1303,24824052300,27,27,2017
1311,6701478237,8,8,2017
1326,16204149800,13,13,2017
1340,18633549200,21,21,2017
1343,57200598235,6,6,2017
1368,56373438900,1,1,2017
1381,57196327637,2,2,2017
1391,36697283500,4,4,2017
1400,57193153428,3,3,2017
1401,55950359000,6,6,2017
1404,6601955173,8,8,2017
1408,56702274900,7,7,2017
1421,57194083886,3,3,2017
1458,56815132900,3,3,2017
1460,55818826500,3,3,2017
1476,23976822200,12,12,2017
1494,23096778100,7,9,2017
1502,57204357968,3,3,2017
1504,56414525200,15,15,2017
1514,56909330500,1,1,2017
1541,16303888200,2,2,2017
1560,56444380200,3,3,2017
1571,57193751943,3,5,2017
1587,57191914461,17,17,2017
1595,6603068537,4,4,2017
1619,35107064300,2,2,2017
1625,6602237420,5,5,2017
1631,56888182800,3,3,2017
1643,6507093489,5,5,2017
1645,57188666556,3,3,2017
1657,7801420369,12,12,2017
1662,50262996800,11,11,2017
1679,57193774207,5,5,2017
1683,24069736100,8,18,2017
1691,55845831600,25,25,2017
1706,56413029300,9,9,2017
1714,8944018200,3,3,2017
1718,36941060000,8,8,2017
1752,57195265252,6,6,2017
1761,13606225400,5,5,2017
1763,36847107700,9,14,2017
1770,35078364000,3,3,2017
1771,56779888200,3,3,2017
1775,23490356200,5,5,2017
1789,8518669600,4,4,2017
1797,55734981200,5,5,2017
1800,36701835800,4,4,2017
1803,16238894800,6,6,2017
1809,6504148828,3,3,2017
1812,57196475352,3,3,2017
1820,7102945187,4,31,2017
1842,7201452882,2,2,2017
1843,57194202669,3,5,2017
1869,56407070700,6,8,2017
1878,57202536982,4,11,2017
1897,55137410200,11,11,2017
1907,23090829200,3,4,2017
1908,9433671800,1,1,2017
1932,56401819300,5,5,2017
1937,57194651320,5,5,2017
1952,56868557800,2,3,2017
1956,57199057238,5,5,2017
1960,57190808093,14,30,2017
1968,55328694600,23,23,2017
1984,7201394107,5,5,2017
2005,57195324089,3,3,2017
2017,57200306287,1,1,2017
2046,23993348100,6,9,2017
2049,57200511600,3,3,2017
2086,57195492127,4,4,2017
2089,56495431000,4,4,2017
2096,57193713313,16,16,2017
2112,57191278839,3,3,2017
2123,56765215700,17,17,2017
2129,7006655065,25,25,2017
2140,6506894858,5,5,2017
2146,57193859122,4,4,2017
2152,7102048580,14,14,2017
2154,57194033547,1,1,2017
2169,35847863800,14,14,2017
2172,7801515783,8,8,2017
2175,55386682400,4,6,2017
2178,55808378700,3,3,2017
2185,57160027800,4,4,2017
2190,57194587156,5,5,2017
2204,39261426700,6,6,2017
2205,54894497100,6,6,2017
2207,55545861200,3,3,2017
2218,57200220523,7,7,2017
2219,57194975259,8,8,2017
2223,6602674641,10,11,2017
2249,55243168600,6,6,2017
2253,56784600600,6,6,2017
2288,7004194786,12,12,2017
2305,8510851800,3,3,2017
2318,56604799100,3,4,2017
2337,57072410100,4,4,2017
2373,57191843424,5,5,2017
2377,57195264190,3,22,2017
2382,57196403059,4,9,2017
2412,6602886684,1,1,2017
2430,24503028500,36,36,2017
2441,56192834500,4,5,2017
2444,55672129800,30,30,2017
2451,57188724280,3,3,2017
2460,57193508280,5,5,2017
2463,55961894100,12,12,2017
2497,13406373500,5,12,2017
2505,15833551000,2,2,2017
2511,7102506029,2,2,2017
2527,57202693317,4,5,2017
2531,56888430400,5,5,2017
2556,57191341690,2,2,2017
2576,57194634092,3,3,2017
2577,57197732433,9,9,2017
2582,35723402500,5,5,2017
2587,55903750100,16,16,2017
2602,57190050182,2,2,2017
2638,57200274200,9,9,2017
2653,56829994700,1,1,2017
2659,6603619556,13,13,2017
2682,23994545300,16,16,2017
2701,7006811629,4,4,2017
2713,55889370900,23,23,2017
2721,57190444573,4,4,2017
2726,57191276563,3,4,2017
2727,56582295800,3,3,2017
2743,50561062400,4,4,2017
2745,7007012346,4,4,2017
2747,57199388373,3,3,2017
2748,55321570300,4,4,2017
2791,37461890200,3,3,2017
2792,57194500988,4,5,2017
2800,35317963900,3,3,2017
2820,57195305007,5,5,2017
2826,56274451800,7,7,2017
2828,7003297659,8,11,2017
2829,17435027800,61,61,2017
2839,35104887500,3,3,2017
2848,57200701276,4,4,2017
2871,6602612176,4,4,2017
2877,6701862415,2,2,2017
2878,7102139396,2,2,2017
2879,6603858484,3,3,2017
2889,55777215000,7,8,2017
2890,57021488500,4,4,2017
2903,57200083174,61,61,2017
2920,7005185674,9,9,2017
2934,7003966366,27,56,2017
2941,57195469032,5,7,2017
2956,57201417558,6,6,2017
2963,55326383600,4,4,2017
2983,6506444874,2,2,2017
2989,57200692995,5,5,2017
2994,57195227476,4,6,2017
3005,57192923953,5,5,2017
3013,8560831300,9,9,2017
3037,57196019189,5,5,2017
3039,57205539545,3,3,2017
3062,57200190334,5,5,2017
3093,57204080945,1,1,2017
3117,7801380789,1,1,2017
3139,57200369886,14,14,2017
3143,7004603715,6,6,2017
3157,57188628724,5,5,2017
3170,37087477000,9,9,2017
3175,8369212900,4,4,2017
3221,57195676199,3,4,2017
3240,6603481663,4,4,2017
3242,56016714200,12,12,2017
3247,6602905289,5,5,2017
3271,55917698800,6,8,2017
3286,6508164327,17,17,2017
3293,57196147894,4,4,2017
3300,6701748672,5,5,2017
3315,57194426990,4,4,2017
3324,56660563400,2,2,2017
3326,56921855800,4,4,2017
3338,11142129500,12,12,2017
3341,56405568500,11,11,2017
3354,56274710600,1,1,2017
3360,23493217600,12,12,2017
3369,15757819200,2,6,2017
3372,16837019000,12,12,2017
3378,57192154695,3,3,2017
3399,56126458200,3,3,2017
3413,57195931471,4,4,2017
3435,6602155211,2,2,2017
3437,56342624900,3,3,2017
3444,55337000000,2,2,2017
3453,23396447700,5,5,2017
3455,57195333774,3,3,2017
3466,57191612645,3,9,2017
3471,57197827882,2,2,2017
3483,57193713266,2,2,2017
3508,24724324700,27,27,2017
3511,6602420954,9,9,2017
3517,6602398434,10,10,2017
3521,57194556018,9,9,2017
3525,57195715169,3,3,2017
3551,57201417442,7,7,2017
3561,57195634341,4,4,2017
3573,56228784000,6,6,2017
3591,37020685900,4,7,2017
3594,57192926056,20,20,2017
3597,56412020800,21,21,2017
3599,7006862860,8,8,2017
3600,45161739400,2,2,2017
3636,26535396600,2,2,2017
3639,57190014759,3,3,2017
3656,55407127000,6,6,2017
3670,56410036200,5,5,2017
3680,57196346778,3,3,2017
3686,57191342816,9,9,2017
3690,56561114200,41,41,2017
3694,55847793900,5,5,2017
3700,57197561786,2,2,2017
3707,57191445718,3,3,2017
3717,57201357905,4,4,2017
3720,8285298400,4,4,2017
3725,24474769800,6,6,2017
3728,15062734100,6,6,2017
3759,57203178190,4,4,2017
3777,26640856900,16,16,2017
3793,52664004600,2,2,2017
3809,54901455300,28,28,2017
3854,57199323870,4,4,2017
3856,8513914000,4,4,2017
3889,6603216160,5,5,2017
3890,57194712330,4,4,2017
3896,55006046000,3,5,2017
3901,57203211113,3,3,2017
3907,56500683000,3,10,2017
3908,6602558845,4,6,2017
3913,24080660300,3,3,2017
3978,7801654515,5,5,2017
4023,57189234034,3,3,2017
4046,56434720200,6,6,2017
4075,36170693600,9,9,2017
4097,56785216700,4,4,2017
4105,55504329200,8,8,2017
4129,57202308487,3,3,2017
4139,23768005200,8,26,2017
4147,57197853077,2,48,2017
4156,7004134341,28,28,2017
4160,57194786974,4,4,2017
4167,56805740800,17,17,2017
4175,57126329000,9,9,2017
4177,7004622724,11,11,2017
4189,57200624978,2,2,2017
4195,55612733500,3,13,2017
4200,24740729300,3,3,2017
4203,57190839671,5,7,2017
4217,56027769000,3,3,2017
4222,57194168784,6,6,2017
4223,57205043104,4,4,2017
4227,57195937892,10,10,2017
4236,6506008049,8,8,2017
4239,14024984100,12,12,2017
4240,57189875749,2,2,2017
4254,57192888415,4,4,2017
4269,57196245606,2,3,2017
4270,57195072131,3,3,2017
4288,57198500847,2,2,2017
4292,6602655769,1,1,2017
4304,57188784688,27,27,2017
4305,7203063627,39,43,2017
4309,57195643695,5,5,2017
4332,57200169399,7,7,2017
4391,57194195045,4,4,2017
4418,57195358151,4,4,2017
4423,24337676600,5,5,2017
4433,37111124200,7,7,2017
4469,55919206200,5,5,2017
4476,57195931608,3,3,2017
4513,35190738900,5,5,2017
4521,24281334500,3,3,2017
4522,57189683517,5,5,2017
4526,57195674023,3,3,2017
4528,56242214600,10,10,2017
4531,8220093200,5,5,2017
4533,55626887900,5,5,2017
4551,57195233367,3,3,2017
4555,55196572200,3,3,2017
4557,57192650385,5,8,2017
4578,37108483900,4,6,2017
4596,57197751733,28,33,2017
4605,14017643700,5,5,2017
4608,6603364347,1,1,2017
4609,57196708489,12,12,2017
4611,57191681060,2,2,2017
4612,55718714400,2,2,2017
4622,57188971568,4,6,2017
4635,55953727400,42,42,2017
4637,57013854300,11,12,2017
4639,55922851600,4,4,2017
4652,55929478400,15,15,2017
4655,7101716601,61,61,2017
4680,35194550900,3,3,2017
4720,24536664300,3,3,2017
4725,56196900400,2,2,2017
4731,6602335487,14,14,2017
4741,57193408117,2,2,2017
4747,26321223600,5,5,2017
4754,57193085235,1,1,2017
4759,21935067700,39,43,2017
4761,57201856992,2,2,2017
4793,57185079500,8,8,2017
4802,35304620800,7,7,2017
4806,7003816203,4,4,2017
4811,57168725500,12,12,2017
4812,57196348051,29,29,2017
4820,57194871120,3,3,2017
4856,57205198563,23,23,2017
4860,57195720795,4,4,2017
4868,6701576158,5,5,2017
4871,57194693067,3,3,2017
4877,57195495656,2,2,2017
4879,57192067083,4,4,2017
4882,57201295469,6,6,2017
4887,57199502206,4,4,2017
4894,57205010352,16,16,2017
4914,57191914289,3,6,2017
4917,57194632744,4,5,2017
4942,8942524900,61,61,2017
4944,57196466005,30,30,2017
4954,14829112600,10,10,2017
4959,57194454746,4,8,2017
4961,14043195600,7,7,2017
4964,57195517926,3,4,2017
4989,57191995186,1,1,2017
4991,36894947000,3,3,2017
5028,15126811600,7,7,2017
5035,7007023897,20,20,2017
5039,56007816200,4,4,2017
5040,57194870290,4,4,2017
5048,55808072147,8,13,2017
5052,56234343100,29,29,2017
5069,7004123972,42,42,2017
5072,57195154441,9,9,2017
5097,56893862400,3,3,2017
5135,57190666700,3,3,2017
5145,57193730257,3,3,2017
5146,57197711257,1,4,2017
5185,57193214535,7,10,2017
5190,56308400900,2,2,2017
5203,36455727900,7,7,2017
5253,6701758419,4,4,2017
5267,57200564659,3,3,2017
5279,57194460897,3,3,2017
5293,56346538100,4,4,2017
5294,55250988500,39,43,2017
5296,57194107636,3,3,2017
5304,56668563200,3,3,2017
5309,57200564535,5,5,2017
5328,24464372100,17,17,2017
5337,57190300119,7,7,2017
5343,57195576478,2,2,2017
5345,6603744560,3,3,2017
5347,56367915900,5,5,2017
5352,57194593929,3,3,2017
5382,7003755974,11,11,2017
5409,55793189029,9,9,2017
5420,57191521318,3,3,2017
5421,57201584706,3,3,2017
5434,57193617258,3,3,2017
5474,26632587000,10,10,2017
5483,57189685754,5,8,2017
5487,57189700492,10,10,2017
5489,35189530600,3,3,2017
5497,56114867600,9,9,2017
5511,57193687850,3,3,2017
5517,55883122400,1,1,2017
5519,57189906111,20,20,2017
5564,57188746854,3,3,2017
5588,57200590363,5,5,2017
5592,57192956197,4,4,2017
5602,54384290000,9,14,2017
5604,7103410693,33,33,2017
5646,57193436134,4,4,2017
5652,57189892701,42,42,2017
5659,6602453987,33,33,2017
5670,57195066589,3,3,2017
5684,35345242100,10,10,2017
5691,56048357500,11,11,2017
5694,56970552900,7,7,2017
5700,11239051500,3,6,2017
5713,56764546300,4,4,2017
5720,57190064692,4,4,2017
5729,22136625400,29,29,2017
5738,57192230351,6,6,2017
5753,57193875110,11,11,2017
5769,57195071076,4,4,2017
5776,57198357135,1,1,2017
5789,57192380581,5,5,2017
5790,57191926534,4,4,2017
5830,7406242798,39,43,2017
5836,57191364291,4,4,2017
5839,56252302200,4,4,2017
5846,56786537900,2,2,2017
5859,57201275565,5,5,2017
5866,24340241400,22,22,2017
5902,8902317200,20,20,2017
5903,55757507300,12,12,2017
5906,56715339900,6,6,2017
5918,55831008300,4,4,2017
5932,56401206500,3,3,2017
5994,37034886400,5,5,2017
6001,35203599500,5,5,2017
6008,55873039500,6,6,2017
6015,16021933000,7,7,2017
6020,57193602262,1,1,2017
6025,57191283183,8,8,2017
6061,49663175800,2,2,2017
6073,57188864319,5,5,2017
6084,35721565900,2,2,2017
6099,55885045200,3,3,2017
6100,57196237431,6,6,2017
6101,7403322066,4,4,2017
6104,7004535868,4,4,2017
6110,7004089349,4,4,2017
6118,57031784600,8,8,2017
6161,55193070000,12,12,2017
6164,57195222966,2,2,2017
6206,57195138318,4,10,2017
6208,57195423157,11,11,2017
6217,15727697600,10,11,2017
6221,57197787322,4,4,2017
6230,57188823040,6,8,2017
6245,15765286300,5,5,2017
6265,57195153877,6,6,2017
6290,7003746567,5,5,2017
6291,57189062326,1,2,2017
6297,57194155204,11,11,2017
6305,6508379959,4,4,2017
6309,6506027508,2,2,2017
6327,55944667800,33,33,2017
6332,57193744778,6,6,2017
6339,35733154400,10,10,2017
6355,16303249400,38,38,2017
6386,57191833283,3,3,2017
6389,57199211314,17,17,2017
6413,57191984674,5,5,2017
6426,43862114100,8,8,2017
6435,57191445466,3,3,2017
6438,57200276116,6,6,2017
6493,57192895030,33,33,2017
6539,15848964700,17,17,2017
6541,56538479400,19,19,2017
6546,57195962288,3,3,2017
6568,57204332216,3,3,2017
6569,18535498500,14,14,2017
6577,57196480819,3,3,2017
6584,6701561130,2,2,2017
6593,36187856500,4,7,2017
6597,44061135000,4,8,2017
6602,56597437000,2,2,2017
6617,6603870889,9,9,2017
6624,57195420312,4,4,2017
6633,57202669221,16,16,2017
6636,57195424857,6,6,2017
6640,57191959672,16,22,2017
6653,35419480500,53,53,2017
6667,23012413300,22,22,2017
6694,36550538200,4,4,2017
6704,57191498177,3,3,2017
6715,22135804300,8,8,2017
6724,55840701900,7,7,2017
6734,23392222300,6,6,2017
6758,57190171052,1,1,2017
6763,6506221360,5,5,2017
6777,55195883700,7,7,2017
6779,7004109759,5,5,2017
6783,57193425486,36,36,2017
6788,56165150100,4,4,2017
6805,9132768300,9,9,2017
6808,55513266300,4,4,2017
6823,55293706900,2,4,2017
6831,8864084100,4,4,2017
6848,24825215200,5,5,2017
6857,57198114530,11,11,2017
6859,57194165576,6,6,2017
6883,26025973600,11,11,2017
6900,36698159400,6,6,2017
6920,37121595700,2,8,2017
6921,57190967291,3,4,2017
6926,56313199000,11,11,2017
6935,37015450200,8,14,2017
6968,35199475700,8,8,2017
6988,57198498200,2,2,2017
6993,7101721271,6,6,2017
6998,57201582648,1,1,2017
7020,55836337200,4,4,2017
7033,6508350460,5,5,2017
7034,24598240100,16,16,2017
7079,57195395195,4,4,2017
7091,57193490273,4,4,2017
7093,57194871125,4,4,2017
7100,57203731450,5,5,2017
7102,57201112165,3,3,2017
7103,57193211976,2,2,2017
7117,6602169746,4,4,2017
7141,55399116000,2,2,2017
7151,56803758800,5,5,2017
7165,26429019900,5,5,2017
7169,6602182121,8,8,2017
7177,7006415377,1,1,2017
7205,57196005953,2,2,2017
7211,23994742900,6,6,2017
7225,56463757600,4,4,2017
7227,57200551222,4,4,2017
7254,57200181246,5,5,2017
7256,57194187649,4,4,2017
7257,57194503239,10,10,2017
7266,54782691700,3,3,2017
7284,57193629150,2,2,2017
7292,57195338663,4,7,2017
7296,56038177800,7,7,2017
7309,57200276789,2,2,2017
7316,57193170079,8,8,2017
7321,57195528338,8,8,2017
7338,57194440121,6,6,2017
7372,56013549400,2,4,2017
7381,55111507000,3,3,2017
7382,57191835168,1,1,2017
7383,6505876968,15,15,2017
7390,7005232048,3,3,2017
7394,24448424800,8,8,2017
7396,57197782174,17,17,2017
7402,14622258500,2,2,2017
7416,57194445456,4,4,2017
7421,9523235,14,14,2017
7446,6506437521,29,29,2017
7463,24079827900,28,28,2017
7468,24463533200,5,5,2017
7498,14822032600,3,3,2017
7514,57126412300,2,2,2017
7538,12784638500,3,3,2017
7545,56883991800,6,6,2017
7546,57199211282,8,8,2017
7553,7103329271,10,10,2017
7554,7003747065,28,28,2017
7556,55802765000,4,4,2017
7566,26031133500,6,6,2017
7586,35557922900,4,4,2017
