Unnamed: 0,ID,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
34,12240297000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
45,6602364546,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
138,6506687058,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,2004
140,6602207446,4,9,9,18,22,24,24,24,27,28,33,33,35,40,43,2004
153,6603247644,2,2,2,2,2,2,4,4,4,6,10,13,13,17,19,2004
160,6603476567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
245,57196821733,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
312,7004874094,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,2004
325,6507907677,2,2,2,2,2,4,7,9,13,15,25,27,28,32,42,2004
428,6602104029,26,26,26,26,36,36,46,46,61,61,67,67,71,71,71,2004
442,13609694400,2,2,2,2,2,2,2,2,2,4,4,8,10,12,13,2004
457,55888724800,4,5,5,7,7,7,11,12,12,12,15,15,15,26,26,2004
516,8700956700,1,1,3,3,3,3,6,6,6,7,7,7,7,7,7,2004
531,7006376498,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2004
534,6603046252,3,3,3,3,3,3,3,3,7,8,8,8,8,8,8,2004
541,21743369000,3,3,3,4,7,7,7,7,9,10,11,11,13,13,16,2004
548,36026187100,14,14,14,14,14,14,14,14,14,14,35,35,43,56,68,2004
588,6507495155,17,21,21,21,21,21,21,21,33,33,40,40,59,67,67,2004
717,6701831220,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,2004
726,6701446077,9,9,9,29,29,29,29,30,30,30,30,30,30,30,30,2004
770,7801629715,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,2004
773,7101755216,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2004
928,23022311900,3,3,6,6,6,6,12,12,17,17,17,17,20,20,20,2004
961,6603672082,6,6,6,8,8,8,8,8,9,9,9,9,9,9,9,2004
962,7004245418,3,3,5,7,10,10,11,11,11,11,14,14,15,15,15,2004
966,8393679000,9,9,9,9,9,9,9,9,9,9,15,15,15,15,26,2004
985,56069541400,43,43,43,43,48,48,112,112,198,198,202,202,205,205,256,2004
1080,55860668600,3,3,3,3,3,3,4,4,12,12,12,12,12,41,41,2004
1172,6602939938,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
1189,35451303200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1197,13106231100,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1221,53866152500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1319,6603751598,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,2004
1320,7201468610,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,2004
1525,15019473400,2,5,10,10,10,10,10,10,10,14,14,14,14,14,14,2004
1537,7402515233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
1599,8731755200,10,16,16,16,25,69,152,152,160,160,164,164,214,214,215,2004
1630,6603105760,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,2004
1738,6602509846,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,2004
1817,6602452487,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
1836,23975627600,3,3,3,3,4,4,4,7,8,8,8,9,9,10,10,2004
1837,6505561198,2,2,2,2,4,4,4,7,10,10,10,10,10,10,10,2004
1858,35495413600,8,8,8,8,8,8,8,8,8,22,22,22,22,22,22,2004
2217,24343470300,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2004
2233,6506247514,4,4,7,7,7,7,7,9,9,9,9,9,13,13,13,2004
2301,6602182508,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2004
2329,57196074966,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,2004
2404,22433529700,2,2,2,2,2,4,6,6,6,6,6,6,24,24,29,2004
2504,6601970604,17,17,17,28,35,35,35,49,49,49,64,75,75,84,84,2004
2565,10038902900,5,7,8,10,14,14,21,23,26,30,30,30,34,34,35,2004
2588,56216326200,1,1,1,1,1,1,1,1,4,4,4,4,4,4,12,2004
2662,55944243500,1,1,1,1,1,2,6,6,10,10,11,11,11,11,17,2004
2686,7004013739,14,14,14,14,14,14,14,17,17,17,23,23,39,39,39,2004
2700,7003270243,1,1,1,1,1,1,1,7,7,11,12,12,12,13,13,2004
2881,23501520800,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,2004
3007,6506457551,14,14,14,14,14,14,14,14,16,16,16,16,89,100,172,2004
3016,23668078700,3,8,8,8,8,8,8,8,29,29,29,29,29,29,29,2004
3034,24757890200,71,71,71,71,86,86,86,86,86,86,86,86,86,86,86,2004
3067,7202736479,17,17,17,21,21,21,21,21,30,30,30,38,38,43,43,2004
3070,21933738000,7,7,7,12,12,12,12,12,12,12,12,12,12,12,12,2004
3078,7003564686,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
3146,7404246987,5,7,7,7,7,7,7,7,7,7,7,89,89,89,89,2004
3150,8082491200,1,3,3,5,5,5,5,11,12,13,13,14,22,25,25,2004
3164,8928429100,4,6,11,13,13,13,13,13,13,18,18,18,18,18,18,2004
3208,6603337889,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
3225,11043515300,2,2,2,2,3,5,5,7,7,7,11,11,11,11,21,2004
3513,14037987000,1,1,5,6,8,12,21,30,37,45,45,45,46,50,51,2004
3545,12140451800,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2004
3632,6701603422,1,3,3,3,3,4,4,4,4,4,4,4,4,10,10,2004
3827,6602799668,1,1,5,6,9,9,9,11,11,11,11,11,11,11,11,2004
3952,6701679633,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
3959,7101796750,12,12,12,12,12,19,35,35,35,35,35,35,35,35,35,2004
3972,7003616265,6,6,6,6,6,6,6,6,6,6,13,13,13,13,13,2004
4044,9278813000,3,3,3,5,11,11,11,11,11,11,11,11,11,11,11,2004
4152,7005997172,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2004
4173,7003787941,5,6,7,9,9,12,12,12,18,22,22,22,22,22,22,2004
4174,7004101038,3,3,7,8,8,8,8,8,8,8,8,8,8,11,11,2004
4182,15755088100,3,4,4,4,5,5,5,11,11,13,25,30,30,30,42,2004
4278,6504356396,2,2,2,2,2,2,2,2,5,20,20,22,22,23,23,2004
4330,8281318900,6,6,6,9,14,14,14,29,41,41,47,47,47,47,47,2004
4402,22834457700,1,12,13,18,23,27,45,48,49,54,69,71,72,72,74,2004
4424,55938453600,2,2,2,2,4,5,7,7,7,7,9,9,9,9,9,2004
4479,7102858285,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2004
4484,55970284600,4,4,4,4,4,4,4,4,4,8,8,8,15,19,19,2004
4504,22034686200,2,3,4,4,4,5,8,8,8,11,11,11,11,11,11,2004
4764,7005888473,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,2004
4779,12786067400,5,5,5,5,17,17,17,17,17,17,17,17,17,17,17,2004
4829,6701447488,9,9,9,9,9,9,9,9,9,17,17,17,17,17,17,2004
4844,8258481800,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,2004
4937,6504388111,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,2004
4981,6601990236,3,5,5,5,15,18,21,21,27,28,33,40,40,45,50,2004
4993,6507022783,28,28,28,28,76,85,91,91,91,91,141,141,224,231,250,2004
4997,6504596932,6,8,8,10,10,10,10,10,14,14,14,15,15,15,15,2004
5029,7006822472,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2004
5033,7007122176,2,7,7,7,7,7,7,7,7,7,7,9,9,9,9,2004
5063,6603467539,28,28,28,28,28,41,49,49,84,84,92,92,92,92,95,2004
5158,7006054988,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
5166,55332181600,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2004
5223,6602581981,2,2,2,2,2,9,11,14,21,23,23,23,23,23,39,2004
5350,56207914800,5,5,5,5,24,24,24,24,24,24,26,26,26,26,26,2004
5366,6602758613,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
5477,7102790108,4,4,4,4,35,35,35,35,35,35,35,35,35,35,35,2004
5480,7003886643,3,6,6,6,6,6,6,6,6,6,6,6,6,6,12,2004
5527,6603436225,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
