Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
19,14619163500,2,2,2,2,2,2,2,2,2,2010
23,11738782000,2,2,2,2,2,2,2,2,2,2010
42,36082756400,3,3,3,3,3,3,3,3,3,2010
58,36816324700,3,3,3,3,8,9,12,12,12,2010
87,7004354274,2,2,2,2,2,2,2,2,3,2010
92,36453712700,5,5,5,5,5,5,5,5,5,2010
97,36190699900,6,6,6,6,6,6,6,6,6,2010
150,55880050400,2,2,2,15,15,15,34,34,34,2010
173,56835894200,3,26,26,28,28,28,28,28,28,2010
180,23567554100,3,5,5,5,5,5,8,8,8,2010
187,36630798700,3,3,3,3,3,3,3,3,3,2010
208,7004173174,2,11,15,15,15,17,17,17,22,2010
212,36713774200,2,2,2,2,2,2,2,3,3,2010
251,54421301400,6,6,6,6,6,6,6,6,6,2010
264,16024795900,4,4,4,4,4,4,4,4,4,2010
268,35773795200,6,6,6,6,6,6,6,6,6,2010
274,36602617400,5,5,5,5,5,5,5,5,5,2010
282,36615299200,4,4,4,4,4,4,4,4,4,2010
297,56417168500,5,5,7,7,8,9,9,9,9,2010
338,8986539700,4,4,4,4,4,4,4,4,4,2010
350,55731374100,5,5,5,5,5,5,5,5,5,2010
364,36664812700,3,3,3,3,3,3,3,3,3,2010
382,55629643800,16,18,18,18,18,18,18,18,18,2010
431,36149156600,14,14,14,14,14,14,14,14,14,2010
436,57196716304,4,4,4,4,4,4,4,4,4,2010
449,36782061800,1,1,1,1,1,1,1,1,1,2010
452,54397760400,3,3,3,3,6,6,6,6,6,2010
471,36060113200,6,6,6,7,7,7,7,7,7,2010
476,6602331414,2,2,2,2,2,2,2,2,2,2010
480,36816589200,3,3,3,3,3,3,3,3,3,2010
492,55617584700,3,3,3,3,3,3,3,3,3,2010
502,36679991000,4,5,5,5,5,5,5,5,5,2010
506,7202920765,33,36,40,40,48,48,102,102,135,2010
526,37061485200,8,12,12,23,23,24,25,25,25,2010
536,6701769322,22,22,22,22,22,22,22,22,22,2010
570,35101799900,1,1,1,3,3,3,3,3,3,2010
590,15760500900,22,22,22,29,40,40,40,56,56,2010
608,6504350389,3,3,3,3,3,3,3,3,3,2010
611,37074222900,4,6,6,6,8,9,9,9,12,2010
624,26041121100,5,5,5,5,5,5,5,5,5,2010
626,57197357863,2,2,2,2,2,2,2,2,2,2010
641,55612084300,3,3,3,3,3,3,3,3,3,2010
663,6602934119,2,5,5,5,5,5,9,9,9,2010
670,36706434100,4,6,6,6,6,6,6,6,6,2010
673,36239540900,9,9,9,9,9,9,9,9,9,2010
684,57205051591,4,10,10,10,10,10,10,10,10,2010
701,35176316700,3,5,7,7,7,7,7,7,7,2010
707,53879643900,2,2,2,2,2,2,2,2,2,2010
713,9040778700,2,3,3,3,3,3,3,3,3,2010
745,36704068100,6,6,9,9,21,25,25,30,30,2010
777,55256491700,1,3,5,8,8,8,8,10,12,2010
805,37054657100,11,11,11,11,11,11,11,11,11,2010
817,24921132200,9,43,44,58,58,68,83,83,83,2010
849,36184933300,2,2,2,2,2,2,2,2,2,2010
861,9842396400,3,3,3,3,3,3,3,5,5,2010
877,57197793190,7,7,7,7,7,7,7,7,7,2010
925,24331617300,6,6,6,6,6,6,16,16,16,2010
955,36622910000,5,5,5,5,5,5,5,5,5,2010
957,57197532858,7,7,7,7,7,7,7,7,7,2010
958,36336811900,7,7,7,7,7,7,7,7,7,2010
965,9635978700,4,4,4,4,4,4,4,4,4,2010
1052,6701479988,5,5,5,5,5,5,5,5,5,2010
1069,35222083800,2,2,2,2,2,2,2,2,2,2010
1078,56538506300,7,7,7,7,7,7,7,7,7,2010
1103,36240435100,6,6,6,6,6,6,6,6,6,2010
1106,57190492621,1,2,2,2,2,2,2,2,2,2010
1127,24377090800,3,3,3,8,8,8,8,8,8,2010
1139,6506341607,4,13,28,46,46,52,70,82,82,2010
1156,41662420000,1,1,1,1,1,1,1,1,1,2010
1195,56022706200,3,34,34,34,34,34,34,34,34,2010
1260,36544152800,3,3,3,3,3,3,3,3,3,2010
1283,8867213600,75,75,75,75,75,75,75,75,75,2010
1306,36469843500,5,7,7,9,9,9,9,11,11,2010
1312,7003463832,14,14,14,14,14,14,14,14,14,2010
1333,24733735600,27,27,27,27,62,62,62,62,62,2010
1396,6603588897,4,4,4,4,4,4,4,4,4,2010
1428,8079328500,7,7,7,7,7,7,15,15,15,2010
1453,35117526000,12,12,17,17,17,17,20,25,33,2010
1466,15060619700,3,3,3,3,3,3,3,3,3,2010
1478,6603316510,5,5,5,10,14,19,19,20,20,2010
1495,36622219400,2,2,2,2,2,2,6,6,10,2010
1499,6504743854,3,3,3,3,3,3,3,3,3,2010
1538,36457213500,3,4,4,4,9,10,10,10,10,2010
1540,6506078081,9,9,12,12,12,12,12,12,12,2010
1545,57191483890,75,75,75,75,75,75,75,75,75,2010
1564,7004567193,15,15,34,34,36,36,77,77,95,2010
1567,36782173700,6,10,11,11,12,14,14,18,18,2010
1574,36466169300,2,6,10,10,10,10,10,10,10,2010
1582,24758900800,4,4,4,18,38,38,38,72,93,2010
1590,56243911300,2,2,2,2,2,2,2,2,2,2010
1632,25926936600,2,2,2,2,2,2,2,2,2,2010
1634,6505808803,5,5,5,5,5,5,5,5,5,2010
1636,36165916000,4,4,4,4,4,4,4,4,4,2010
1639,36536792400,3,11,11,16,16,24,24,24,24,2010
1669,24479883500,6,8,8,8,10,12,15,16,20,2010
