Unnamed: 0,ID,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
67,23008692200,43,43,62,62,62,62,62,62,62,62,62,62,2007
91,7103065327,3,3,3,3,12,12,12,21,34,34,36,36,2007
101,24469712500,4,6,6,9,11,11,14,14,15,15,15,15,2007
109,18437015900,2,2,2,2,2,2,2,2,2,2,2,2,2007
143,57204345850,3,3,3,6,6,6,6,7,13,16,16,16,2007
165,55715631800,4,4,4,4,4,4,4,4,4,4,4,4,2007
262,26026181500,2,2,3,6,6,6,9,9,9,9,9,9,2007
305,55738721200,2,2,5,5,5,5,5,5,5,5,5,5,2007
309,23397629300,3,3,4,4,4,4,4,4,4,4,4,4,2007
315,8319802300,4,6,6,6,6,6,6,6,6,6,6,6,2007
335,8552286100,1,1,1,1,1,1,1,7,7,7,7,7,2007
347,6507778855,7,7,7,7,7,60,60,60,60,60,60,60,2007
420,37091242100,13,13,13,13,13,13,13,13,13,13,13,13,2007
433,55912445100,5,5,5,5,5,5,5,5,5,5,5,5,2007
518,23006340400,3,3,3,3,3,3,3,3,3,3,3,3,2007
572,7005170650,1,1,1,1,1,1,1,3,8,8,11,11,2007
680,6507589105,4,4,4,4,4,4,4,4,4,4,4,4,2007
748,13106009800,65,65,65,65,65,65,65,65,65,65,65,65,2007
781,35601922700,4,4,18,18,24,24,24,24,24,24,24,24,2007
790,34770243100,12,12,12,12,12,15,15,15,15,15,15,15,2007
811,6603312833,1,4,4,4,4,4,4,4,4,4,4,4,2007
823,18042059200,5,5,6,8,8,8,14,14,20,20,20,20,2007
840,55470573600,3,3,3,3,3,3,3,3,3,3,3,3,2007
846,8723630100,7,8,8,8,8,13,13,17,17,17,17,17,2007
886,24781182200,3,11,11,14,14,14,14,14,14,15,17,17,2007
888,16204514500,4,4,4,4,4,4,4,4,4,4,4,4,2007
903,8964316200,5,5,5,15,15,15,15,15,15,15,15,15,2007
904,55946710700,3,3,3,3,3,3,3,3,3,3,3,3,2007
910,16230566700,22,25,25,25,25,25,25,25,25,25,25,25,2007
937,35876661400,3,3,3,3,3,3,3,3,3,3,3,3,2007
1027,24775838600,3,3,3,8,8,10,14,14,14,18,18,21,2007
1050,14035001100,8,8,8,10,12,12,12,12,12,17,17,20,2007
1063,23008653600,3,3,3,3,3,3,3,3,3,3,3,3,2007
1066,24462752100,11,11,11,11,11,11,17,17,17,17,17,17,2007
1113,6602339312,4,4,4,4,4,4,4,4,4,4,4,4,2007
1122,6603285417,9,11,11,11,11,11,11,11,11,11,11,11,2007
1158,14037079200,12,12,12,23,28,31,31,31,31,31,31,31,2007
1210,16234115700,29,29,29,29,29,29,29,29,29,29,29,29,2007
1237,24922726700,2,5,5,6,12,16,19,31,35,35,35,41,2007
1285,6602407360,2,3,3,3,3,3,4,10,10,13,18,21,2007
1287,15724755500,2,2,2,2,2,2,2,2,2,2,2,2,2007
