Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
10,55376931500,73,73,73,73,2015
14,55719005700,7,7,7,7,2015
15,35444766700,11,11,11,11,2015
24,56781292200,1,1,1,1,2015
32,34870540900,7,7,7,7,2015
40,56411842000,2,2,2,2,2015
41,23397604200,8,8,8,8,2015
77,56002303200,7,7,7,7,2015
118,56513476200,9,9,9,9,2015
130,56939340300,2,3,3,3,2015
131,57192293609,3,3,3,3,2015
135,56114762600,10,10,10,10,2015
139,16309784700,11,11,11,11,2015
144,22236154700,5,5,5,5,2015
148,35318720900,3,3,3,3,2015
158,15070429600,2,2,2,2,2015
186,7004271887,19,19,19,19,2015
215,55961141700,12,12,12,12,2015
247,36003624100,16,22,22,22,2015
254,36805685400,4,4,4,4,2015
277,27867811000,14,14,14,14,2015
278,55974660200,10,10,10,10,2015
301,16679222000,10,10,12,23,2015
310,57203094083,83,83,83,83,2015
345,57188748169,5,9,9,9,2015
351,57189090439,3,3,3,3,2015
355,26531594700,3,3,3,3,2015
358,56968037900,1,1,1,1,2015
375,57188725838,13,13,13,13,2015
379,6701774097,3,3,3,3,2015
380,56190106200,4,4,4,4,2015
387,7402136006,4,4,4,4,2015
388,56517715300,4,5,7,19,2015
407,56594481000,3,3,3,3,2015
412,55803668500,1,1,1,1,2015
415,9245337700,19,19,19,19,2015
427,12784775300,1,1,3,4,2015
465,55440311600,3,3,3,3,2015
474,56639282800,28,28,28,28,2015
483,55949428900,6,6,6,6,2015
496,55973076900,3,5,5,5,2015
505,56735634200,1,1,1,1,2015
535,56203572900,9,9,9,9,2015
559,56822668900,6,6,6,6,2015
568,57188966321,7,7,7,7,2015
569,34870116100,59,70,70,70,2015
580,57192808992,4,4,4,4,2015
587,57196873890,28,28,37,37,2015
589,56156269900,7,7,7,7,2015
625,57035243200,2,2,2,2,2015
661,56682052900,2,2,2,2,2015
675,55143899600,1,1,1,1,2015
679,57023907900,6,6,6,6,2015
704,55323058900,3,3,3,17,2015
711,57190068018,8,8,8,8,2015
720,24528388600,2,2,2,2,2015
721,7202257193,4,4,4,4,2015
729,56986641200,5,5,5,5,2015
732,8704767900,7,7,7,7,2015
772,54790605200,13,18,18,19,2015
778,56960580700,5,5,5,5,2015
787,26424457400,56,56,63,67,2015
788,56100634400,16,16,16,16,2015
798,56463349600,25,25,25,25,2015
806,56769182700,7,7,7,7,2015
816,56779730100,3,4,4,4,2015
819,6603095657,3,3,3,3,2015
837,35607238200,4,4,4,4,2015
839,57016833800,82,82,82,82,2015
852,15765290300,2,2,2,2,2015
865,55977742700,56,56,56,56,2015
867,14027991800,7,7,7,7,2015
881,56879182000,2,2,4,4,2015
892,56393857000,9,11,12,15,2015
916,57188962583,4,4,4,4,2015
926,34168027600,5,5,9,9,2015
929,23501049900,4,4,4,4,2015
936,16229169400,10,10,10,10,2015
947,56890365100,3,3,4,4,2015
981,7004832773,11,17,17,17,2015
983,6602838973,1,1,1,1,2015
996,56529715900,2,2,2,2,2015
1013,7003289125,5,5,5,5,2015
1036,56879056100,6,11,11,11,2015
1037,55944810600,2,2,2,2,2015
1042,27567563000,7,7,7,7,2015
1047,56709343000,13,13,25,25,2015
1057,56472768900,5,5,5,5,2015
1074,36543568900,3,3,3,3,2015
1084,57193160818,2,2,2,2,2015
1087,57170844100,22,22,22,22,2015
1089,25522904400,3,3,3,3,2015
1100,57189319888,10,10,10,10,2015
1102,57193696999,4,4,4,4,2015
1104,7006178644,2,2,2,2,2015
1109,57204318540,8,8,8,8,2015
1110,57189490405,10,10,10,10,2015
1118,36941201600,3,3,3,3,2015
1125,7601482975,3,3,3,3,2015
1140,57170851300,2,2,4,4,2015
1143,56433303600,7,9,11,12,2015
1145,8894760600,4,4,4,4,2015
1152,46461910700,3,3,3,3,2015
1155,55551467600,3,3,3,3,2015
1161,55800383500,4,4,4,4,2015
1173,56606231300,6,6,6,6,2015
1181,50462041300,8,11,11,14,2015
1182,56110276600,7,7,7,7,2015
1217,7404679473,2,6,6,6,2015
1239,56925439000,3,3,4,4,2015
1251,56070111800,3,3,8,12,2015
1257,56646419100,3,3,3,3,2015
1258,56085593800,2,2,2,2,2015
1259,56318768900,2,2,2,2,2015
1272,6506318631,3,3,7,7,2015
1273,9639192600,25,25,25,25,2015
1279,55973005700,4,4,4,4,2015
1291,55352871800,3,4,7,7,2015
1305,56919530000,3,4,4,4,2015
1315,56825987400,2,2,2,2,2015
1361,56606251800,6,6,6,6,2015
1362,56643004500,7,7,7,7,2015
1367,57190965041,2,2,2,2,2015
1372,57003119100,2,2,2,2,2015
1383,56072896600,7,8,8,8,2015
1384,6602901590,2,2,6,6,2015
1413,55869652000,41,41,41,41,2015
1417,54791013000,3,3,3,3,2015
1447,55576500000,15,18,18,18,2015
1471,56695336800,9,9,9,9,2015
1474,35073828000,5,5,5,5,2015
1491,55581804600,2,2,3,3,2015
