Unnamed: 0,ID,2016,2017,2018,start_year
37,42061855800,4,64,64,2016
38,57190745554,4,4,4,2016
44,56365987700,3,5,5,2016
60,56707356100,2,2,4,2016
78,7006062519,9,9,9,2016
79,57194657295,11,11,11,2016
83,6602350090,72,72,72,2016
95,10639679200,6,6,6,2016
115,6507310196,4,4,4,2016
116,55892431600,5,5,5,2016
137,57189664712,11,11,11,2016
151,55210333600,3,4,4,2016
161,57190943852,7,7,7,2016
171,55505575800,3,9,11,2016
174,8702625800,3,3,3,2016
176,57189213486,3,3,3,2016
182,6505920789,4,4,4,2016
184,56383419500,36,36,100,2016
188,56146573000,2,2,4,2016
191,57188342600,3,3,3,2016
228,56045574200,13,13,13,2016
232,57191039090,3,3,3,2016
233,57192371813,3,3,3,2016
240,55256351900,4,4,4,2016
244,7201365464,3,3,3,2016
250,57189311190,14,14,14,2016
252,57192295130,21,21,21,2016
255,57197672885,3,7,10,2016
261,57189344824,82,82,82,2016
276,57189072926,3,3,3,2016
279,31767729700,9,9,9,2016
280,42261460000,2,2,2,2016
304,56593116100,26,26,26,2016
308,57190300756,5,5,5,2016
320,23995705900,3,3,3,2016
322,6506951919,1,1,1,2016
329,55601764600,10,10,10,2016
336,55825941600,18,18,18,2016
367,57193573205,41,41,41,2016
371,57192384032,3,3,7,2016
378,57160175300,17,17,17,2016
435,57188752250,15,29,34,2016
439,56365321500,22,22,22,2016
447,57188733509,6,6,6,2016
455,52364876700,16,16,16,2016
486,18041833800,4,4,4,2016
487,6701834930,4,6,6,2016
512,54987307300,45,92,92,2016
522,57188671611,4,4,4,2016
527,57192593045,11,11,11,2016
537,37120574600,5,5,5,2016
540,6506564716,27,27,27,2016
561,57200630510,19,33,33,2016
571,16176209200,5,5,5,2016
583,57191052229,3,3,3,2016
585,6603757179,38,38,38,2016
627,57115512200,3,3,3,2016
631,57204698668,82,82,82,2016
643,22333378700,3,3,3,2016
647,7404782905,33,33,33,2016
656,8966521400,27,27,27,2016
665,57193797107,3,3,3,2016
669,57191737813,5,5,5,2016
677,57207661131,5,5,8,2016
685,57188678994,4,5,5,2016
691,35406320300,50,50,83,2016
697,36184972700,8,8,8,2016
702,7004053293,2,2,2,2016
725,57192701376,4,4,4,2016
755,57192237482,14,14,14,2016
759,57186398400,5,5,5,2016
760,57192834926,15,15,15,2016
776,56078096600,3,3,3,2016
780,55991728800,33,33,33,2016
791,35477147000,8,8,8,2016
799,57188754440,5,5,5,2016
807,36614634800,3,3,3,2016
826,16418291100,1,1,1,2016
828,7003429854,8,8,8,2016
869,54683397000,4,4,4,2016
883,57191363595,4,4,4,2016
902,51061122800,15,15,15,2016
914,57191475737,6,6,11,2016
924,57190124242,3,3,3,2016
934,57188590869,8,8,8,2016
939,36623493800,3,3,16,2016
964,56568363800,4,7,8,2016
968,57193699117,4,4,4,2016
979,56158697000,5,5,5,2016
987,56074173200,2,2,2,2016
1018,57190948026,2,2,2,2016
1040,56103590300,4,4,8,2016
1065,55967652800,10,10,10,2016
1072,57189220123,32,32,32,2016
1096,57191711457,87,87,120,2016
1119,56419270600,6,6,6,2016
1130,57192682800,2,2,2,2016
1166,57202228246,4,4,8,2016
1190,35590499600,5,5,5,2016
1202,35520065000,5,5,5,2016
1209,57197478894,3,3,3,2016
1219,57191628140,3,3,4,2016
1230,57193659335,4,4,8,2016
1234,57184343300,9,9,9,2016
1244,56624557600,4,4,4,2016
1248,55844557900,4,4,4,2016
1269,56736946700,9,9,9,2016
1286,56963453400,7,7,10,2016
1351,57202489667,19,19,19,2016
1378,57190340575,1,2,5,2016
1405,57189355666,3,3,3,2016
1426,55062598600,4,4,5,2016
1444,56192356300,18,18,18,2016
1461,8955025700,7,9,9,2016
1510,57191380147,3,7,7,2016
1528,8649715100,4,4,4,2016
1533,57194184772,11,11,11,2016
1544,16022100400,8,8,8,2016
1557,57189645750,16,16,16,2016
1558,56495282900,22,22,22,2016
1561,54681636500,3,3,3,2016
1578,55356244300,3,3,3,2016
1591,55349497100,5,14,24,2016
1594,56031368800,9,9,9,2016
1605,57199036373,6,6,6,2016
1616,36816879400,4,4,4,2016
1617,12782079400,49,49,49,2016
1623,56705583200,4,4,4,2016
1626,57190133665,5,5,5,2016
1641,55553489100,5,5,5,2016
1646,25959932700,16,16,16,2016
1650,56928312300,1,1,4,2016
1651,7003644286,53,53,53,2016
1666,56427921400,5,5,5,2016
1670,57188706549,5,5,5,2016
1696,6506118014,15,15,15,2016
1711,57189216489,1,1,1,2016
1736,6603684704,4,4,6,2016
1737,57194113582,55,55,55,2016
1743,57194111411,1,1,1,2016
1756,55935951000,16,16,16,2016
1767,57191708967,4,4,4,2016
1776,57189327719,6,6,6,2016
1777,57189232454,2,2,2,2016
1778,57130587700,2,2,2,2016
1785,56286799400,7,8,8,2016
1788,57188648856,3,3,3,2016
1793,57188584502,81,81,81,2016
1799,57191404306,3,3,3,2016
1816,55586567800,3,3,3,2016
1875,49962225000,3,3,3,2016
1877,57206276045,14,14,14,2016
1882,57191579613,3,3,3,2016
1884,57190943172,24,32,33,2016
1890,7003488915,11,32,32,2016
1893,55553743050,2,2,2,2016
1898,7006214520,2,2,2,2016
1899,57192839213,6,12,13,2016
1918,37040970300,8,8,8,2016
1919,6603384576,13,13,13,2016
1933,57185236700,15,15,15,2016
1936,36466653700,19,24,24,2016
1945,35605451500,13,13,13,2016
1959,56550089500,47,47,47,2016
1961,57193577118,10,10,10,2016
1969,57192593777,41,41,41,2016
1980,57191674868,4,4,4,2016
1981,36157308700,15,15,15,2016
1985,56478454400,16,16,16,2016
1987,55154876600,24,24,24,2016
1995,37051131500,11,11,11,2016
2031,57192194863,4,4,4,2016
2037,57193154148,6,6,6,2016
2045,19534690700,6,6,6,2016
2061,56024182100,14,14,14,2016
2062,56759943700,7,8,8,2016
2082,55342531400,81,81,81,2016
2083,6603408374,14,14,14,2016
2092,57192711155,5,5,5,2016
2098,57191223206,1,1,1,2016
2132,36622157100,6,6,6,2016
2136,36239654800,1,1,1,2016
2174,7404145008,23,25,30,2016
2186,57190124762,4,4,4,2016
2198,57193702221,4,4,4,2016
2212,55842835600,47,47,47,2016
2213,57192427511,3,3,3,2016
2237,56609057500,9,9,9,2016
2251,57188810109,5,5,5,2016
2285,6508064170,3,3,3,2016
2299,56102177900,1,1,1,2016
2331,56992750600,7,7,7,2016
2340,6601993392,4,4,4,2016
2349,26025850300,6,6,6,2016
2370,36638991100,10,10,10,2016
2374,7102861407,7,7,7,2016
2384,55822742700,1,1,1,2016
2386,57091813100,4,4,4,2016
2388,57188565697,3,3,3,2016
2395,7201463973,8,8,8,2016
2399,6602925041,10,10,10,2016
2448,56786393400,3,3,3,2016
2450,16174978200,21,21,21,2016
2457,57193029094,3,3,3,2016
2462,17346968200,4,4,18,2016
2476,56350036600,2,2,2,2016
2477,57193789238,4,4,4,2016
2494,56586167500,6,6,6,2016
2510,57192197994,7,11,30,2016
2533,18435271000,1,3,3,2016
2543,25649076300,2,2,2,2016
2564,54946641900,5,5,5,2016
2585,55511165400,3,10,10,2016
2613,8238185400,35,35,35,2016
2615,55891879300,7,7,7,2016
2617,40461263700,3,3,5,2016
2650,57189328550,4,7,8,2016
2692,56925497400,11,11,11,2016
2693,7007168423,28,28,30,2016
2698,55542663900,40,40,100,2016
2704,6603260099,70,70,70,2016
2736,57189097686,3,3,3,2016
2753,57193351775,2,6,6,2016
2761,16309794100,6,6,6,2016
2762,35753052800,13,13,13,2016
2769,57192431690,2,4,4,2016
2773,25027115800,15,15,15,2016
2783,56879230000,4,4,4,2016
2784,56592910400,12,12,12,2016
2787,23477532700,54,54,54,2016
2799,7006633322,3,3,3,2016
2811,56146251100,3,3,3,2016
2832,7102400958,16,16,16,2016
2852,57192543697,6,7,7,2016
2853,57110067000,25,25,25,2016
2896,57102195500,3,3,3,2016
2906,56592095400,2,2,2,2016
2925,57188861977,4,4,4,2016
2937,57191265349,4,4,4,2016
2942,8969748600,4,7,7,2016
2947,57191887763,1,2,2,2016
2949,57207006689,3,3,3,2016
2959,14065570000,4,4,4,2016
2980,35351567000,3,3,3,2016
3009,57204340016,47,47,47,2016
3044,15842329000,5,9,9,2016
3060,57192208910,4,5,5,2016
3063,55807355500,5,7,15,2016
3064,57191956520,3,3,3,2016
3071,57190745405,4,4,4,2016
3073,6504350888,2,2,2,2016
3098,53866212000,17,17,17,2016
3102,57190754559,8,8,8,2016
3132,57188581674,5,5,5,2016
3153,55453710300,1,1,1,2016
3185,7403619349,4,4,4,2016
3197,57052014100,36,36,104,2016
3205,57189344809,82,82,82,2016
3206,57204736361,6,6,6,2016
3223,55523498400,4,4,4,2016
3290,26421131300,4,4,4,2016
3292,57191912451,3,3,4,2016
3306,55979118000,10,10,10,2016
3340,14053507600,12,12,12,2016
3358,7006094962,27,27,27,2016
3367,57202392789,2,2,2,2016
3376,6603966596,15,15,15,2016
3382,57193134440,3,3,3,2016
3398,27267841100,5,7,19,2016
3422,56514513200,39,39,39,2016
3430,57193647155,1,3,3,2016
3445,35336690500,6,6,6,2016
3456,57190436407,61,65,65,2016
3465,7005716178,8,8,8,2016
3495,56692168000,3,3,3,2016
3496,57189043142,3,3,3,2016
3500,7004181101,3,3,3,2016
3522,57190065508,3,3,3,2016
3524,46062018600,6,6,6,2016
3542,6506079006,5,5,5,2016
3546,57190883380,5,5,5,2016
3549,6505920401,78,78,112,2016
3550,57204375486,3,3,3,2016
3552,57203239853,6,6,6,2016
3569,57144903600,5,5,5,2016
3583,36097963200,3,3,3,2016
3584,56160243300,4,4,4,2016
3621,55876947700,5,5,5,2016
3654,55988347000,3,3,3,2016
3657,56258325200,7,7,7,2016
3697,57190883130,2,3,5,2016
3698,24802263400,8,8,8,2016
3746,17345107400,2,2,2,2016
3772,7201890639,5,5,5,2016
3778,57189344919,82,82,82,2016
3784,57190375595,3,3,3,2016
3786,8594772100,14,14,26,2016
3788,7005562890,16,16,16,2016
3812,7202210195,6,6,6,2016
3813,56819006500,4,5,6,2016
3828,57160474600,4,4,6,2016
3839,57191898888,3,3,3,2016
3844,24073889300,8,16,23,2016
3847,57196335284,3,3,3,2016
3849,7402917732,5,5,5,2016
3858,22933798300,6,7,7,2016
3861,57192951536,2,3,3,2016
3870,55773864300,55,55,55,2016
3877,42561098700,1,1,1,2016
3930,23480203400,21,21,21,2016
3951,55868827400,33,33,33,2016
3967,57189763844,7,12,12,2016
3981,57192086183,11,11,11,2016
4002,55372581000,55,55,55,2016
4007,57189059220,3,3,3,2016
4011,57192206749,35,35,35,2016
4013,57190336425,6,6,6,2016
4039,55342086400,4,4,4,2016
4048,56340814500,19,24,24,2016
4056,7004123569,81,81,81,2016
4083,57190985801,7,7,7,2016
4096,56007514200,9,9,9,2016
4113,35179363000,2,2,2,2016
4114,7003703698,32,32,32,2016
4126,56198322800,11,20,20,2016
4127,17341189400,22,22,22,2016
4133,57191428557,4,4,7,2016
4135,55699137300,4,4,4,2016
4142,57204213806,2,2,2,2016
4151,57184251300,4,4,4,2016
4178,57194484529,3,3,3,2016
4196,57193434644,3,4,4,2016
4198,56786221900,1,1,1,2016
4202,9338124800,3,3,3,2016
4219,57192105144,6,6,6,2016
4225,57192587510,2,5,5,2016
4230,7005245951,4,4,4,2016
4234,57196752863,2,4,4,2016
4238,56368017300,8,8,8,2016
4275,7004073808,32,32,32,2016
4291,55317844600,4,4,4,2016
4302,13309863500,5,5,5,2016
4306,56333169400,16,16,21,2016
4322,23100090400,4,4,4,2016
4338,57192979146,3,3,3,2016
4362,56784408900,5,5,5,2016
4371,57190393812,3,3,3,2016
4417,48862109800,4,4,4,2016
4434,55185136000,6,6,6,2016
4435,35108554400,17,17,17,2016
4436,6701341154,14,14,14,2016
4441,49862369900,21,21,21,2016
4451,55350783400,6,6,6,2016
4463,57192671568,10,10,10,2016
4465,36241355300,6,6,6,2016
4490,16678684200,8,8,8,2016
4507,57190860223,11,11,11,2016
4519,55882972600,6,6,6,2016
4524,57190755060,10,10,10,2016
4535,12645507900,16,16,16,2016
4539,57198066775,81,81,81,2016
4543,15751763300,4,7,7,2016
4558,56800833000,4,4,4,2016
4569,48761088500,1,1,1,2016
4574,57192103620,10,10,10,2016
4579,57191918431,3,3,3,2016
4581,22961156500,4,4,7,2016
4588,13105039600,7,7,7,2016
4617,7006873512,3,3,3,2016
4641,57189578188,6,7,7,2016
4657,57190608236,1,1,1,2016
4664,57190022950,5,5,5,2016
4671,7006694465,4,4,8,2016
4697,14831586900,2,2,2,2016
4714,22834392900,6,6,6,2016
4715,55586120100,13,13,13,2016
4717,7004516626,4,4,4,2016
4727,7005455636,5,5,5,2016
4735,6506908112,14,14,14,2016
4740,57190491365,10,10,10,2016
4751,57200097106,4,4,4,2016
4762,22136867100,2,2,2,2016
4774,6505866462,4,4,4,2016
4788,57195137694,4,4,4,2016
4797,6603062918,43,43,49,2016
4822,57190163141,3,3,3,2016
4828,57197023056,10,10,10,2016
4840,6602923415,2,2,2,2016
4843,55485468000,3,3,4,2016
4859,55601367800,2,2,2,2016
4888,56446962600,3,3,3,2016
4893,57191844078,5,5,5,2016
4910,57000442700,9,9,9,2016
4920,57193309686,4,4,4,2016
4929,57194710749,3,4,4,2016
4930,55902500400,4,4,4,2016
4931,57190971967,2,2,2,2016
4932,27467923400,3,3,3,2016
4972,6603060414,16,16,16,2016
4979,36710944800,25,25,28,2016
4980,57191615965,5,7,7,2016
5011,6603574298,3,3,3,2016
5017,57189006149,3,3,3,2016
5022,7003949555,4,4,4,2016
5036,7102295127,33,33,54,2016
5044,57192164171,2,2,2,2016
5058,34978595600,5,5,5,2016
5070,57193449830,5,5,5,2016
5086,7003661500,16,16,16,2016
5094,7202143775,5,5,5,2016
5129,8628163300,55,55,55,2016
5157,35114716800,3,3,3,2016
5175,57190129884,3,3,3,2016
5186,56603677600,3,3,3,2016
5192,57189344696,82,82,82,2016
5204,57204495492,3,3,3,2016
5230,57199957975,4,4,4,2016
5241,35480901800,2,2,2,2016
5249,57192369246,4,6,6,2016
5259,57192379141,4,4,4,2016
5291,22938028700,14,14,14,2016
5300,12778596600,2,2,2,2016
5321,57192168756,6,6,6,2016
5331,6603488514,4,4,4,2016
5339,56439922600,2,2,2,2016
5349,57192589768,6,6,6,2016
5355,57199345394,4,4,4,2016
5362,37053935000,6,6,6,2016
5380,57191056471,6,6,6,2016
5394,7003364161,3,3,3,2016
5433,12770368900,4,4,4,2016
5445,57189326005,2,4,5,2016
5446,23766940400,11,11,11,2016
5454,56514723700,35,35,35,2016
5499,17234167000,13,13,13,2016
5500,57191429348,3,3,5,2016
5505,57192303290,6,6,6,2016
5508,8930791000,32,32,32,2016
5514,57031932100,9,9,9,2016
5529,51161739000,5,5,5,2016
5545,57190982930,16,16,16,2016
5546,57190344568,2,2,2,2016
5550,57191282166,5,5,9,2016
5571,7102700419,72,72,72,2016
5572,7006646420,6,6,6,2016
5596,26658021600,6,6,6,2016
5621,57189495788,5,5,6,2016
5639,56071074400,8,8,8,2016
5647,24482701000,3,3,3,2016
5648,26657659600,16,16,16,2016
5649,7004303880,1,1,1,2016
5650,35366873200,6,6,6,2016
5651,36573591800,3,4,4,2016
5653,57192915370,7,8,8,2016
5655,7004314308,16,16,16,2016
5662,12789193200,4,4,4,2016
5680,6506487126,5,5,5,2016
5690,56374507600,5,5,5,2016
5701,15923534300,10,10,10,2016
5704,9942178300,65,65,65,2016
5710,55546555800,10,10,10,2016
5719,57202274286,7,7,7,2016
5723,57190382173,1,1,1,2016
5734,55142418600,4,8,8,2016
5761,56490138600,3,3,3,2016
5800,56488048500,5,5,5,2016
5804,6602599801,17,17,17,2016
5810,57194234929,2,2,2,2016
5811,57170712200,9,12,12,2016
5812,57194943768,3,3,3,2016
5813,57189643076,24,24,24,2016
5817,16425472800,6,6,6,2016
5821,7003572338,3,3,3,2016
5824,20735850600,8,8,8,2016
5838,56077663300,3,4,4,2016
5840,57204344836,74,74,74,2016
5843,57190300832,5,5,5,2016
5863,6603336167,3,3,3,2016
5898,57188570126,2,2,2,2016
5901,57196010350,2,2,2,2016
5922,7102960632,29,29,91,2016
5924,57193017253,3,3,3,2016
5930,57192088361,5,5,5,2016
5938,57110303000,10,10,10,2016
5940,55975147200,136,140,156,2016
5943,57192170320,1,1,1,2016
5969,57190682797,4,7,8,2016
5978,57190400501,3,3,3,2016
5980,57192639518,3,4,4,2016
5990,57192668492,82,82,82,2016
6012,8564714900,12,12,12,2016
6022,23989372200,72,72,79,2016
6026,6701448626,17,17,68,2016
6029,56654819700,3,3,3,2016
6037,15926020900,4,4,4,2016
6040,6602491428,11,11,11,2016
6041,57189244512,6,6,6,2016
6043,57022810500,5,5,5,2016
6046,56835301200,3,6,8,2016
