Unnamed: 0,ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
30,6508033324,3,3,3,3,3,3,3,3,4,5,5,5,7,7,7,8,2003
104,6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55,2003
105,6603259884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
128,15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
174,6701643704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
252,6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31,2003
280,26435361700,4,4,4,4,6,6,6,7,7,11,11,11,11,11,11,11,2003
299,15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,2003
455,23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36,2003
557,6602899821,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
558,6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37,2003
622,57197111302,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
647,6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23,2003
653,7102889841,5,5,8,16,17,23,35,38,41,43,43,50,51,56,62,62,2003
701,7005285942,3,3,3,3,4,6,6,10,10,10,11,11,11,11,11,11,2003
735,57041029600,3,3,3,3,3,3,3,3,3,3,3,3,3,64,68,85,2003
785,7007024271,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2003
803,7404597424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
853,6504613431,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2003
919,6508164191,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1034,7005756263,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1247,23100812800,5,5,5,5,13,13,13,13,13,13,13,13,13,13,13,13,2003
1284,56780962400,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
1446,23095225900,4,4,5,5,8,8,8,8,8,8,8,8,13,13,13,13,2003
1448,6603529347,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1457,55665821400,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,2003
1567,6602360790,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1580,8694294100,4,4,4,6,6,6,8,8,9,11,11,11,13,16,19,21,2003
1695,7202982666,2,9,14,15,15,18,22,24,26,26,30,34,38,49,49,49,2003
1780,6603706214,7,7,7,9,9,11,11,12,20,22,29,29,33,33,36,36,2003
1792,36724895900,2,2,2,2,2,2,2,2,2,2,7,7,8,8,12,12,2003
1861,7006336005,15,15,15,15,28,28,28,28,28,28,28,28,28,28,66,66,2003
2010,23484322400,3,3,3,5,5,5,5,5,5,7,7,7,7,7,7,7,2003
2066,6507130393,2,3,4,5,10,12,12,16,17,21,26,26,27,32,33,33,2003
2073,7003535976,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2003
2117,7103015940,4,4,5,5,6,11,13,20,21,25,29,30,32,35,36,36,2003
2190,6508067295,5,5,5,8,9,9,9,14,21,24,24,33,33,33,33,33,2003
2275,8571955700,4,5,5,8,8,8,8,8,10,10,13,15,15,15,15,19,2003
2450,8728011000,3,4,4,4,6,6,6,6,9,9,9,12,13,13,13,13,2003
2454,6506288100,4,4,4,4,5,5,6,8,9,9,9,9,9,9,9,9,2003
2518,6507968288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2616,35305025100,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2003
2634,6602585257,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2003
2637,55978046100,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
2675,22981687400,2,3,3,3,4,5,5,8,13,13,22,24,30,34,38,47,2003
2678,55804397300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2735,24343609200,8,8,8,8,16,30,50,54,63,63,67,67,67,67,67,67,2003
2773,7007164623,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
2779,6506177259,4,5,5,5,5,17,17,19,19,19,19,19,19,19,19,19,2003
2811,7003754962,2,3,3,11,14,14,19,23,26,26,31,31,31,32,32,32,2003
2818,14053492500,3,3,7,7,7,11,13,13,13,13,13,15,19,21,23,41,2003
2825,6603414724,22,22,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2003
2861,6602882266,2,3,3,5,5,5,5,5,5,8,8,8,10,10,10,10,2003
2877,23767881700,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
2911,6506416902,1,1,1,1,1,1,1,1,3,3,3,6,7,7,7,12,2003
2931,17434913000,3,5,5,10,10,10,10,11,12,22,32,32,38,38,47,50,2003
3027,6603925966,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,2003
3189,7003440435,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2003
3216,7006630065,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
3308,6506211207,1,1,19,19,20,20,20,20,20,20,20,20,20,20,20,44,2003
3313,56236610100,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2003
3378,16641447700,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
3380,7006664030,32,78,84,84,105,115,121,124,139,149,154,166,169,169,169,183,2003
3422,24075332600,1,1,6,7,10,10,12,12,13,13,15,18,18,18,19,19,2003
3504,8402571300,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
3631,6602165045,2,2,5,5,5,5,6,6,6,6,6,6,6,6,6,6,2003
3638,55931757300,12,17,17,17,17,17,17,17,17,17,17,17,26,26,26,26,2003
3642,57205552301,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
3663,6506295890,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,2003
3666,7402460809,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
3858,6603805587,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
3859,14027940900,5,5,6,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
3911,23007855500,1,1,1,1,3,3,6,6,6,6,6,6,6,6,13,13,2003
3916,15732905200,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2003
3933,13606037600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
3949,56265106600,16,16,16,16,16,16,16,16,16,16,16,25,25,45,45,46,2003
3952,56354044400,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
3970,25630081900,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2003
4034,6602352567,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
4086,21742940700,4,4,4,12,12,12,12,12,12,12,12,12,12,12,12,12,2003
4131,6701846217,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,2003
4287,7801616918,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,2003
4297,22433899500,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,2003
4338,6701912610,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4352,55433794500,13,13,13,13,13,13,13,13,13,13,13,13,13,16,16,16,2003
4368,12785042700,2,2,2,4,4,4,9,9,9,9,9,9,9,11,11,11,2003
4415,14026359700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4558,6506534147,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2003
4659,6701763678,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
4777,6602503489,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4803,6506837991,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
4850,55033300100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
4861,7004713298,6,7,7,7,19,19,23,23,23,23,23,28,28,28,28,28,2003
4868,6603895934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4911,8255442800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
4935,6602196721,5,5,5,5,18,47,52,52,52,52,52,58,58,58,58,58,2003
5081,6508006990,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2003
5181,7004838471,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
5345,6603331919,3,4,6,6,6,9,12,12,12,12,12,12,12,16,16,16,2003
5407,6506209570,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
5480,6603432338,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
5492,6601955695,5,5,5,9,13,13,16,16,16,23,23,23,25,30,31,31,2003
5495,35804030200,7,14,22,34,34,56,70,119,127,148,168,168,183,190,201,205,2003
5503,15036941800,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
5585,6506542717,26,26,26,26,26,26,39,66,66,66,73,73,73,73,73,73,2003
5664,9741207000,1,1,1,1,1,1,7,8,8,8,9,10,13,15,18,20,2003
5741,24331241600,2,2,2,2,11,11,11,13,13,13,13,13,13,13,13,13,2003
5791,6507000363,1,1,2,2,2,6,35,48,66,91,98,105,115,117,124,126,2003
5835,6603724515,4,4,4,4,4,4,4,4,4,4,8,8,8,12,13,13,2003
5922,6508083309,2,2,3,4,4,6,6,8,17,19,22,23,24,30,32,34,2003
5966,57198882177,5,5,11,12,12,12,12,13,13,13,13,13,13,13,13,13,2003
5987,8568976300,3,4,5,9,13,15,22,27,41,47,65,70,79,83,84,89,2003
6129,6507959113,2,2,3,3,3,8,8,8,8,10,10,10,10,10,10,10,2003
6195,7202134376,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
6198,6603886662,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2003
6203,18635570000,3,3,3,7,7,10,10,16,16,19,22,22,25,25,31,34,2003
6231,7103002082,4,6,6,6,7,7,8,8,8,13,13,13,17,23,23,23,2003
6271,6506528884,2,3,3,3,3,5,8,9,9,9,12,13,18,18,25,32,2003
6279,8662248900,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,2003
6309,6506145703,5,5,5,5,5,7,7,7,7,7,9,9,9,9,9,9,2003
6328,6604057211,4,4,4,4,4,7,7,8,9,11,16,17,22,22,28,28,2003
6377,6507427250,5,7,7,7,8,11,13,13,22,24,25,27,29,30,37,46,2003
6397,7201649249,7,7,7,7,7,7,7,7,7,7,7,7,14,14,16,16,2003
6427,8940894600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
6473,6602293409,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
6521,35375397400,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2003
6579,6507984963,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
6823,7003403579,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2003
6850,7103066538,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2003
6875,6506916227,3,3,3,3,3,4,4,4,4,5,5,5,11,12,14,16,2003
6902,7004462935,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
6998,55973621500,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2003
7101,6507629564,2,2,3,3,3,3,4,4,4,4,4,4,4,4,7,7,2003
7168,55933986500,3,7,7,7,10,10,10,10,10,10,10,10,11,11,11,11,2003
7177,8876204900,2,2,2,2,2,2,5,5,7,10,10,12,18,26,26,28,2003
7313,56829540600,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,12,2003
7440,16019452800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
7491,25123238100,3,3,3,3,3,4,4,4,4,5,5,7,8,11,11,11,2003
7572,55663728800,1,1,1,3,3,7,7,7,7,7,7,8,8,8,8,8,2003
7592,7402980719,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,2003
7609,6506276844,9,9,10,10,10,11,11,11,13,13,13,13,13,13,13,13,2003
7621,12805591100,3,5,5,6,6,6,8,8,8,8,11,11,11,13,13,13,2003
7639,6507922904,5,5,5,11,11,11,11,11,15,15,15,15,21,21,21,21,2003
7658,18934964300,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
7802,36450788000,2,4,4,4,4,4,4,6,9,9,10,15,19,22,30,30,2003
7832,24824260700,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2003
7873,6603818829,26,39,49,49,49,49,49,49,49,49,49,49,54,54,54,54,2003
7934,7006299676,1,5,5,5,5,5,8,9,9,9,9,16,16,16,16,16,2003
7965,56634421000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
8021,6506350179,4,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,2003
8027,10038783700,6,6,7,7,7,7,9,12,12,19,19,19,19,19,49,49,2003
8127,6506935065,5,5,5,5,10,14,19,26,30,31,42,42,44,44,49,76,2003
8224,6508196724,4,4,4,4,6,6,6,6,11,11,11,11,11,11,11,11,2003
8233,6602113800,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
8389,36761682200,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
8455,16039058700,4,6,6,8,12,13,13,13,13,13,13,13,13,13,13,13,2003
8471,56229012300,10,10,10,10,19,31,32,34,45,57,58,59,70,73,77,79,2003
8472,8531092400,3,4,8,11,11,11,16,19,27,28,29,30,30,30,30,35,2003
8545,8934649400,3,3,3,3,3,3,6,6,6,6,6,8,8,8,8,8,2003
8718,7005461633,3,3,6,6,6,6,6,10,15,15,15,15,15,15,19,19,2003
8721,6507827557,5,8,8,11,11,15,16,21,22,22,24,48,48,48,48,48,2003
8761,22134204900,2,2,2,2,3,3,5,12,12,12,15,23,23,23,25,25,2003
8842,37561928500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
9035,7404118744,5,5,5,5,5,7,7,10,10,10,10,10,10,10,10,10,2003
9134,6701439741,10,10,10,13,13,13,13,13,13,13,13,13,14,14,14,14,2003
9136,6602592700,2,2,2,2,2,2,2,2,3,3,5,5,5,5,5,5,2003
9151,6505903323,3,3,5,5,5,7,7,7,7,7,7,7,7,7,7,7,2003
9172,7203036945,1,1,5,5,11,12,14,14,15,15,15,15,15,15,15,15,2003
9251,56265642300,12,17,17,17,17,17,20,20,20,20,26,26,26,26,26,34,2003
9314,10043235200,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
9344,6603783277,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
9449,6602761764,3,3,3,4,8,8,12,12,15,15,15,18,18,24,24,24,2003
9453,6603927952,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
9495,6602740782,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
9576,7006607981,1,3,3,6,6,7,7,10,15,15,15,15,15,15,15,15,2003
9659,7202206920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
9739,6508199584,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,9,2003
9783,6602762179,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,2003
9799,55928821800,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,2003
10039,15756194200,2,4,10,14,16,17,17,17,23,32,34,35,35,39,39,55,2003
10186,7006706193,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
10236,35462284000,3,3,5,5,5,7,8,8,8,8,8,8,8,8,8,8,2003
10269,7004484386,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2003
10283,55989255600,6,6,6,6,6,6,6,27,27,27,27,27,27,27,27,27,2003
10317,7004930816,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2003
10361,6508169835,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
10377,7005586784,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
10381,7004121491,1,1,3,4,4,4,4,6,6,6,6,6,6,6,6,11,2003
10643,7101677832,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
10693,57202958206,1,2,2,10,10,19,19,19,19,22,22,22,22,29,30,30,2003
10700,6505583575,3,3,4,4,8,8,8,8,8,8,8,8,8,8,8,8,2003
10736,6506261328,8,8,10,10,15,15,17,17,17,17,17,17,17,17,17,17,2003
10751,6508091868,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
10770,6602780376,4,4,4,4,4,4,4,4,4,4,4,4,4,10,11,11,2003
10785,6603061052,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
10808,6701472260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
10917,7201479982,6,6,6,6,6,6,6,6,6,6,6,6,6,49,49,49,2003
11001,19337267800,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,2003
11017,24176996900,2,2,2,2,5,5,6,6,6,7,8,8,8,8,8,8,2003
11031,23668010900,2,2,2,2,2,2,7,7,7,7,14,14,14,14,14,14,2003
11166,7005475323,14,14,14,14,14,14,14,14,14,17,17,17,17,28,28,28,2003
11371,7102959087,1,1,1,1,1,1,3,3,3,3,3,8,8,8,8,8,2003
11439,7003907071,13,13,13,13,13,13,13,13,18,25,25,25,25,25,25,25,2003
11440,6603711022,3,3,5,5,10,10,10,12,15,15,19,19,19,19,19,19,2003
11505,6603818958,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
11591,35071597700,1,1,1,1,7,7,18,18,18,18,18,18,18,18,18,18,2003
11656,6506142580,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
11660,6508140159,4,4,4,4,8,8,8,8,19,19,19,19,19,19,19,19,2003
11800,35416187900,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2003
11855,26652569600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
11870,7202584058,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
11927,7801368351,6,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2003
12002,57204403830,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
12041,25721726600,1,1,5,5,5,5,5,5,5,7,7,7,7,11,11,11,2003
12225,56624908200,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,17,2003
12256,35399763300,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
12300,6603634225,2,2,2,2,4,4,4,4,4,5,5,5,5,5,5,5,2003
12305,16025317800,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2003
12469,57203362710,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
12525,6602714550,2,2,2,2,2,2,2,2,2,2,5,5,5,8,8,8,2003
12542,12344924200,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,2003
12548,6603409829,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2003
12605,6602690712,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
12721,9737524300,5,5,5,6,6,7,11,11,24,24,26,29,30,30,31,33,2003
12914,6506659556,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,2003
12917,7006681520,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
12960,7003796804,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,10,2003
13000,13105684600,5,5,7,7,8,8,8,8,13,19,36,39,41,41,43,43,2003
13050,6507974112,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
13068,26647304300,3,3,3,3,3,3,3,6,6,7,7,7,7,7,7,7,2003
13076,16680491900,6,6,6,14,16,20,20,34,34,34,34,34,34,34,34,34,2003
13086,7005825840,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
13144,35315250600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
13164,8669308800,6,6,10,10,10,12,17,17,17,21,21,21,21,21,21,21,2003
13389,23468570100,3,8,9,27,51,51,58,59,59,59,59,59,59,59,62,62,2003
13442,56717204700,2,2,2,2,2,2,6,12,12,16,19,23,35,35,42,44,2003
13460,16421167700,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,2003
13599,6602634988,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
13680,23471774800,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,2003
13718,7801412146,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
13730,23569934200,2,2,2,4,4,4,4,4,4,4,8,17,17,22,22,22,2003
13834,24447898200,7,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,2003
13908,6603604511,4,4,4,7,7,7,7,7,7,8,8,8,8,8,8,8,2003
13936,22633483800,2,2,2,2,4,4,4,4,5,5,7,7,7,7,7,7,2003
14041,6602359811,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
14050,35597580600,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2003
14115,7006183140,2,2,2,2,2,2,8,8,9,9,9,9,9,9,9,10,2003
14153,15045439800,5,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2003
14168,8693075800,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
14688,12782096300,8,8,8,16,16,16,16,16,16,16,42,42,47,47,47,48,2003
14692,14039391900,1,1,1,3,3,9,17,90,90,93,93,96,97,100,101,107,2003
14768,26655163000,4,4,4,4,4,4,4,4,4,5,5,5,5,7,7,7,2003
14792,25030016200,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
14800,6603955052,2,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,2003
14822,7003496708,4,4,5,6,6,6,7,7,7,8,9,9,14,15,15,15,2003
14830,6603081332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
14940,7006792464,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
15050,6508218937,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
15060,6505959859,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,2003
15091,56426210000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
15116,6602670471,5,5,5,5,5,5,5,5,14,14,15,15,27,27,27,27,2003
15154,7006197933,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
15200,6504419732,2,3,3,3,3,3,3,3,3,3,3,3,7,7,7,11,2003
15208,6602919270,3,7,7,7,7,7,7,11,11,11,11,11,11,11,14,14,2003
15220,8535514700,2,2,6,8,9,10,12,14,15,15,17,17,17,21,24,24,2003
