Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
12,24386037000,1,1,1,1,1,1,1,3,3,6,6,2008
22,56937882200,5,5,5,5,5,5,5,5,5,5,5,2008
31,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
39,25222870300,1,1,1,1,1,1,1,1,1,1,1,2008
78,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
114,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
126,25630274200,5,5,5,5,9,9,9,9,9,9,9,2008
130,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
142,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
166,24821884600,5,5,7,7,7,7,7,7,7,7,7,2008
171,36634726700,2,2,2,2,2,2,2,2,2,2,2,2008
184,25925271900,1,1,2,2,2,2,2,2,2,2,2,2008
211,26429280500,2,4,4,4,6,6,6,6,6,10,10,2008
247,23091570600,4,4,7,7,7,7,7,7,7,7,7,2008
248,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
256,25628571400,5,5,5,5,5,5,5,5,5,5,5,2008
261,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
268,55311855200,5,5,5,5,5,5,5,5,5,5,5,2008
278,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
294,24821358600,4,4,4,4,4,4,4,4,4,4,4,2008
321,55460736000,15,15,15,15,15,15,15,15,15,15,15,2008
323,36978855700,18,18,18,18,18,18,18,18,18,18,18,2008
329,35593811100,1,1,1,1,1,1,1,1,1,1,1,2008
351,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
356,52863956700,2,2,2,2,2,2,2,2,2,2,2,2008
365,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
406,26657137800,1,1,1,1,1,1,3,3,3,3,4,2008
418,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
466,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
485,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
511,14018246700,11,11,11,11,11,11,11,11,11,11,11,2008
631,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
636,15061717900,3,3,3,3,3,3,3,3,3,3,3,2008
660,26657654200,5,6,6,6,6,6,6,6,6,6,6,2008
662,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
686,6602919670,5,5,5,5,5,5,5,5,5,5,5,2008
697,25638577600,3,3,6,6,7,7,7,7,13,13,13,2008
718,35101716000,6,6,6,6,6,6,6,6,6,6,6,2008
727,26430656900,2,2,2,2,2,2,2,8,8,8,8,2008
731,35548863600,7,15,15,15,15,18,18,18,42,42,42,2008
759,35173644200,24,24,24,24,24,24,24,24,24,24,24,2008
764,7006736906,2,3,3,3,3,3,3,3,3,3,3,2008
809,8926076800,1,1,3,3,3,7,8,8,10,14,14,2008
815,8840968000,6,6,6,6,6,6,6,6,6,6,6,2008
842,7004272853,9,9,9,9,9,9,9,9,9,9,9,2008
847,36663574200,5,5,5,5,5,5,5,5,5,5,5,2008
924,23979328600,2,2,2,2,2,2,2,2,2,2,2,2008
931,35726709600,1,1,4,4,4,4,4,4,4,4,4,2008
977,57196282050,2,2,2,2,2,2,2,2,2,2,2,2008
980,6507104741,58,58,58,58,117,117,121,121,122,122,204,2008
986,35239828200,4,4,4,4,4,4,4,4,4,4,4,2008
998,26430954400,4,6,7,7,7,7,7,7,7,7,7,2008
1001,7004753693,2,2,2,2,2,2,2,2,2,2,2,2008
1008,24831715800,1,2,20,23,24,24,24,24,33,36,39,2008
1021,25027110000,5,6,9,12,14,14,18,18,18,18,18,2008
1036,6701492456,4,4,6,7,7,7,7,7,11,11,11,2008
1037,25960338400,2,4,4,4,5,6,6,8,8,8,8,2008
1039,25929125800,8,10,10,16,20,21,21,21,21,21,21,2008
1075,24823824900,6,7,9,9,9,9,9,9,9,9,9,2008
1088,9739808000,8,8,8,8,8,8,8,8,8,8,8,2008
1091,57188678139,3,3,3,3,3,3,3,3,3,3,3,2008
1100,25937377900,3,3,3,3,3,3,3,3,3,3,3,2008
1101,8220362200,2,2,2,2,2,2,2,2,2,2,5,2008
1111,24483480100,5,5,5,5,5,5,5,5,5,5,5,2008
1144,6603346374,3,3,3,3,3,3,3,3,3,3,3,2008
1166,55321729600,12,12,12,12,12,12,12,12,12,12,12,2008
1199,22940544900,2,2,2,2,2,2,2,2,2,2,2,2008
1212,6602468821,15,15,15,15,15,15,15,15,15,15,15,2008
1214,25031004400,4,4,4,4,4,4,4,4,4,4,4,2008
1229,57203766093,5,5,5,5,5,5,5,5,5,5,5,2008
1237,24341747200,5,5,5,5,5,5,5,5,5,5,5,2008
1249,36944163800,3,3,3,3,3,3,3,3,3,3,3,2008
1263,6603865406,1,1,1,1,1,1,1,1,1,1,1,2008
1265,56538603500,3,3,3,3,3,3,3,3,3,3,3,2008
1297,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
1308,25630447700,4,4,4,4,4,4,4,4,4,4,4,2008
1319,23470031300,3,3,3,3,3,3,3,3,3,3,3,2008
1325,21934214100,5,5,5,7,7,7,11,11,11,11,11,2008
1377,25640669400,19,19,19,19,19,19,19,19,19,19,19,2008
1382,7201645712,5,5,5,5,5,5,5,5,5,5,5,2008
1393,8970612300,8,8,8,8,8,8,8,8,8,8,8,2008
1407,24512790600,30,31,45,52,55,74,92,117,117,117,117,2008
