Unnamed: 0,ID,2012,2013,2014,2015,2016,2017,2018,start_year
10,7401970635,12,12,12,12,12,12,12,2012
17,36634548900,4,9,9,9,9,9,9,2012
35,7003494205,4,4,4,4,4,4,4,2012
46,6602726745,3,3,3,3,3,3,3,2012
49,54581742800,5,5,5,5,5,5,5,2012
53,35226280500,3,3,3,3,3,3,3,2012
73,55639540400,3,3,3,3,5,5,5,2012
117,7007166540,9,9,9,9,9,9,9,2012
119,55146647600,4,4,11,11,13,13,13,2012
120,56340131200,56,62,71,71,71,71,71,2012
144,55684446500,2,2,2,2,2,2,2,2012
169,12902713100,1,1,1,1,1,1,1,2012
176,6701714180,59,69,69,69,69,69,69,2012
181,56016849700,3,3,3,3,3,3,3,2012
194,35501435900,7,7,7,7,7,7,7,2012
213,54407250400,3,4,4,6,6,6,6,2012
218,6603196991,8,8,8,8,8,8,8,2012
224,55390131000,2,2,2,2,2,2,2,2012
225,55782145400,22,22,22,22,22,22,22,2012
239,56396941400,2,2,2,2,2,2,2,2012
244,55352471100,1,1,1,1,1,1,1,2012
253,8915683900,4,4,4,4,4,4,4,2012
264,55811800700,4,4,4,4,4,4,4,2012
275,16027501900,23,23,23,23,23,23,23,2012
281,56937806800,7,7,7,7,7,7,7,2012
322,7004632677,4,4,20,23,24,24,24,2012
346,24335475600,7,10,10,10,10,15,15,2012
371,44061145500,7,7,7,7,7,7,7,2012
393,9436849500,3,3,24,24,29,29,29,2012
409,57199066122,39,39,72,72,72,72,72,2012
423,23005317000,7,7,7,7,7,7,7,2012
426,55995655700,2,2,2,3,3,7,17,2012
440,6603838207,7,16,16,16,16,16,16,2012
479,55336597100,2,2,2,4,4,4,4,2012
508,12242450800,2,3,3,3,7,7,7,2012
514,6604021227,4,4,4,4,4,4,4,2012
516,8937681800,6,6,6,6,7,7,7,2012
525,26644135200,5,5,5,5,5,5,5,2012
528,7004022711,26,32,32,32,32,32,32,2012
541,26031071400,4,4,4,4,4,4,4,2012
547,55053435400,1,1,1,1,2,2,2,2012
569,26430697600,8,8,8,8,8,8,8,2012
596,35226710600,5,5,5,5,5,5,5,2012
601,24329996300,7,7,7,7,7,7,7,2012
630,8972649800,3,3,3,3,3,3,3,2012
633,55485940200,4,4,6,6,6,6,6,2012
681,23476362800,4,4,4,4,4,9,9,2012
705,57201517140,4,4,4,4,4,4,4,2012
715,57199531976,6,6,6,6,6,6,6,2012
758,55371568400,2,2,3,4,4,4,4,2012
761,57196881113,3,3,3,3,3,3,3,2012
845,55547464700,3,4,4,4,4,4,4,2012
846,6602654044,11,11,11,26,33,33,33,2012
855,36190330500,4,4,4,4,4,4,4,2012
889,55552789100,27,27,27,27,27,27,27,2012
897,57147796200,4,4,4,4,4,4,4,2012
899,54396240700,2,2,2,23,23,23,23,2012
907,7004736287,14,17,17,17,43,43,43,2012
962,53877668500,2,2,3,3,3,3,3,2012
965,55387308700,4,4,4,4,4,4,4,2012
970,14044821700,3,3,3,8,11,14,14,2012
974,55553679000,7,7,7,7,7,7,7,2012
984,35423489200,3,3,3,3,3,3,3,2012
996,56603526600,6,6,6,6,6,6,6,2012
1006,35750932500,4,4,4,4,4,4,4,2012
1013,7004889724,16,16,16,16,64,64,89,2012
1017,57203105218,5,5,5,5,5,7,7,2012
1032,57202654476,6,6,7,7,7,7,9,2012
1047,55372565100,4,4,4,4,4,4,4,2012
1089,6602823587,6,6,6,6,6,7,7,2012
