Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
20,14619163500,2,2,2,2,2,2,2,2,2,2010
25,11738782000,2,2,2,2,2,2,2,2,2,2010
45,36082756400,3,3,3,3,3,3,3,3,3,2010
61,36816324700,3,3,3,3,8,9,12,12,12,2010
92,7004354274,2,2,2,2,2,2,2,2,3,2010
97,36453712700,5,5,5,5,5,5,5,5,5,2010
103,36190699900,6,6,6,6,6,6,6,6,6,2010
161,55880050400,2,2,2,15,15,15,34,34,34,2010
188,56835894200,3,26,26,28,28,28,28,28,28,2010
196,23567554100,3,5,5,5,5,5,8,8,8,2010
205,36630798700,3,3,3,3,3,3,3,3,3,2010
228,7004173174,2,11,15,15,15,17,17,17,22,2010
232,36713774200,2,2,2,2,2,2,2,3,3,2010
273,54421301400,6,6,6,6,6,6,6,6,6,2010
287,16024795900,4,4,4,4,4,4,4,4,4,2010
291,35773795200,6,6,6,6,6,6,6,6,6,2010
298,36602617400,5,5,5,5,5,5,5,5,5,2010
307,36615299200,4,4,4,4,4,4,4,4,4,2010
324,56417168500,5,5,7,7,8,9,9,9,9,2010
366,8986539700,4,4,4,4,4,4,4,4,4,2010
380,55731374100,5,5,5,5,5,5,5,5,5,2010
396,36664812700,3,3,3,3,3,3,3,3,3,2010
414,55629643800,16,18,18,18,18,18,18,18,18,2010
471,36149156600,14,14,14,14,14,14,14,14,14,2010
477,57196716304,4,4,4,4,4,4,4,4,4,2010
490,36782061800,1,1,1,1,1,1,1,1,1,2010
493,54397760400,3,3,3,3,6,6,6,6,6,2010
515,36060113200,6,6,6,7,7,7,7,7,7,2010
520,6602331414,2,2,2,2,2,2,2,2,2,2010
524,36816589200,3,3,3,3,3,3,3,3,3,2010
538,55617584700,3,3,3,3,3,3,3,3,3,2010
548,36679991000,4,5,5,5,5,5,5,5,5,2010
553,7202920765,33,36,40,40,48,48,102,102,135,2010
576,37061485200,8,12,12,23,23,24,25,25,25,2010
586,6701769322,22,22,22,22,22,22,22,22,22,2010
625,35101799900,1,1,1,3,3,3,3,3,3,2010
645,15760500900,22,22,22,29,40,40,40,56,56,2010
664,6504350389,3,3,3,3,3,3,3,3,3,2010
668,37074222900,4,6,6,6,8,9,9,9,12,2010
682,26041121100,5,5,5,5,5,5,5,5,5,2010
684,57197357863,2,2,2,2,2,2,2,2,2,2010
700,55612084300,3,3,3,3,3,3,3,3,3,2010
724,6602934119,2,5,5,5,5,5,9,9,9,2010
733,36706434100,4,6,6,6,6,6,6,6,6,2010
737,36239540900,9,9,9,9,9,9,9,9,9,2010
749,57205051591,4,10,10,10,10,10,10,10,10,2010
770,35176316700,3,5,7,7,7,7,7,7,7,2010
777,53879643900,2,2,2,2,2,2,2,2,2,2010
784,9040778700,2,3,3,3,3,3,3,3,3,2010
811,8300989400,7,7,7,7,7,7,7,7,7,2010
823,36704068100,6,6,9,9,21,25,25,30,30,2010
858,55256491700,1,3,5,8,8,8,8,10,12,2010
890,37054657100,11,11,11,11,11,11,11,11,11,2010
902,24921132200,9,43,44,58,58,68,83,83,83,2010
937,36184933300,2,2,2,2,2,2,2,2,2,2010
951,9842396400,3,3,3,3,3,3,3,5,5,2010
967,57197793190,7,7,7,7,7,7,7,7,7,2010
1019,24331617300,6,6,6,6,6,6,16,16,16,2010
1051,36622910000,5,5,5,5,5,5,5,5,5,2010
1053,57197532858,7,7,7,7,7,7,7,7,7,2010
1054,36336811900,7,7,7,7,7,7,7,7,7,2010
1062,9635978700,4,4,4,4,4,4,4,4,4,2010
1160,6701479988,5,5,5,5,5,5,5,5,5,2010
1180,35222083800,2,2,2,2,2,2,2,2,2,2010
1190,56538506300,7,7,7,7,7,7,7,7,7,2010
1216,36240435100,6,6,6,6,6,6,6,6,6,2010
1219,57190492621,1,2,2,2,2,2,2,2,2,2010
1240,24377090800,3,3,3,8,8,8,8,8,8,2010
1243,7006127274,13,19,25,25,27,28,30,30,30,2010
1255,6506341607,4,13,28,46,46,52,70,82,82,2010
1272,41662420000,1,1,1,1,1,1,1,1,1,2010
1312,56022706200,3,34,34,34,34,34,34,34,34,2010
1327,56630435200,2,6,6,6,6,7,11,11,14,2010
1388,36544152800,3,3,3,3,3,3,3,3,3,2010
1414,8867213600,75,75,75,75,75,75,75,75,75,2010
1437,36469843500,5,7,7,9,9,9,9,11,11,2010
1443,7003463832,14,14,14,14,14,14,14,14,14,2010
1467,24733735600,27,27,27,27,62,62,62,62,62,2010
1542,6603588897,4,4,4,4,4,4,4,4,4,2010
1575,8079328500,7,7,7,7,7,7,15,15,15,2010
1601,35117526000,12,12,17,17,17,17,20,25,33,2010
1616,15060619700,3,3,3,3,3,3,3,3,3,2010
1631,6603316510,5,5,5,10,14,19,19,20,20,2010
1650,36622219400,2,2,2,2,2,2,6,6,10,2010
1655,6504743854,3,3,3,3,3,3,3,3,3,2010
1699,36457213500,3,4,4,4,9,10,10,10,10,2010
1701,6506078081,9,9,12,12,12,12,12,12,12,2010
1706,57191483890,75,75,75,75,75,75,75,75,75,2010
1725,7004567193,15,15,34,34,36,36,77,77,95,2010
1728,36782173700,6,10,11,11,12,14,14,18,18,2010
1735,36466169300,2,6,10,10,10,10,10,10,10,2010
1743,24758900800,4,4,4,18,38,38,38,72,93,2010
1751,56243911300,2,2,2,2,2,2,2,2,2,2010
1797,25926936600,2,2,2,2,2,2,2,2,2,2010
1799,6505808803,5,5,5,5,5,5,5,5,5,2010
1801,36165916000,4,4,4,4,4,4,4,4,4,2010
1804,36536792400,3,11,11,16,16,24,24,24,24,2010
1841,24479883500,6,8,8,8,10,12,15,16,20,2010
1860,36666146200,2,2,2,2,2,2,2,2,2,2010
1871,54399125000,3,3,3,3,3,3,3,3,3,2010
1875,36191106500,3,3,3,14,22,22,22,22,22,2010
1877,6701402984,5,5,5,12,12,12,12,15,15,2010
1935,39162066800,2,2,2,2,2,2,2,2,2,2010
1938,36739936200,8,8,8,8,8,8,8,8,8,2010
1981,57199457798,14,14,14,14,14,14,14,14,14,2010
2017,36439754600,5,7,7,7,7,7,7,7,7,2010
2024,36660067900,7,9,16,16,16,16,16,16,16,2010
2051,7003625261,2,2,2,2,2,2,2,2,2,2010
2061,36640623000,1,1,1,1,1,1,1,1,1,2010
2080,36160867400,7,7,7,7,7,7,7,7,7,2010
2094,23466918000,6,6,6,6,6,6,6,6,6,2010
2142,36132939000,1,1,1,1,1,1,1,1,1,2010
2143,15729370300,1,1,1,1,1,1,1,1,1,2010
2152,55250839700,2,2,2,2,2,2,2,2,2,2010
2198,36667292000,4,4,4,4,4,4,4,4,4,2010
2209,36237927200,3,3,3,3,7,8,8,8,8,2010
2217,25633507700,13,13,13,13,13,13,13,13,13,2010
2232,36459994400,3,3,4,4,4,4,5,5,5,2010
2245,56273983000,19,19,19,19,19,19,19,19,19,2010
2246,15832159300,26,26,26,26,37,37,41,42,42,2010
2267,57196673166,3,3,3,3,3,3,3,3,3,2010
2288,7004013978,50,50,50,50,50,50,50,50,50,2010
2301,56568050500,1,4,6,6,6,6,6,6,6,2010
2303,36813396200,4,4,4,4,4,18,18,18,18,2010
2305,7003788378,11,11,11,11,15,15,15,22,22,2010
2318,55455556500,4,4,4,4,4,4,4,4,4,2010
2327,6602079091,6,6,6,6,6,6,6,6,6,2010
2330,25422147700,4,5,5,5,5,5,5,5,5,2010
2336,36698511100,24,24,24,24,24,24,24,24,24,2010
2349,14056752100,13,13,13,13,13,13,13,13,13,2010
2382,6505470575,5,5,5,5,5,5,5,5,5,2010
2400,36554143400,2,2,2,2,2,2,2,2,2,2010
2421,6603137197,5,5,5,5,5,5,5,5,5,2010
2445,57197122558,2,3,3,3,3,3,3,3,3,2010
2457,6701616786,5,5,11,15,15,19,19,19,20,2010
2465,6506044748,4,9,10,22,22,33,41,44,52,2010
2471,37002487100,3,3,3,3,3,3,3,3,3,2010
2479,36184991200,2,2,2,2,2,2,2,2,2,2010
2495,36608314200,3,3,3,3,3,3,3,3,3,2010
2525,55521612300,11,11,11,11,20,21,21,21,22,2010
2529,56369666300,14,14,14,14,14,14,14,14,14,2010
2545,35222471800,78,78,78,78,78,78,78,78,78,2010
2560,57195195071,14,14,14,14,14,14,14,14,14,2010
2575,35619975500,4,4,4,4,4,4,4,4,4,2010
2581,15521603000,1,1,3,3,3,3,3,3,3,2010
2586,57197500961,14,25,25,25,25,25,25,25,25,2010
2602,35173057100,10,10,10,10,10,10,10,10,10,2010
2650,35770363700,3,3,4,4,4,4,4,4,4,2010
2688,6603634824,3,3,3,3,3,3,3,7,7,2010
2724,36919366000,5,5,5,5,5,5,5,5,5,2010
2729,24825014500,3,3,3,3,3,3,3,3,3,2010
2764,35239938700,22,22,36,36,41,85,90,90,90,2010
2769,6603096542,3,3,3,3,3,3,3,3,3,2010
2774,35728045300,3,3,3,3,3,5,8,8,8,2010
2823,24605682200,3,3,3,3,9,13,13,16,16,2010
2835,36705721300,2,2,2,2,2,2,2,2,2,2010
2872,34876513100,6,6,6,6,6,6,6,6,6,2010
2883,55914469100,7,12,12,12,12,12,12,12,12,2010
2892,38062371000,10,10,10,10,10,10,10,10,10,2010
2899,57117849000,5,5,5,5,5,5,5,5,5,2010
2925,56517491400,12,12,12,12,12,12,12,12,12,2010
2935,25653702300,13,16,16,16,16,16,16,16,16,2010
2944,36681934700,5,5,8,8,8,8,8,8,8,2010
2956,36015081100,4,4,4,4,4,4,4,4,4,2010
2991,35230983700,4,4,4,4,8,8,8,10,14,2010
3006,13907797600,2,2,2,2,2,2,2,2,2,2010
3008,21933245700,4,4,4,4,4,4,4,4,4,2010
3060,36614302200,10,10,23,23,40,40,106,106,199,2010
3069,23007964200,9,9,9,10,10,10,10,13,13,2010
3070,24824609300,2,3,3,3,3,3,3,3,3,2010
3074,6701840343,1,1,1,1,1,1,1,1,1,2010
3119,6603756462,2,2,2,2,2,2,2,2,2,2010
3148,26665350700,3,3,5,5,8,8,8,16,16,2010
3167,14035425800,6,13,14,14,14,15,15,15,15,2010
3179,36809803300,6,6,6,16,16,16,16,16,16,2010
3227,8656410900,3,3,3,3,3,3,3,3,3,2010
3259,26026884200,3,3,3,3,3,3,3,3,3,2010
3284,36813771200,20,20,20,20,20,20,20,20,20,2010
3294,57188853867,3,3,3,5,6,14,14,14,14,2010
3311,24466485200,4,4,4,4,4,4,4,4,4,2010
3318,6602099103,1,1,1,1,1,3,3,3,3,2010
3324,54894458400,5,5,6,6,6,6,6,6,6,2010
3332,22957171000,2,24,27,27,27,27,27,27,27,2010
