Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
11,55376931500,73,73,73,73,2015
15,55719005700,7,7,7,7,2015
16,35444766700,11,11,11,11,2015
26,56781292200,1,1,1,1,2015
34,34870540900,7,7,7,7,2015
43,56411842000,2,2,2,2,2015
44,23397604200,8,8,8,8,2015
81,56002303200,7,7,7,7,2015
125,56513476200,9,9,9,9,2015
138,56939340300,2,3,3,3,2015
139,57192293609,3,3,3,3,2015
143,56114762600,10,10,10,10,2015
147,16309784700,11,11,11,11,2015
154,22236154700,5,5,5,5,2015
159,35318720900,3,3,3,3,2015
170,15070429600,2,2,2,2,2015
204,7004271887,19,19,19,19,2015
235,55961141700,12,12,12,12,2015
269,36003624100,16,22,22,22,2015
276,36805685400,4,4,4,4,2015
301,27867811000,14,14,14,14,2015
302,55974660200,10,10,10,10,2015
328,16679222000,10,10,12,23,2015
337,57203094083,83,83,83,83,2015
375,57188748169,5,9,9,9,2015
381,57189090439,3,3,3,3,2015
385,26531594700,3,3,3,3,2015
389,56968037900,1,1,1,1,2015
407,57188725838,13,13,13,13,2015
411,6701774097,3,3,3,3,2015
412,56190106200,4,4,4,4,2015
419,7402136006,4,4,4,4,2015
420,56517715300,4,5,7,19,2015
442,56594481000,3,3,3,3,2015
450,55803668500,1,1,1,1,2015
453,9245337700,19,19,19,19,2015
465,35965781000,9,9,9,9,2015
467,12784775300,1,1,3,4,2015
509,55440311600,3,3,3,3,2015
518,56639282800,28,28,28,28,2015
527,55949428900,6,6,6,6,2015
542,55973076900,3,5,5,5,2015
552,56735634200,1,1,1,1,2015
585,56203572900,9,9,9,9,2015
610,56822668900,6,6,6,6,2015
621,57188966321,7,7,7,7,2015
624,34870116100,59,70,70,70,2015
635,57192808992,4,4,4,4,2015
642,57196873890,28,28,37,37,2015
644,56156269900,7,7,7,7,2015
683,57035243200,2,2,2,2,2015
722,56682052900,2,2,2,2,2015
739,55143899600,1,1,1,1,2015
744,57023907900,6,6,6,6,2015
774,55323058900,3,3,3,17,2015
782,57190068018,8,8,8,8,2015
791,24528388600,2,2,2,2,2015
792,7202257193,4,4,4,4,2015
804,56986641200,5,5,5,5,2015
807,8704767900,7,7,7,7,2015
852,54790605200,13,18,18,19,2015
859,56960580700,5,5,5,5,2015
869,26424457400,56,56,63,67,2015
872,56100634400,16,16,16,16,2015
883,56463349600,25,25,25,25,2015
891,56769182700,7,7,7,7,2015
901,56779730100,3,4,4,4,2015
904,6603095657,3,3,3,3,2015
925,35607238200,4,4,4,4,2015
927,57016833800,82,82,82,82,2015
941,15765290300,2,2,2,2,2015
955,55977742700,56,56,56,56,2015
957,14027991800,7,7,7,7,2015
971,56879182000,2,2,4,4,2015
983,56393857000,9,11,12,15,2015
1009,57188962583,4,4,4,4,2015
1020,34168027600,5,5,9,9,2015
1023,23501049900,4,4,4,4,2015
1030,16229169400,10,10,10,10,2015
1043,56890365100,3,3,4,4,2015
1078,7004832773,11,17,17,17,2015
1080,6602838973,1,1,1,1,2015
1094,56529715900,2,2,2,2,2015
1112,7003289125,5,5,5,5,2015
1140,56879056100,6,11,11,11,2015
1141,55944810600,2,2,2,2,2015
1148,27567563000,7,7,7,7,2015
1154,56709343000,13,13,25,25,2015
1165,56472768900,5,5,5,5,2015
1186,36543568900,3,3,3,3,2015
1196,57193160818,2,2,2,2,2015
1200,57170844100,22,22,22,22,2015
1202,25522904400,3,3,3,3,2015
1213,57189319888,10,10,10,10,2015
1215,57193696999,4,4,4,4,2015
1217,7006178644,2,2,2,2,2015
1222,57204318540,8,8,8,8,2015
1223,57189490405,10,10,10,10,2015
1231,36941201600,3,3,3,3,2015
1238,7601482975,3,3,3,3,2015
1256,57170851300,2,2,4,4,2015
1259,56433303600,7,9,11,12,2015
1261,8894760600,4,4,4,4,2015
1268,46461910700,3,3,3,3,2015
1271,55551467600,3,3,3,3,2015
1277,55800383500,4,4,4,4,2015
1290,56606231300,6,6,6,6,2015
1298,50462041300,8,11,11,14,2015
1299,56110276600,7,7,7,7,2015
1338,7404679473,2,6,6,6,2015
1363,56925439000,3,3,4,4,2015
1376,56070111800,3,3,8,12,2015
1385,56646419100,3,3,3,3,2015
1386,56085593800,2,2,2,2,2015
1387,56318768900,2,2,2,2,2015
1402,6506318631,3,3,7,7,2015
1404,9639192600,25,25,25,25,2015
1410,55973005700,4,4,4,4,2015
1422,55352871800,3,4,7,7,2015
1436,56919530000,3,4,4,4,2015
1447,56825987400,2,2,2,2,2015
1500,56606251800,6,6,6,6,2015
1501,56643004500,7,7,7,7,2015
1508,57190965041,2,2,2,2,2015
1514,57003119100,2,2,2,2,2015
1528,56072896600,7,8,8,8,2015
1529,6602901590,2,2,6,6,2015
1560,55869652000,41,41,41,41,2015
1564,54791013000,3,3,3,3,2015
1595,55576500000,15,18,18,18,2015
1621,56695336800,9,9,9,9,2015
1625,35073828000,5,5,5,5,2015
