Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
14,7003729382,2,2,2,2,2,2014
21,56091446600,5,5,5,5,8,2014
28,6603228789,3,3,3,3,3,2014
54,55892354500,3,3,3,3,3,2014
58,56490304600,2,2,2,2,2,2014
65,57199470231,77,77,77,77,77,2014
69,56003475600,6,6,6,6,6,2014
79,56278368100,4,5,5,5,5,2014
80,55905767600,6,17,24,24,24,2014
110,56764415200,1,1,1,1,1,2014
115,55390323200,2,2,4,4,4,2014
150,55531427200,9,9,9,9,9,2014
193,56080718100,7,7,7,7,7,2014
219,54785262900,4,7,9,9,9,2014
238,7201884734,6,6,6,6,6,2014
260,37110778700,2,2,2,2,2,2014
289,8554454800,8,8,8,8,8,2014
309,55961075000,2,2,2,3,8,2014
310,8920845500,57,57,57,57,57,2014
338,7003376187,14,14,14,14,14,2014
382,7005337879,14,14,14,18,18,2014
391,6506921991,13,13,13,13,13,2014
394,25627283300,6,6,6,6,6,2014
421,35238939800,2,2,2,2,2,2014
435,7101782257,5,5,5,5,5,2014
448,26430482000,1,1,3,3,3,2014
460,7101820325,2,4,6,6,6,2014
478,8210164900,5,5,5,5,5,2014
482,55507392400,4,4,4,4,9,2014
502,7003663098,71,71,104,104,104,2014
505,23989107600,19,19,19,19,19,2014
554,57190798269,12,12,12,12,12,2014
561,7102447001,8,9,9,13,13,2014
571,56323460100,2,4,6,6,7,2014
592,56463148700,63,63,63,63,63,2014
607,7102700855,1,1,1,1,1,2014
623,6603551671,6,6,6,6,6,2014
632,6507989604,4,4,4,4,4,2014
637,56056477500,3,5,5,5,5,2014
661,35292611200,5,5,5,5,5,2014
667,55513194100,6,16,16,16,16,2014
677,56515297200,18,18,18,18,18,2014
687,36170379700,3,3,3,3,3,2014
692,57201265019,4,4,4,4,4,2014
736,55210404700,2,5,5,5,5,2014
757,7103381652,57,57,185,185,223,2014
783,56724226600,3,3,3,3,3,2014
789,34978108100,22,22,22,22,22,2014
821,56368652700,3,3,3,3,3,2014
822,7003288074,69,69,69,69,69,2014
841,36665846700,12,12,12,12,12,2014
851,56442094500,1,1,1,1,1,2014
856,6701814469,4,4,4,4,4,2014
882,55800824800,6,6,6,6,6,2014
926,56303734800,4,4,4,4,4,2014
935,53364401900,1,1,2,2,2,2014
954,56600628100,2,2,3,3,3,2014
968,35225209300,1,1,1,1,1,2014
982,55845598600,1,3,4,4,4,2014
985,7102504355,68,68,68,68,68,2014
990,55056139500,2,2,2,2,6,2014
999,14826391900,10,10,20,20,28,2014
1002,6602070971,3,3,3,3,3,2014
1005,7006055356,5,11,20,23,26,2014
1010,35794846500,8,8,8,8,8,2014
1050,56600853100,2,2,2,2,2,2014
1066,7006300324,6,8,8,8,8,2014
1072,8331410200,29,29,29,29,29,2014
1085,26540948400,1,1,1,1,1,2014
1099,56305144400,7,7,7,7,7,2014
1105,6602131692,3,3,3,3,3,2014
1115,55329916500,3,3,48,48,48,2014
1119,57185537000,3,3,3,3,3,2014
1122,23568612400,6,6,6,6,6,2014
1127,56690567000,8,8,8,8,8,2014
1151,6603017352,5,5,5,5,5,2014
1155,15135551700,1,1,1,1,1,2014
1204,56548893100,8,8,8,8,8,2014
1218,55235036700,10,15,15,34,34,2014
1224,56418593600,2,2,2,2,2,2014
1275,26429318000,37,37,40,40,40,2014
1310,35316018200,3,3,4,7,7,2014
1332,7004159827,83,83,83,83,83,2014
