Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
23,55782381000,4,4,4,4,4,4,4,4,2011
27,26326181300,5,5,5,5,5,5,5,5,2011
32,55703470300,5,5,5,5,5,5,5,5,2011
33,21834460700,2,2,2,2,5,5,5,5,2011
55,23992392000,3,3,3,9,20,23,34,47,2011
56,56130684200,1,1,1,2,2,2,2,2,2011
72,36470798500,2,2,2,2,2,2,2,2,2011
86,6507052437,2,2,2,2,2,2,2,2,2011
99,36968078200,3,3,3,3,3,3,3,3,2011
124,7402390313,6,6,23,23,34,34,34,34,2011
163,7004075579,2,2,2,2,2,2,2,2,2011
203,55697141200,3,3,3,3,3,3,3,3,2011
215,7801501276,2,3,3,3,3,3,3,3,2011
288,54782929300,3,6,8,8,8,8,8,8,2011
296,55365525700,3,4,4,4,4,4,4,4,2011
308,36630293400,5,5,5,8,8,8,11,18,2011
312,25655625500,5,5,5,6,6,6,6,6,2011
330,54418970200,3,4,4,4,4,4,4,4,2011
354,54385715900,2,2,2,2,2,2,2,2,2011
390,35147655600,2,2,2,2,2,2,2,2,2011
425,54581450400,3,3,3,3,3,3,3,3,2011
429,57204251333,2,2,2,2,2,5,5,5,2011
433,8548822000,2,2,2,2,2,21,21,21,2011
436,37098567800,2,2,2,2,2,2,2,2,2011
444,56630223900,6,6,6,6,6,6,6,6,2011
462,52063624000,2,2,2,7,7,7,7,7,2011
484,55879881900,5,5,5,5,5,5,5,5,2011
492,20436676300,10,10,10,10,10,10,10,10,2011
519,57197368654,3,3,3,3,3,3,3,3,2011
535,6701530007,2,2,2,2,2,2,2,2,2011
537,6602777491,5,5,5,5,5,5,5,5,2011
579,55949278200,19,19,19,19,19,19,19,19,2011
604,26664442500,4,4,4,4,7,7,7,7,2011
606,18039116600,3,3,3,3,3,5,5,5,2011
616,36604994100,11,20,20,20,20,20,20,20,2011
634,7007101008,1,1,1,1,1,1,1,1,2011
652,47561820800,1,1,2,2,2,2,2,2,2011
663,6507554768,4,4,4,4,4,4,4,4,2011
670,23394147700,1,1,1,1,1,1,1,1,2011
679,37078850100,2,2,2,2,2,2,2,2,2011
694,35179399600,1,1,1,1,1,1,4,4,2011
720,54787423300,2,2,2,2,2,2,2,2,2011
752,55604995900,83,83,83,83,83,83,83,83,2011
824,55012140900,2,2,2,2,2,2,2,2,2011
868,6601978855,6,6,6,6,6,6,6,6,2011
911,37014450100,2,2,2,2,2,2,2,2,2011
929,55485710100,5,5,5,5,5,5,5,5,2011
930,57194379165,22,22,22,22,22,22,22,22,2011
944,55037267000,5,5,6,6,6,6,6,6,2011
950,55243567700,27,27,43,43,43,43,43,43,2011
964,9842095300,23,23,23,23,23,23,23,23,2011
981,36470629500,4,4,4,4,4,4,4,4,2011
988,51160988500,4,4,4,4,4,4,4,4,2011
1026,7005019635,5,5,5,5,5,5,5,5,2011
1070,7101999997,1,1,1,1,1,1,1,1,2011
1081,57198958092,30,30,30,30,30,30,30,30,2011
1087,7101622901,11,11,11,11,11,11,11,11,2011
1114,6603604335,21,21,21,21,21,21,21,21,2011
1131,56264752700,2,2,2,2,2,2,2,2,2011
1132,15065466400,27,27,27,27,27,27,27,27,2011
1134,36006997600,3,3,3,3,3,3,3,3,2011
1147,15827964300,3,3,4,4,4,4,4,4,2011
1150,57204338494,2,2,9,9,9,9,9,9,2011
1164,53866336800,4,4,4,4,4,4,4,4,2011
1183,35114206300,4,4,4,4,4,4,4,4,2011
1188,7202272125,6,6,6,6,6,6,6,6,2011
1189,8706839200,5,5,5,5,5,5,5,5,2011
1195,6603385975,19,33,33,33,33,33,33,33,2011
1210,57198949453,2,2,2,2,2,2,2,2,2011
1245,9278228200,7,7,7,7,7,7,7,7,2011
1252,6602651468,1,6,6,6,9,9,9,31,2011
1260,37019846000,3,6,6,6,6,6,6,6,2011
1267,49961119100,3,3,3,3,3,3,3,3,2011
1278,22034668700,7,10,10,10,15,15,20,23,2011
1285,6603406483,7,20,24,34,44,44,46,46,2011
1321,55545555900,7,7,7,7,7,7,7,7,2011
1345,8944381100,6,7,7,7,7,10,13,15,2011
1357,54685089900,6,6,6,6,6,6,6,6,2011
1381,36477425800,4,4,4,4,4,4,4,4,2011
1411,24802097000,2,2,2,2,2,2,2,2,2011
1427,56229122400,9,9,9,9,9,9,9,9,2011
1450,55994382800,16,16,16,16,16,16,16,16,2011
1459,54414075600,5,5,5,5,5,5,5,5,2011
1471,56221193200,3,3,3,3,3,3,3,3,2011
1477,57198487436,9,9,9,19,19,19,19,19,2011
1489,55377127000,3,3,3,3,3,3,3,3,2011
1497,8227179100,5,5,5,5,11,11,11,11,2011
1518,55400445700,4,4,4,4,4,4,4,4,2011
1544,25647614400,1,1,1,1,1,1,1,1,2011
1557,7004283739,31,31,31,31,31,31,31,31,2011
1559,9435414200,5,5,5,5,106,106,106,106,2011
1565,54784727400,7,9,9,9,9,9,9,9,2011
1586,6507183828,3,3,3,3,3,3,3,3,2011
1600,57204984529,8,8,8,8,8,8,8,8,2011
1617,23004694400,4,4,4,4,4,4,4,4,2011
1620,15044594600,8,8,8,12,12,12,12,12,2011
1630,55151451200,8,8,8,8,8,8,8,8,2011
1664,42061239000,1,1,1,1,1,1,1,1,2011
1679,36623560000,4,7,7,8,8,8,8,8,2011
1707,36946560600,4,4,4,4,4,4,4,4,2011
1720,55332747500,4,4,4,4,4,4,4,4,2011
1730,23994216000,3,3,3,3,3,3,3,3,2011
1749,57197623278,5,5,5,5,5,5,5,5,2011
1774,24167042300,8,8,8,8,8,8,8,21,2011
1779,7201968190,3,3,4,4,4,4,4,4,2011
1808,7401671525,8,8,8,8,8,8,8,8,2011
1820,7102450485,25,45,45,45,45,45,45,45,2011
1831,24466625100,7,7,7,7,7,7,7,7,2011
1849,16053572300,22,22,22,22,22,22,22,22,2011
1881,7401962189,6,6,6,6,6,6,6,6,2011
1892,54784244900,5,5,5,5,5,5,5,5,2011
1898,7006393973,1,1,1,1,1,1,1,1,2011
1964,24822396600,7,7,7,7,7,7,7,7,2011
1994,13609434300,3,3,3,3,3,3,3,3,2011
2015,25932354300,5,5,6,6,6,6,6,6,2011
2021,49861227900,5,5,6,6,6,6,6,6,2011
2041,42861031600,5,5,5,5,5,5,5,5,2011
2042,55408018500,3,3,3,3,3,3,3,3,2011
2100,52663141600,6,6,6,6,6,6,6,6,2011
2114,55364554500,2,2,2,2,2,2,2,6,2011
2118,50862036300,2,2,2,2,2,2,2,2,2011
2122,49962436100,3,3,3,3,3,3,3,3,2011
2129,48361077400,3,3,3,3,3,3,3,3,2011
2134,57198286325,4,4,4,4,4,4,4,4,2011
2155,53879853400,4,4,9,9,9,9,9,9,2011
2164,41461553900,3,3,3,3,3,3,3,3,2011
2172,55351571300,3,3,3,3,3,3,3,3,2011
2184,57202700125,2,2,2,2,2,2,2,2,2011
2204,7005556216,4,4,4,4,4,4,4,4,2011
2206,55290799900,2,2,3,3,3,3,3,3,2011
2213,12042097500,8,8,8,8,8,8,8,8,2011
2259,26423751700,2,5,5,5,5,5,5,5,2011
2260,7004401312,6,6,6,6,6,6,6,6,2011
2328,37029140600,9,9,9,9,9,9,9,9,2011
2343,51261004400,9,9,9,9,9,9,9,16,2011
2347,23111927200,3,3,3,3,3,3,5,11,2011
2358,23668851400,2,2,2,2,2,2,2,2,2011
2365,56359185800,4,4,4,4,4,4,4,4,2011
2369,57196994175,9,9,9,9,9,9,9,9,2011
2377,22135401000,12,31,34,47,51,54,54,67,2011
2418,55890911000,3,3,3,3,3,3,3,3,2011
2427,49964684100,4,4,4,4,4,4,4,4,2011
2435,54783392500,4,4,4,4,4,4,4,4,2011
2501,54279354400,2,2,3,8,11,11,12,12,2011
2562,52365240600,2,2,2,2,2,2,2,2,2011
2584,7005674149,2,2,2,2,2,2,2,2,2011
2587,57205013279,4,9,14,16,19,22,30,33,2011
2589,36801266700,3,3,4,4,4,4,4,4,2011
2599,54954314500,2,2,2,2,2,3,3,3,2011
2603,50861918300,1,2,2,2,2,6,6,6,2011
2605,54390851400,5,5,5,5,5,5,5,5,2011
2672,8521225800,14,14,14,14,14,14,14,14,2011
2686,6701620580,31,31,31,31,31,31,31,31,2011
2689,7005350867,1,1,1,4,4,4,4,4,2011
2698,54397650200,4,4,20,24,25,25,25,25,2011
2700,10041139900,19,19,19,19,19,19,19,19,2011
2705,22434005800,11,11,11,11,11,11,11,11,2011
2719,26423926500,3,3,3,3,3,3,3,4,2011
2746,44461016500,6,6,6,6,6,6,6,6,2011
2752,57196581075,2,2,2,3,3,3,3,9,2011
2759,23566461000,28,28,28,28,28,28,28,28,2011
2777,36719811900,4,4,4,5,5,5,5,5,2011
2783,6701612707,25,25,25,25,25,25,25,25,2011
2785,35914730700,6,6,6,6,6,6,6,6,2011
2787,7407540363,8,8,8,8,8,8,8,8,2011
2788,23006238400,5,5,5,5,5,5,5,5,2011
2793,54782089500,3,3,3,3,3,3,3,3,2011
2794,17433927500,2,2,2,2,2,2,2,2,2011
2797,36894943500,6,6,6,6,6,6,6,6,2011
2800,7202407853,4,4,4,4,4,4,7,7,2011
2809,36895551700,2,2,2,2,2,2,2,2,2011
2810,7005367847,4,4,4,4,4,4,4,4,2011
2821,37029286800,6,6,6,6,6,6,6,6,2011
2836,8613497700,2,2,2,4,4,4,4,6,2011
2862,8684899100,1,4,4,4,4,4,4,4,2011
2874,36560648100,6,6,6,6,6,6,6,6,2011
2875,54386864900,2,2,2,2,2,2,2,2,2011
2882,57195736387,2,2,4,4,4,5,5,5,2011
2933,35911137100,3,3,3,3,3,3,3,3,2011
2963,42760967800,3,3,3,3,3,3,3,3,2011
2967,6602877914,5,5,5,5,5,5,5,5,2011
2968,35218669700,3,3,3,3,3,3,3,3,2011
2989,50262394700,4,4,6,6,6,6,6,6,2011
2995,7004246625,13,13,13,13,13,13,13,13,2011
3002,6602093177,2,2,2,2,2,2,2,5,2011
3013,7004640909,34,35,35,35,35,35,35,35,2011
3026,56219133500,2,2,2,2,2,2,2,2,2011
3035,35549610800,7,7,7,7,7,19,19,19,2011
3043,41761306000,6,6,9,11,11,11,20,20,2011
3047,7005948509,3,3,3,3,3,3,3,3,2011
3064,36241395400,2,2,2,2,2,2,2,2,2011
3071,54408408300,5,5,5,5,5,5,5,5,2011
3084,6602459379,4,4,4,4,4,4,4,4,2011
3094,55102895800,2,2,2,2,2,2,2,2,2011
3100,6603754749,4,4,4,4,4,4,4,4,2011
3109,39960920400,10,10,10,10,10,10,10,10,2011
3151,16176698800,3,3,3,3,3,3,3,3,2011
3162,26664445300,4,4,4,4,4,4,7,14,2011
3183,56614550100,4,4,4,4,4,4,4,4,2011
3190,56241738400,4,4,4,4,4,4,4,4,2011
3192,14034379500,5,5,5,5,5,5,5,5,2011
3196,35203239100,6,6,6,6,6,6,10,10,2011
3218,53880698700,4,11,11,11,11,11,11,11,2011
3229,54387180500,3,3,3,3,3,5,7,7,2011
3231,54894894800,6,6,6,6,6,6,6,6,2011
3235,55414263600,4,6,10,10,10,10,10,10,2011
3263,8596697100,83,83,83,83,83,83,83,83,2011
3267,54782256100,3,3,3,17,17,17,17,17,2011
3289,7003525284,8,10,10,10,10,12,12,12,2011
3306,35516283100,7,7,7,7,7,7,7,7,2011
3323,38662366200,3,3,4,4,4,4,4,4,2011
3352,22986910200,13,25,25,25,25,25,25,25,2011
3373,8213202100,6,6,6,6,6,6,6,6,2011
3388,22936171000,1,3,3,3,3,4,4,4,2011
3415,35510519500,21,30,36,37,46,46,46,46,2011
3511,57199208151,9,9,9,9,9,9,9,9,2011
3528,12804868900,44,44,44,44,44,44,44,44,2011
3531,23974416400,3,3,3,3,3,3,3,3,2011
3537,24438065100,5,5,5,5,6,11,11,11,2011
3542,6508309923,1,1,2,2,3,3,3,3,2011
3587,22233631200,4,4,4,4,4,4,4,4,2011
3591,35932001900,3,3,3,3,6,6,6,6,2011
3599,36703884500,18,18,18,18,18,18,18,18,2011
3603,36451587700,2,2,2,2,2,2,2,2,2011
3644,35318766200,18,18,18,18,18,18,18,18,2011
3652,56021708900,3,3,3,3,3,3,6,6,2011
3697,35546193800,5,5,5,5,5,5,5,5,2011
3701,9240440400,3,4,4,7,7,7,7,7,2011
3729,35076902200,2,2,2,5,9,9,11,13,2011
3734,7004859994,5,5,5,5,5,5,5,5,2011
3765,54420469800,3,4,4,4,6,6,6,6,2011
3775,55026398600,3,3,3,3,3,3,3,3,2011
3802,55989034700,3,3,3,3,3,3,3,3,2011
3804,7004105025,60,60,60,60,60,60,60,60,2011
3824,50861582000,4,4,4,4,4,10,10,20,2011
3846,57197232107,2,2,3,3,3,3,3,3,2011
3864,6602935643,4,4,5,5,5,5,5,5,2011
3874,36967581400,2,2,2,2,2,2,2,2,2011
3901,36627499100,5,5,5,5,5,5,5,5,2011
3905,52063134100,6,6,6,6,6,6,6,6,2011
3906,54684373900,2,3,3,3,6,6,8,8,2011
3930,6701741232,1,1,1,1,1,2,2,2,2011
3946,54584924900,2,2,2,2,2,2,2,2,2011
3961,26532458800,12,12,12,12,12,12,12,12,2011
3988,38361356300,5,5,5,5,5,5,5,5,2011
4001,7003527247,3,3,3,3,3,3,3,3,2011
4007,48862067500,3,3,3,3,3,3,3,3,2011
4027,55030331800,2,2,2,2,2,2,2,2,2011
