Unnamed: 0,ID,2018,start_year
14,35575819100,12,2018
17,56985435800,8,2018
60,57205427735,2,2018
68,8525292600,6,2018
85,56079662200,7,2018
87,57204397298,4,2018
118,55452991000,6,2018
125,57203179449,4,2018
133,56245385900,6,2018
149,24464505800,1,2018
152,16070341400,2,2018
174,57203101107,4,2018
190,55629547200,2,2018
208,10044860900,9,2018
219,57205349755,5,2018
224,57206490200,4,2018
243,57203229438,12,2018
249,56305691900,2,2018
253,57204440999,6,2018
281,57193844980,8,2018
283,57195559331,3,2018
290,6603096510,9,2018
304,57190980395,9,2018
333,57194835427,10,2018
336,57207468590,9,2018
361,7103138947,3,2018
391,6603212866,3,2018
396,56548968900,6,2018
403,57190573713,4,2018
445,6602293547,10,2018
455,56452559000,29,2018
458,57202889895,2,2018
462,57163047100,2,2018
470,57021574800,5,2018
489,36240772300,2,2018
498,57203204624,3,2018
532,57195940191,6,2018
540,57206736873,1,2018
542,55346238800,3,2018
587,56747980200,6,2018
606,56257263600,85,2018
611,7410389613,3,2018
622,35579517100,4,2018
625,57194144148,2,2018
645,57203964565,7,2018
680,57202308622,2,2018
685,23501064100,3,2018
686,57202293265,3,2018
694,57190001162,7,2018
710,6506175112,8,2018
735,57203228472,3,2018
743,36177268800,4,2018
751,57205205269,3,2018
753,6602704112,1,2018
774,12647414100,9,2018
777,56135211500,25,2018
783,37091588100,6,2018
800,57192113111,4,2018
811,56086562300,7,2018
818,37080173500,2,2018
838,57189464937,2,2018
842,57194829795,3,2018
850,35335928400,16,2018
856,56500665400,10,2018
895,57189067538,3,2018
898,35608588800,4,2018
910,57205276364,4,2018
911,57193837049,5,2018
926,35097705100,53,2018
932,57193573319,34,2018
937,57202218414,7,2018
947,55198926300,5,2018
974,25031812100,4,2018
998,57190854987,8,2018
1009,56195317700,6,2018
1024,57203753228,3,2018
1044,57204151682,18,2018
1055,6503944394,22,2018
1060,57192708193,5,2018
1091,57204921300,3,2018
1093,57132195300,4,2018
1094,57205197386,2,2018
1115,55227532300,6,2018
1161,56857628600,5,2018
1169,6506173536,17,2018
1184,7004580383,8,2018
1200,57207659369,5,2018
1202,57202452343,20,2018
1204,56841677200,34,2018
1205,57188925334,7,2018
1207,57193717368,3,2018
1219,14834116500,11,2018
1224,13606583600,3,2018
1228,55647164349,9,2018
1270,24171745600,3,2018
1283,57202463996,2,2018
1316,57205865258,9,2018
1317,55547286400,6,2018
1319,57190765982,17,2018
1323,6506963115,4,2018
1352,57201524269,4,2018
1356,55776619300,3,2018
1377,55920231400,46,2018
1385,57203979023,3,2018
1398,57202195982,4,2018
1422,57199121290,4,2018
1425,7006536439,8,2018
1430,16152544600,3,2018
1455,57202019974,3,2018
1470,22835644200,6,2018
1480,55605778823,11,2018
1484,57206328254,5,2018
1493,57200202986,4,2018
1496,56203876600,4,2018
1503,57201895372,31,2018
1508,57203132154,3,2018
1527,55121369800,8,2018
1547,57200935001,2,2018
1548,56071481700,3,2018
1549,57195152562,1,2018
1564,24821887700,2,2018
1596,54987296800,26,2018
1625,56019103400,2,2018
1638,35176582100,28,2018
1639,57193245301,6,2018
1642,57203306678,10,2018
1658,55250026100,5,2018
1663,57202982268,9,2018
1700,6503987935,39,2018
1726,36710846400,46,2018
1727,6507454795,3,2018
1750,56401138700,6,2018
1754,8619685500,7,2018
1761,56295197500,3,2018
1763,57204427716,5,2018
1768,6603574633,3,2018
1771,57194597960,2,2018
1774,7004577586,9,2018
1778,7005834063,35,2018
1781,57196087864,3,2018
1783,57196771510,4,2018
1789,13907492000,14,2018
1794,56942838600,6,2018
1813,57204950817,11,2018
1814,25227844000,2,2018
1821,57196841638,4,2018
1829,57195145501,9,2018
1835,57203857937,1,2018
1842,57203638637,7,2018
1844,57202504727,2,2018
1854,6701350379,4,2018
1908,56110277600,55,2018
1933,7003639284,5,2018
1938,57191526504,15,2018
1946,15042329400,2,2018
1967,9133584500,3,2018
1970,14015091400,2,2018
2013,57203900332,4,2018
2022,55920616100,5,2018
2030,16026010700,20,2018
2036,57200523890,2,2018
2077,7102516469,24,2018
2084,35229514800,12,2018
2097,24476836100,20,2018
2101,6508133198,9,2018
2102,57204778344,2,2018
2105,7202501565,5,2018
2131,57203001993,4,2018
2136,57203762736,5,2018
2159,57207007975,32,2018
2210,55963778000,34,2018
2216,6603630362,3,2018
2228,57205681872,26,2018
2246,57205618140,3,2018
2247,27567609600,3,2018
2293,57203633651,3,2018
2317,7801582963,4,2018
2319,57203316421,7,2018
2320,57204684805,7,2018
2322,36550569400,7,2018
2353,57201435152,48,2018
2354,7007085257,15,2018
2384,52263577700,12,2018
2386,56709162900,16,2018
2395,54895309300,5,2018
2401,7006980383,46,2018
2439,57205913747,7,2018
2456,55265603400,23,2018
2487,7005305539,26,2018
2488,57194384147,8,2018
2524,36906824500,5,2018
2532,55975577300,30,2018
2541,57200728242,7,2018
2547,57201089960,6,2018
2554,6506819766,2,2018
2576,55234658800,17,2018
2587,18435007800,4,2018
2598,57199499801,1,2018
2612,35419102600,32,2018
2638,55743950600,6,2018
2639,57200128045,2,2018
2640,8535537900,10,2018
2647,57197870716,4,2018
2658,7801411001,5,2018
2677,35194398900,7,2018
2694,57199692885,3,2018
2718,55779670600,2,2018
2739,7005795536,7,2018
2743,55562277600,10,2018
2767,35873590400,4,2018
2781,57188675645,14,2018
