Unnamed: 0,ID,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
18,7003709943,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2004
45,12240297000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
57,6602364546,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
162,6506687058,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,2004
165,6602207446,4,9,9,18,22,24,24,24,27,28,33,33,35,40,43,2004
167,8668849800,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
184,6505928631,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
185,6603247644,2,2,2,2,2,2,4,4,4,6,10,13,13,17,19,2004
196,6603476567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
301,57196821733,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
356,56165207900,20,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2004
384,7004874094,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,2004
401,6507907677,2,2,2,2,2,4,7,9,13,15,25,27,28,32,42,2004
423,6508225953,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2004
474,55947284200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
517,22333878000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
538,6602104029,26,26,26,26,36,36,46,46,61,61,67,67,71,71,71,2004
555,13609694400,2,2,2,2,2,2,2,2,2,4,4,8,10,12,13,2004
576,55888724800,4,5,5,7,7,7,11,12,12,12,15,15,15,26,26,2004
646,8700956700,1,1,3,3,3,3,6,6,6,7,7,7,7,7,7,2004
650,6508304627,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
666,7006376498,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2004
669,6603046252,3,3,3,3,3,3,3,3,7,8,8,8,8,8,8,2004
676,21743369000,3,3,3,4,7,7,7,7,9,10,11,11,13,13,16,2004
684,36026187100,14,14,14,14,14,14,14,14,14,14,35,35,43,56,68,2004
697,35914975100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
702,55307433500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
704,56562922100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
737,6507495155,17,21,21,21,21,21,21,21,33,33,40,40,59,67,67,2004
757,57203555921,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
859,57205273247,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
912,6701831220,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,2004
925,6701446077,9,9,9,29,29,29,29,30,30,30,30,30,30,30,30,2004
928,6505996084,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
981,7801629715,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,2004
986,7101755216,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2004
1017,7003866390,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1137,13806139000,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2004
1153,7005235158,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1172,37019071400,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
1181,23022311900,3,3,6,6,6,6,12,12,17,17,17,17,20,20,20,2004
1226,6603672082,6,6,6,8,8,8,8,8,9,9,9,9,9,9,9,2004
1227,7004245418,3,3,5,7,10,10,11,11,11,11,14,14,15,15,15,2004
1233,8393679000,9,9,9,9,9,9,9,9,9,9,15,15,15,15,26,2004
1255,56069541400,43,43,43,43,48,48,112,112,198,198,202,202,205,205,256,2004
1297,6506833359,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1308,6701746486,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2004
1372,6506745130,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,2004
1383,55860668600,3,3,3,3,3,3,4,4,12,12,12,12,12,41,41,2004
1445,8961121100,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
1494,6602939938,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
1512,7003624111,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2004
1515,35451303200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1519,6701311847,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2004
1524,13106231100,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1534,8326667300,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2004
1556,53866152500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1569,6603907030,1,3,4,4,4,4,4,4,4,4,4,4,4,5,5,2004
1587,6506145502,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1689,6603751598,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,2004
1690,7201468610,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,2004
1747,57197468914,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2004
1764,15843037400,2,8,8,8,8,8,8,8,8,8,11,11,11,14,17,2004
1791,6505737635,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
1830,6602312505,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
1944,55628547884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
1961,15019473400,2,5,10,10,10,10,10,10,10,14,14,14,14,14,14,2004
1976,7402515233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
2048,8731755200,10,16,16,16,25,69,152,152,160,160,164,164,214,214,215,2004
2072,6505648715,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,2004
2092,6603105760,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,2004
2106,6602418241,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2111,36599805500,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2004
2129,7801451703,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
2140,57191585604,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2144,22433514100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
2146,6701308311,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2004
2150,6506208823,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2189,7101766675,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
2231,6602509846,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,2004
2257,57196655437,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2004
2305,55534140961,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
2334,6602452487,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
2342,55888269800,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2004
2355,6507512730,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
2360,23975627600,3,3,3,3,4,4,4,7,8,8,8,9,9,10,10,2004
2362,6505561198,2,2,2,2,4,4,4,7,10,10,10,10,10,10,10,2004
2383,22333659000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2387,35495413600,8,8,8,8,8,8,8,8,8,22,22,22,22,22,22,2004
2416,6603832406,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2449,6506691204,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
2645,36766255500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
2652,6508370575,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
2676,7005529009,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2682,56524368600,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,2004
2726,7005940891,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
2815,6505667397,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2004
2822,24343470300,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2004
2843,6506247514,4,4,7,7,7,7,7,9,9,9,9,9,13,13,13,2004
2855,56268440100,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,2004
2926,6602182508,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2004
2962,57196074966,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,2004
3023,56001046200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
