Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
9,8852651700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
12,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
72,57203533737,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
81,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
151,56399300100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
273,8894614600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
274,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
277,7407378316,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2005
341,26643312600,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2005
351,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
386,14831456100,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
408,7003711298,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
425,6603780207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
452,8357416500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
493,7005676879,14,14,14,14,14,22,22,22,22,22,22,22,22,22,2005
509,57200783233,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2005
525,8286910100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
546,16635523100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
564,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
580,13104887800,4,4,4,4,4,7,7,7,7,7,7,7,7,7,2005
610,13607175900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
614,6507025980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
708,7801627219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
764,8403722600,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2005
765,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
778,22333263900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
809,8706421200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
845,12141109900,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
865,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
883,57195724819,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
918,11140790500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1052,7006797863,5,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
1090,6603351085,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1103,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
1122,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
1154,55665644100,2,2,2,4,4,4,4,6,6,6,6,6,6,6,2005
1173,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
1223,14016658000,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2005
1309,56115733900,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2005
1339,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1364,12544780400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
1366,8878656200,23,27,42,42,42,42,42,42,42,42,42,42,42,42,2005
1389,55423994500,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2005
1511,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1526,55002836300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1578,8971699800,3,3,3,3,35,35,35,35,35,35,35,35,35,39,2005
1626,8539997700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1629,8517932600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1632,6507306354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1656,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1687,23469845400,3,5,5,7,7,7,7,7,7,7,7,7,7,7,2005
1703,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1719,57203367164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1728,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1742,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1786,56668817000,3,3,3,3,3,10,10,10,10,10,10,10,10,10,2005
1817,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1858,8334078800,2,6,10,12,14,14,14,14,14,16,18,18,18,18,2005
1867,16743922100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1887,6602978212,5,5,5,5,16,16,16,16,16,16,16,16,16,16,2005
1888,24178846200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1914,7004075315,6,6,6,6,6,6,6,9,9,9,9,9,9,9,2005
1937,6508250671,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2039,13007657500,2,2,2,5,5,8,8,15,17,17,19,19,19,19,2005
2045,57197906415,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2005
2080,8693837100,3,7,7,8,8,8,9,9,12,12,15,15,17,19,2005
2123,8596314500,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
2134,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
2169,6603515487,3,3,4,4,4,6,6,6,7,7,9,9,11,21,2005
2222,6505586309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2286,8588520200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2329,16642317200,2,2,4,4,5,5,5,7,11,11,12,12,14,14,2005
2352,8665883200,3,3,3,7,8,11,11,11,11,11,11,11,11,11,2005
2375,25638406800,1,1,1,1,3,3,3,3,3,3,5,5,5,5,2005
2459,6506645501,1,2,7,10,12,21,31,39,43,74,81,89,105,108,2005
2490,14039765600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2502,7003595227,1,1,1,7,7,7,7,7,7,7,7,33,33,33,2005
2518,6602159947,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2528,56262780800,3,6,6,6,6,6,11,12,12,13,14,14,14,14,2005
2561,9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56,2005
2579,56635026400,7,7,7,7,7,7,7,7,7,7,7,7,7,18,2005
2607,23092429500,2,3,3,3,3,7,7,8,9,11,13,15,15,15,2005
2679,13613875100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2680,6507744783,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2005
2704,6506485127,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2709,35787936200,4,5,5,5,5,5,7,7,7,7,7,7,7,11,2005
2715,13008204000,2,2,2,8,8,8,8,8,8,8,8,8,8,8,2005
2737,6602387655,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2769,14032993800,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2840,16177563000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2844,21739690800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2875,6602732768,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2886,7004083299,5,5,5,5,11,11,14,14,14,14,14,14,14,15,2005
2897,15837711300,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
2924,56250628800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2929,8959846000,2,4,4,6,6,10,10,11,12,13,13,15,16,17,2005
2946,16550617900,4,4,4,4,4,4,6,9,9,9,76,76,76,76,2005
2978,55707316500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2982,15521074700,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3010,7004033219,8,11,12,12,12,12,12,12,12,12,12,12,12,12,2005
3078,8860022200,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
3142,7006520566,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2005
3192,7005333814,6,7,7,7,7,7,12,12,12,12,12,12,12,12,2005
3279,6506882001,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3284,7005532755,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
3289,55604019400,5,5,6,13,16,16,18,22,36,45,49,60,65,65,2005
3296,8846837500,6,6,6,14,16,16,16,20,21,21,21,21,21,21,2005
3299,13105671300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
3335,8227559800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3353,6701720058,4,4,4,4,4,4,8,8,8,8,8,8,8,8,2005
3380,6507119311,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2005
3412,8546094600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
3463,6602575815,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3491,57196669317,5,5,5,5,8,8,8,8,8,8,8,8,8,8,2005
3562,12546190900,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
3580,15070161600,3,4,5,7,7,7,7,7,7,7,7,7,7,7,2005
3632,55580318300,4,4,4,4,4,4,4,4,4,4,4,13,13,13,2005
3659,6506471121,13,13,13,13,14,14,14,14,14,14,19,19,19,19,2005
3664,6602921174,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
3683,35592489100,6,6,6,9,9,9,9,9,9,9,9,9,9,9,2005
3739,15136752000,9,14,14,14,14,14,14,14,14,14,14,14,14,14,2005
3756,7005741798,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
3793,15922467200,7,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
3800,14028497800,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2005
