Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
19,7003729382,2,2,2,2,2,2014
29,56091446600,5,5,5,5,8,2014
36,6603228789,3,3,3,3,3,2014
63,55892354500,3,3,3,3,3,2014
67,56490304600,2,2,2,2,2,2014
76,57199470231,77,77,77,77,77,2014
80,56003475600,6,6,6,6,6,2014
90,56278368100,4,5,5,5,5,2014
91,55905767600,6,17,24,24,24,2014
122,56764415200,1,1,1,1,1,2014
127,55390323200,2,2,4,4,4,2014
166,55531427200,9,9,9,9,9,2014
222,56080718100,7,7,7,7,7,2014
251,54785262900,4,7,9,9,9,2014
270,7201884734,6,6,6,6,6,2014
292,37110778700,2,2,2,2,2,2014
329,8554454800,8,8,8,8,8,2014
354,55961075000,2,2,2,3,8,2014
355,8920845500,57,57,57,57,57,2014
383,7003376187,14,14,14,14,14,2014
441,7005337879,14,14,14,18,18,2014
451,6506921991,13,13,13,13,13,2014
454,25627283300,6,6,6,6,6,2014
486,35238939800,2,2,2,2,2,2014
501,7101782257,5,5,5,5,5,2014
514,26430482000,1,1,3,3,3,2014
529,7101820325,2,4,6,6,6,2014
550,8210164900,5,5,5,5,5,2014
554,55507392400,4,4,4,4,9,2014
579,7003663098,71,71,104,104,104,2014
582,23989107600,19,19,19,19,19,2014
637,57190798269,12,12,12,12,12,2014
644,7102447001,8,9,9,13,13,2014
655,56323460100,2,4,6,6,7,2014
678,56463148700,63,63,63,63,63,2014
693,7102700855,1,1,1,1,1,2014
714,6603551671,6,6,6,6,6,2014
725,6507989604,4,4,4,4,4,2014
730,56056477500,3,5,5,5,5,2014
758,35292611200,5,5,5,5,5,2014
766,55513194100,6,16,16,16,16,2014
779,56515297200,18,18,18,18,18,2014
791,36170379700,3,3,3,3,3,2014
797,57201265019,4,4,4,4,4,2014
852,55210404700,2,5,5,5,5,2014
877,7103381652,57,57,185,185,223,2014
907,56724226600,3,3,3,3,3,2014
913,34978108100,22,22,22,22,22,2014
950,56368652700,3,3,3,3,3,2014
951,7003288074,69,69,69,69,69,2014
972,36665846700,12,12,12,12,12,2014
982,56442094500,1,1,1,1,1,2014
988,6701814469,4,4,4,4,4,2014
1020,55800824800,6,6,6,6,6,2014
1071,56303734800,4,4,4,4,4,2014
1081,53364401900,1,1,2,2,2,2014
1105,56600628100,2,2,3,3,3,2014
1121,35225209300,1,1,1,1,1,2014
1138,55845598600,1,3,4,4,4,2014
1141,7102504355,68,68,68,68,68,2014
1146,55056139500,2,2,2,2,6,2014
1156,14826391900,10,10,20,20,28,2014
1159,6602070971,3,3,3,3,3,2014
1162,7006055356,5,11,20,23,26,2014
1168,35794846500,8,8,8,8,8,2014
1217,56600853100,2,2,2,2,2,2014
1236,7006300324,6,8,8,8,8,2014
1243,8331410200,29,29,29,29,29,2014
1259,26540948400,1,1,1,1,1,2014
1275,56305144400,7,7,7,7,7,2014
1284,6602131692,3,3,3,3,3,2014
1294,55329916500,3,3,48,48,48,2014
1298,57185537000,3,3,3,3,3,2014
1301,23568612400,6,6,6,6,6,2014
1307,56690567000,8,8,8,8,8,2014
1338,6603017352,5,5,5,5,5,2014
1344,15135551700,1,1,1,1,1,2014
1396,56548893100,8,8,8,8,8,2014
1412,55235036700,10,15,15,34,34,2014
1419,56418593600,2,2,2,2,2,2014
1474,6602341898,4,4,4,4,4,2014
1479,26429318000,37,37,40,40,40,2014
1520,35316018200,3,3,4,7,7,2014
1545,7004159827,83,83,83,83,83,2014
1589,55562055200,3,3,3,3,3,2014
1594,56485392200,3,3,3,3,3,2014
1604,6506942098,10,10,10,10,10,2014
1608,48861000500,2,2,2,2,2,2014
1622,56080939100,3,3,3,3,3,2014
1655,56405507800,2,3,3,5,5,2014
1662,55247696300,3,3,4,4,4,2014
1673,7202709950,2,15,15,15,15,2014
1688,56514689400,90,90,90,90,106,2014
1693,56416174100,5,5,5,5,5,2014
1698,53984089800,1,1,1,1,1,2014
1701,49962985800,8,9,9,9,9,2014
1718,7004440552,13,13,13,13,13,2014
1748,24070104000,6,6,6,6,6,2014
1767,56515509200,31,31,31,31,31,2014
1782,55912205900,2,2,2,2,2,2014
1812,7003642653,5,5,5,5,5,2014
1866,56872545300,6,6,6,6,6,2014
1875,56304222900,2,2,2,2,2,2014
1879,34870369100,1,1,1,1,1,2014
1883,15074491000,12,12,12,12,12,2014
1900,8840160700,7,7,7,7,13,2014
1909,57193917441,3,3,3,6,6,2014
1912,55670342800,6,7,7,7,11,2014
1930,56421924000,12,12,12,12,12,2014
1948,12763115200,5,5,5,5,5,2014
1962,36963848900,2,2,2,2,2,2014
2033,54973971200,15,36,36,36,36,2014
2090,56410509700,3,3,3,3,3,2014
2099,55175232000,5,5,5,5,5,2014
2104,6507020806,5,5,5,5,5,2014
2135,56650986300,2,2,2,2,2,2014
2141,6603706866,1,1,1,1,1,2014
2145,23009970700,2,2,2,2,2,2014
2156,28568150400,2,2,2,2,2,2014
2163,6602580646,3,3,3,3,3,2014
2173,55880387500,9,9,9,9,9,2014
2181,8538768800,10,10,10,10,10,2014
2182,6603447947,6,6,9,9,9,2014
2194,57188837260,6,6,6,6,6,2014
2195,56303861600,3,3,3,3,10,2014
2207,54957019000,2,2,2,2,2,2014
2224,14052002000,3,3,3,3,3,2014
2226,56298323100,8,8,8,8,23,2014
2243,56352532300,2,2,2,2,2,2014
2263,55921184300,2,2,2,2,2,2014
2264,8553096800,4,6,6,6,6,2014
2270,26659171200,9,9,9,9,9,2014
2274,55745218900,17,17,17,17,17,2014
2294,56400932000,3,3,3,3,3,2014
2344,55813744700,2,2,2,2,2,2014
2372,55064235900,3,11,77,77,77,2014
2379,36013692000,15,18,18,18,18,2014
2389,36700746300,13,13,14,14,14,2014
2396,6507036738,5,5,5,5,5,2014
2421,6603501558,2,2,2,2,2,2014
2465,36728470800,4,4,4,4,4,2014
2495,56428866800,2,2,3,3,3,2014
2514,55325698800,3,3,3,3,3,2014
2586,7005908147,4,4,4,4,4,2014
2590,6602158037,5,5,5,5,5,2014
2635,7005842788,11,11,11,11,11,2014
2655,55897918000,4,4,4,4,4,2014
2691,8555264800,4,4,4,7,7,2014
2705,7004313790,1,19,61,61,61,2014
2736,55386096200,3,3,3,3,3,2014
2748,56784272300,3,3,3,3,3,2014
2780,55888041500,2,2,4,4,4,2014
2816,56884348800,2,2,2,2,2,2014
2819,55080111500,3,3,3,3,3,2014
2820,56784395900,11,11,11,11,11,2014
2874,6507074697,10,10,10,10,10,2014
2884,16453973000,43,43,43,43,57,2014
2888,57199286635,6,6,6,6,6,2014
2905,55935801300,5,5,5,5,5,2014
2954,57204549001,4,4,4,4,8,2014
2983,26027138700,5,5,5,5,5,2014
2992,56592109900,2,2,2,2,2,2014
3009,35964277500,11,11,16,16,16,2014
3017,47962477400,5,5,5,5,5,2014
3072,12753945200,41,41,41,41,41,2014
3076,56346223700,12,12,12,12,12,2014
3082,56275453500,8,8,8,8,11,2014
3087,56112940300,11,45,49,49,49,2014
3096,7006321608,4,5,5,5,5,2014
3107,56515358500,7,22,24,24,24,2014
3178,56594178500,2,2,2,2,2,2014
3198,42262237300,1,1,1,1,1,2014
3277,35379576100,3,3,3,3,3,2014
3283,35190134000,6,6,6,6,6,2014
3298,56160592500,2,2,4,4,4,2014
3313,56313356700,7,7,7,7,7,2014
3323,15828193000,41,41,62,62,62,2014
3327,35955715700,2,2,2,2,2,2014
3328,55542037700,12,12,12,12,12,2014
3333,24544861300,7,7,7,7,7,2014
3336,56323509500,4,4,4,4,4,2014
3374,38861546800,6,6,6,6,6,2014
3377,56731120300,4,6,6,6,6,2014
3400,56898971000,2,2,2,2,2,2014
3413,48661352700,4,4,4,7,7,2014
3422,6506654142,5,5,5,5,5,2014
3489,57202193726,3,3,3,3,3,2014
3510,7103229351,29,29,51,51,51,2014
3539,7004375763,4,4,4,4,4,2014
3552,35107616800,8,8,8,8,8,2014
3570,56178546800,2,2,2,2,2,2014
3593,56728516800,3,3,3,3,3,2014
3619,23388785300,2,4,4,6,8,2014
3711,16240669800,9,9,9,9,9,2014
3740,56159639400,7,7,8,10,10,2014
3749,22941996300,5,5,5,5,5,2014
3752,37100030600,5,5,9,9,9,2014
3763,57189257666,1,2,2,2,2,2014
3774,56592145400,5,5,5,5,5,2014
3797,57188551158,8,8,8,8,8,2014
3816,27567854000,4,4,4,7,10,2014
3821,48361170800,4,4,13,17,38,2014
3823,57200141383,4,5,5,9,9,2014
3835,56419811000,2,2,2,2,2,2014
3852,7006260165,20,20,20,20,20,2014
3860,7101647776,4,4,4,4,4,2014
3888,56126466800,2,2,2,2,2,2014
3903,57189353807,4,4,4,4,4,2014
3917,56303884800,13,13,13,13,13,2014
3918,23995831700,6,6,6,6,6,2014
3924,56514864400,14,16,16,19,19,2014
3927,24922824800,3,3,3,4,4,2014
3928,36606480300,3,3,3,3,3,2014
3963,55358751500,1,1,1,1,1,2014
3975,56202420100,2,2,2,2,2,2014
4002,6602644457,5,5,9,10,16,2014
4014,56784273500,13,13,13,13,13,2014
4089,35188611500,2,2,2,2,2,2014
4124,55837745800,5,5,5,7,7,2014
4137,56084569400,1,1,1,1,1,2014
4158,56406138200,3,3,3,3,3,2014
4162,37074193800,4,4,4,4,4,2014
4195,6506156795,90,90,90,90,90,2014
4196,55787509000,5,5,5,5,5,2014
4199,57192063098,3,3,3,3,3,2014
4212,16023425700,4,4,4,4,4,2014
4223,26425260900,3,3,3,3,3,2014
4224,15043107900,7,7,7,7,7,2014
4246,56189616200,5,5,5,5,5,2014
4258,57198513169,5,5,5,5,5,2014
4273,56053398100,3,3,3,3,3,2014
4312,56444378300,22,22,22,22,22,2014
4334,56303444200,5,5,5,5,5,2014
4344,7003830512,17,17,17,17,17,2014
4396,13805336200,11,11,11,11,11,2014
4401,23389689400,14,14,14,14,14,2014
4438,35302036800,2,2,2,2,2,2014
4440,7202626498,83,83,83,83,83,2014
4441,55957104000,3,3,3,3,3,2014
4452,7202280449,17,17,17,17,17,2014
4463,15129167000,18,18,18,18,18,2014
4487,56400822700,2,2,2,2,2,2014
4515,56211007000,12,12,12,12,12,2014
4529,56426762900,10,10,10,10,10,2014
4537,55911897600,4,4,4,4,4,2014
4556,57191242922,5,5,5,5,5,2014
4574,9738303500,3,3,3,3,3,2014
4576,55325089100,3,3,3,3,3,2014
4597,26635763700,2,2,2,2,2,2014
4625,7006134930,9,9,9,9,9,2014
4643,36464388500,2,2,2,2,2,2014
4650,55993706000,4,4,4,4,4,2014
4652,56690326200,7,7,7,7,7,2014
4656,14054580500,6,6,6,6,6,2014
4659,56177132700,14,14,14,14,14,2014
4669,6602380558,3,3,3,3,3,2014
4729,7003590574,8,8,8,8,8,2014
4752,56126003700,5,5,5,5,5,2014
4761,8946987000,3,8,8,8,10,2014
4769,6602794253,1,6,6,6,6,2014
4772,23569879500,3,3,3,3,3,2014
4799,54881277500,69,69,69,69,69,2014
4800,55914847600,46,46,46,46,46,2014
4804,15769918700,18,18,18,18,18,2014
4805,36602151100,23,23,23,23,23,2014
4819,6508062795,2,2,2,2,2,2014
4830,55868833400,3,4,4,4,7,2014
4832,56263023800,10,10,10,10,10,2014
4837,57191133819,3,3,3,3,3,2014
4847,56556852300,3,3,3,3,3,2014
4851,56514679300,28,28,34,34,34,2014
4855,56397866900,2,2,2,2,2,2014
4860,57194886323,83,83,83,83,83,2014
4868,56338026800,2,2,2,2,2,2014
4939,55968515800,1,1,1,1,1,2014
4951,37021961000,2,2,2,2,2,2014
4984,36473870800,4,4,4,4,4,2014
5021,56245522100,3,3,3,3,3,2014
5059,18535492600,1,1,1,1,1,2014
5060,6603823710,2,2,2,2,2,2014
5067,54412847300,4,4,4,4,4,2014
5070,7006361569,3,3,3,3,3,2014
5080,7005370402,11,15,19,19,25,2014
5081,56600857300,3,3,3,3,3,2014
5120,23978348200,8,8,10,10,11,2014
5161,56342257000,5,5,5,5,5,2014
5184,7003552177,6,7,7,7,7,2014
5194,7101959033,2,2,2,2,2,2014
5222,56518154400,2,2,2,5,5,2014
5234,6701533742,3,3,3,3,3,2014
5273,55904038200,9,15,15,15,15,2014
5277,29068026200,6,6,6,6,6,2014
5293,56284270400,2,2,2,2,2,2014
5311,7006404174,93,93,93,93,93,2014
5328,55535263100,4,4,4,4,4,2014
5330,56113644200,2,2,2,2,2,2014
5338,56367406200,2,2,2,2,2,2014
5357,56010209500,1,1,1,1,1,2014
5381,55877253800,2,2,2,2,2,2014
5394,7103318901,6,6,7,7,11,2014
5426,56423571700,6,6,6,6,6,2014
5463,35574407400,5,5,5,5,5,2014
5493,55371091400,2,2,2,2,2,2014
5515,56941391200,9,9,9,9,9,2014
5557,7006742732,4,4,4,4,4,2014
5567,42861586800,25,25,25,44,44,2014
5569,57189236878,2,2,2,2,2,2014
5598,7404884860,2,2,2,2,2,2014
5600,55897158600,3,3,3,3,3,2014
5601,56514972700,31,31,31,31,31,2014
5602,6602822723,6,6,10,10,10,2014
5607,6505986526,4,4,9,9,9,2014
5621,54985895700,3,3,3,3,3,2014
5639,56405178400,10,10,10,10,10,2014
5646,13607928400,4,4,4,4,4,2014
5653,25957633800,6,6,6,6,6,2014
5661,7006359835,2,2,2,2,2,2014
5673,56179812300,8,14,14,19,31,2014
5683,7004176077,69,69,69,69,69,2014
5687,55921755700,10,10,10,10,10,2014
5699,9043030100,4,4,4,4,4,2014
5700,7102424075,23,23,27,27,69,2014
5706,57191927234,11,11,11,11,11,2014
5710,55474846900,2,2,2,2,2,2014
5752,54685015700,3,3,3,3,3,2014
5774,56037132400,57,57,57,57,57,2014
5793,56695244700,5,5,5,5,5,2014
5794,56091832200,4,6,6,6,6,2014
5795,6602776424,7,7,7,7,7,2014
5821,56428550400,1,1,1,1,1,2014
5822,56405644500,10,12,12,12,12,2014
5825,15924472100,3,3,3,3,3,2014
5836,55663453300,6,6,6,6,6,2014
5862,36133866700,2,2,4,4,4,2014
5864,50462819100,8,8,8,8,8,2014
5919,6506812457,2,7,10,10,10,2014
5924,26641274000,7,7,7,7,7,2014
5936,56610398800,3,4,5,5,9,2014
5958,56543596000,4,12,12,12,12,2014
5979,56326000900,5,5,5,5,5,2014
5994,8402073700,2,2,2,2,2,2014
6007,55748813300,4,4,4,4,4,2014
6030,26026797500,2,2,2,2,2,2014
6061,56429466400,1,1,2,2,2,2014
6067,56021610700,4,4,4,4,4,2014
6079,6602301384,3,7,8,8,8,2014
6103,55413984500,1,1,1,1,1,2014
6111,57191037710,7,7,7,7,7,2014
6113,56252373400,11,16,16,16,16,2014
6119,56392133800,3,3,3,3,3,2014
6135,55883839400,2,6,6,6,6,2014
6193,55247387300,5,5,5,5,9,2014
6202,57206872055,8,8,8,8,8,2014
6209,57103056200,2,2,2,2,2,2014
6214,55883565100,1,1,1,1,1,2014
6219,56260185400,7,7,7,7,7,2014
6224,56242437200,6,6,6,6,6,2014
6238,55195186800,10,10,10,10,10,2014
6261,55658310200,10,10,10,10,10,2014
6275,26327067600,6,6,6,6,6,2014
6278,55975831200,4,4,4,4,4,2014
6309,56515429700,28,28,28,28,28,2014
6322,15925910100,2,2,3,3,3,2014
6327,56449188000,5,5,5,5,5,2014
6346,56487301800,8,8,8,8,8,2014
6352,56335517800,4,4,4,4,4,2014
6353,57198924701,5,8,8,8,8,2014
6384,55607830000,5,5,17,17,17,2014
6398,57191034838,3,3,5,5,7,2014
6404,56041813600,8,8,8,8,8,2014
6417,7005551088,83,83,83,83,83,2014
6420,56426434700,8,13,13,13,13,2014
6425,15050935000,6,6,6,6,6,2014
6434,55151448900,3,3,3,3,3,2014
6436,56303597300,3,3,3,3,3,2014
6450,7005598571,6,6,6,6,6,2014
6541,56069659300,4,7,7,7,7,2014
6557,55944721500,38,57,59,59,59,2014
6573,35100655200,8,8,8,8,8,2014
6574,55634594900,4,7,7,7,7,2014
6583,52363138500,6,6,6,6,6,2014
6628,56332666900,1,1,1,1,1,2014
6663,7006830110,3,3,3,3,3,2014
6670,23100240100,1,1,1,1,1,2014
6675,56492590200,3,3,3,3,3,2014
6709,55703434800,6,6,6,6,6,2014
6720,35742861500,24,24,24,24,24,2014
6724,57113286300,3,3,3,4,4,2014
6732,35318987800,2,4,4,4,4,2014
6744,55703013800,2,2,2,2,2,2014
6754,7402249392,43,43,43,43,43,2014
6760,56515427500,19,19,19,19,19,2014
6780,55549371500,3,3,3,3,3,2014
6790,55744150200,14,14,14,14,14,2014
6806,36237911700,13,13,13,13,13,2014
6818,6507322486,3,3,3,3,3,2014
6821,55699644000,5,5,5,5,5,2014
6836,56405270700,6,7,8,9,9,2014
6857,55615097600,4,4,4,4,4,2014
6876,56304648400,1,1,1,1,1,2014
6883,37121692700,2,2,2,2,2,2014
7017,24605650900,3,3,4,4,4,2014
7022,7004363417,6,6,6,9,9,2014
7023,56114624200,5,5,12,12,21,2014
7031,57207399448,2,2,2,2,2,2014
7036,16506662800,69,69,90,90,90,2014
7039,7003495699,68,68,68,68,68,2014
7053,55546827600,39,39,39,39,39,2014
7056,55505870400,8,8,8,8,8,2014
7078,55953999700,3,3,3,3,3,2014
7090,56814283900,2,2,2,2,2,2014
7098,24472497900,13,20,20,20,20,2014
7099,36059703600,3,3,4,4,4,2014
7104,9532409900,7,7,10,10,16,2014
7116,56225502200,3,3,9,9,9,2014
7133,57203079557,32,32,42,42,69,2014
7184,54399617900,7,8,8,8,8,2014
7236,23088615800,32,32,32,32,32,2014
7250,56135587900,1,1,4,4,4,2014
7255,37051150800,5,5,5,5,5,2014
7267,34873432200,6,6,6,6,6,2014
7276,12240268200,6,6,6,6,6,2014
7350,56426183600,4,6,6,6,6,2014
7358,25927281600,3,3,3,3,3,2014
7359,56352262400,9,9,9,9,9,2014
7360,6603455357,3,3,3,3,3,2014
7395,56422276700,4,4,4,4,4,2014
7416,6602908373,10,10,10,10,10,2014
7418,24484725700,9,9,9,9,9,2014
7430,56505640300,37,37,37,37,61,2014
7438,55224557600,7,7,7,7,7,2014
7441,35767133300,8,12,16,16,18,2014
7445,56534892200,2,2,2,2,2,2014
7469,56515401700,16,16,16,16,20,2014
7493,57198122556,4,4,4,4,8,2014
7494,56514528000,46,46,46,46,46,2014
7498,7403935120,2,2,2,2,2,2014
7507,55466576500,4,4,4,4,7,2014
7515,56291679700,1,1,1,1,1,2014
7526,36731675700,6,6,15,19,21,2014
7547,57140160700,12,12,12,12,12,2014
7612,56122637100,4,4,5,5,5,2014
7617,8276654100,6,6,6,6,6,2014
7622,35197949100,3,3,5,5,5,2014
7642,57198059125,2,2,2,2,2,2014
7649,55762423400,11,11,11,16,16,2014
7672,6506902837,4,4,4,4,4,2014
7675,56429577100,2,2,2,2,2,2014
7688,55488564600,7,7,14,16,29,2014
7693,14068495700,3,3,3,3,3,2014
7703,56244600100,4,4,4,4,4,2014
7718,55774910300,7,7,7,7,7,2014
7727,55393465500,2,2,2,2,2,2014
7735,24734147700,46,46,46,46,46,2014
7741,7006304904,3,3,3,3,3,2014
7756,56352330400,1,1,1,1,1,2014
7770,56427021000,2,2,2,2,2,2014
7773,31267448600,2,2,2,2,2,2014
7787,57190326588,21,21,21,21,21,2014
7876,57004701400,5,5,5,5,5,2014
7895,36676752500,3,3,3,3,3,2014
7904,36992630400,5,5,5,5,5,2014
7952,50060902700,4,7,7,7,8,2014
7976,7005038735,3,3,3,3,3,2014
8000,16413927300,7,7,7,7,7,2014
8033,56681047900,4,6,6,6,6,2014
8050,56515188800,6,6,6,6,6,2014
8085,56134949100,4,4,4,4,4,2014
8106,36053495300,10,10,10,10,10,2014
8118,26537744300,2,2,2,2,2,2014
8151,55826761400,7,7,7,7,7,2014
