Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
17,54793525200,4,4,4,4,4,4,2013
19,36059257800,11,11,11,11,11,11,2013
28,8729407200,3,3,3,3,3,3,2013
45,52264444300,3,3,3,5,5,6,2013
67,55920057000,3,3,3,4,4,5,2013
84,7006779373,3,3,3,3,3,3,2013
103,26648420600,10,10,14,14,14,14,2013
112,55270360400,2,2,2,2,2,2,2013
116,55957287600,4,4,4,4,4,4,2013
149,35797185000,5,5,5,15,23,28,2013
156,55371043400,3,3,3,3,3,3,2013
157,6602806420,11,11,11,11,11,23,2013
163,6603322853,2,2,2,2,2,2,2013
199,26435260800,3,3,3,3,3,3,2013
220,25926681900,3,3,3,3,3,3,2013
225,56257600100,5,5,5,5,5,5,2013
234,55858603300,3,3,3,3,3,3,2013
248,55604303000,10,11,11,11,11,11,2013
254,13609644600,1,1,1,1,1,1,2013
261,55838084400,7,8,8,9,9,9,2013
265,56102203000,5,5,5,5,5,5,2013
293,55904512100,4,5,5,5,5,5,2013
295,56541162300,7,7,7,7,7,7,2013
303,8604666200,9,67,67,84,86,86,2013
309,56109985500,2,2,2,2,2,2,2013
316,36473088400,3,3,3,5,5,5,2013
321,56389400700,1,4,4,4,4,4,2013
324,55438117400,2,4,4,13,16,20,2013
340,55903287600,4,4,4,4,4,4,2013
350,7102700826,28,28,28,28,28,28,2013
354,55900690200,3,3,3,4,4,4,2013
361,35253987700,11,11,11,11,11,11,2013
375,8837828900,3,3,3,3,3,7,2013
385,55831215500,4,4,4,4,4,4,2013
390,55761197000,4,4,4,4,4,4,2013
397,56369577300,19,21,21,21,21,21,2013
406,37015515400,6,6,6,6,6,6,2013
414,54781272800,2,3,3,3,3,4,2013
425,36150748300,14,14,14,14,14,14,2013
456,25927422700,4,9,13,20,20,20,2013
459,56005372600,5,5,7,7,7,7,2013
505,35550570600,13,13,13,13,23,34,2013
509,55750042900,8,8,8,8,8,8,2013
510,15128362900,56,56,56,56,56,56,2013
534,7202287838,7,8,8,8,8,8,2013
548,35280782200,16,16,16,85,85,106,2013
559,20734416800,17,17,17,17,17,17,2013
567,56286839800,14,14,14,14,14,14,2013
592,55807665000,2,3,3,3,3,3,2013
612,55683066300,2,2,2,2,2,2,2013
618,45561600000,5,5,5,5,5,5,2013
626,57164080900,2,2,2,2,2,2,2013
628,36646743000,6,6,6,6,6,6,2013
635,55970755000,4,4,4,4,4,4,2013
643,57197244479,5,5,5,5,5,5,2013
644,25928517500,5,5,5,5,5,5,2013
677,55858739400,2,2,2,4,6,6,2013
692,55709131800,7,7,7,7,15,15,2013
747,39262374300,26,26,26,26,26,26,2013
759,9735045400,7,7,7,7,7,7,2013
775,55931016700,3,7,7,7,7,7,2013
783,55777480900,1,1,1,1,1,1,2013
785,55841369000,8,8,8,8,8,8,2013
806,7007079554,6,6,6,6,6,6,2013
816,55670793800,1,1,1,1,1,1,2013
817,57196879231,4,4,4,4,4,4,2013
818,55931466000,7,7,7,7,7,7,2013
821,56345862400,1,1,1,1,1,1,2013
833,54909671300,13,13,13,13,13,13,2013
845,36190041200,2,2,2,2,2,2,2013
866,55808070264,4,4,4,4,4,4,2013
872,57193393436,4,4,4,4,4,4,2013
876,49863868100,6,6,7,7,7,24,2013
888,8965072400,4,4,4,4,4,4,2013
899,25928513900,2,2,2,2,2,2,2013
917,8399247300,21,21,21,21,21,21,2013
947,6602787035,9,9,9,9,9,9,2013
969,36976154200,2,2,2,2,2,2,2013
972,7006174947,5,5,14,14,14,14,2013
993,6602872701,4,4,4,4,4,4,2013
999,36239838900,6,6,6,6,6,6,2013
1010,7102983481,30,30,30,30,30,30,2013
1028,55795114700,1,1,1,1,1,1,2013
1041,25930261100,1,1,1,1,1,1,2013
1046,35208956000,6,6,6,6,6,6,2013
1074,36118515400,6,6,9,13,13,13,2013
1103,36995324000,11,11,11,11,11,11,2013
1109,57195223531,3,3,3,3,3,3,2013
1110,55832007200,4,6,6,6,6,6,2013
1126,6603830599,4,4,4,4,4,4,2013
1128,56111299400,1,1,1,1,1,8,2013
1130,7202617752,10,10,10,10,10,10,2013
1148,35366753200,4,4,4,4,4,4,2013
1165,37049364000,6,6,6,6,6,6,2013
1201,56029229600,3,3,3,3,3,3,2013
1209,55674134300,6,6,6,6,10,10,2013
1215,24832842100,4,4,4,4,4,4,2013
1216,57202728026,10,10,10,10,10,10,2013
1218,55923917000,3,3,3,3,3,3,2013
1219,54956611300,16,16,16,16,16,16,2013
1223,55320816500,3,3,3,3,3,3,2013
1269,8727472200,7,7,7,7,7,11,2013
1275,15078106100,5,5,6,6,6,6,2013
1310,55987946100,3,3,3,3,3,3,2013
1323,7003374609,5,5,5,5,5,5,2013
1337,55640254200,3,6,6,6,6,6,2013
1378,15074252500,2,5,7,18,21,25,2013
1385,55837664100,11,13,13,13,13,13,2013
1388,55903521500,3,3,3,3,3,3,2013
1389,6701477696,5,5,5,5,8,8,2013
1406,55955445300,2,3,3,3,3,3,2013
1408,55021679700,5,5,5,5,5,5,2013
1421,14422458400,1,1,1,1,1,1,2013
1429,57198168106,4,4,4,4,4,4,2013
1437,7004171185,8,8,8,8,8,8,2013
1438,10041238300,1,2,2,3,3,3,2013
1494,57007439300,3,3,3,3,3,3,2013
1526,55871289700,3,3,3,3,3,3,2013
1556,55917877700,2,2,2,2,2,2,2013
1559,23478400900,5,5,5,5,5,5,2013
1563,41961372400,2,2,2,4,4,9,2013
1567,55975998700,8,8,8,8,8,8,2013
1580,7003634626,2,2,2,2,2,2,2013
1613,7003515926,4,4,4,4,4,4,2013
1618,31767646100,2,2,2,2,2,2,2013
1645,55485122200,3,3,3,3,3,3,2013
1653,55571509800,2,2,2,2,2,5,2013
1690,55603262100,2,2,3,4,4,4,2013
1695,35181960300,5,9,9,9,9,18,2013
1701,57200721544,3,3,3,3,3,3,2013
1708,8513414100,4,7,10,15,20,20,2013
1729,57198463577,3,3,3,3,3,3,2013
1736,56591443100,2,2,2,2,2,2,2013
1757,16237841500,2,2,2,2,2,2,2013
1758,55869182000,3,3,3,3,3,3,2013
1760,55246289100,2,2,2,2,2,2,2013
1761,8703209000,3,3,3,3,3,3,2013
1781,36161830500,26,26,26,30,30,30,2013
1823,36094694600,5,5,5,5,5,5,2013
1826,36855362600,10,10,10,16,16,16,2013
1882,6602751489,12,12,12,12,12,12,2013
1890,6701689134,2,2,2,2,2,2,2013
1896,6506901500,10,10,10,10,10,10,2013
1904,43660905100,18,18,18,18,18,18,2013
1932,55597090100,1,1,1,1,1,1,2013
1939,55233920300,9,9,9,9,9,9,2013
1940,57203626571,11,18,18,18,18,18,2013
1946,55904511300,6,6,6,6,6,6,2013
1958,36660402800,4,4,4,4,4,4,2013
1964,55489559800,4,4,4,4,4,4,2013
1977,35747438500,14,14,14,14,14,14,2013
1980,57201763346,15,15,15,15,15,15,2013
2008,54683658600,2,2,3,3,3,3,2013
2022,54785844700,7,8,8,8,8,8,2013
2025,23135435500,4,4,4,4,4,4,2013
2037,36161869800,1,1,1,1,1,1,2013
2067,23567665900,2,2,2,2,2,2,2013
2071,56031575900,4,4,4,4,4,4,2013
2095,25822734300,9,9,13,13,13,13,2013
2108,55614124800,7,7,7,7,7,7,2013
2112,57203337551,4,4,4,16,16,16,2013
2129,42761053200,7,7,7,8,8,8,2013
2132,56313874800,11,11,11,11,11,11,2013
