Unnamed: 0,ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
78,6602526042,10,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33,2000
162,9336832500,3,3,8,8,10,10,10,10,10,13,13,13,14,14,14,16,16,16,21,2000
206,6603390490,3,3,3,3,3,3,3,5,5,5,6,7,7,7,7,7,7,8,8,2000
257,57203216789,5,10,16,18,20,20,25,25,25,25,31,38,41,57,92,108,126,152,194,2000
291,36628123700,1,1,3,4,6,6,11,11,11,11,12,12,12,12,12,14,14,20,22,2000
464,56618322900,1,1,22,22,29,31,31,36,50,50,57,89,89,89,89,89,89,89,89,2000
486,26642788000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
583,7004084583,4,4,4,4,4,4,4,4,4,4,8,8,8,8,13,13,13,13,13,2000
861,6507835949,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2000
962,7005350024,31,31,31,31,55,55,59,59,69,80,110,115,159,159,209,209,319,319,323,2000
1033,6506451570,1,1,1,3,3,3,3,6,9,13,15,21,25,30,43,50,55,55,56,2000
1077,57204346136,1,1,1,1,11,11,12,12,12,14,15,15,15,15,15,15,19,21,21,2000
1102,23099277200,2,2,2,2,2,2,7,7,7,9,16,18,19,25,30,30,30,30,30,2000
1132,6507473318,22,22,32,32,32,32,32,32,32,42,84,84,84,106,106,106,106,106,106,2000
1454,6701853960,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,2000
1523,7006309561,2,2,4,6,6,10,14,18,18,20,27,36,37,38,41,53,60,62,68,2000
1535,7004964659,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2000
1635,7004293711,2,2,2,2,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7,2000
1770,56438990000,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2000
1869,7004203202,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,2000
2068,7006318562,17,17,60,60,82,82,89,89,96,96,96,96,96,96,102,102,107,111,111,2000
2190,6506304639,3,3,3,5,7,8,11,14,16,16,16,24,25,33,33,38,42,42,43,2000
2285,7003925399,4,6,9,9,10,12,12,22,23,27,32,32,35,45,50,55,59,78,78,2000
2402,6602110009,4,4,4,4,4,4,6,6,6,6,8,8,8,11,12,12,12,12,12,2000
2499,15122837200,4,4,4,4,4,4,6,8,8,9,23,26,27,28,40,47,58,58,62,2000
2613,7004924749,2,2,2,2,3,7,7,7,8,8,8,8,8,8,8,8,8,8,8,2000
2770,16506408800,2,2,2,2,2,2,3,3,3,4,5,5,5,8,8,8,8,8,8,2000
2797,7004084203,1,1,1,1,1,1,2,2,6,10,18,18,18,18,18,18,18,18,18,2000
2964,6602404369,1,1,1,7,7,7,10,16,17,19,23,27,29,38,46,54,67,72,77,2000
3241,16308866700,2,2,2,2,2,2,2,8,12,12,12,12,15,15,15,15,15,15,15,2000
3420,6602950766,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2000
3431,6602258515,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,2000
3588,56279158400,6,6,10,10,18,25,34,36,40,48,48,52,52,52,52,52,53,53,60,2000
3618,6505921302,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,2000
3824,6602424361,1,2,2,2,2,2,4,4,7,7,7,7,7,7,7,7,7,7,7,2000
3942,7005038167,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2000
3964,6601996253,1,2,3,3,3,3,3,9,12,13,13,13,14,14,14,21,23,24,24,2000
4282,12791104400,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
4453,36083887800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,7,2000
4471,14319066400,14,14,14,14,26,26,30,30,30,30,30,30,30,30,30,30,49,49,49,2000
4798,7102215531,9,9,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2000
4800,6701902942,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,43,43,43,43,2000
5158,7005908284,1,1,1,4,4,6,6,6,6,8,11,15,23,28,28,33,37,40,44,2000
5190,22333729700,2,2,2,2,6,6,6,12,13,16,23,23,23,23,23,23,23,23,23,2000
5628,7005685897,5,5,6,6,6,13,16,17,20,20,25,28,31,31,31,34,37,37,37,2000
5744,6603005292,3,3,3,3,3,3,3,3,3,3,3,5,5,5,16,22,24,24,29,2000
5987,8270019500,3,3,3,7,8,9,9,19,25,28,29,33,35,41,45,48,62,70,74,2000
6012,7202767570,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
6170,6603756458,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2000
6260,15752170600,4,4,8,11,13,14,25,29,36,37,47,56,62,82,101,111,119,128,139,2000
6269,7004524059,5,5,5,5,6,6,6,8,10,10,10,10,10,10,10,10,10,10,10,2000
6311,56276407100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
6628,35409709500,1,1,1,1,1,1,1,1,4,4,7,17,27,27,28,28,30,34,36,2000
6760,7005801202,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
7182,28367922800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
7334,7003841637,6,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2000
7371,7103039767,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,2000
7579,56652454800,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,11,11,11,2000
7617,6603749857,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2000
7984,6603833952,2,2,5,5,5,5,6,9,9,9,9,10,11,11,11,13,13,13,17,2000
8231,6602643899,1,2,2,2,2,2,4,4,7,7,7,7,7,7,9,9,9,14,14,2000
8313,6602273189,2,4,5,5,8,8,10,16,23,26,29,35,36,37,38,41,44,44,44,2000
8394,7004327525,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
8472,7003847707,2,5,6,6,6,10,15,15,19,19,25,27,27,28,28,31,35,35,40,2000
8672,23008379800,3,3,3,3,3,3,6,7,7,10,13,16,23,24,24,24,24,27,27,2000
9007,7004802904,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,48,48,48,2000
9072,6508222379,2,2,2,2,4,5,5,9,12,16,19,19,19,19,19,19,21,28,31,2000
9087,7005820925,6,6,6,6,6,6,9,11,11,11,11,11,17,18,18,18,18,18,18,2000
9256,7103060034,5,6,6,6,6,6,8,8,8,17,17,17,17,17,17,17,17,19,19,2000
9408,6508243911,1,1,1,1,1,4,4,4,4,6,9,26,26,26,42,42,42,42,42,2000
9522,57198287928,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
9588,7201427575,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000
9603,7005825065,2,5,5,5,5,7,7,7,11,11,11,11,11,11,12,15,16,16,17,2000
9786,7005182753,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2000
10073,7004552419,5,5,5,5,5,5,5,5,12,12,19,24,69,72,74,85,90,90,109,2000
10075,7003602499,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
10217,26643349800,2,2,2,2,2,3,3,3,3,3,3,3,8,8,8,11,11,11,11,2000
10273,6603549439,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,8,8,8,2000
10404,57203293454,1,1,3,3,3,5,5,6,6,6,6,6,6,7,7,7,7,8,11,2000
10578,8431745500,2,2,2,2,5,5,5,7,8,9,9,9,9,9,9,9,9,9,9,2000
10609,6602163333,3,3,3,3,3,5,6,15,18,19,19,19,19,19,23,25,25,25,25,2000
10756,7006943047,2,2,4,4,6,9,9,11,13,13,13,16,18,18,18,18,18,19,19,2000
10760,57195769379,1,1,1,1,1,1,1,1,1,1,4,4,5,5,6,6,6,6,9,2000
11045,6603350887,6,6,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2000
11452,6603411226,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,19,2000
11617,6602145122,2,4,4,4,4,4,4,7,9,9,9,17,21,21,28,31,31,35,35,2000
11714,7004501303,5,5,5,15,16,20,24,24,36,39,40,45,64,72,89,102,106,108,113,2000
11725,6701499845,2,2,6,8,10,10,10,11,11,11,22,22,26,33,38,38,40,44,49,2000
11956,6603846131,1,1,4,4,4,6,8,14,15,15,16,16,16,19,23,25,34,34,43,2000
11962,6507796778,13,13,13,13,13,19,19,19,21,21,42,50,50,53,53,53,56,56,56,2000
12004,6701447484,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000
12012,35228078500,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2000
12029,57199296506,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2000
12046,15765643800,1,1,1,1,1,5,6,6,6,8,8,9,11,13,21,22,30,33,33,2000
12318,7003404956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
12354,7004221658,4,9,28,34,41,41,41,51,51,51,64,64,67,67,68,68,68,68,68,2000
