Unnamed: 0,ID,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
76,24469712500,4,6,6,9,11,11,14,14,15,15,15,15,2007
110,57204345850,3,3,3,6,6,6,6,7,13,16,16,16,2007
233,55738721200,2,2,5,5,5,5,5,5,5,5,5,5,2007
251,8552286100,1,1,1,1,1,1,1,7,7,7,7,7,2007
260,6507778855,7,7,7,7,7,60,60,60,60,60,60,60,2007
322,37091242100,13,13,13,13,13,13,13,13,13,13,13,13,2007
334,55912445100,5,5,5,5,5,5,5,5,5,5,5,5,2007
440,7005170650,1,1,1,1,1,1,1,3,8,8,11,11,2007
527,6507589105,4,4,4,4,4,4,4,4,4,4,4,4,2007
603,35601922700,4,4,18,18,24,24,24,24,24,24,24,24,2007
634,18042059200,5,5,6,8,8,8,14,14,20,20,20,20,2007
650,8723630100,7,8,8,8,8,13,13,17,17,17,17,17,2007
684,24781182200,3,11,11,14,14,14,14,14,14,15,17,17,2007
694,8964316200,5,5,5,15,15,15,15,15,15,15,15,15,2007
695,55946710700,3,3,3,3,3,3,3,3,3,3,3,3,2007
719,35876661400,3,3,3,3,3,3,3,3,3,3,3,3,2007
788,24775838600,3,3,3,8,8,10,14,14,14,18,18,21,2007
805,14035001100,8,8,8,10,12,12,12,12,12,17,17,20,2007
851,6602339312,4,4,4,4,4,4,4,4,4,4,4,4,2007
883,14037079200,12,12,12,23,28,31,31,31,31,31,31,31,2007
946,24922726700,2,5,5,6,12,16,19,31,35,35,35,41,2007
1018,6602572979,2,2,2,2,2,2,2,2,2,2,2,2,2007
1071,24344348100,4,5,5,9,9,9,12,16,36,45,48,51,2007
1091,24725046700,2,2,2,2,2,4,4,4,4,6,6,7,2007
1136,23398171300,3,3,4,6,8,8,12,12,12,12,12,12,2007
1175,24528450600,2,17,17,17,17,20,21,21,21,21,21,21,2007
1198,57190071155,3,3,4,6,6,7,8,14,16,16,17,17,2007
1221,6701533991,2,2,3,3,3,3,4,5,6,6,6,6,2007
1254,22935120100,3,3,3,3,3,7,24,24,24,24,24,24,2007
1283,7003376863,3,3,3,3,3,3,3,3,3,3,3,3,2007
1307,7402073082,1,1,4,4,4,4,4,4,4,6,9,9,2007
1314,23393063600,9,9,9,9,9,9,9,9,9,9,9,9,2007
1328,7003897790,11,11,11,11,11,11,11,11,11,11,11,11,2007
1344,13406715400,3,10,11,12,19,25,35,35,44,50,63,64,2007
1410,6603971273,3,3,3,3,3,3,3,3,3,3,3,3,2007
1473,56264429900,3,3,5,5,5,7,7,11,11,11,11,12,2007
1485,7006755617,21,21,21,21,26,26,26,26,26,26,26,26,2007
1514,6506032290,2,2,2,2,2,2,2,2,2,2,2,2,2007
