Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
17,54793525200,4,4,4,4,4,4,2013
21,36059257800,11,11,11,11,11,11,2013
32,8729407200,3,3,3,3,3,3,2013
50,52264444300,3,3,3,5,5,6,2013
75,55920057000,3,3,3,4,4,5,2013
96,7006779373,3,3,3,3,3,3,2013
115,26648420600,10,10,14,14,14,14,2013
125,55270360400,2,2,2,2,2,2,2013
129,55957287600,4,4,4,4,4,4,2013
167,35797185000,5,5,5,15,23,28,2013
176,55371043400,3,3,3,3,3,3,2013
177,6602806420,11,11,11,11,11,23,2013
186,6603322853,2,2,2,2,2,2,2013
225,26435260800,3,3,3,3,3,3,2013
251,25926681900,3,3,3,3,3,3,2013
256,56257600100,5,5,5,5,5,5,2013
265,55858603300,3,3,3,3,3,3,2013
286,55604303000,10,11,11,11,11,11,2013
293,13609644600,1,1,1,1,1,1,2013
300,55838084400,7,8,8,9,9,9,2013
305,56102203000,5,5,5,5,5,5,2013
334,55904512100,4,5,5,5,5,5,2013
336,56541162300,7,7,7,7,7,7,2013
345,8604666200,9,67,67,84,86,86,2013
353,56109985500,2,2,2,2,2,2,2013
362,36473088400,3,3,3,5,5,5,2013
367,56389400700,1,4,4,4,4,4,2013
370,55438117400,2,4,4,13,16,20,2013
388,55903287600,4,4,4,4,4,4,2013
400,7102700826,28,28,28,28,28,28,2013
405,55900690200,3,3,3,4,4,4,2013
413,35253987700,11,11,11,11,11,11,2013
432,8837828900,3,3,3,3,3,7,2013
444,55831215500,4,4,4,4,4,4,2013
449,55761197000,4,4,4,4,4,4,2013
456,56369577300,19,21,21,21,21,21,2013
467,37015515400,6,6,6,6,6,6,2013
476,54781272800,2,3,3,3,3,4,2013
489,36150748300,14,14,14,14,14,14,2013
525,25927422700,4,9,13,20,20,20,2013
528,56005372600,5,5,7,7,7,7,2013
585,35550570600,13,13,13,13,23,34,2013
590,55750042900,8,8,8,8,8,8,2013
592,15128362900,56,56,56,56,56,56,2013
621,7202287838,7,8,8,8,8,8,2013
637,35280782200,16,16,16,85,85,106,2013
650,20734416800,17,17,17,17,17,17,2013
659,56286839800,14,14,14,14,14,14,2013
687,55807665000,2,3,3,3,3,3,2013
709,55683066300,2,2,2,2,2,2,2013
710,56217035300,11,11,11,11,11,11,2013
716,45561600000,5,5,5,5,5,5,2013
726,57164080900,2,2,2,2,2,2,2013
728,36646743000,6,6,6,6,6,6,2013
736,55970755000,4,4,4,4,4,4,2013
744,57197244479,5,5,5,5,5,5,2013
745,25928517500,5,5,5,5,5,5,2013
783,55858739400,2,2,2,4,6,6,2013
801,55709131800,7,7,7,7,15,15,2013
864,39262374300,26,26,26,26,26,26,2013
879,9735045400,7,7,7,7,7,7,2013
899,55931016700,3,7,7,7,7,7,2013
907,55777480900,1,1,1,1,1,1,2013
909,55841369000,8,8,8,8,8,8,2013
934,7007079554,6,6,6,6,6,6,2013
945,55670793800,1,1,1,1,1,1,2013
946,57196879231,4,4,4,4,4,4,2013
948,55931466000,7,7,7,7,7,7,2013
951,56345862400,1,1,1,1,1,1,2013
966,55428884500,2,2,2,2,2,2,2013
968,54909671300,13,13,13,13,13,13,2013
982,36190041200,2,2,2,2,2,2,2013
1006,55808070264,4,4,4,4,4,4,2013
1012,57193393436,4,4,4,4,4,4,2013
1016,49863868100,6,6,7,7,7,24,2013
1031,8965072400,4,4,4,4,4,4,2013
1042,25928513900,2,2,2,2,2,2,2013
1061,8399247300,21,21,21,21,21,21,2013
1091,6602787035,9,9,9,9,9,9,2013
1118,36976154200,2,2,2,2,2,2,2013
1121,7006174947,5,5,14,14,14,14,2013
1146,6602872701,4,4,4,4,4,4,2013
1153,36239838900,6,6,6,6,6,6,2013
1165,7102983481,30,30,30,30,30,30,2013
1185,55795114700,1,1,1,1,1,1,2013
1201,25930261100,1,1,1,1,1,1,2013
1206,35208956000,6,6,6,6,6,6,2013
1239,36118515400,6,6,9,13,13,13,2013
1271,36995324000,11,11,11,11,11,11,2013
1278,57195223531,3,3,3,3,3,3,2013
1280,55832007200,4,6,6,6,6,6,2013
1286,10641460400,2,2,2,2,2,2,2013
1306,6603830599,4,4,4,4,4,4,2013
1308,56111299400,1,1,1,1,1,8,2013
1311,7202617752,10,10,10,10,10,10,2013
1332,35366753200,4,4,4,4,4,4,2013
1351,37049364000,6,6,6,6,6,6,2013
1368,24377070700,5,5,5,5,5,5,2013
1394,56029229600,3,3,3,3,3,3,2013
1402,55674134300,6,6,6,6,10,10,2013
1409,24832842100,4,4,4,4,4,4,2013
1410,57202728026,10,10,10,10,10,10,2013
1412,55923917000,3,3,3,3,3,3,2013
1413,54956611300,16,16,16,16,16,16,2013
