Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
10,55376931500,73,73,73,73,2015
14,55719005700,7,7,7,7,2015
15,35444766700,11,11,11,11,2015
23,56781292200,1,1,1,1,2015
30,34870540900,7,7,7,7,2015
36,56411842000,2,2,2,2,2015
37,23397604200,8,8,8,8,2015
67,56002303200,7,7,7,7,2015
103,56513476200,9,9,9,9,2015
112,56939340300,2,3,3,3,2015
113,57192293609,3,3,3,3,2015
117,56114762600,10,10,10,10,2015
124,22236154700,5,5,5,5,2015
128,35318720900,3,3,3,3,2015
137,15070429600,2,2,2,2,2015
162,7004271887,19,19,19,19,2015
188,55961141700,12,12,12,12,2015
215,36003624100,16,22,22,22,2015
222,36805685400,4,4,4,4,2015
242,27867811000,14,14,14,14,2015
243,55974660200,10,10,10,10,2015
261,16679222000,10,10,12,23,2015
269,57203094083,83,83,83,83,2015
297,57188748169,5,9,9,9,2015
303,57189090439,3,3,3,3,2015
307,26531594700,3,3,3,3,2015
310,56968037900,1,1,1,1,2015
326,57188725838,13,13,13,13,2015
330,6701774097,3,3,3,3,2015
331,56190106200,4,4,4,4,2015
338,56517715300,4,5,7,19,2015
356,56594481000,3,3,3,3,2015
360,55803668500,1,1,1,1,2015
363,9245337700,19,19,19,19,2015
375,12784775300,1,1,3,4,2015
411,55440311600,3,3,3,3,2015
418,56639282800,28,28,28,28,2015
427,55949428900,6,6,6,6,2015
438,55973076900,3,5,5,5,2015
445,56735634200,1,1,1,1,2015
472,56203572900,9,9,9,9,2015
496,56822668900,6,6,6,6,2015
504,57188966321,7,7,7,7,2015
505,34870116100,59,70,70,70,2015
515,57192808992,4,4,4,4,2015
521,57196873890,28,28,37,37,2015
523,56156269900,7,7,7,7,2015
558,57035243200,2,2,2,2,2015
593,56682052900,2,2,2,2,2015
607,55143899600,1,1,1,1,2015
611,57023907900,6,6,6,6,2015
632,55323058900,3,3,3,17,2015
639,57190068018,8,8,8,8,2015
648,24528388600,2,2,2,2,2015
649,7202257193,4,4,4,4,2015
657,56986641200,5,5,5,5,2015
660,8704767900,7,7,7,7,2015
690,54790605200,13,18,18,19,2015
695,56960580700,5,5,5,5,2015
704,26424457400,56,56,63,67,2015
705,56100634400,16,16,16,16,2015
714,56463349600,25,25,25,25,2015
721,56769182700,7,7,7,7,2015
729,56779730100,3,4,4,4,2015
732,6603095657,3,3,3,3,2015
746,35607238200,4,4,4,4,2015
748,57016833800,82,82,82,82,2015
759,15765290300,2,2,2,2,2015
772,55977742700,56,56,56,56,2015
774,14027991800,7,7,7,7,2015
787,56879182000,2,2,4,4,2015
795,56393857000,9,11,12,15,2015
815,57188962583,4,4,4,4,2015
823,34168027600,5,5,9,9,2015
826,23501049900,4,4,4,4,2015
832,16229169400,10,10,10,10,2015
843,56890365100,3,3,4,4,2015
872,7004832773,11,17,17,17,2015
874,6602838973,1,1,1,1,2015
885,56529715900,2,2,2,2,2015
898,7003289125,5,5,5,5,2015
920,56879056100,6,11,11,11,2015
921,55944810600,2,2,2,2,2015
924,27567563000,7,7,7,7,2015
929,56709343000,13,13,25,25,2015
938,56472768900,5,5,5,5,2015
952,36543568900,3,3,3,3,2015
961,57193160818,2,2,2,2,2015
963,57170844100,22,22,22,22,2015
965,25522904400,3,3,3,3,2015
975,57189319888,10,10,10,10,2015
977,57193696999,4,4,4,4,2015
979,7006178644,2,2,2,2,2015
984,57204318540,8,8,8,8,2015
985,57189490405,10,10,10,10,2015
992,36941201600,3,3,3,3,2015
997,7601482975,3,3,3,3,2015
1010,57170851300,2,2,4,4,2015
1013,56433303600,7,9,11,12,2015
1015,8894760600,4,4,4,4,2015
1020,46461910700,3,3,3,3,2015
1023,55551467600,3,3,3,3,2015
1029,55800383500,4,4,4,4,2015
1040,56606231300,6,6,6,6,2015
1046,50462041300,8,11,11,14,2015
1047,56110276600,7,7,7,7,2015
1074,7404679473,2,6,6,6,2015
1092,56925439000,3,3,4,4,2015
1103,56070111800,3,3,8,12,2015
1107,56646419100,3,3,3,3,2015
1108,56085593800,2,2,2,2,2015
1109,56318768900,2,2,2,2,2015
1119,6506318631,3,3,7,7,2015
1120,9639192600,25,25,25,25,2015
1126,55973005700,4,4,4,4,2015
1136,55352871800,3,4,7,7,2015
1149,56919530000,3,4,4,4,2015
1158,56825987400,2,2,2,2,2015
1198,56606251800,6,6,6,6,2015
1199,56643004500,7,7,7,7,2015
1203,57190965041,2,2,2,2,2015
1208,57003119100,2,2,2,2,2015
1219,56072896600,7,8,8,8,2015
1220,6602901590,2,2,6,6,2015
1248,55869652000,41,41,41,41,2015
1251,54791013000,3,3,3,3,2015
1277,55576500000,15,18,18,18,2015
1297,56695336800,9,9,9,9,2015
1300,35073828000,5,5,5,5,2015
1315,55581804600,2,2,3,3,2015
1316,41760952900,3,3,3,3,2015
1346,56903407200,67,67,67,67,2015
1362,10042530700,2,2,2,2,2015
