Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
0,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
8,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
58,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
194,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
396,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
542,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
613,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
770,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
785,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
819,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
927,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1140,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1171,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1188,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1197,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1253,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1279,8334078800,2,6,10,12,14,14,14,14,14,16,18,18,18,18,2005
1298,6602978212,5,5,5,5,16,16,16,16,16,16,16,16,16,16,2005
1314,7004075315,6,6,6,6,6,6,6,9,9,9,9,9,9,9,2005
1430,8693837100,3,7,7,8,8,8,9,9,12,12,15,15,17,19,2005
1466,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
1493,6603515487,3,3,4,4,4,6,6,6,7,7,9,9,11,21,2005
1607,16642317200,2,2,4,4,5,5,5,7,11,11,12,12,14,14,2005
1623,8665883200,3,3,3,7,8,11,11,11,11,11,11,11,11,11,2005
1703,6506645501,1,2,7,10,12,21,31,39,43,74,81,89,105,108,2005
1755,56262780800,3,6,6,6,6,6,11,12,12,13,14,14,14,14,2005
1777,9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56,2005
1815,23092429500,2,3,3,3,3,7,7,8,9,11,13,15,15,15,2005
1864,6507744783,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2005
1907,6602387655,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
