Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
61,6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11,2002
109,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
183,36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
271,12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25,2002
301,14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
361,56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28,2002
401,6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
441,55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16,2002
448,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
469,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
619,7004543110,5,5,5,6,6,6,6,6,8,10,10,10,11,38,38,38,38,2002
671,14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40,2002
674,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
724,7003691378,38,38,44,44,46,46,46,46,77,77,77,77,77,77,77,96,96,2002
802,6507246762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
918,8616022800,3,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,11,2002
962,8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24,2002
1093,23391933400,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2002
1175,14632020000,4,4,4,12,12,12,14,28,36,38,42,46,46,54,64,69,70,2002
1194,55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83,2002
1259,55439552600,12,12,32,32,51,51,78,78,91,91,91,91,129,129,129,186,186,2002
1290,7003933970,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2002
1323,8869759000,3,3,3,3,3,18,18,18,21,21,21,21,21,28,29,29,29,2002
1338,6603438406,2,10,10,10,16,25,26,38,38,44,53,80,86,97,100,114,131,2002
1406,16067854600,2,2,2,2,2,8,16,17,52,52,54,83,85,85,85,133,133,2002
1639,55952572800,5,5,5,5,8,15,28,32,35,37,40,44,44,51,52,55,57,2002
1683,7004883672,20,20,20,20,20,20,20,48,61,61,61,61,61,61,61,61,61,2002
1684,55663078600,1,1,1,2,2,2,2,2,2,2,2,7,7,7,7,8,8,2002
1877,23467907100,2,2,2,2,8,8,8,15,17,17,17,17,17,17,17,17,17,2002
1995,23502006600,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2002
2085,21833890500,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,2002
2132,7404071092,1,1,1,3,5,5,5,5,5,8,8,8,12,12,12,12,12,2002
2219,8309001800,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2002
2221,8705778800,5,8,8,9,10,15,22,31,42,50,64,74,81,92,94,95,96,2002
2228,6507136296,4,4,4,4,9,9,9,9,9,9,9,9,9,9,38,38,38,2002
2309,6603102301,3,3,3,3,3,3,3,4,6,6,9,9,9,10,11,12,20,2002
2324,7003513682,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2002
2456,57197267116,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,2002
2658,35801122200,9,9,9,9,11,11,11,14,14,18,18,29,29,29,39,39,39,2002
