Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
20,55782381000,4,4,4,4,4,4,4,4,2011
24,26326181300,5,5,5,5,5,5,5,5,2011
28,55703470300,5,5,5,5,5,5,5,5,2011
29,21834460700,2,2,2,2,5,5,5,5,2011
46,23992392000,3,3,3,9,20,23,34,47,2011
47,56130684200,1,1,1,2,2,2,2,2,2011
59,36470798500,2,2,2,2,2,2,2,2,2011
70,6507052437,2,2,2,2,2,2,2,2,2011
79,36968078200,3,3,3,3,3,3,3,3,2011
102,7402390313,6,6,23,23,34,34,34,34,2011
161,55697141200,3,3,3,3,3,3,3,3,2011
171,7801501276,2,3,3,3,3,3,3,3,2011
232,54782929300,3,6,8,8,8,8,8,8,2011
238,55365525700,3,4,4,4,4,4,4,4,2011
247,36630293400,5,5,5,8,8,8,11,18,2011
250,25655625500,5,5,5,6,6,6,6,6,2011
262,54418970200,3,4,4,4,4,4,4,4,2011
283,54385715900,2,2,2,2,2,2,2,2,2011
311,35147655600,2,2,2,2,2,2,2,2,2011
343,54581450400,3,3,3,3,3,3,3,3,2011
346,57204251333,2,2,2,2,2,5,5,5,2011
348,8548822000,2,2,2,2,2,21,21,21,2011
351,37098567800,2,2,2,2,2,2,2,2,2011
357,56630223900,6,6,6,6,6,6,6,6,2011
371,52063624000,2,2,2,7,7,7,7,7,2011
391,55879881900,5,5,5,5,5,5,5,5,2011
398,20436676300,10,10,10,10,10,10,10,10,2011
419,57197368654,3,3,3,3,3,3,3,3,2011
433,6602777491,5,5,5,5,5,5,5,5,2011
490,26664442500,4,4,4,4,7,7,7,7,2011
492,18039116600,3,3,3,3,3,5,5,5,2011
500,36604994100,11,20,20,20,20,20,20,20,2011
514,7007101008,1,1,1,1,1,1,1,1,2011
531,47561820800,1,1,2,2,2,2,2,2,2011
540,6507554768,4,4,4,4,4,4,4,4,2011
546,23394147700,1,1,1,1,1,1,1,1,2011
554,37078850100,2,2,2,2,2,2,2,2,2011
569,35179399600,1,1,1,1,1,1,4,4,2011
591,54787423300,2,2,2,2,2,2,2,2,2011
618,55604995900,83,83,83,83,83,83,83,83,2011
670,55012140900,2,2,2,2,2,2,2,2,2011
703,6601978855,6,6,6,6,6,6,6,6,2011
737,37014450100,2,2,2,2,2,2,2,2,2011
749,55485710100,5,5,5,5,5,5,5,5,2011
750,57194379165,22,22,22,22,22,22,22,22,2011
761,55037267000,5,5,6,6,6,6,6,6,2011
767,55243567700,27,27,43,43,43,43,43,43,2011
781,9842095300,23,23,23,23,23,23,23,23,2011
793,36470629500,4,4,4,4,4,4,4,4,2011
798,51160988500,4,4,4,4,4,4,4,4,2011
829,7005019635,5,5,5,5,5,5,5,5,2011
865,7101999997,1,1,1,1,1,1,1,1,2011
875,57198958092,30,30,30,30,30,30,30,30,2011
880,7101622901,11,11,11,11,11,11,11,11,2011
900,6603604335,21,21,21,21,21,21,21,21,2011
913,56264752700,2,2,2,2,2,2,2,2,2011
914,15065466400,27,27,27,27,27,27,27,27,2011
915,36006997600,3,3,3,3,3,3,3,3,2011
923,15827964300,3,3,4,4,4,4,4,4,2011
925,57204338494,2,2,9,9,9,9,9,9,2011
937,53866336800,4,4,4,4,4,4,4,4,2011
949,35114206300,4,4,4,4,4,4,4,4,2011
954,7202272125,6,6,6,6,6,6,6,6,2011
955,8706839200,5,5,5,5,5,5,5,5,2011
960,6603385975,19,33,33,33,33,33,33,33,2011
973,57198949453,2,2,2,2,2,2,2,2,2011
1002,9278228200,7,7,7,7,7,7,7,7,2011
1007,6602651468,1,6,6,6,9,9,9,31,2011
1014,37019846000,3,6,6,6,6,6,6,6,2011
1019,49961119100,3,3,3,3,3,3,3,3,2011
1030,22034668700,7,10,10,10,15,15,20,23,2011
1036,6603406483,7,20,24,34,44,44,46,46,2011
1063,55545555900,7,7,7,7,7,7,7,7,2011
1080,8944381100,6,7,7,7,7,10,13,15,2011
1087,54685089900,6,6,6,6,6,6,6,6,2011
1105,36477425800,4,4,4,4,4,4,4,4,2011
1127,24802097000,2,2,2,2,2,2,2,2,2011
1141,56229122400,9,9,9,9,9,9,9,9,2011
1159,55994382800,16,16,16,16,16,16,16,16,2011
1166,54414075600,5,5,5,5,5,5,5,5,2011
1177,56221193200,3,3,3,3,3,3,3,3,2011
1180,57198487436,9,9,9,19,19,19,19,19,2011
1190,55377127000,3,3,3,3,3,3,3,3,2011
1196,8227179100,5,5,5,5,11,11,11,11,2011
1211,55400445700,4,4,4,4,4,4,4,4,2011
1233,25647614400,1,1,1,1,1,1,1,1,2011
1245,7004283739,31,31,31,31,31,31,31,31,2011
1247,9435414200,5,5,5,5,106,106,106,106,2011
1252,54784727400,7,9,9,9,9,9,9,9,2011
1269,6507183828,3,3,3,3,3,3,3,3,2011
1281,57204984529,8,8,8,8,8,8,8,8,2011
1293,23004694400,4,4,4,4,4,4,4,4,2011
1296,15044594600,8,8,8,12,12,12,12,12,2011
1303,55151451200,8,8,8,8,8,8,8,8,2011
1328,42061239000,1,1,1,1,1,1,1,1,2011
1339,36623560000,4,7,7,8,8,8,8,8,2011
1360,36946560600,4,4,4,4,4,4,4,4,2011
1372,55332747500,4,4,4,4,4,4,4,4,2011
1381,23994216000,3,3,3,3,3,3,3,3,2011
1398,57197623278,5,5,5,5,5,5,5,5,2011
1419,24167042300,8,8,8,8,8,8,8,21,2011
1423,7201968190,3,3,4,4,4,4,4,4,2011
1449,7401671525,8,8,8,8,8,8,8,8,2011
1458,7102450485,25,45,45,45,45,45,45,45,2011
1464,24466625100,7,7,7,7,7,7,7,7,2011
1480,16053572300,22,22,22,22,22,22,22,22,2011
1518,54784244900,5,5,5,5,5,5,5,5,2011
1524,7006393973,1,1,1,1,1,1,1,1,2011
1576,24822396600,7,7,7,7,7,7,7,7,2011
1602,13609434300,3,3,3,3,3,3,3,3,2011
1620,25932354300,5,5,6,6,6,6,6,6,2011
1625,49861227900,5,5,6,6,6,6,6,6,2011
1642,42861031600,5,5,5,5,5,5,5,5,2011
1643,55408018500,3,3,3,3,3,3,3,3,2011
1707,55364554500,2,2,2,2,2,2,2,6,2011
1711,50862036300,2,2,2,2,2,2,2,2,2011
1714,49962436100,3,3,3,3,3,3,3,3,2011
1721,48361077400,3,3,3,3,3,3,3,3,2011
1726,57198286325,4,4,4,4,4,4,4,4,2011
1739,53879853400,4,4,9,9,9,9,9,9,2011
1747,41461553900,3,3,3,3,3,3,3,3,2011
1752,55351571300,3,3,3,3,3,3,3,3,2011
1762,57202700125,2,2,2,2,2,2,2,2,2011
1778,55290799900,2,2,3,3,3,3,3,3,2011
1784,12042097500,8,8,8,8,8,8,8,8,2011
1822,26423751700,2,5,5,5,5,5,5,5,2011
1823,7004401312,6,6,6,6,6,6,6,6,2011
1880,37029140600,9,9,9,9,9,9,9,9,2011
1891,51261004400,9,9,9,9,9,9,9,16,2011
1895,23111927200,3,3,3,3,3,3,5,11,2011
1903,23668851400,2,2,2,2,2,2,2,2,2011
1910,56359185800,4,4,4,4,4,4,4,4,2011
1912,57196994175,9,9,9,9,9,9,9,9,2011
1920,22135401000,12,31,34,47,51,54,54,67,2011
1953,55890911000,3,3,3,3,3,3,3,3,2011
1960,49964684100,4,4,4,4,4,4,4,4,2011
1966,54783392500,4,4,4,4,4,4,4,4,2011
2025,54279354400,2,2,3,8,11,11,12,12,2011
2077,52365240600,2,2,2,2,2,2,2,2,2011
2094,7005674149,2,2,2,2,2,2,2,2,2011
2096,57205013279,4,9,14,16,19,22,30,33,2011
2098,36801266700,3,3,4,4,4,4,4,4,2011
2104,54954314500,2,2,2,2,2,3,3,3,2011
2108,50861918300,1,2,2,2,2,6,6,6,2011
2110,54390851400,5,5,5,5,5,5,5,5,2011
2177,6701620580,31,31,31,31,31,31,31,31,2011
2180,7005350867,1,1,1,4,4,4,4,4,2011
2187,54397650200,4,4,20,24,25,25,25,25,2011
2189,10041139900,19,19,19,19,19,19,19,19,2011
2193,22434005800,11,11,11,11,11,11,11,11,2011
2205,26423926500,3,3,3,3,3,3,3,4,2011
2227,44461016500,6,6,6,6,6,6,6,6,2011
2232,57196581075,2,2,2,3,3,3,3,9,2011
2239,23566461000,28,28,28,28,28,28,28,28,2011
2254,36719811900,4,4,4,5,5,5,5,5,2011
2258,6701612707,25,25,25,25,25,25,25,25,2011
2260,35914730700,6,6,6,6,6,6,6,6,2011
2261,7407540363,8,8,8,8,8,8,8,8,2011
2262,23006238400,5,5,5,5,5,5,5,5,2011
2266,54782089500,3,3,3,3,3,3,3,3,2011
2267,17433927500,2,2,2,2,2,2,2,2,2011
2270,36894943500,6,6,6,6,6,6,6,6,2011
2278,36895551700,2,2,2,2,2,2,2,2,2011
2279,7005367847,4,4,4,4,4,4,4,4,2011
2289,37029286800,6,6,6,6,6,6,6,6,2011
2301,8613497700,2,2,2,4,4,4,4,6,2011
2321,8684899100,1,4,4,4,4,4,4,4,2011
2330,36560648100,6,6,6,6,6,6,6,6,2011
2331,54386864900,2,2,2,2,2,2,2,2,2011
2337,57195736387,2,2,4,4,4,5,5,5,2011
2377,35911137100,3,3,3,3,3,3,3,3,2011
2405,42760967800,3,3,3,3,3,3,3,3,2011
2408,6602877914,5,5,5,5,5,5,5,5,2011
2409,35218669700,3,3,3,3,3,3,3,3,2011
2425,50262394700,4,4,6,6,6,6,6,6,2011
2431,7004246625,13,13,13,13,13,13,13,13,2011
2436,6602093177,2,2,2,2,2,2,2,5,2011
2446,7004640909,34,35,35,35,35,35,35,35,2011
2457,56219133500,2,2,2,2,2,2,2,2,2011
2464,35549610800,7,7,7,7,7,19,19,19,2011
2470,41761306000,6,6,9,11,11,11,20,20,2011
