Unnamed: 0,ID,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
207,6602719789,3,10,22,27,27,32,32,32,32,32,32,32,32,32,32,41,42,46,48,50,55,1998
377,7003975999,5,5,5,5,5,5,5,5,5,5,5,5,10,10,19,19,19,19,20,20,26,1998
421,55665563600,1,1,2,4,11,11,14,16,19,21,23,30,34,35,36,39,40,40,40,40,44,1998
581,7003498035,15,15,15,15,18,18,72,72,72,72,81,81,81,81,88,88,88,88,95,95,95,1998
712,6602896605,2,2,2,2,2,2,2,3,3,3,12,16,16,21,21,24,27,27,27,27,27,1998
1037,8727223500,1,1,2,2,2,6,6,7,10,10,13,13,30,30,30,32,35,39,49,51,55,1998
1178,7006772731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1998
1533,56213222700,7,17,17,17,24,24,24,25,33,42,42,42,42,42,42,42,42,42,42,42,42,1998
1605,57203526191,1,3,3,3,5,5,6,6,6,6,12,12,12,13,14,16,17,20,20,23,23,1998
1716,6602930466,2,2,3,3,3,8,8,9,9,11,12,12,18,18,20,23,23,23,23,23,23,1998
1720,6701497179,19,20,20,20,20,25,27,32,38,39,41,42,44,46,52,54,54,57,63,63,65,1998
1748,6701706084,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1998
1754,7005938969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1998
1785,7003775569,6,6,14,14,14,14,14,14,14,22,22,22,22,22,22,31,31,31,31,35,35,1998
1800,6602983384,3,3,3,3,3,7,7,10,10,10,14,16,16,22,28,28,29,29,29,33,33,1998
1898,35301033900,2,3,3,3,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1998
1913,7004221744,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,1998
2033,7004095016,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1998
2058,7004501465,1,1,2,2,8,8,8,24,24,26,33,35,43,43,43,43,43,43,46,47,49,1998
2079,7004760721,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,5,5,5,5,5,5,1998
