Unnamed: 0,ID,2012,2013,2014,2015,2016,2017,2018,start_year
9,7401970635,12,12,12,12,12,12,12,2012
16,36634548900,4,9,9,9,9,9,9,2012
31,7003494205,4,4,4,4,4,4,4,2012
39,6602726745,3,3,3,3,3,3,3,2012
41,54581742800,5,5,5,5,5,5,5,2012
44,35226280500,3,3,3,3,3,3,3,2012
95,7007166540,9,9,9,9,9,9,9,2012
97,55146647600,4,4,11,11,13,13,13,2012
98,56340131200,56,62,71,71,71,71,71,2012
118,55684446500,2,2,2,2,2,2,2,2012
136,12902713100,1,1,1,1,1,1,1,2012
140,6701714180,59,69,69,69,69,69,69,2012
143,56016849700,3,3,3,3,3,3,3,2012
154,35501435900,7,7,7,7,7,7,7,2012
170,54407250400,3,4,4,6,6,6,6,2012
173,6603196991,8,8,8,8,8,8,8,2012
178,55390131000,2,2,2,2,2,2,2,2012
179,55782145400,22,22,22,22,22,22,22,2012
192,56396941400,2,2,2,2,2,2,2,2012
196,55352471100,1,1,1,1,1,1,1,2012
203,8915683900,4,4,4,4,4,4,4,2012
212,55811800700,4,4,4,4,4,4,4,2012
221,16027501900,23,23,23,23,23,23,23,2012
227,56937806800,7,7,7,7,7,7,7,2012
275,24335475600,7,10,10,10,10,15,15,2012
294,44061145500,7,7,7,7,7,7,7,2012
313,9436849500,3,3,24,24,29,29,29,2012
328,57199066122,39,39,72,72,72,72,72,2012
341,23005317000,7,7,7,7,7,7,7,2012
344,55995655700,2,2,2,3,3,7,17,2012
354,6603838207,7,16,16,16,16,16,16,2012
386,55336597100,2,2,2,4,4,4,4,2012
410,12242450800,2,3,3,3,7,7,7,2012
414,6604021227,4,4,4,4,4,4,4,2012
416,8937681800,6,6,6,6,7,7,7,2012
425,26644135200,5,5,5,5,5,5,5,2012
428,7004022711,26,32,32,32,32,32,32,2012
437,26031071400,4,4,4,4,4,4,4,2012
442,55053435400,1,1,1,1,2,2,2,2012
458,26430697600,8,8,8,8,8,8,8,2012
483,35226710600,5,5,5,5,5,5,5,2012
488,24329996300,7,7,7,7,7,7,7,2012
510,8972649800,3,3,3,3,3,3,3,2012
513,55485940200,4,4,6,6,6,6,6,2012
556,23476362800,4,4,4,4,4,9,9,2012
578,57201517140,4,4,4,4,4,4,4,2012
587,57199531976,6,6,6,6,6,6,6,2012
623,55371568400,2,2,3,4,4,4,4,2012
684,55547464700,3,4,4,4,4,4,4,2012
685,6602654044,11,11,11,26,33,33,33,2012
691,36190330500,4,4,4,4,4,4,4,2012
719,55552789100,27,27,27,27,27,27,27,2012
725,57147796200,4,4,4,4,4,4,4,2012
727,54396240700,2,2,2,23,23,23,23,2012
734,7004736287,14,17,17,17,43,43,43,2012
779,53877668500,2,2,3,3,3,3,3,2012
782,55387308700,4,4,4,4,4,4,4,2012
786,14044821700,3,3,3,8,11,14,14,2012
790,55553679000,7,7,7,7,7,7,7,2012
796,35423489200,3,3,3,3,3,3,3,2012
806,56603526600,6,6,6,6,6,6,6,2012
812,35750932500,4,4,4,4,4,4,4,2012
818,7004889724,16,16,16,16,64,64,89,2012
820,57203105218,5,5,5,5,5,7,7,2012
834,57202654476,6,6,7,7,7,7,9,2012
847,55372565100,4,4,4,4,4,4,4,2012
882,6602823587,6,6,6,6,6,7,7,2012
896,35769262000,12,12,12,12,12,12,12,2012
905,6504271292,2,2,2,2,2,2,2,2012
928,55566867200,2,2,2,2,2,2,2,2012
942,35366144000,4,4,4,4,4,4,4,2012
943,55628527677,6,6,6,6,6,6,6,2012
957,24468168900,3,3,3,3,3,3,3,2012
1025,7403530725,42,42,42,42,42,42,42,2012
1049,23019496400,3,3,3,3,3,3,3,2012
1050,7006457163,3,3,4,4,4,4,4,2012
1059,53265204800,2,2,2,2,2,2,2,2012
1075,55545451400,2,2,2,2,2,4,6,2012
1077,6506961099,7,7,7,7,7,7,7,2012
1082,55509195900,3,3,3,5,5,5,11,2012
1098,55522702200,3,3,3,3,3,3,3,2012
1102,55498650000,4,5,5,5,5,5,5,2012
1134,13406989600,10,10,10,10,10,10,10,2012
1172,55355619500,2,3,4,4,4,5,7,2012
1215,55360370700,4,4,4,4,4,4,4,2012
1222,55279330500,4,4,4,4,4,4,4,2012
1272,7004053328,12,22,31,46,46,46,46,2012
1295,36766802500,6,6,6,7,7,7,7,2012
1305,56226169900,4,4,4,4,4,4,4,2012
1320,55248308500,1,1,3,3,4,4,4,2012
1322,36570451600,2,2,7,7,7,7,7,2012
1331,56177745300,17,17,17,17,17,17,17,2012
1335,6507491363,5,5,5,6,6,10,10,2012
1337,25948283000,2,2,2,2,2,2,2,2012
1375,55332834100,3,3,4,4,4,4,4,2012
1378,22951839000,6,9,9,9,9,9,9,2012
1416,6506196218,8,8,8,8,8,8,8,2012
1417,7004391933,6,6,6,6,6,6,6,2012
1451,56023454200,3,3,3,3,3,3,3,2012
1475,55705504500,6,6,6,6,6,6,6,2012
1478,55001822400,10,10,10,10,10,10,10,2012
1484,7004464530,46,63,63,63,63,63,63,2012
1500,55575856300,23,23,23,23,23,23,23,2012
1505,57192812164,5,5,5,5,5,5,5,2012
1513,55227857800,2,2,2,2,2,2,2,2012
1525,36666791400,26,26,26,29,36,36,36,2012
1529,7005984473,54,54,125,125,125,125,125,2012
1531,24725611200,2,2,5,5,6,6,10,2012
1541,57200513432,3,3,7,7,7,7,7,2012
1574,56731825000,2,2,2,4,4,4,4,2012
1589,36682161100,5,5,5,5,5,5,5,2012
1657,14017585800,11,11,11,11,11,11,11,2012
1660,55440105200,1,1,1,1,1,1,1,2012
1662,35770021700,7,23,23,23,23,23,23,2012
1670,35725963200,8,10,10,10,10,10,10,2012
1680,55154973900,4,4,4,4,4,4,4,2012
1733,55368773500,6,6,6,6,6,6,6,2012
1756,36938648000,14,14,14,14,14,14,14,2012
1769,55806758200,2,5,14,14,14,14,14,2012
1774,55897204500,4,7,7,7,11,14,30,2012
1775,6602845173,12,12,12,12,12,12,12,2012
1786,6506812427,7,7,7,10,12,15,15,2012
1793,6603142946,8,11,16,16,16,16,33,2012
1802,36674219200,30,30,30,30,30,30,30,2012
1839,55460991000,3,3,3,3,3,3,3,2012
1844,55598321100,3,3,3,3,3,3,3,2012
1849,6603360689,4,4,4,4,4,4,4,2012
1902,9232973200,2,2,5,5,17,21,21,2012
1908,54968739700,5,5,6,6,6,6,6,2012
1919,6505812107,2,2,2,2,4,4,4,2012
1926,6701896819,9,10,10,10,10,10,10,2012
1928,36786475300,6,6,6,6,6,6,6,2012
1947,56441548900,6,8,8,8,8,8,8,2012
1977,55937215200,6,6,6,6,6,6,6,2012
1979,56526691400,8,11,11,11,11,11,11,2012
2016,15072104100,5,5,5,5,5,5,5,2012
2021,46161352900,13,13,13,13,13,13,13,2012
2026,55496409100,5,5,5,5,5,5,5,2012
2027,55207330400,2,4,4,4,18,18,18,2012
2031,55960307400,5,5,5,5,5,5,5,2012
2045,8568874300,1,1,1,3,3,3,3,2012
2052,7103118811,5,5,8,8,8,8,8,2012
2054,35303978600,4,4,4,4,4,4,4,2012
2062,55444174100,3,3,3,3,3,3,3,2012
2064,7403240913,31,31,31,31,31,31,31,2012
2097,55365446500,3,3,3,3,3,3,3,2012
2103,6603868770,8,8,8,8,8,8,8,2012
2105,56246174400,5,5,5,7,7,7,7,2012
2130,15076854500,24,29,29,29,29,29,29,2012
2142,8977652000,4,4,4,4,4,4,4,2012
2158,7005125652,17,17,17,17,17,17,17,2012
2161,34873759400,3,3,3,3,3,3,3,2012
2170,7004088894,6,6,6,6,6,6,6,2012
2175,7003518743,4,4,4,4,4,4,4,2012
2183,53164333900,15,31,31,31,36,36,36,2012
2196,50062317300,5,5,5,5,5,5,5,2012
2222,16052685300,4,4,4,4,4,4,4,2012
2230,37057718800,2,2,2,2,2,2,2,2012
2235,55220832800,7,7,7,7,7,7,7,2012
2291,55488929900,4,4,4,4,4,4,4,2012
2304,55430994200,2,2,2,2,2,2,2,2012
2357,26635246400,3,3,7,7,7,7,7,2012
2358,8664355300,3,3,3,3,3,3,3,2012
2359,55413425100,4,4,5,5,5,5,5,2012
2366,7004602618,4,4,4,6,10,11,11,2012
2369,55268968500,2,2,2,2,2,2,2,2012
2374,55361625500,1,2,2,2,2,2,2,2012
2388,13613683600,2,2,2,2,2,2,2,2012
2395,55533899000,7,7,7,7,7,7,7,2012
2411,55190796100,4,4,4,4,6,6,13,2012
2448,55439961200,8,8,8,8,8,8,8,2012
2451,55575328700,5,11,11,14,14,14,14,2012
2479,57201349927,5,5,5,5,5,5,5,2012
2486,56027778300,4,16,16,21,21,21,21,2012
2499,22957933900,24,24,24,24,24,24,24,2012
2518,6603429832,4,4,4,4,4,4,4,2012
2519,18042484900,4,4,7,9,13,13,15,2012
2521,55542737400,59,59,59,59,59,59,59,2012
2533,56279072100,46,63,63,63,63,63,63,2012
2537,8569127200,30,30,40,40,40,40,40,2012
