Unnamed: 0,ID,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
6,6701637996,1,1,1,1,3,3,6,6,7,8,8,9,11,15,15,17,18,18,20,23,23,23,23,1996
393,7102577004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
666,6602136431,2,3,4,6,9,10,10,12,12,21,22,22,22,22,22,24,28,31,32,34,40,45,49,1996
678,57201301493,1,1,1,2,4,5,7,7,10,12,12,14,15,15,16,16,16,17,17,17,18,18,18,1996
679,7006575535,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,1996
1035,7006864322,6,6,6,6,6,10,10,11,16,16,16,16,16,16,16,19,30,32,33,33,33,33,38,1996
1273,6602589749,2,3,3,3,3,3,3,3,6,7,8,8,8,8,8,8,8,8,8,8,11,12,12,1996
1496,6603112614,1,1,1,1,2,2,2,5,5,5,5,5,9,11,12,12,18,22,22,27,29,29,29,1996
1562,8444518400,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,8,13,15,20,33,42,71,1996
1734,55957278700,11,11,11,16,16,16,16,16,16,16,16,16,16,25,38,38,44,44,44,71,94,94,94,1996
1804,7004184829,1,1,1,1,1,1,3,3,4,6,6,8,9,35,36,38,43,45,45,45,45,47,50,1996
1929,57197881654,2,2,2,2,2,2,4,4,6,6,6,6,7,8,9,9,9,10,10,17,19,19,19,1996
1972,17836394100,2,2,2,4,4,4,7,8,10,10,11,11,11,22,32,36,37,39,41,47,49,62,75,1996
2041,6603948993,3,3,3,3,3,9,9,9,9,9,9,15,29,46,46,60,60,60,60,60,60,60,60,1996
2478,7101942324,6,6,6,6,9,16,25,25,27,30,33,35,36,36,36,46,57,59,60,75,75,78,83,1996
2653,7006439598,2,8,8,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,1996
2782,6701915766,1,1,1,4,4,4,13,13,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,1996
2784,7004594416,1,1,3,3,3,5,6,7,15,17,23,25,31,37,41,41,41,41,41,41,41,41,41,1996
3049,7004700444,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1996
3142,6508142220,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,8,10,12,13,16,17,19,19,1996
3325,56024763600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1996
3352,6603730108,1,2,3,4,4,5,8,10,15,18,19,28,37,46,56,60,62,66,71,73,89,102,103,1996
3419,57188555915,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,7,8,8,9,9,25,1996
3596,6602298730,4,5,9,9,9,9,9,11,11,11,11,13,22,24,24,28,37,37,45,47,50,50,54,1996
3658,6603347912,1,1,1,1,1,1,1,1,1,1,1,1,1,21,21,22,22,22,22,22,22,22,22,1996
3779,7003590157,6,6,6,6,6,6,6,6,7,7,7,7,15,37,40,43,46,65,65,68,68,70,70,1996
4189,7003586753,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,1996
4207,6701366851,2,2,2,3,3,3,6,6,6,6,6,7,7,7,8,19,23,26,32,34,43,44,52,1996
4508,55920505100,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,1996
4579,7801369428,1,2,3,5,5,5,8,8,8,10,10,17,17,21,21,24,25,28,28,31,32,33,33,1996
4627,14018578600,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,14,14,14,14,14,14,1996
4769,7003404292,8,8,8,8,8,8,8,16,16,16,20,20,20,26,26,26,26,26,26,26,34,34,34,1996
4843,6507988790,4,4,5,5,5,5,5,8,8,8,8,8,10,11,11,12,12,12,16,17,18,22,23,1996
5010,7003577013,5,5,5,6,6,6,6,19,19,19,22,22,23,26,26,36,40,40,40,40,42,42,42,1996
5301,55988521800,8,13,13,17,20,46,46,46,46,46,46,46,46,46,46,46,46,51,59,59,63,83,90,1996
5942,6602911322,3,3,3,3,3,3,3,3,3,3,3,3,3,8,9,9,9,9,9,9,9,9,9,1996
6069,6701410263,1,4,5,5,6,6,6,6,24,24,25,25,25,27,27,28,28,28,28,28,28,28,28,1996
6221,7003397816,5,5,14,19,24,28,37,40,40,40,40,40,40,62,70,78,78,78,78,79,85,85,93,1996
6268,6604062080,2,4,4,4,5,7,7,7,10,10,12,12,12,12,12,12,12,15,15,18,18,18,19,1996
6440,7003715902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1996
6490,23092229400,3,3,3,3,3,3,6,6,6,6,7,13,19,23,26,31,43,44,47,49,53,57,63,1996
6653,7003666556,3,7,11,11,12,14,18,23,24,24,25,29,29,47,47,54,54,54,54,56,56,60,62,1996
6734,6701851842,10,13,13,13,13,18,25,26,26,28,30,31,31,33,33,34,34,34,34,34,34,34,34,1996
6782,6507810254,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,18,18,18,18,18,18,1996
6794,7006366996,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1996
7240,6701726570,3,3,3,4,4,4,4,4,4,5,5,7,10,10,10,10,13,14,14,14,14,14,14,1996
7372,7402905263,3,3,3,3,3,3,8,8,8,8,8,8,8,11,11,11,11,11,11,11,17,17,17,1996
7401,6602693523,3,3,3,3,3,3,3,4,4,14,14,14,14,15,17,21,24,26,27,29,34,39,39,1996
8068,57204404898,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1996
8523,6701583332,2,2,3,4,4,4,4,9,9,9,9,15,16,35,35,38,40,40,40,40,40,40,40,1996
8653,7003448204,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1996
8708,6602341538,3,3,3,3,3,3,9,9,9,9,14,17,17,17,17,17,17,17,17,17,17,17,17,1996
8851,11042401100,4,5,8,8,8,8,8,10,10,11,11,15,15,15,15,15,15,15,15,15,15,15,15,1996
8859,6603809888,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,11,11,1996
8918,55917237300,1,1,1,1,1,1,2,2,2,2,3,3,7,8,11,14,16,20,21,30,32,33,33,1996
8932,7006091266,3,4,4,4,4,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,8,1996
8963,14049210200,4,4,4,4,4,4,4,4,4,4,48,48,48,54,54,54,55,70,70,71,71,71,75,1996
9196,7003374274,4,4,7,7,8,8,8,18,22,28,33,33,37,37,42,42,42,42,42,42,42,42,42,1996
9391,7003643112,4,4,4,4,5,6,6,6,8,8,11,11,11,11,11,11,13,13,15,15,17,17,17,1996
9490,55885112600,3,3,3,3,3,3,3,8,8,9,10,10,10,10,10,10,10,28,28,28,28,28,28,1996
9802,14522919400,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1996
10034,7004669811,11,15,17,17,17,20,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1996
10100,6603908730,10,10,10,10,23,23,23,23,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1996
10475,35516732100,4,6,7,11,11,11,12,12,17,17,17,18,22,30,32,32,38,38,38,43,43,43,43,1996
10506,57202076943,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1996
10754,6602177111,5,5,5,11,11,11,11,11,20,20,24,24,28,28,28,28,28,28,38,38,38,38,38,1996
10838,6603472220,1,1,1,1,1,1,4,9,9,9,12,17,19,20,22,29,34,43,44,44,46,50,52,1996
10871,9436528600,1,1,15,15,16,16,16,16,16,20,28,31,33,47,50,54,56,57,63,69,69,70,70,1996
11453,7003724199,6,6,6,6,6,6,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1996
11467,7004523686,5,5,5,5,5,5,5,5,5,5,5,5,15,15,15,15,15,15,29,29,35,36,36,1996
11549,6506733427,1,1,2,2,2,2,2,2,2,2,2,4,6,6,6,6,6,9,9,14,14,14,14,1996
11699,6602985670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
11704,7006097901,1,1,3,6,6,9,9,9,11,17,20,20,23,25,25,25,25,25,30,30,30,30,30,1996
11765,7006259641,3,3,3,4,7,12,12,12,14,16,16,16,19,19,19,20,23,27,27,27,31,34,36,1996
11868,7102489585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
11919,7004472146,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1996
12095,6701736254,3,4,4,4,4,5,6,13,14,14,14,14,18,34,53,54,64,72,81,84,88,93,96,1996
12328,55948839000,2,2,7,11,12,13,13,13,13,14,14,17,17,17,17,17,17,19,23,26,27,27,29,1996
12408,55963255300,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1996
12446,6603171389,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,1996
12714,23005549000,3,3,5,5,5,5,5,5,8,8,8,10,10,13,26,26,26,37,39,39,42,48,48,1996
12828,6506368184,6,6,6,6,7,7,7,10,14,17,19,22,26,33,35,40,72,73,82,84,85,89,89,1996
13091,55853831800,5,5,5,17,17,17,17,17,48,48,48,48,48,48,78,78,102,102,118,118,123,123,123,1996
13142,7003535435,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1996
13214,9532496000,2,2,2,3,3,3,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,1996
13511,7003699840,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1996
13676,7404678779,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1996
13912,7005931452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
14060,57193304887,1,1,3,5,10,11,13,21,22,23,25,25,28,28,28,36,40,42,43,43,47,49,51,1996
14227,6602322388,2,4,4,5,6,6,8,10,12,15,17,18,22,25,29,29,31,32,32,35,35,35,38,1996
14389,6701472107,3,7,7,7,7,7,7,8,8,8,8,8,8,11,11,11,14,14,14,14,14,14,14,1996
14604,35838103700,3,3,3,3,3,3,3,3,3,7,11,14,20,20,20,21,21,21,21,21,21,21,21,1996
15182,6602633253,2,2,2,2,2,2,3,4,4,13,55,55,56,58,58,58,62,63,63,70,74,75,75,1996
15407,6603946201,2,5,5,5,6,8,9,10,11,13,14,15,16,16,16,16,16,16,20,20,20,20,20,1996
15418,55925136800,1,3,3,4,4,4,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,1996
15506,18838269400,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1996
15643,6602608214,1,1,1,1,1,4,4,5,6,10,13,17,22,25,27,27,32,36,42,46,47,52,57,1996
15714,7006604205,4,4,22,22,22,22,22,29,65,65,65,65,77,77,88,88,88,95,99,100,100,100,100,1996
15797,7401926637,7,7,7,7,8,8,10,12,14,15,15,23,24,36,37,39,41,44,44,44,47,47,50,1996
16041,6602268862,2,2,2,2,2,2,4,9,14,16,23,28,29,31,34,40,40,40,40,47,47,53,54,1996
16048,6701749336,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,19,25,27,34,34,36,36,1996
16112,7006153758,3,3,8,8,8,8,13,13,18,19,23,24,26,31,35,39,39,42,42,48,53,55,55,1996
16210,56112162600,3,3,4,4,5,5,6,6,6,7,11,11,17,20,20,25,26,27,27,27,27,27,27,1996
16244,6603572878,3,9,10,10,14,16,24,24,28,28,35,36,38,38,38,41,46,46,47,47,49,49,49,1996
16324,22950574400,1,1,1,1,1,1,6,6,6,8,10,10,10,11,11,11,16,16,18,20,20,23,25,1996
16403,7003276566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1996
16440,6507708441,3,3,3,3,3,7,7,7,7,7,12,18,22,31,67,70,77,105,107,108,108,154,154,1996
16674,7003666530,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1996
16743,9845365600,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1996
16808,6701438762,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,1996
16907,7006838764,6,6,6,6,6,10,14,14,16,16,28,28,28,35,37,41,41,51,56,56,58,71,86,1996
16957,7005205061,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1996
17226,56273695000,3,3,11,11,11,11,13,13,14,14,16,18,18,18,21,21,21,22,23,25,25,25,25,1996
17529,6701615946,2,3,4,5,9,11,11,15,16,17,18,19,21,22,23,25,32,32,35,42,46,51,54,1996
17787,7006445409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
17803,6603618961,4,4,7,7,7,11,11,11,11,11,17,21,35,44,46,56,62,66,74,78,86,89,91,1996
17823,6603366003,2,2,2,5,5,5,7,7,7,7,7,7,17,24,29,32,45,52,65,71,79,86,91,1996
18270,7003629509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
18785,56240541900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1996
18821,7005931096,2,2,4,4,6,6,6,6,6,6,6,8,9,10,14,20,25,26,30,34,37,40,49,1996
19173,7003923821,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1996
19174,6505911013,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,8,11,11,12,12,12,12,12,1996
19565,24469718300,2,2,2,2,2,2,2,2,2,3,7,8,8,8,8,10,10,10,10,10,10,10,10,1996
19622,6602764833,4,11,11,11,11,11,11,11,11,11,13,13,15,34,40,42,54,84,84,87,88,88,93,1996
19638,7103308412,2,2,2,2,2,5,5,6,6,6,6,6,10,12,12,12,12,12,16,17,17,17,17,1996
19753,55749277300,6,7,7,7,9,9,11,11,11,11,11,11,15,15,15,15,15,18,22,22,27,34,44,1996
19905,7003958089,7,13,15,21,21,22,23,28,36,48,52,61,79,79,117,125,129,137,137,137,137,137,139,1996
19986,6603939644,5,8,10,10,17,22,28,36,36,37,37,40,43,66,74,82,97,106,112,114,117,123,123,1996
20102,23026032500,7,7,7,7,16,16,16,16,16,16,16,16,30,30,30,30,30,30,60,68,75,75,75,1996
20356,36188754800,2,4,5,5,6,8,8,8,8,14,14,14,14,14,14,18,18,18,18,19,19,19,23,1996
20399,6506780877,3,3,3,3,3,3,3,3,5,7,7,7,7,7,10,10,10,10,13,13,13,13,13,1996
20475,6601984338,4,5,5,5,7,7,7,7,7,7,7,7,7,7,9,9,9,11,25,31,31,35,35,1996
20517,56066648900,7,8,8,9,10,10,10,10,14,14,15,19,19,19,19,19,21,22,24,32,33,33,33,1996
20521,6602506817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
20728,6603243864,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,9,11,14,15,17,1996
20872,55435432200,5,5,5,5,5,5,46,46,67,80,102,102,106,106,136,136,197,197,224,224,298,301,338,1996
21309,35565372000,6,6,11,13,13,20,21,33,33,36,37,37,56,56,62,69,74,74,93,101,110,126,127,1996
21453,7102913689,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1996
21604,6603254532,1,1,1,1,1,1,5,7,14,14,17,25,27,29,29,35,35,38,41,42,42,42,42,1996
21775,6603592269,3,3,3,3,6,6,6,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,1996
21809,6506751424,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1996
21879,7003704728,1,1,4,5,5,5,5,5,5,6,6,6,7,8,8,9,11,11,11,11,11,11,11,1996
22029,56644396100,3,3,3,3,3,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1996
22059,7003762812,2,11,15,15,18,18,18,18,18,18,18,18,18,18,18,18,21,21,21,24,24,24,24,1996
22110,7403656529,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1996
22418,6603620416,2,3,4,4,9,20,22,34,40,40,48,51,53,59,60,77,88,93,104,125,152,156,190,1996
22515,55944424900,5,5,5,5,5,5,5,5,7,7,14,14,20,22,29,34,37,44,52,56,56,65,72,1996
22563,6603751264,2,2,3,8,8,8,10,15,15,16,17,20,23,26,34,36,36,37,39,44,51,55,58,1996
22745,6603664562,3,3,3,3,3,3,3,4,4,4,4,8,8,8,8,8,8,8,8,8,8,23,23,1996
22762,6602069911,2,2,3,3,3,3,3,3,3,3,6,6,6,6,6,7,7,7,7,8,8,8,8,1996
22901,6603898841,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,1996
23143,57203626490,1,7,7,18,21,29,58,58,61,61,61,61,61,63,63,63,63,63,63,68,71,71,71,1996
23226,7103085375,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,1996
23251,6602252969,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,5,5,5,5,5,5,5,5,1996
23401,6603304145,2,2,3,6,6,6,8,8,8,9,10,10,10,10,13,16,16,18,20,21,21,21,21,1996
23745,7006319499,2,8,8,10,16,19,19,19,19,19,19,29,29,30,30,30,30,30,37,37,42,42,42,1996
24099,15076505700,1,1,1,1,1,1,5,6,6,7,7,7,12,13,14,18,19,23,26,26,28,28,30,1996
24229,7202996580,43,43,43,43,43,43,43,43,65,69,69,69,69,69,82,82,94,94,117,117,131,131,149,1996
24440,55827622400,9,10,10,10,10,10,26,27,29,29,29,32,34,34,34,34,36,36,36,36,36,36,36,1996
24477,6507557768,5,5,5,9,9,9,9,9,9,9,9,25,32,32,34,34,34,34,34,34,34,34,43,1996
24810,35234073100,2,2,2,2,2,2,3,4,4,4,9,11,13,14,14,14,14,14,16,18,22,24,24,1996
25436,7202623487,1,1,2,2,2,2,2,4,6,14,16,16,16,16,16,19,21,24,24,25,25,25,29,1996
25778,55975739300,6,10,10,14,14,14,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1996
26053,7102269047,2,3,3,3,9,12,12,13,13,15,17,22,25,33,35,40,44,48,50,61,61,61,61,1996
26060,7006556333,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,14,14,14,14,15,15,15,1996
26633,56519409700,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1996
26903,7202410974,6,9,9,10,10,14,16,16,17,17,17,21,21,23,27,27,27,27,27,27,27,27,27,1996
27130,6506261544,3,7,7,8,8,8,8,12,12,12,12,12,14,14,14,14,21,22,22,22,22,23,23,1996
27533,7003352471,5,5,6,10,10,11,13,14,17,25,28,31,37,39,41,41,41,46,48,48,49,53,57,1996
27717,8064302800,2,3,3,3,3,3,3,3,3,3,4,8,11,12,16,16,18,23,23,23,25,25,25,1996
