Unnamed: 0,ID,2017,2018,start_year
7,56523160100,6,6,2017
35,57193437031,5,5,2017
43,57201405140,15,15,2017
73,57193831201,6,6,2017
76,57190680369,3,3,2017
77,55838510332,5,5,2017
80,54385399300,6,6,2017
91,57196516104,2,2,2017
135,54419904100,4,4,2017
141,57197787536,1,1,2017
146,57193088194,4,4,2017
148,7003321707,3,3,2017
157,8974048100,17,17,2017
159,57203379822,4,4,2017
187,57193448950,3,3,2017
189,55259071200,8,8,2017
190,8517464000,27,27,2017
195,6506345528,3,3,2017
211,56223055000,20,20,2017
213,26025571400,5,5,2017
230,57196216997,6,6,2017
255,6603480856,2,2,2017
257,57196247566,3,3,2017
259,57200071649,17,17,2017
260,35430042600,6,6,2017
287,56083293900,14,14,2017
288,6602553055,2,2,2017
306,24170805000,4,4,2017
309,35848858900,38,38,2017
318,57195685840,28,40,2017
321,36172704800,21,21,2017
335,57194278954,5,5,2017
340,19337532100,29,29,2017
352,56411920100,13,13,2017
394,57198820650,4,4,2017
403,57193652514,5,5,2017
408,35424413500,9,26,2017
423,57196194669,4,4,2017
435,57195504582,6,6,2017
480,55937054700,34,34,2017
482,57201120477,3,3,2017
491,57200165239,4,6,2017
499,7401653270,8,8,2017
502,57199212073,10,10,2017
545,6602549287,8,8,2017
548,22835500500,17,17,2017
579,55613312700,6,6,2017
583,54792767800,7,7,2017
588,57193666554,3,3,2017
594,57197837651,3,5,2017
608,35937644700,7,7,2017
610,22134311400,5,5,2017
617,54881975600,2,2,2017
620,57200257905,2,4,2017
627,57195549010,2,2,2017
634,57195245709,4,4,2017
652,56489810900,2,5,2017
663,57202013381,5,5,2017
675,57194656359,23,23,2017
686,57195532898,2,4,2017
702,56717764600,4,4,2017
711,35772298600,7,7,2017
723,6701652404,2,2,2017
740,57201905011,2,2,2017
753,57191382777,2,2,2017
756,26656011800,4,4,2017
758,54785299800,2,2,2017
773,56845738100,10,10,2017
777,57193706236,4,4,2017
788,57195641275,3,3,2017
799,57195148240,5,5,2017
848,36020849500,9,13,2017
868,57193668892,3,3,2017
888,55642871600,2,2,2017
889,55195600600,3,3,2017
892,57120007000,3,3,2017
902,16307679400,27,27,2017
910,56429699600,1,1,2017
931,57200504901,6,6,2017
935,56389226300,5,5,2017
941,57196190739,3,8,2017
964,55431373200,4,6,2017
970,57197293765,9,9,2017
971,57200553572,2,2,2017
974,57189729895,39,43,2017
983,26532134800,2,2,2017
987,57190215418,5,5,2017
990,57194207869,5,5,2017
996,55255344600,2,2,2017
1008,36069960100,8,8,2017
1017,57191870597,6,6,2017
1038,57197787406,12,12,2017
1043,57201300541,3,3,2017
1051,7403506666,13,13,2017
1057,8988880800,2,2,2017
1064,57000424800,2,2,2017
1067,56912295400,10,10,2017
1083,57194784857,4,4,2017
1085,57204225272,4,4,2017
1086,57200319939,7,7,2017
1112,57194633273,10,10,2017
1122,57193801918,5,5,2017
1137,56528299800,2,2,2017
1138,7801541269,7,7,2017
1147,24824052300,27,27,2017
1155,6701478237,8,8,2017
1167,16204149800,13,13,2017
1179,18633549200,21,21,2017
1182,57200598235,6,6,2017
1204,56373438900,1,1,2017
1217,57196327637,2,2,2017
1227,36697283500,4,4,2017
1236,57193153428,3,3,2017
1237,55950359000,6,6,2017
1240,6601955173,8,8,2017
1243,56702274900,7,7,2017
1255,57194083886,3,3,2017
1285,56815132900,3,3,2017
1287,55818826500,3,3,2017
1302,23976822200,12,12,2017
1318,23096778100,7,9,2017
1324,57204357968,3,3,2017
1326,56414525200,15,15,2017
1333,56909330500,1,1,2017
1357,16303888200,2,2,2017
1373,56444380200,3,3,2017
1383,57193751943,3,5,2017
1397,57191914461,17,17,2017
1404,6603068537,4,4,2017
1428,35107064300,2,2,2017
1434,6602237420,5,5,2017
1438,56888182800,3,3,2017
1450,6507093489,5,5,2017
1452,57188666556,3,3,2017
1461,7801420369,12,12,2017
1465,50262996800,11,11,2017
1482,57193774207,5,5,2017
1486,24069736100,8,18,2017
1494,55845831600,25,25,2017
1507,56413029300,9,9,2017
1515,8944018200,3,3,2017
1519,36941060000,8,8,2017
1550,57195265252,6,6,2017
1558,13606225400,5,5,2017
1560,36847107700,9,14,2017
1567,35078364000,3,3,2017
1568,56779888200,3,3,2017
1570,23490356200,5,5,2017
1584,8518669600,4,4,2017
1592,55734981200,5,5,2017
1595,36701835800,4,4,2017
1597,16238894800,6,6,2017
1603,6504148828,3,3,2017
1606,57196475352,3,3,2017
1613,7102945187,4,31,2017
1633,7201452882,2,2,2017
1634,57194202669,3,5,2017
1659,56407070700,6,8,2017
1667,57202536982,4,11,2017
1685,55137410200,11,11,2017
1695,23090829200,3,4,2017
1696,9433671800,1,1,2017
1718,56401819300,5,5,2017
1723,57194651320,5,5,2017
1735,56868557800,2,3,2017
1738,57199057238,5,5,2017
1742,57190808093,14,30,2017
1749,55328694600,23,23,2017
1764,7201394107,5,5,2017
1782,57195324089,3,3,2017
1791,57200306287,1,1,2017
1816,23993348100,6,9,2017
1819,57200511600,3,3,2017
1855,57195492127,4,4,2017
1858,56495431000,4,4,2017
1865,57193713313,16,16,2017
1881,57191278839,3,3,2017
1890,56765215700,17,17,2017
1896,7006655065,25,25,2017
1905,6506894858,5,5,2017
1911,57193859122,4,4,2017
1916,7102048580,14,14,2017
1918,57194033547,1,1,2017
1931,35847863800,14,14,2017
1934,7801515783,8,8,2017
1937,55386682400,4,6,2017
1940,55808378700,3,3,2017
1945,57160027800,4,4,2017
1950,57194587156,5,5,2017
1962,39261426700,6,6,2017
1963,54894497100,6,6,2017
1965,55545861200,3,3,2017
1974,57200220523,7,7,2017
1975,57194975259,8,8,2017
2003,55243168600,6,6,2017
2007,56784600600,6,6,2017
2038,7004194786,12,12,2017
2055,8510851800,3,3,2017
2067,56604799100,3,4,2017
2086,57072410100,4,4,2017
2115,57191843424,5,5,2017
2119,57195264190,3,22,2017
