Unnamed: 0,ID,2018
12,56985435800,8
44,57205427735,2
52,8525292600,6
65,56079662200,7
67,57204397298,4
93,55452991000,6
99,57203179449,4
106,56245385900,6
118,24464505800,1
135,57203101107,4
144,55629547200,2
154,10044860900,9
162,57205349755,5
166,57206490200,4
181,57203229438,12
185,56305691900,2
188,57204440999,6
213,57193844980,8
215,57195559331,3
221,6603096510,9
231,57190980395,9
253,57194835427,10
254,57207468590,9
271,7103138947,3
294,6603212866,3
298,56548968900,6
304,57190573713,4
329,6602293547,10
336,56452559000,29
338,57202889895,2
341,57163047100,2
348,57021574800,5
363,36240772300,2
368,57203204624,3
395,57195940191,6
401,57206736873,1
403,55346238800,3
436,56747980200,6
451,56257263600,85
454,7410389613,3
462,35579517100,4
465,57194144148,2
483,57203964565,7
512,57202308622,2
517,23501064100,3
518,57202293265,3
525,57190001162,7
535,6506175112,8
553,57203228472,3
560,36177268800,4
567,57205205269,3
568,6602704112,1
582,12647414100,9
584,56135211500,25
588,37091588100,6
603,57192113111,4
610,56086562300,7
617,37080173500,2
629,57189464937,2
632,57194829795,3
636,35335928400,16
639,56500665400,10
666,57189067538,3
668,35608588800,4
678,57205276364,4
679,57193837049,5
690,35097705100,53
693,57193573319,34
697,57202218414,7
701,55198926300,5
721,25031812100,4
739,57190854987,8
745,56195317700,6
757,57203753228,3
773,57204151682,18
782,6503944394,22
785,57192708193,5
806,57204921300,3
808,57132195300,4
809,57205197386,2
826,55227532300,6
860,56857628600,5
867,6506173536,17
879,7004580383,8
889,57207659369,5
891,57202452343,20
892,56841677200,34
893,57188925334,7
895,57193717368,3
903,14834116500,11
905,13606583600,3
909,55647164349,9
941,24171745600,3
948,57202463996,2
971,57205865258,9
972,55547286400,6
974,57190765982,17
978,6506963115,4
993,57201524269,4
997,55776619300,3
1011,55920231400,46
1018,57203979023,3
1028,57202195982,4
1048,57199121290,4
1054,16152544600,3
1071,57202019974,3
1081,22835644200,6
1088,55605778823,11
1092,57206328254,5
1099,57200202986,4
1102,56203876600,4
1106,57201895372,31
1110,57203132154,3
1125,55121369800,8
1136,57200935001,2
1137,56071481700,3
1138,57195152562,1
1147,24821887700,2
1168,54987296800,26
1187,56019103400,2
1196,35176582100,28
1197,57193245301,6
1200,57203306678,10
1214,55250026100,5
1217,57202982268,9
1244,6503987935,39
1262,36710846400,46
1263,6507454795,3
1280,56401138700,6
1283,8619685500,7
1287,56295197500,3
1288,57204427716,5
1291,6603574633,3
1294,57194597960,2
1296,7004577586,9
1299,7005834063,35
1302,57196087864,3
1304,57196771510,4
1309,13907492000,14
1312,56942838600,6
1328,57204950817,11
1329,25227844000,2
1335,57196841638,4
1342,57195145501,9
1343,57203857937,1
1345,57203638637,7
1347,57202504727,2
1355,6701350379,4
1390,56110277600,55
1410,7003639284,5
1414,57191526504,15
1419,15042329400,2
1434,14015091400,2
1470,57203900332,4
1479,55920616100,5
1486,16026010700,20
1490,57200523890,2
1519,7102516469,24
1525,35229514800,12
1534,24476836100,20
1538,6508133198,9
1539,57204778344,2
1558,57203001993,4
1563,57203762736,5
1580,57207007975,32
1620,55963778000,34
1625,6603630362,3
1633,57205681872,26
1646,57205618140,3
1647,27567609600,3
1677,57203633651,3
1695,7801582963,4
1697,57203316421,7
1698,57204684805,7
1700,36550569400,7
1724,57201435152,48
1747,52263577700,12
1749,56709162900,16
1757,54895309300,5
1763,7006980383,46
1792,57205913747,7
1804,55265603400,23
1833,7005305539,26
1834,57194384147,8
1859,36906824500,5
1867,55975577300,30
1872,57200728242,7
1877,57201089960,6
1882,6506819766,2
1903,55234658800,17
1911,18435007800,4
1921,57199499801,1
1933,35419102600,32
1952,55743950600,6
1953,57200128045,2
1954,8535537900,10
1959,57197870716,4
1967,7801411001,5
1980,35194398900,7
1991,57199692885,3
2010,55779670600,2
2028,7005795536,7
2049,35873590400,4
2061,57188675645,14
2070,12244600000,4
2107,55312299000,7
2124,57191092725,5
2132,57103276900,5
2134,57201359902,7
2137,55903363700,6
2140,57201670471,3
2146,57205736153,2
2189,36550661200,81
2193,56578650000,5
2198,56846174700,6
2200,57201994046,5
2206,56904207900,13
2207,6507121168,2
2214,57196278889,7
2223,57202894559,4
2238,8510022100,3
2242,13806524400,4
2251,57193877983,4
2260,56734518600,4
2275,57190175026,6
2281,57204030645,3
2282,6602598068,12
2289,55776805100,9
2311,57194110891,2
2319,21743722600,3
2320,57200818918,4
2333,26325330300,6
2342,57202398169,2
2351,57200038334,4
2352,55369049500,4
2370,8886204500,5
2378,57203529624,2
2383,57199090913,2
2400,12801694400,8
2403,8447411800,5
2417,56028719700,6
2427,57200860269,3
2429,56647974900,4
2432,56915207000,8
2438,56322035100,5
2474,23969363600,4
2520,57004462700,7
2521,57196593398,7
2522,6601991186,16
2528,55637695500,7
2533,56081035700,9
2535,13907491000,49
2546,57203983449,2
2553,57195675187,8
2606,36015108600,2
2615,24476123000,4
2648,57199479244,3
2670,57060401000,5
2688,57201086762,27
2706,55912531600,3
2756,57203228356,1
2759,26221072000,1
2760,36185753000,44
2781,11338891200,3
2783,57192165328,2
2789,57205642574,4
2791,57204772806,6
2807,57195471207,3
2823,57200694534,3
2833,8715686300,4
2863,7005034358,2
2867,56798939400,6
2868,57207185407,6
2901,35577162900,3
2917,57188678053,5
2920,57203942691,3
2949,57204818510,7
2956,55760424300,7
2961,57086706000,28
2970,26027950500,5
2971,55922865000,3
2974,57016872800,4
2983,6603618518,29
2985,56242093600,3
2987,57202111778,5
2989,57207857246,9
3000,35476931000,4
3015,57201752956,3
3025,6506020926,11
3026,57204798688,4
3028,56294200300,7
3036,56808741000,4
3053,57203496715,43
3075,57194939794,3
3095,57201992447,5
3097,57197020586,3
3098,57204102683,6
3102,57205435665,5
3105,8577020000,1
3142,56703376900,6
3151,8330094700,8
3152,57202159934,12
3154,57190302608,26
3172,57201297415,3
3176,37076752500,5
3183,6602774951,20
3186,57204000889,3
3203,57194939322,3
3209,57203113135,6
3218,57202232478,5
3220,57203166369,19
3225,7102512590,5
3229,57203244298,4
3243,57201680972,8
3260,57159123400,5
3277,57201906379,4
3279,57203403859,4
3284,57203516711,1
3295,57205403321,24
3296,56037572600,34
3304,57203146217,1
3305,36637490600,71
3309,57203038768,4
3329,7003983460,14
3349,54791170600,4
3379,57207706934,4
3397,56638015500,9
3398,6507765711,9
3415,25226653000,8
3424,26534152800,1
3425,57200206981,64
3429,57203508201,43
3432,24777845500,5
3434,57197759655,2
3445,57193874926,10
3452,57203001504,3
3458,23398080800,8
3468,35566729100,6
3523,6603386634,5
3542,57207618811,4
3546,57201157312,2
3547,57191916024,4
3576,56350642200,6
3603,57193776463,8
3609,36990982800,10
3613,37075589500,4
3620,35227279000,19
3622,57200515090,11
3627,57202088091,13
3648,57202988227,3
3653,57197769342,2
3682,11440073700,6
3689,16246169000,4
3701,57194457452,3
3704,57207872558,13
3710,55346742300,15
3728,41662305200,4
3729,35776955900,2
3732,57191975567,2
3735,7103203292,3
3743,57193794419,3
3783,57202514366,4
3806,57203014144,2
3816,57206478161,11
3821,7006607400,5
3827,57207106459,3
3837,56707237900,4
3842,57205668615,4
3848,26647924200,10
3880,57191745216,18
3882,57206938288,5
3895,25634025800,8
3902,16021541800,1
3926,56638284500,5
3964,57207825614,2
3978,57194799247,4
3987,6507250931,15
4063,25947894000,6
4066,22235446400,6
4071,42761176600,6
4081,18933613400,11
4095,55485818100,3
4099,54403736700,35
4109,57207815340,4
4117,25628158400,5
4127,56600614500,3
4131,6508371419,2
4145,57200599475,4
4153,57205923332,34
4180,57197824813,5
4218,57201994654,2
4234,57203768525,9
4248,18635282000,2
4251,55845025700,3
4267,16025538500,13
4280,57203278305,3
4285,54781118300,5
4296,57197810288,4
4319,57204826667,1
4322,57200919716,2
4323,55630895700,16
4326,57188803437,9
4330,22836461800,3
4335,36871478800,9
4347,7801565502,2
4348,57201473311,3
4352,37079139000,6
4353,57201983477,4
4385,7005738503,3
4389,57203764092,60
4391,57204470634,4
4392,57204663937,4
4393,57189354301,18
4394,56342530800,8
4401,57202712388,2
4443,57196000589,9
4446,57202326775,2
4449,57203204858,5
4464,57202604806,3
4473,57203903039,4
4485,55327115700,2
4495,57205292546,3
4503,55988558400,8
4517,57205533917,4
4525,57204648021,3
4552,57204042592,3
4576,57203987824,6
4583,57195741762,6
4584,57203305399,6
4611,57192383102,3
4612,55904478000,3
4622,57205203721,4
4646,57202136892,11
4659,57206429454,3
4662,36117960200,3
4665,56663240700,5
4672,57204805873,4
4678,7005278615,17
4715,57203967144,3
4727,57206865798,3
4730,57202333964,4
4739,36665225400,5
4742,57202323416,4
4755,57197545477,11
4772,7102461199,4
4784,57204037892,11
4787,56889161200,19
4789,55888052800,15
4793,35078725100,4
4804,13007927600,2
4808,57203015555,6
4831,6507347450,6
4835,57204596523,14
4836,7003349591,5
4840,56500550700,2
4849,55654236000,5
4892,57204974606,5
4894,8623804500,5
4901,7003597567,4
4903,57193918159,7
4920,57203009263,44
4931,57207409386,6
4957,57195266350,4
4993,57204017410,3
5005,22933573900,3
5016,56902239600,3
5020,57195471209,4
5026,57202329250,2
5032,55911828400,2
5033,56943475000,4
5055,57194342810,6
5074,57193328440,18
5078,57204114528,4
5081,56495494400,8
5082,56839308600,3
5097,6701378164,8
5106,57205271746,4
5107,55030090300,4
5117,36552726100,14
5146,57203506469,1
5147,57205101017,3
5157,57193391293,4
5166,57201197733,7
5173,6602349090,9
5188,7004199220,9
5207,57197104232,5
5208,57201431607,48
5219,57205230408,4
5245,8917377400,7
5258,57202817603,2
5276,54279606800,1
5277,12782333500,3
5278,55633909500,12
5279,37010609400,8
