Unnamed: 0,ID,2018
5285,57193135486,6
5286,57204047566,2
5308,56189709300,5
5323,57206664937,3
5326,57203015858,2
5357,23988405500,9
5396,57194507246,2
5404,56242206700,53
5414,56487920700,14
5433,57203509463,46
5458,23981413900,1
5459,57201552066,4
5462,25621903300,8
5465,55630534100,8
5470,56592757700,2
5494,35332819600,43
5497,57205548764,3
5501,57190942021,8
5511,25638856600,3
5513,57205587028,3
5517,6603224344,43
5528,57203139038,5
5544,57204834154,3
5552,56453549300,14
5554,6504210411,10
5561,23006800500,6
5581,55218469100,15
5595,57188689712,6
5608,57188639894,8
5614,57203959929,6
5634,57203900246,10
5647,57203549174,3
5656,57205074742,20
5659,57205117091,9
5668,57203227238,3
5670,57189683123,7
5677,7101688414,11
5691,57197846381,3
5697,57203758707,5
5698,35184068400,28
5705,57202236543,3
5707,36476277500,7
5715,56056394000,5
5728,57204394230,4
5738,57201619244,17
5767,57201901457,10
5802,57205024534,4
5813,6507726984,84
5819,57188862333,2
5823,57203168439,13
5882,54793074500,3
5902,7003938340,16
5930,6701848773,51
5937,55330189900,4
5938,55321177600,4
5953,57195638899,4
5968,57203057375,76
6007,57198456206,2
6016,7004234541,6
6028,57202903272,3
6029,57202962599,3
6067,8923615700,5
6089,16040271600,3
6105,57203899160,1
6106,56593167300,3
6123,57201373291,3
6126,57203508458,2
6127,57201782431,4
6133,7006370827,4
6138,57207590927,6
6149,36050889800,16
6153,57203391367,4
6154,57205417713,2
6182,57203005149,4
6185,57204113039,1
6189,57202497414,3
6194,25122164700,3
6195,57191163380,2
6202,20734367900,4
6220,57202747381,1
6222,56025165200,6
6239,35119420200,24
6240,57201292192,8
6278,57205696107,3
6284,57203305404,4
6288,57201318742,5
6289,37029920600,3
6296,57202496674,4
6301,57203679230,18
6314,6603621358,14
6323,57200993506,5
6325,35742243600,4
6347,8502219100,49
6361,22135839100,2
6383,7103316116,4
6397,55882561500,14
6409,57203303911,5
6428,26326905600,8
6430,57206374710,4
6450,7003800145,5
6451,57201617240,5
6456,57188733665,2
6474,22981009700,3
6479,57203991867,3
6503,57189691336,3
6520,57201524262,9
6542,57188061400,3
6563,24068628000,2
6567,57195179466,13
6569,57202575714,4
6577,42662165800,11
6578,57194203020,3
6580,8247734500,1
6582,57204737375,3
6597,57201353058,6
6599,35435411000,1
6600,6603899554,10
6635,57196708596,28
6636,57204934154,3
6649,26653957300,4
6652,57202819874,5
6670,57204322101,12
6677,26636227300,5
6722,7007020724,15
6733,55955505500,11
6751,57206372298,4
6752,57207667093,3
6760,57193388418,15
6761,57202943972,3
6778,57206760819,4
6798,22984408800,6
6803,57201377344,2
6838,15623899400,6
6842,35181657100,7
6861,8966614100,8
6871,55753715200,5
6885,57196101770,70
6888,57204718742,12
6905,57197801981,20
6912,57202044765,2
6924,7003541239,3
6930,55504229800,3
6941,57192680962,4
6944,54420612200,6
6958,57204303591,5
6971,23767651300,6
7001,57203361120,2
7004,57201034762,6
7023,7202799510,28
7024,57189607597,5
7049,57190026643,14
7051,57204803235,3
7071,36662639000,9
7073,24072607700,11
7075,7202824028,35
7078,57205355467,1
7079,16246093500,28
7089,57202787355,6
7103,57197261242,35
7122,57204166704,4
7125,57191896486,5
7126,57203764894,7
7128,56364787900,9
7133,7103255696,9
7150,52564373300,5
7159,57205529930,5
7177,55993738300,11
7184,55413900600,5
7188,57189049805,4
7193,57207539369,4
7197,57192276583,3
7200,57205548815,8
7213,57194470819,3
7221,7006480369,5
7232,11139814600,6
7239,14034822300,3
7245,6602213358,3
7252,6504528124,80
7267,34267543700,5
7292,55247180800,3
7294,57204182657,2
7309,57206338927,21
7318,57192589742,8
7321,39862078000,53
7322,57200002628,2
7344,57202458090,5
7355,57204018224,8
7362,35766202200,3
7364,57192908596,2
7402,57196261417,6
7412,57195356909,6
7416,36619313700,9
7427,57204048399,2
7435,6701772394,14
7455,57205229984,4
7461,27172267600,6
7467,56497046800,20
7511,7005776035,30
7514,56080872200,14
7515,57201584267,6
7527,26424953100,17
7546,57204336425,14
7551,57203279620,5
7553,57202154883,20
7586,57196373889,3
7587,57202048071,7
7593,57204217478,11
7600,57202535502,2
7611,56734485900,4
7628,57201457423,3
7641,56278225500,6
7643,57204216416,6
7646,53984616000,7
7653,36979233000,5
7654,57207348481,5
7669,55531799600,7
7670,6506117692,12
7674,55213700400,10
7675,57196468457,5
7679,56372254800,1
7696,35572966200,8
7710,56037441100,13
7721,7004402540,3
7724,13403842300,3
7738,57201698652,3
7743,22942757100,4
7769,57201772072,1
7783,57202099197,4
7789,57204828255,2
7797,54394074900,1
7804,56516469900,8
7828,56299624200,3
7855,57194030903,6
7866,57207162268,70
7868,24068493200,11
7883,57203057818,2
7888,55736396700,2
7890,57188804097,2
7897,57193264559,5
7905,13407813500,5
7909,57200686367,10
7910,57205100073,1
7927,57202662439,5
7931,26654293200,1
7941,57201297813,4
7942,57190975106,7
7945,57204052961,7
7955,57201193471,3
7967,56982983200,7
7976,57202787881,2
7977,57201992071,6
7983,57206705008,2
7986,57205378753,6
7988,57205363993,2
7995,57203501476,79
8023,57203914396,3
8066,57203896970,2
8071,57204791771,4
8077,57195986928,22
8095,57204830423,31
8104,7202076419,8
8112,57201381621,3
8115,56671317900,6
8139,57194339449,8
8150,7103288466,5
8152,55851513600,5
8157,54892979700,2
8165,57203206479,3
8172,55539189393,39
8173,35105296500,9
8176,57201728873,7
8182,57192210497,4
8195,57194048727,4
8204,7101795216,3
8213,26321692300,3
8215,15026017000,1
8220,57206965726,3
8222,57203963834,8
8231,57203141793,9
8234,57190225581,1
8242,57203566739,5
8243,6601978023,2
8246,57204173907,4
8250,54917400200,3
8257,55755712400,84
8263,57203843262,2
8269,57190945563,3
8273,56054691600,8
8288,57201490144,3
8290,57200939888,17
8291,23088276800,3
8297,57206437896,3
8319,57201365345,3
8323,57202609092,10
8328,57202678593,3
8334,56690529500,4
8340,57204562301,5
8350,26658901500,7
8356,8324451300,1
8358,57193896996,22
8374,10639567100,17
8375,57192154323,3
8390,55332473400,5
8403,35300750500,1
8408,7801376968,4
8411,56026027700,12
8436,57203061476,2
8439,56857003900,1
8440,15843705300,8
8441,57203995487,2
8449,57205193219,7
8464,57191910378,2
8465,35110553600,4
8470,35768456900,4
8471,57202996806,3
8485,57205100418,5
8486,57194287078,5
8499,6701455542,5
8504,56294200700,15
8529,26535318100,30
8541,57202969985,3
8549,57193950819,2
8552,57203008864,2
8553,57204918973,3
8563,55736928900,6
8577,56034366600,30
8585,57203568754,4
8591,57204369272,5
8598,57201923753,3
8640,7003349112,3
8651,56230515000,5
8656,55620482500,70
8668,56875871500,3
8670,57201152090,1
8671,57202893556,6
8692,24586702500,18
8710,6603462219,2
8712,35174323300,3
8721,6507302277,6
8734,35090527600,3
8746,57189086902,2
8755,57203537166,20
8828,57193865019,6
8829,35799737200,4
8834,57188641473,6
8839,56268734600,11
8860,57206951466,4
8868,7003796790,7
8873,56736920100,3
8890,6603314372,10
8896,55411983300,3
8897,57206295322,21
8954,57188682647,5
8986,57203046535,9
8989,57201552089,4
9003,6603102021,7
9004,57191608900,3
9005,57204143771,7
9016,57204000814,6
9022,6602597867,2
9041,55856075300,6
9047,57192181007,11
9054,6508248703,43
9067,7102845775,6
9074,57207365360,8
9085,7005565428,8
9092,57195292006,3
9098,57202008489,4
9118,6602161452,11
9126,57207756066,26
9158,6701451918,11
9163,35299598100,1
9169,7201992753,15
9174,8843296600,51
9175,7201864882,19
9185,57173947900,78
9188,7404124277,12
9228,57206346116,5
9229,13608047100,17
9250,57199329238,9
9273,6603542065,4
9280,57204305314,7
9283,6603282334,11
9301,22940629000,3
9307,57203091640,3
9315,57202849162,2
9325,57200920630,3
9352,16553598500,6
9376,6603132236,5
9377,7003319614,25
9387,57188880414,6
9403,6603964921,23
9408,57206526833,5
9426,57204371496,3
9447,36998775500,2
9450,57202979274,3
9470,55848895400,15
9477,6506122238,5
9483,56208859400,12
9495,57201885823,3
9496,57202034457,8
9506,57202847238,29
9507,55971733400,17
9522,57203000108,6
9540,56940650700,8
9541,57200625666,11
9554,57203683571,20
9556,57205231603,9
9574,6701324095,6
9603,57205734556,5
9617,7006947356,11
9618,57201435890,48
9624,57198443307,8
9627,57204901722,2
9630,7202577765,4
9633,53870416800,4
9634,23393698800,7
9642,57193322618,7
9646,56520260400,1
9649,36834170000,5
9659,57192368601,5
9668,36793618300,4
9687,57193236002,2
9688,7006414053,4
9696,57204175733,53
9705,7103192491,9
9721,55831631800,19
9736,6602980742,2
9739,57207127759,3
9740,6602351827,2
9745,57196452901,2
9770,14054059800,4
9775,57203763561,78
9780,23469172500,11
9787,57205620586,2
9796,55561443900,6
9802,6701626761,2
9813,57202285799,3
9820,6506941768,6
9821,57204397367,3
9860,57196120240,6
9866,57189215976,11
9886,55162204200,4
9894,57203813421,1
9908,56027992600,9
9909,57204828774,3
9927,57206658394,2
9930,56236260700,8
9945,57202336780,2
9961,8907793600,2
9967,57203172006,11
9972,57200605724,8
9974,57193671686,11
9978,57196120231,7
9979,6506424612,12
9981,42661460000,16
9987,56053953100,4
10010,56539895500,4
10017,57197796849,4
10050,57204352368,5
10061,55922189800,14
10063,57204952481,1
10084,57204173269,53
10105,57205050163,3
10107,57191813504,4
10115,57203300466,49
10116,35953054200,4
10120,23100137400,7
10124,55672416300,5
10144,57200598552,1
10163,8220013900,20
10165,56498722200,3
10180,57188744191,2
10185,57198793147,8
10187,6506379207,4
10221,7103216988,7
10241,56572727000,2
10253,57205027934,17
10286,57196394578,4
10297,57202991649,4
10305,35354030700,8
10308,24922117000,5
10324,6602839716,6
10330,25928813600,6
10337,7601583602,6
10358,36645872600,5
10374,57202851187,38
10383,57202746372,2
10391,57206503749,20
10410,57207646208,6
10436,57193016991,4
10440,35518821900,4
10459,6603825007,4
10469,56901295000,2
10474,7004409244,5
10478,7006478659,1
10483,55837979500,4
10489,7102644704,4
10490,57203020378,3
10491,7202846882,21
10503,57205424558,2
10505,57203755999,3
10509,46161708800,3
10525,55554729200,8
10527,21834632200,5
10548,57203851869,2
10566,6602925771,4
10572,57170363600,12
10574,7102993182,10
10595,56410167200,17
10620,57201848136,38
10621,57204887645,6
10626,56876757900,51
10649,57204832527,3
10651,56580434100,7
10659,55911049200,52
10666,57194135455,7
10672,56151699000,12
10673,57202817490,2
10695,55946490500,33
10698,57202438222,4
10711,55328144300,5
10727,57204261761,4
10765,57192992267,6
10779,56924929100,5
10780,56835318600,3
10793,24170757700,5
10812,57203981889,4
10813,8926864100,16
10816,57202577725,4
10823,6701875763,5
10828,57197736822,4
10829,55973281600,2
10831,26647565000,6
10841,57204172394,84
10845,6507458273,31
10849,7006001764,1
10856,36615167400,22
10880,57203159944,4
10896,10138825700,2
10940,57204364466,5
10947,16315102800,14
10972,57202281258,3
11022,25230172400,4
11024,57194344655,3
11057,57193787990,3
11060,7004854234,14
11079,57202423695,9
11085,55497633300,2
11092,6506823133,3
11093,55940272400,2
11107,57205143250,12
11110,57206216843,3
11117,57202813256,5
11134,57197794496,4
11176,57200143448,3
11180,24451351900,15
11181,57202437989,2
11224,57202234338,3
11225,55538563700,3
11231,57125701200,1
11248,55308309800,3
11251,57193201448,16
11303,23479661000,7
11319,57206852077,46
11334,36239282800,1
11337,57204543173,4
11351,57204175814,3
11361,57200606695,4
11369,57205416635,5
11375,56666926900,11
11377,56556205300,11
11379,56925341400,3
11387,56146257900,10
11392,57203017580,11
11394,34772048000,4
11396,57204212500,11
11417,57203009639,5
11419,54388571400,5
11421,57195220501,2
11439,57203994138,2
11441,57203543425,5
11456,57202871110,9
11461,35846200300,3
11467,54782910300,1
11482,48862333300,8
11492,56595290500,10
11494,57199864484,19
11503,57189597490,3
11507,6602612474,5
11517,6506910941,12
11523,57205380868,6
11582,57193382639,8
11598,57190881969,5
11605,56352560800,2
11608,57147073300,2
11609,56766215000,6
11611,57202585036,3
11625,57204393119,4
11631,22633918300,4
11633,57203193100,5
11640,57203792661,51
11670,56278746100,12
11672,57202340268,2
11675,14058941800,4
11678,7102913546,11
11680,56572307200,4
11692,57203903921,7
11693,56767766400,1
11698,6602692970,6
11700,57204411385,51
11713,6507791668,4
11737,57195300025,5
11746,57203015221,5
11753,57205627331,3
11767,57151307800,8
11805,6701363691,5
11815,6603118817,18
11816,57203924502,7
11821,55605762759,3
11835,57205741838,8
11844,15847868500,4
11872,57205539287,3
11877,56426277100,2
11916,57206391333,1
11919,57199051042,12
11920,56766236700,7
11923,55876826500,7
11938,35771346400,6
11940,57204806610,4
11958,57190606330,8
11969,57200661945,4
11971,55992846500,12
11975,57202495918,1
11993,35084814600,4
12006,6603020066,18
12009,42662414600,4
12014,7202780340,6
12020,57203321793,6
12026,57193732462,12
12030,57205120141,6
12037,57192160957,5
12040,57205601022,21
12057,57204215042,11
12067,57196023491,8
12077,6602293947,10
12084,56593305000,3
12094,57201980281,2
12101,57087636400,12
12103,57201698212,3
12106,57201306787,6
12108,13410193000,5
12171,57205540690,1
12175,56790067600,4
12176,57194764294,4
12211,56276020100,4
12218,57203791736,4
12231,56480241400,8
12234,24342683300,6
12263,57203370505,2
12265,23027170900,2
12272,7006522295,12
12278,57201701434,4
12292,57204798702,2
12297,8881597000,6
12299,7006474756,5
12307,55341048700,1
12316,14010243200,10
12328,18634181800,35
12332,57204500487,3
12334,56940379300,2
12336,6506971921,5
12395,55538670000,11
12404,36096577700,12
12406,57202916271,4
12408,57205099687,5
12430,23397682500,3
12437,57202222329,7
12444,57202791987,5
12450,57204040209,4
12452,57203138894,2
12490,57204623294,4
12493,57189456810,6
12500,57204444240,11
12507,55320164600,7
12508,57207041017,6
12513,57203504086,8
12536,56259673500,8
12549,7005373263,7
12551,55129204800,2
12558,56905472300,3
12575,57204945472,1
12582,47760942900,4
12584,57202497950,4
12585,57197732104,5
12592,57207481875,28
12613,57188480700,3
12622,35084814800,2
12643,57204035570,3
12644,6507506004,4
12656,8313645000,3
12657,57202077399,5
12667,21834897500,3
12672,57200582035,1
12673,57203929227,2
12674,51161091000,11
12681,57193681668,5
12683,57202864315,1
12687,57201540032,57
12696,57204779098,2
12701,56404226600,2
12706,57196094495,2
12724,57205335293,4
12733,57206305658,9
12740,24075630100,51
12765,55794016100,9
12778,6506821221,4
12782,57204179942,3
12783,57201213573,5
12791,57201587971,5
12814,55978053200,31
12845,55367050700,5
12851,55923423000,15
12859,57203972236,2
12866,56692930400,2
12891,7006065396,5
12894,56405120600,2
12926,7004405803,4
12935,6602195802,2
12952,7404352403,16
12957,57204210091,6
12967,57204287452,1
12973,36163538300,5
12974,57200857352,1
12985,57206588427,7
12986,57133031300,2
13004,57202489901,5
13011,57205442221,6
13012,7201517015,3
13019,7004023960,6
13028,57191073807,3
13085,57200650726,4
13110,12768168000,13
13113,7202737443,4
13123,8433580200,8
13125,57202055347,2
13128,56211160300,6
13132,57203510127,3
13138,57200583492,10
13153,57207821135,3
13160,56800380800,5
13173,57202328879,2
13175,57204511942,1
13187,57190977155,4
13216,57205588440,4
13228,36028366900,3
13231,57205423003,4
13234,25221605300,20
13243,19639016500,6
13253,57201549361,6
13257,57190854526,5
13258,55347215500,1
13267,57190304831,3
13271,19640477600,4
13277,6601992214,28
13297,55727138300,4
13299,55496003800,5
13311,9235833900,8
13338,57203305550,4
13341,6603321273,10
13359,57192995101,2
13376,57201664653,3
13382,57197718685,5
13388,57204648444,4
13390,56974253400,5
13396,57201132189,70
13416,24765430200,9
13417,57195996263,4
13418,16175030200,3
13433,57201123638,3
13435,57205570659,3
13480,56483221100,1
13493,6603655261,16
13506,57193015750,5
13507,57193571242,5
13511,57203973157,5
13544,57196452687,1
13552,57202304739,9
13565,57188994039,10
13568,35104490300,4
13591,57202958240,2
13610,57206743449,2
13627,57191489066,5
13633,57206029921,3
13634,57207359861,5
13647,57200139769,11
13659,57205530757,4
13663,14619238500,7
13671,23392177800,3
13694,8270275300,14
13696,57205380567,7
13697,7102296450,5
13713,57200708306,5
13715,16231172200,8
13718,57201858502,2
13722,57204496118,13
13739,57195434291,25
13778,57204278991,6
13780,57200387780,6
13793,57203006575,4
13801,57203768098,11
13826,57204466596,5
13835,57204199138,8
13841,56705498900,2
13842,37114517900,6
13847,57054461800,4
13865,15839898100,2
13876,57203054644,84
13884,15055514700,11
13888,54911902700,6
13900,55915856100,18
13911,57204179509,53
13931,57193794339,2
13948,55575553100,6
13972,6701323428,7
13976,57197845677,3
13980,57204345528,71
13985,23092497000,5
14009,57201736603,22
14044,57193770887,5
14046,55613675900,3
14047,56348949800,3
14060,57206754661,4
14063,57195947347,3
14101,6504009133,5
14110,57206129375,2
14115,15125077400,7
14119,6603314795,6
14127,57207827049,7
14133,57205380979,4
14144,35974137500,2
14173,7003730739,4
14193,57205398838,24
14201,35386433500,5
14215,57201367603,5
14228,36239079300,6
14238,57204186840,84
14248,57191043639,2
14260,36237829400,1
14300,57205766193,1
14317,6506401946,3
14325,57193240597,3
14346,56646410800,5
14349,24782795300,2
14366,57201362171,4
14374,57202132289,3
14379,55842678500,5
14412,57198770183,5
14421,57206653577,6
14435,15749419000,12
14444,18133337600,18
14451,56704270200,4
14480,57194832253,10
14526,22975904100,3
14544,6603399048,12
14549,22633875400,5
14556,57203248926,4
14567,57203522775,17
14569,55566242800,77
14576,57199302325,5
14581,57201857216,6
14586,57205496823,2
14597,24474080000,11
14606,55669169800,3
14610,7003448182,3
14613,56786167700,7
14624,19336934300,27
14628,56208620700,4
14637,57195325281,10
14655,22833835000,12
14662,57203820595,10
14664,57189517676,19
14670,36157603500,10
14679,8544179600,2
14683,6506114064,2
14684,57200575674,10
14691,55352809700,2
14706,55730921800,5
14714,57201357784,3
14717,57201590000,3
14721,56015195000,6
14724,57206658175,2
14736,56027744800,3
14755,56007979700,4
14761,7201363715,4
14762,57203981370,3
14764,55767883400,5
14768,57205577126,1
14769,56771002800,12
14772,57203992603,3
14775,57203517511,2
14789,57200037972,7
14794,57201320740,9
14841,53984576600,2
14863,57204568591,3
14872,57204472507,1
14876,56495601700,7
14879,57205426806,3
14892,57201431317,5
14893,57203134179,2
14898,56001102700,12
14909,55369225600,2
14910,57205212014,2
