Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
19,7003729382,2,2,2,2,2,2014
31,56091446600,5,5,5,5,8,2014
38,6603228789,3,3,3,3,3,2014
66,55892354500,3,3,3,3,3,2014
70,56490304600,2,2,2,2,2,2014
79,57199470231,77,77,77,77,77,2014
83,56003475600,6,6,6,6,6,2014
93,56278368100,4,5,5,5,5,2014
94,55905767600,6,17,24,24,24,2014
125,56764415200,1,1,1,1,1,2014
130,55390323200,2,2,4,4,4,2014
170,55531427200,9,9,9,9,9,2014
226,56080718100,7,7,7,7,7,2014
255,54785262900,4,7,9,9,9,2014
274,7201884734,6,6,6,6,6,2014
296,37110778700,2,2,2,2,2,2014
333,8554454800,8,8,8,8,8,2014
358,55961075000,2,2,2,3,8,2014
359,8920845500,57,57,57,57,57,2014
387,7003376187,14,14,14,14,14,2014
445,7005337879,14,14,14,18,18,2014
455,6506921991,13,13,13,13,13,2014
458,25627283300,6,6,6,6,6,2014
491,35238939800,2,2,2,2,2,2014
506,7101782257,5,5,5,5,5,2014
519,26430482000,1,1,3,3,3,2014
534,7101820325,2,4,6,6,6,2014
556,8210164900,5,5,5,5,5,2014
560,55507392400,4,4,4,4,9,2014
585,7003663098,71,71,104,104,104,2014
588,23989107600,19,19,19,19,19,2014
643,57190798269,12,12,12,12,12,2014
650,7102447001,8,9,9,13,13,2014
661,56323460100,2,4,6,6,7,2014
684,56463148700,63,63,63,63,63,2014
699,7102700855,1,1,1,1,1,2014
720,6603551671,6,6,6,6,6,2014
731,6507989604,4,4,4,4,4,2014
736,56056477500,3,5,5,5,5,2014
764,35292611200,5,5,5,5,5,2014
772,55513194100,6,16,16,16,16,2014
785,56515297200,18,18,18,18,18,2014
797,36170379700,3,3,3,3,3,2014
803,57201265019,4,4,4,4,4,2014
858,55210404700,2,5,5,5,5,2014
883,7103381652,57,57,185,185,223,2014
914,56724226600,3,3,3,3,3,2014
920,34978108100,22,22,22,22,22,2014
957,56368652700,3,3,3,3,3,2014
958,7003288074,69,69,69,69,69,2014
979,36665846700,12,12,12,12,12,2014
989,56442094500,1,1,1,1,1,2014
995,6701814469,4,4,4,4,4,2014
1027,55800824800,6,6,6,6,6,2014
1078,56303734800,4,4,4,4,4,2014
1088,53364401900,1,1,2,2,2,2014
1112,56600628100,2,2,3,3,3,2014
1128,35225209300,1,1,1,1,1,2014
1146,55845598600,1,3,4,4,4,2014
1149,7102504355,68,68,68,68,68,2014
1154,55056139500,2,2,2,2,6,2014
1164,14826391900,10,10,20,20,28,2014
1167,6602070971,3,3,3,3,3,2014
1170,7006055356,5,11,20,23,26,2014
1176,35794846500,8,8,8,8,8,2014
1225,56600853100,2,2,2,2,2,2014
1244,7006300324,6,8,8,8,8,2014
1251,8331410200,29,29,29,29,29,2014
1267,26540948400,1,1,1,1,1,2014
1283,56305144400,7,7,7,7,7,2014
1292,6602131692,3,3,3,3,3,2014
1302,55329916500,3,3,48,48,48,2014
1306,57185537000,3,3,3,3,3,2014
1309,23568612400,6,6,6,6,6,2014
1315,56690567000,8,8,8,8,8,2014
1346,6603017352,5,5,5,5,5,2014
1352,15135551700,1,1,1,1,1,2014
1405,56548893100,8,8,8,8,8,2014
1421,55235036700,10,15,15,34,34,2014
1428,56418593600,2,2,2,2,2,2014
1485,6602341898,4,4,4,4,4,2014
1490,26429318000,37,37,40,40,40,2014
1531,35316018200,3,3,4,7,7,2014
1556,7004159827,83,83,83,83,83,2014
1601,55562055200,3,3,3,3,3,2014
1606,56485392200,3,3,3,3,3,2014
1616,6506942098,10,10,10,10,10,2014
1620,48861000500,2,2,2,2,2,2014
1634,56080939100,3,3,3,3,3,2014
1667,56405507800,2,3,3,5,5,2014
1674,55247696300,3,3,4,4,4,2014
1685,7202709950,2,15,15,15,15,2014
1700,56514689400,90,90,90,90,106,2014
1705,56416174100,5,5,5,5,5,2014
