Unnamed: 0,ID,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
18,7003709943,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2004
47,12240297000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
59,6602364546,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
166,6506687058,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,2004
169,6602207446,4,9,9,18,22,24,24,24,27,28,33,33,35,40,43,2004
171,8668849800,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
188,6505928631,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
189,6603247644,2,2,2,2,2,2,4,4,4,6,10,13,13,17,19,2004
200,6603476567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
305,57196821733,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
360,56165207900,20,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2004
388,7004874094,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,2004
405,6507907677,2,2,2,2,2,4,7,9,13,15,25,27,28,32,42,2004
427,6508225953,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2004
479,55947284200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
522,22333878000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
543,6602104029,26,26,26,26,36,36,46,46,61,61,67,67,71,71,71,2004
561,13609694400,2,2,2,2,2,2,2,2,2,4,4,8,10,12,13,2004
582,55888724800,4,5,5,7,7,7,11,12,12,12,15,15,15,26,26,2004
652,8700956700,1,1,3,3,3,3,6,6,6,7,7,7,7,7,7,2004
656,6508304627,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
672,7006376498,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2004
675,6603046252,3,3,3,3,3,3,3,3,7,8,8,8,8,8,8,2004
682,21743369000,3,3,3,4,7,7,7,7,9,10,11,11,13,13,16,2004
690,36026187100,14,14,14,14,14,14,14,14,14,14,35,35,43,56,68,2004
703,35914975100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
708,55307433500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
710,56562922100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
743,6507495155,17,21,21,21,21,21,21,21,33,33,40,40,59,67,67,2004
763,57203555921,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
865,57205273247,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
919,6701831220,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,2004
932,6701446077,9,9,9,29,29,29,29,30,30,30,30,30,30,30,30,2004
935,6505996084,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
988,7801629715,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,2004
993,7101755216,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2004
1024,7003866390,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1145,13806139000,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2004
1161,7005235158,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1180,37019071400,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
1189,23022311900,3,3,6,6,6,6,12,12,17,17,17,17,20,20,20,2004
1234,6603672082,6,6,6,8,8,8,8,8,9,9,9,9,9,9,9,2004
1235,7004245418,3,3,5,7,10,10,11,11,11,11,14,14,15,15,15,2004
1241,8393679000,9,9,9,9,9,9,9,9,9,9,15,15,15,15,26,2004
1263,56069541400,43,43,43,43,48,48,112,112,198,198,202,202,205,205,256,2004
1305,6506833359,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1316,6701746486,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2004
1380,6506745130,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,2004
1391,55860668600,3,3,3,3,3,3,4,4,12,12,12,12,12,41,41,2004
1454,8961121100,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
1505,6602939938,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
1523,7003624111,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2004
1526,35451303200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1530,6701311847,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2004
1535,13106231100,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1545,8326667300,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2004
1568,53866152500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1581,6603907030,1,3,4,4,4,4,4,4,4,4,4,4,4,5,5,2004
1599,6506145502,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1701,6603751598,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,2004
1702,7201468610,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,2004
