Unnamed: 0,ID,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
46,7005865095,6,6,6,6,6,6,6,6,6,6,6,8,2007
85,23008692200,43,43,62,62,62,62,62,62,62,62,62,62,2007
111,7103065327,3,3,3,3,12,12,12,21,34,34,36,36,2007
113,6508252665,4,9,9,9,9,9,9,9,9,9,9,9,2007
122,24469712500,4,6,6,9,11,11,14,14,15,15,15,15,2007
131,18437015900,2,2,2,2,2,2,2,2,2,2,2,2,2007
173,57204345850,3,3,3,6,6,6,6,7,13,16,16,16,2007
203,13005751700,10,10,10,10,10,10,10,10,10,10,10,10,2007
204,6508024595,4,4,4,4,4,4,4,4,4,4,4,4,2007
209,55715631800,4,4,4,4,4,4,4,4,4,4,4,4,2007
210,23100304500,9,9,9,9,9,9,9,9,9,9,9,9,2007
231,56030195400,4,4,4,4,4,4,4,4,4,4,4,4,2007
235,26767632400,1,1,1,1,1,1,1,1,1,1,1,1,2007
262,57194907127,5,5,5,5,5,5,5,5,5,5,5,5,2007
329,26026181500,2,2,3,6,6,6,9,9,9,9,9,9,2007
343,23984606900,3,3,3,3,3,3,3,3,3,3,3,3,2007
351,16178095900,1,1,1,1,1,1,1,1,1,1,1,1,2007
364,24722993500,2,2,2,2,2,2,2,2,2,2,2,2,2007
381,55738721200,2,2,5,5,5,5,5,5,5,5,5,5,2007
385,23397629300,3,3,4,4,4,4,4,4,4,4,4,4,2007
392,8319802300,4,6,6,6,6,6,6,6,6,6,6,6,2007
419,8552286100,1,1,1,1,1,1,1,7,7,7,7,7,2007
439,6507778855,7,7,7,7,7,60,60,60,60,60,60,60,2007
452,16417168600,1,1,1,1,1,1,1,1,1,1,1,1,2007
533,37091242100,13,13,13,13,13,13,13,13,13,13,13,13,2007
548,55912445100,5,5,5,5,5,5,5,5,5,5,5,5,2007
587,22940989000,2,2,2,2,2,2,2,2,2,2,2,2,2007
657,23006340400,3,3,3,3,3,3,3,3,3,3,3,3,2007
726,7005170650,1,1,1,1,1,1,1,3,8,8,11,11,2007
758,54985679700,6,6,6,6,6,6,6,6,6,6,6,6,2007
811,9744913000,6,6,6,6,6,6,6,6,6,6,6,6,2007
869,6507589105,4,4,4,4,4,4,4,4,4,4,4,4,2007
912,7003876431,17,17,17,17,17,17,17,17,17,17,17,17,2007
962,13106009800,65,65,65,65,65,65,65,65,65,65,65,65,2007
966,16204410100,1,1,1,1,1,1,1,1,1,1,1,1,2007
1002,35601922700,4,4,18,18,24,24,24,24,24,24,24,24,2007
1013,55867065700,15,15,15,15,15,15,15,15,15,15,15,15,2007
1017,34770243100,12,12,12,12,12,15,15,15,15,15,15,15,2007
1020,56248584000,4,4,4,4,4,4,4,4,4,4,4,4,2007
1043,6603312833,1,4,4,4,4,4,4,4,4,4,4,4,2007
1057,18042059200,5,5,6,8,8,8,14,14,20,20,20,20,2007
1080,55470573600,3,3,3,3,3,3,3,3,3,3,3,3,2007
1087,8723630100,7,8,8,8,8,13,13,17,17,17,17,17,2007
1138,24781182200,3,11,11,14,14,14,14,14,14,15,17,17,2007
1141,16204514500,4,4,4,4,4,4,4,4,4,4,4,4,2007
1142,51461997500,7,7,7,7,7,7,7,7,7,7,7,7,2007
1158,8964316200,5,5,5,15,15,15,15,15,15,15,15,15,2007
1159,55946710700,3,3,3,3,3,3,3,3,3,3,3,3,2007
1165,16239955600,4,4,4,4,4,4,4,4,4,4,4,4,2007
1168,16230566700,22,25,25,25,25,25,25,25,25,25,25,25,2007
1200,35876661400,3,3,3,3,3,3,3,3,3,3,3,3,2007
1203,24340960000,4,4,4,4,4,4,4,4,4,4,4,4,2007
1238,6602666543,12,12,12,12,12,12,12,12,12,12,12,12,2007
1319,24775838600,3,3,3,8,8,10,14,14,14,18,18,21,2007
1355,14035001100,8,8,8,10,12,12,12,12,12,17,17,20,2007
1368,23008653600,3,3,3,3,3,3,3,3,3,3,3,3,2007
1371,16306874300,11,11,11,11,11,11,11,11,11,11,11,11,2007
1373,24462752100,11,11,11,11,11,11,17,17,17,17,17,17,2007
1430,6602339312,4,4,4,4,4,4,4,4,4,4,4,4,2007
1440,6603285417,9,11,11,11,11,11,11,11,11,11,11,11,2007
1461,6602921404,3,3,3,3,3,3,3,3,3,3,3,3,2007
1487,14037079200,12,12,12,23,28,31,31,31,31,31,31,31,2007
1552,24724117800,4,4,4,4,4,4,4,4,4,4,4,4,2007
1555,16234115700,29,29,29,29,29,29,29,29,29,29,29,29,2007
1593,24922726700,2,5,5,6,12,16,19,31,35,35,35,41,2007
1658,6602407360,2,3,3,3,3,3,4,10,10,13,18,21,2007
1660,15724755500,2,2,2,2,2,2,2,2,2,2,2,2,2007
1697,36797627600,10,10,10,10,10,10,10,10,10,10,10,10,2007
1718,6602572979,2,2,2,2,2,2,2,2,2,2,2,2,2007
1726,24296880400,1,1,6,10,10,10,10,12,13,13,13,13,2007
1779,16176868300,2,3,3,3,3,3,3,3,3,3,3,3,2007
1805,8988932200,4,4,4,5,5,5,5,5,5,5,5,5,2007
