Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
27,54793525200,4,4,4,4,4,4,2013
34,36059257800,11,11,11,11,11,11,2013
48,8729407200,3,3,3,3,3,3,2013
72,52264444300,3,3,3,5,5,6,2013
107,55920057000,3,3,3,4,4,5,2013
133,7006779373,3,3,3,3,3,3,2013
161,26648420600,10,10,14,14,14,14,2013
177,55270360400,2,2,2,2,2,2,2013
182,55957287600,4,4,4,4,4,4,2013
243,35797185000,5,5,5,15,23,28,2013
258,55371043400,3,3,3,3,3,3,2013
259,6602806420,11,11,11,11,11,23,2013
269,6603322853,2,2,2,2,2,2,2013
321,26435260800,3,3,3,3,3,3,2013
362,25926681900,3,3,3,3,3,3,2013
368,56257600100,5,5,5,5,5,5,2013
382,55858603300,3,3,3,3,3,3,2013
411,55604303000,10,11,11,11,11,11,2013
430,13609644600,1,1,1,1,1,1,2013
441,55838084400,7,8,8,9,9,9,2013
446,56102203000,5,5,5,5,5,5,2013
485,55904512100,4,5,5,5,5,5,2013
487,56541162300,7,7,7,7,7,7,2013
497,8604666200,9,67,67,84,86,86,2013
510,56109985500,2,2,2,2,2,2,2013
525,36473088400,3,3,3,5,5,5,2013
532,56389400700,1,4,4,4,4,4,2013
535,55438117400,2,4,4,13,16,20,2013
559,55903287600,4,4,4,4,4,4,2013
576,7102700826,28,28,28,28,28,28,2013
583,55900690200,3,3,3,4,4,4,2013
596,35253987700,11,11,11,11,11,11,2013
621,8837828900,3,3,3,3,3,7,2013
639,55831215500,4,4,4,4,4,4,2013
645,55761197000,4,4,4,4,4,4,2013
653,56369577300,19,21,21,21,21,21,2013
668,37015515400,6,6,6,6,6,6,2013
680,54781272800,2,3,3,3,3,4,2013
694,36150748300,14,14,14,14,14,14,2013
707,55929318800,2,2,2,2,5,5,2013
747,25927422700,4,9,13,20,20,20,2013
750,56005372600,5,5,7,7,7,7,2013
831,35550570600,13,13,13,13,23,34,2013
837,55750042900,8,8,8,8,8,8,2013
839,15128362900,56,56,56,56,56,56,2013
859,36781119700,5,5,5,5,5,5,2013
880,7202287838,7,8,8,8,8,8,2013
910,35280782200,16,16,16,85,85,106,2013
927,20734416800,17,17,17,17,17,17,2013
940,56286839800,14,14,14,14,14,14,2013
987,55807665000,2,3,3,3,3,3,2013
1021,55683066300,2,2,2,2,2,2,2013
1023,56217035300,11,11,11,11,11,11,2013
1030,45561600000,5,5,5,5,5,5,2013
1046,57164080900,2,2,2,2,2,2,2013
1048,36646743000,6,6,6,6,6,6,2013
1058,55970755000,4,4,4,4,4,4,2013
1072,57197244479,5,5,5,5,5,5,2013
1075,25928517500,5,5,5,5,5,5,2013
