Unnamed: 0,ID,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
66,24469712500,4,6,6,9,11,11,14,14,15,15,15,15,2007
98,57204345850,3,3,3,6,6,6,6,7,13,16,16,16,2007
222,8552286100,1,1,1,1,1,1,1,7,7,7,7,7,2007
230,6507778855,7,7,7,7,7,60,60,60,60,60,60,60,2007
284,37091242100,13,13,13,13,13,13,13,13,13,13,13,13,2007
295,55912445100,5,5,5,5,5,5,5,5,5,5,5,5,2007
390,7005170650,1,1,1,1,1,1,1,3,8,8,11,11,2007
470,6507589105,4,4,4,4,4,4,4,4,4,4,4,4,2007
539,35601922700,4,4,18,18,24,24,24,24,24,24,24,24,2007
566,18042059200,5,5,6,8,8,8,14,14,20,20,20,20,2007
581,8723630100,7,8,8,8,8,13,13,17,17,17,17,17,2007
609,24781182200,3,11,11,14,14,14,14,14,14,15,17,17,2007
618,8964316200,5,5,5,15,15,15,15,15,15,15,15,15,2007
642,35876661400,3,3,3,3,3,3,3,3,3,3,3,3,2007
703,24775838600,3,3,3,8,8,10,14,14,14,18,18,21,2007
843,24922726700,2,5,5,6,12,16,19,31,35,35,35,41,2007
911,6602572979,2,2,2,2,2,2,2,2,2,2,2,2,2007
958,24344348100,4,5,5,9,9,9,12,16,36,45,48,51,2007
977,24725046700,2,2,2,2,2,4,4,4,4,6,6,7,2007
1021,23398171300,3,3,4,6,8,8,12,12,12,12,12,12,2007
1058,24528450600,2,17,17,17,17,20,21,21,21,21,21,21,2007
1079,57190071155,3,3,4,6,6,7,8,14,16,16,17,17,2007
1102,6701533991,2,2,3,3,3,3,4,5,6,6,6,6,2007
1134,22935120100,3,3,3,3,3,7,24,24,24,24,24,24,2007
1160,7003376863,3,3,3,3,3,3,3,3,3,3,3,3,2007
1179,7402073082,1,1,4,4,4,4,4,4,4,6,9,9,2007
1198,7003897790,11,11,11,11,11,11,11,11,11,11,11,11,2007
1213,13406715400,3,10,11,12,19,25,35,35,44,50,63,64,2007
1275,6603971273,3,3,3,3,3,3,3,3,3,3,3,3,2007
1333,56264429900,3,3,5,5,5,7,7,11,11,11,11,12,2007
1343,7006755617,21,21,21,21,26,26,26,26,26,26,26,26,2007
1369,6506032290,2,2,2,2,2,2,2,2,2,2,2,2,2007
1396,6602245695,4,4,4,4,4,4,4,4,4,4,4,4,2007
1500,8690570300,3,3,3,3,6,11,12,14,14,15,16,16,2007
1509,21742449200,5,5,5,5,10,10,13,16,19,23,29,35,2007
1554,6602911033,5,5,5,5,5,5,5,5,5,5,5,5,2007
1564,20336570900,3,5,5,5,5,5,5,5,5,5,5,5,2007
1618,9741781000,7,7,7,7,9,9,9,9,9,9,9,9,2007
1659,23005985200,4,4,4,4,4,4,4,4,4,4,4,4,2007
1662,55884002600,4,4,4,4,4,4,11,11,11,11,11,11,2007
1697,55934731800,1,1,1,1,9,13,14,14,14,14,14,18,2007
1737,56000160900,2,7,10,10,10,21,21,21,26,50,57,59,2007
1852,8837253400,4,10,21,24,24,24,40,58,71,81,94,98,2007
1862,15751065500,2,2,2,2,2,4,4,6,6,6,8,8,2007
1883,24330667300,3,3,3,3,3,4,4,4,8,8,8,8,2007
1911,55944669300,4,4,4,4,4,29,31,32,32,37,37,37,2007
1949,8747683300,3,3,3,3,3,3,3,3,3,3,3,3,2007
2040,15520146800,1,2,5,6,8,8,8,17,17,27,30,30,2007
2051,15822604300,2,2,2,2,2,2,2,2,2,2,2,2,2007
2068,7004387664,2,2,2,4,4,4,7,8,11,13,13,14,2007
2158,7005769255,4,4,9,9,11,11,11,11,11,11,11,11,2007
2161,8303850000,4,6,6,6,12,14,17,21,21,21,28,35,2007
2168,24825743200,2,2,3,6,10,14,14,23,24,28,28,28,2007
2171,57200235166,3,3,3,3,4,4,4,4,9,11,14,14,2007
2339,23095434000,2,2,2,2,2,2,2,2,2,2,2,2,2007
2380,8570867700,3,3,3,3,3,3,3,7,7,7,8,8,2007
2400,16317175400,2,3,3,4,4,4,7,7,7,7,7,7,2007
2406,23388241300,2,2,4,4,5,6,6,8,8,11,11,11,2007
2483,54931208100,18,18,18,18,18,18,18,18,18,18,18,18,2007
2511,7202652733,5,6,6,6,6,6,8,9,9,9,12,12,2007
2566,55894124100,9,9,13,15,17,17,25,25,25,25,25,29,2007
2598,6603824844,2,2,2,2,2,2,2,2,2,2,2,2,2007
2606,57199558045,3,3,3,3,3,3,3,3,3,11,11,11,2007
2626,7101608933,2,3,3,3,3,3,7,7,7,7,7,7,2007
2634,13808136400,3,3,10,17,19,21,23,28,28,29,33,33,2007
2703,9742075200,5,5,5,5,5,5,5,5,5,5,5,5,2007
2755,15922889800,3,6,6,8,12,14,19,19,19,19,21,21,2007
2801,9236210900,8,27,27,33,35,41,41,41,43,43,43,43,2007
2812,55921949000,4,4,4,18,29,36,36,36,42,42,46,46,2007
2813,56212894300,8,8,8,8,8,8,8,8,8,8,8,8,2007
2817,57203633141,4,6,6,8,10,10,10,12,12,12,12,12,2007
2818,25646095600,4,4,4,4,4,4,4,4,4,4,4,4,2007
2831,24476539600,3,8,8,9,9,9,9,11,11,11,15,18,2007
2840,7006306054,5,11,11,11,11,11,11,68,68,68,68,68,2007
2923,6507583953,9,9,9,9,9,9,12,12,12,12,12,12,2007
2949,7102890924,4,4,4,4,7,7,7,19,19,19,19,19,2007
2969,16548896600,2,4,7,12,17,20,22,29,39,45,50,54,2007
3057,55879166700,2,7,12,12,14,14,14,18,24,24,24,27,2007
3182,16550212200,5,8,11,11,11,11,11,14,14,14,14,14,2007
3192,6603646979,3,3,4,9,13,14,41,50,52,55,55,55,2007
3268,12646293400,54,54,54,54,54,54,54,54,54,54,54,54,2007
3344,55513537700,3,3,3,4,4,4,4,4,4,4,4,4,2007
3381,23097433600,1,5,11,11,11,16,17,17,28,32,36,42,2007
3425,9633196200,6,12,16,26,32,43,52,52,59,59,72,88,2007
3477,55204661300,2,2,5,5,5,5,5,5,5,5,5,5,2007
3505,35206376500,2,2,2,2,2,2,2,2,2,2,2,2,2007
3555,24070361300,3,3,4,4,4,10,10,10,12,14,15,16,2007
3578,56941303500,3,3,3,3,3,3,3,3,3,3,3,3,2007
3606,15131540700,1,1,2,6,6,11,14,14,16,16,16,16,2007
3692,7005518814,1,1,1,1,1,1,1,1,1,1,1,1,2007
3738,55954250000,2,2,4,4,4,4,4,4,4,7,7,7,2007
3798,6603227465,2,2,2,2,2,2,2,2,2,2,2,2,2007
3809,7003444839,4,4,4,4,7,7,7,7,7,7,7,10,2007
3816,23477109300,2,5,5,5,5,5,11,14,14,16,16,16,2007
3916,25031859300,3,3,3,3,3,7,7,10,10,10,10,15,2007
3949,56070676900,2,4,4,4,4,9,9,12,12,12,17,17,2007
4072,23398391400,1,1,3,4,4,4,7,7,7,7,10,12,2007
4115,26039350700,1,1,1,1,2,2,2,2,2,2,3,5,2007
4207,7201541897,1,3,3,5,7,18,21,26,26,26,27,34,2007
4305,7006614303,6,6,6,6,6,6,6,6,6,6,6,6,2007
4377,8297821700,10,10,10,10,10,10,10,10,10,10,10,10,2007
4445,7006240936,14,14,14,19,19,19,19,19,19,19,19,19,2007
4454,20434298400,1,1,1,3,3,3,3,3,3,3,3,3,2007
4455,7201530046,11,11,11,11,11,11,11,11,11,35,35,35,2007
4499,9434768100,4,4,4,4,4,4,4,4,4,4,4,4,2007
4507,14025125700,6,6,6,7,7,7,10,10,10,11,14,14,2007
4508,6506736003,4,4,4,7,7,7,7,9,9,9,9,9,2007
4509,23006823300,4,4,4,4,4,4,7,7,7,7,8,8,2007
4605,23974524000,1,1,3,3,3,3,3,3,3,3,3,3,2007
4623,6507823308,3,3,3,3,3,3,3,3,3,3,3,3,2007
4628,23389858600,8,8,8,8,8,8,8,8,8,12,17,17,2007
4757,25627908000,3,6,6,9,9,12,12,25,28,35,38,50,2007
4780,6602458959,5,5,5,8,11,11,11,15,15,15,16,16,2007
4829,6506948287,9,9,9,9,9,9,9,9,9,9,9,9,2007
4861,14423937500,8,8,8,8,8,8,8,8,8,8,8,8,2007
4894,7003383669,6,6,6,6,6,6,6,6,6,6,6,6,2007
5039,23990151100,3,6,9,9,9,9,11,11,11,11,11,16,2007
5189,23992333600,5,5,5,5,5,5,5,5,5,5,5,5,2007
5198,6507460498,2,2,2,5,5,7,7,7,7,8,8,8,2007
5212,6507801765,7,12,14,14,14,16,22,22,24,28,28,28,2007
5249,7103071727,3,6,16,16,19,19,25,25,25,25,25,25,2007
5315,6602111300,10,10,10,10,10,23,40,40,59,59,59,59,2007
5342,23466267100,20,31,31,36,36,36,36,36,36,107,107,107,2007
5353,15757730900,6,7,7,7,10,10,10,10,10,10,10,10,2007
5377,6507748427,1,1,1,1,1,1,1,1,1,1,1,1,2007
5532,7005677150,6,6,6,6,6,15,18,18,18,18,18,18,2007
5583,23388466300,5,5,9,9,9,9,9,9,9,9,9,9,2007
5612,35076808800,34,36,39,41,41,42,42,44,44,44,44,47,2007
5740,6701779561,4,4,4,4,5,5,5,5,7,7,7,7,2007
5804,6603876933,2,2,2,2,3,7,7,7,9,9,9,9,2007
5817,8358413800,4,6,6,6,9,9,9,9,11,20,20,20,2007
5858,24436354100,1,1,1,6,6,6,8,8,8,8,8,8,2007
5979,24479661600,2,3,4,7,7,12,12,14,22,26,30,41,2007
6042,8932268900,9,9,9,34,34,50,50,81,83,87,87,87,2007
