Unnamed: 0,ID,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
303,7102577004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
513,6602136431,2,3,4,6,9,10,10,12,12,21,22,22,22,22,22,24,28,31,32,34,40,45,49,1996
522,57201301493,1,1,1,2,4,5,7,7,10,12,12,14,15,15,16,16,16,17,17,17,18,18,18,1996
793,7006864322,6,6,6,6,6,10,10,11,16,16,16,16,16,16,16,19,30,32,33,33,33,33,38,1996
991,6602589749,2,3,3,3,3,3,3,3,6,7,8,8,8,8,8,8,8,8,8,8,11,12,12,1996
1166,6603112614,1,1,1,1,2,2,2,5,5,5,5,5,9,11,12,12,18,22,22,27,29,29,29,1996
1210,8444518400,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,8,13,15,20,33,42,71,1996
1341,55957278700,11,11,11,16,16,16,16,16,16,16,16,16,16,25,38,38,44,44,44,71,94,94,94,1996
1487,57197881654,2,2,2,2,2,2,4,4,6,6,6,6,7,8,9,9,9,10,10,17,19,19,19,1996
1522,17836394100,2,2,2,4,4,4,7,8,10,10,11,11,11,22,32,36,37,39,41,47,49,62,75,1996
1892,7101942324,6,6,6,6,9,16,25,25,27,30,33,35,36,36,36,46,57,59,60,75,75,78,83,1996
2035,7006439598,2,8,8,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,1996
2134,6701915766,1,1,1,4,4,4,13,13,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,1996
2135,7004594416,1,1,3,3,3,5,6,7,15,17,23,25,31,37,41,41,41,41,41,41,41,41,41,1996
2402,6508142220,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,8,10,12,13,16,17,19,19,1996
2536,56024763600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1996
2557,6603730108,1,2,3,4,4,5,8,10,15,18,19,28,37,46,56,60,62,66,71,73,89,102,103,1996
2613,57188555915,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,7,8,8,9,9,25,1996
2759,6602298730,4,5,9,9,9,9,9,11,11,11,11,13,22,24,24,28,37,37,45,47,50,50,54,1996
2806,6603347912,1,1,1,1,1,1,1,1,1,1,1,1,1,21,21,22,22,22,22,22,22,22,22,1996
2894,7003590157,6,6,6,6,6,6,6,6,7,7,7,7,15,37,40,43,46,65,65,68,68,70,70,1996
3212,7003586753,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,1996
3225,6701366851,2,2,2,3,3,3,6,6,6,6,6,7,7,7,8,19,23,26,32,34,43,44,52,1996
3519,7801369428,1,2,3,5,5,5,8,8,8,10,10,17,17,21,21,24,25,28,28,31,32,33,33,1996
3552,14018578600,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,14,14,14,14,14,14,1996
