Unnamed: 0,ID,2018,start_year
10,56985435800,8,2018
31,57205427735,2,2018
38,8525292600,6,2018
48,56079662200,7,2018
49,57204397298,4,2018
65,55452991000,6,2018
70,57203179449,4,2018
76,56245385900,6,2018
86,24464505800,1,2018
101,57203101107,4,2018
108,55629547200,2,2018
117,10044860900,9,2018
123,57205349755,5,2018
126,57206490200,4,2018
136,57203229438,12,2018
138,56305691900,2,2018
140,57204440999,6,2018
153,57193844980,8,2018
155,57195559331,3,2018
160,6603096510,9,2018
168,57190980395,9,2018
183,57194835427,10,2018
184,57207468590,9,2018
197,7103138947,3,2018
211,6603212866,3,2018
214,56548968900,6,2018
217,57190573713,4,2018
242,56452559000,29,2018
243,57202889895,2,2018
246,57163047100,2,2018
252,57021574800,5,2018
265,36240772300,2,2018
269,57203204624,3,2018
287,57195940191,6,2018
293,57206736873,1,2018
294,55346238800,3,2018
318,56747980200,6,2018
325,56257263600,85,2018
328,7410389613,3,2018
334,35579517100,4,2018
336,57194144148,2,2018
349,57203964565,7,2018
370,57202308622,2,2018
374,57202293265,3,2018
380,57190001162,7,2018
387,6506175112,8,2018
401,57203228472,3,2018
407,36177268800,4,2018
411,57205205269,3,2018
412,6602704112,1,2018
423,12647414100,9,2018
424,56135211500,25,2018
427,37091588100,6,2018
437,57192113111,4,2018
442,56086562300,7,2018
448,37080173500,2,2018
456,57189464937,2,2018
458,57194829795,3,2018
461,35335928400,16,2018
464,56500665400,10,2018
484,57189067538,3,2018
486,35608588800,4,2018
494,57205276364,4,2018
495,57193837049,5,2018
503,35097705100,53,2018
506,57193573319,34,2018
510,57202218414,7,2018
512,55198926300,5,2018
525,25031812100,4,2018
541,57190854987,8,2018
546,56195317700,6,2018
554,57203753228,3,2018
563,57204151682,18,2018
568,6503944394,22,2018
571,57192708193,5,2018
586,57204921300,3,2018
587,57132195300,4,2018
588,57205197386,2,2018
601,55227532300,6,2018
621,56857628600,5,2018
628,6506173536,17,2018
637,7004580383,8,2018
647,57207659369,5,2018
649,57202452343,20,2018
650,56841677200,34,2018
651,57188925334,7,2018
653,57193717368,3,2018
657,14834116500,11,2018
660,55647164349,9,2018
682,24171745600,3,2018
688,57202463996,2,2018
705,57205865258,9,2018
706,55547286400,6,2018
707,57190765982,17,2018
720,57201524269,4,2018
723,55776619300,3,2018
733,55920231400,46,2018
736,57203979023,3,2018
744,57202195982,4,2018
760,57199121290,4,2018
775,57202019974,3,2018
782,22835644200,6,2018
786,55605778823,11,2018
790,57206328254,5,2018
797,57200202986,4,2018
799,56203876600,4,2018
802,57201895372,31,2018
806,57203132154,3,2018
815,55121369800,8,2018
826,57200935001,2,2018
827,57195152562,1,2018
835,24821887700,2,2018
849,54987296800,26,2018
863,56019103400,2,2018
870,35176582100,28,2018
871,57193245301,6,2018
873,57203306678,10,2018
884,55250026100,5,2018
887,57202982268,9,2018
906,6503987935,39,2018
919,36710846400,46,2018
920,6507454795,3,2018
931,56401138700,6,2018
934,8619685500,7,2018
938,56295197500,3,2018
939,57204427716,5,2018
941,6603574633,3,2018
943,57194597960,2,2018
945,7004577586,9,2018
948,7005834063,35,2018
949,57196087864,3,2018
951,57196771510,4,2018
955,13907492000,14,2018
957,56942838600,6,2018
971,57204950817,11,2018
972,25227844000,2,2018
976,57196841638,4,2018
982,57195145501,9,2018
983,57203857937,1,2018
985,57203638637,7,2018
987,57202504727,2,2018
993,6701350379,4,2018
1014,56110277600,55,2018
1029,7003639284,5,2018
1030,57191526504,15,2018
1034,15042329400,2,2018
1046,14015091400,2,2018
