Unnamed: 0,ID,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
90,6701334024,2,3,7,7,7,10,11,13,13,18,21,22,22,25,25,27,32,33,33,36,36,36,36,38,38,41,1993
282,7004674188,4,4,5,7,7,7,7,7,9,9,10,10,10,11,11,12,12,13,14,14,15,17,18,19,21,22,1993
337,7003680929,1,2,2,3,3,3,3,3,5,6,6,6,6,6,8,8,10,10,20,20,20,27,27,27,29,29,1993
514,6602553044,1,1,1,2,4,8,8,11,11,13,13,13,15,15,19,21,28,29,33,33,37,37,43,44,44,46,1993
537,7003443578,1,1,1,3,3,5,5,5,5,5,5,8,8,8,8,8,8,12,14,15,15,15,15,15,15,15,1993
683,6601995666,2,2,2,2,2,13,13,14,14,19,24,24,26,26,33,37,38,40,42,48,48,49,49,49,49,49,1993
689,7004687440,1,4,5,5,5,7,7,7,7,9,9,11,21,25,28,34,44,44,46,46,46,47,47,49,49,49,1993
783,7005318353,1,2,2,3,3,3,4,4,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,1993
1154,55587723600,4,4,5,5,8,9,11,11,14,14,18,18,20,23,27,29,30,35,37,41,46,51,56,62,64,66,1993
1723,55604396400,2,2,2,4,4,4,4,4,4,4,4,4,10,10,14,38,44,44,44,44,44,44,44,44,44,44,1993
2489,57194440530,3,6,9,12,12,13,14,14,15,16,16,20,27,32,32,32,32,32,32,37,37,37,37,37,46,46,1993
2561,6603078958,3,3,3,4,4,4,4,8,8,10,16,17,17,17,22,23,25,25,27,32,33,38,59,59,62,74,1993
2789,11839190100,1,1,1,1,1,1,1,1,3,3,3,7,10,14,17,21,25,29,31,34,35,37,40,41,42,42,1993
3072,55905910200,1,1,1,1,1,1,3,3,5,5,7,7,8,8,11,12,15,18,21,21,21,33,33,33,35,55,1993
3227,7402648649,2,2,4,4,6,7,8,8,11,14,17,18,18,22,22,25,25,25,39,39,42,45,46,46,46,50,1993
3454,6701756353,2,2,2,2,2,2,3,3,3,7,7,7,7,7,7,9,12,14,14,17,17,17,17,17,17,18,1993
