Unnamed: 0,ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
68,6602526042,10,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33,2000
145,9336832500,3,3,8,8,10,10,10,10,10,13,13,13,14,14,14,16,16,16,21,2000
182,6603390490,3,3,3,3,3,3,3,5,5,5,6,7,7,7,7,7,7,8,8,2000
227,57203216789,5,10,16,18,20,20,25,25,25,25,31,38,41,57,92,108,126,152,194,2000
256,36628123700,1,1,3,4,6,6,11,11,11,11,12,12,12,12,12,14,14,20,22,2000
521,7004084583,4,4,4,4,4,4,4,4,4,4,8,8,8,8,13,13,13,13,13,2000
858,7005350024,31,31,31,31,55,55,59,59,69,80,110,115,159,159,209,209,319,319,323,2000
922,6506451570,1,1,1,3,3,3,3,6,9,13,15,21,25,30,43,50,55,55,56,2000
964,57204346136,1,1,1,1,11,11,12,12,12,14,15,15,15,15,15,15,19,21,21,2000
988,23099277200,2,2,2,2,2,2,7,7,7,9,16,18,19,25,30,30,30,30,30,2000
1017,6507473318,22,22,32,32,32,32,32,32,32,42,84,84,84,106,106,106,106,106,106,2000
1315,6701853960,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,2000
1376,7006309561,2,2,4,6,6,10,14,18,18,20,27,36,37,38,41,53,60,62,68,2000
1386,7004964659,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2000
1476,7004293711,2,2,2,2,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7,2000
1594,56438990000,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2000
1684,7004203202,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,2000
1855,7006318562,17,17,60,60,82,82,89,89,96,96,96,96,96,96,102,102,107,111,111,2000
1966,6506304639,3,3,3,5,7,8,11,14,16,16,16,24,25,33,33,38,42,42,43,2000
2052,7003925399,4,6,9,9,10,12,12,22,23,27,32,32,35,45,50,55,59,78,78,2000
2149,6602110009,4,4,4,4,4,4,6,6,6,6,8,8,8,11,12,12,12,12,12,2000
2232,15122837200,4,4,4,4,4,4,6,8,8,9,23,26,27,28,40,47,58,58,62,2000
2333,7004924749,2,2,2,2,3,7,7,7,8,8,8,8,8,8,8,8,8,8,8,2000
2470,16506408800,2,2,2,2,2,2,3,3,3,4,5,5,5,8,8,8,8,8,8,2000
2495,7004084203,1,1,1,1,1,1,2,2,6,10,18,18,18,18,18,18,18,18,18,2000
2648,6602404369,1,1,1,7,7,7,10,16,17,19,23,27,29,38,46,54,67,72,77,2000
3061,6602258515,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,2000
3208,56279158400,6,6,10,10,18,25,34,36,40,48,48,52,52,52,52,52,53,53,60,2000
3236,6505921302,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,2000
3420,6602424361,1,2,2,2,2,2,4,4,7,7,7,7,7,7,7,7,7,7,7,2000
3529,7005038167,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2000
3548,6601996253,1,2,3,3,3,3,3,9,12,13,13,13,14,14,14,21,23,24,24,2000
4011,14319066400,14,14,14,14,26,26,30,30,30,30,30,30,30,30,30,30,49,49,49,2000
4307,7102215531,9,9,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2000
4309,6701902942,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,43,43,43,43,2000
4636,7005908284,1,1,1,4,4,6,6,6,6,8,11,15,23,28,28,33,37,40,44,2000
5059,7005685897,5,5,6,6,6,13,16,17,20,20,25,28,31,31,31,34,37,37,37,2000
5384,8270019500,3,3,3,7,8,9,9,19,25,28,29,33,35,41,45,48,62,70,74,2000
5405,7202767570,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
5541,6603756458,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2000
5618,15752170600,4,4,8,11,13,14,25,29,36,37,47,56,62,82,101,111,119,128,139,2000
5627,7004524059,5,5,5,5,6,6,6,8,10,10,10,10,10,10,10,10,10,10,10,2000
5663,56276407100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
5946,35409709500,1,1,1,1,1,1,1,1,4,4,7,17,27,27,28,28,30,34,36,2000
6067,7005801202,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
6459,28367922800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
6593,7003841637,6,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2000
6627,7103039767,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,2000
6813,56652454800,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,11,11,11,2000
6844,6603749857,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2000
7171,6603833952,2,2,5,5,5,5,6,9,9,9,9,10,11,11,11,13,13,13,17,2000
7392,6602643899,1,2,2,2,2,2,4,4,7,7,7,7,7,7,9,9,9,14,14,2000
7469,6602273189,2,4,5,5,8,8,10,16,23,26,29,35,36,37,38,41,44,44,44,2000
7534,7004327525,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
7602,7003847707,2,5,6,6,6,10,15,15,19,19,25,27,27,28,28,31,35,35,40,2000
8144,6508222379,2,2,2,2,4,5,5,9,12,16,19,19,19,19,19,19,21,28,31,2000
8158,7005820925,6,6,6,6,6,6,9,11,11,11,11,11,17,18,18,18,18,18,18,2000
8316,7103060034,5,6,6,6,6,6,8,8,8,17,17,17,17,17,17,17,17,19,19,2000
8454,6508243911,1,1,1,1,1,4,4,4,4,6,9,26,26,26,42,42,42,42,42,2000
8620,7201427575,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000
