Unnamed: 0,ID,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
292,7003975999,5,5,5,5,5,5,5,5,5,5,5,5,10,10,19,19,19,19,20,20,26,1998
323,55665563600,1,1,2,4,11,11,14,16,19,21,23,30,34,35,36,39,40,40,40,40,44,1998
445,7003498035,15,15,15,15,18,18,72,72,72,72,81,81,81,81,88,88,88,88,95,95,95,1998
550,6602896605,2,2,2,2,2,2,2,3,3,3,12,16,16,21,21,24,27,27,27,27,27,1998
795,8727223500,1,1,2,2,2,6,6,7,10,10,13,13,30,30,30,32,35,39,49,51,55,1998
912,7006772731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1998
1244,57203526191,1,3,3,3,5,5,6,6,6,6,12,12,12,13,14,16,17,20,20,23,23,1998
1326,6602930466,2,2,3,3,3,8,8,9,9,11,12,12,18,18,20,23,23,23,23,23,23,1998
1330,6701497179,19,20,20,20,20,25,27,32,38,39,41,42,44,46,52,54,54,57,63,63,65,1998
1351,6701706084,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1998
1380,7003775569,6,6,14,14,14,14,14,14,14,22,22,22,22,22,22,31,31,31,31,35,35,1998
1391,6602983384,3,3,3,3,3,7,7,10,10,10,14,16,16,22,28,28,29,29,29,33,33,1998
1463,35301033900,2,3,3,3,8,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1998
1568,7004095016,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1998
1701,7003350103,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1998
1815,7006068589,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,1998
1887,7005219001,4,6,6,6,11,12,12,12,13,13,20,20,23,24,27,27,29,37,37,37,44,1998
2010,7003952777,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1998
2039,7006976279,1,1,1,4,4,6,8,8,10,10,10,10,10,18,19,22,22,22,22,22,22,1998
2123,15836751900,1,1,3,5,5,8,10,32,34,37,38,39,40,45,47,48,49,56,58,61,61,1998
2223,7007128569,4,6,20,20,24,29,29,29,29,38,48,61,68,79,82,88,90,90,91,94,99,1998
2242,7004914616,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,1998
2365,6507096737,1,1,1,4,4,4,4,7,7,7,7,7,9,11,14,14,14,14,14,14,14,1998
2775,34572414000,6,6,6,6,6,6,15,15,41,52,61,61,61,61,78,82,86,99,102,121,124,1998
2848,55881230100,2,2,2,2,2,2,2,2,2,2,5,7,7,7,7,12,12,12,12,12,19,1998
2934,7006479213,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1998
3041,22333556400,3,6,6,6,16,16,18,19,20,26,29,32,38,39,39,43,43,47,47,51,57,1998
3106,55911351200,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1998
3241,24177766000,2,2,2,2,2,2,2,4,6,9,11,11,11,14,14,14,15,15,15,15,16,1998
3740,6507913073,2,3,3,3,6,6,15,21,21,26,27,27,32,32,32,32,32,32,64,64,70,1998
3861,7004835803,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1998
4414,7101942080,3,3,3,10,12,17,24,25,30,49,51,93,106,114,129,132,143,158,174,190,198,1998
4438,7402896880,2,2,2,2,3,5,6,6,8,8,8,12,13,13,13,14,17,19,31,33,33,1998
4634,6603681338,3,3,3,3,4,4,7,7,7,7,7,7,18,18,19,19,19,19,19,19,19,1998
4860,7003418990,3,3,3,7,7,12,12,12,14,21,23,24,36,36,38,38,38,38,38,41,41,1998
4886,7006381851,5,8,10,10,10,10,10,10,10,10,11,11,14,14,14,19,19,22,22,22,22,1998
5245,7102110919,4,5,5,6,6,7,9,10,10,14,21,23,26,34,39,39,39,43,44,48,48,1998
5251,56247683800,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1998
5365,7103018112,1,1,4,4,5,7,7,8,8,8,8,8,8,9,9,11,11,23,23,25,25,1998
