Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
18,11738782000,2,2,2,2,2,2,2,2,2,2010
40,36816324700,3,3,3,3,8,9,12,12,12,2010
60,36453712700,5,5,5,5,5,5,5,5,5,2010
105,55880050400,2,2,2,15,15,15,34,34,34,2010
121,56835894200,3,26,26,28,28,28,28,28,28,2010
127,23567554100,3,5,5,5,5,5,8,8,8,2010
202,56417168500,5,5,7,7,8,9,9,9,9,2010
297,57196716304,4,4,4,4,4,4,4,4,4,2010
307,54397760400,3,3,3,3,6,6,6,6,6,2010
320,36060113200,6,6,6,7,7,7,7,7,7,2010
341,7202920765,33,36,40,40,48,48,102,102,135,2010
357,37061485200,8,12,12,23,23,24,25,25,25,2010
404,15760500900,22,22,22,29,40,40,40,56,56,2010
418,37074222900,4,6,6,6,8,9,9,9,12,2010
463,36239540900,9,9,9,9,9,9,9,9,9,2010
516,36704068100,6,6,9,9,21,25,25,30,30,2010
535,55256491700,1,3,5,8,8,8,8,10,12,2010
562,24921132200,9,43,44,58,58,68,83,83,83,2010
583,36184933300,2,2,2,2,2,2,2,2,2,2010
633,24331617300,6,6,6,6,6,6,16,16,16,2010
662,9635978700,4,4,4,4,4,4,4,4,4,2010
767,24377090800,3,3,3,8,8,8,8,8,8,2010
773,6506341607,4,13,28,46,46,52,70,82,82,2010
891,36469843500,5,7,7,9,9,9,9,11,11,2010
895,7003463832,14,14,14,14,14,14,14,14,14,2010
910,24733735600,27,27,27,27,62,62,62,62,62,2010
981,8079328500,7,7,7,7,7,7,15,15,15,2010
1002,15060619700,3,3,3,3,3,3,3,3,3,2010
1009,6603316510,5,5,5,10,14,19,19,20,20,2010
1023,36622219400,2,2,2,2,2,2,6,6,10,2010
1053,6506078081,9,9,12,12,12,12,12,12,12,2010
1066,7004567193,15,15,34,34,36,36,77,77,95,2010
1068,36782173700,6,10,11,11,12,14,14,18,18,2010
1080,24758900800,4,4,4,18,38,38,38,72,93,2010
1088,56243911300,2,2,2,2,2,2,2,2,2,2010
1121,25926936600,2,2,2,2,2,2,2,2,2,2010
1126,36536792400,3,11,11,16,16,24,24,24,24,2010
1150,24479883500,6,8,8,8,10,12,15,16,20,2010
1262,36660067900,7,9,16,16,16,16,16,16,16,2010
1377,36237927200,3,3,3,3,7,8,8,8,8,2010
1389,36459994400,3,3,4,4,4,4,5,5,5,2010
1399,15832159300,26,26,26,26,37,37,41,42,42,2010
1425,7004013978,50,50,50,50,50,50,50,50,50,2010
1434,56568050500,1,4,6,6,6,6,6,6,6,2010
1436,7003788378,11,11,11,11,15,15,15,22,22,2010
1532,6701616786,5,5,11,15,15,19,19,19,20,2010
