Unnamed: 0,ID,2016,2017,2018,start_year
26,57190745554,4,4,4,2016
30,56365987700,3,5,5,2016
42,56707356100,2,2,4,2016
54,57194657295,11,11,11,2016
62,10639679200,6,6,6,2016
77,55892431600,5,5,5,2016
95,57189664712,11,11,11,2016
106,55210333600,3,4,4,2016
112,57190943852,7,7,7,2016
119,55505575800,3,9,11,2016
122,8702625800,3,3,3,2016
124,57189213486,3,3,3,2016
129,6505920789,4,4,4,2016
131,56383419500,36,36,100,2016
133,56146573000,2,2,4,2016
134,57188342600,3,3,3,2016
154,56045574200,13,13,13,2016
158,57191039090,3,3,3,2016
159,57192371813,3,3,3,2016
163,55256351900,4,4,4,2016
166,7201365464,3,3,3,2016
170,57189311190,14,14,14,2016
171,57192295130,21,21,21,2016
174,57197672885,3,7,10,2016
178,57189344824,82,82,82,2016
186,57189072926,3,3,3,2016
189,31767729700,9,9,9,2016
190,42261460000,2,2,2,2016
206,56593116100,26,26,26,2016
208,57190300756,5,5,5,2016
213,23995705900,3,3,3,2016
218,55601764600,10,10,10,2016
223,55825941600,18,18,18,2016
245,57193573205,41,41,41,2016
248,57192384032,3,3,7,2016
254,57160175300,17,17,17,2016
296,57188752250,15,29,34,2016
305,57188733509,6,6,6,2016
309,52364876700,16,16,16,2016
329,18041833800,4,4,4,2016
330,6701834930,4,6,6,2016
346,54987307300,45,92,92,2016
354,57188671611,4,4,4,2016
358,57192593045,11,11,11,2016
364,37120574600,5,5,5,2016
383,57200630510,19,33,33,2016
398,57191052229,3,3,3,2016
400,6603757179,38,38,38,2016
430,57115512200,3,3,3,2016
432,57204698668,82,82,82,2016
441,22333378700,3,3,3,2016
444,7404782905,33,33,33,2016
451,8966521400,27,27,27,2016
457,57193797107,3,3,3,2016
460,57191737813,5,5,5,2016
467,57207661131,5,5,8,2016
472,57188678994,4,5,5,2016
479,36184972700,8,8,8,2016
483,7004053293,2,2,2,2016
501,57192701376,4,4,4,2016
520,57192237482,14,14,14,2016
523,57186398400,5,5,5,2016
524,57192834926,15,15,15,2016
534,56078096600,3,3,3,2016
538,55991728800,33,33,33,2016
547,35477147000,8,8,8,2016
552,57188754440,5,5,5,2016
557,36614634800,3,3,3,2016
569,7003429854,8,8,8,2016
597,54683397000,4,4,4,2016
608,57191363595,4,4,4,2016
617,51061122800,15,15,15,2016
624,57191475737,6,6,11,2016
632,57190124242,3,3,3,2016
640,57188590869,8,8,8,2016
644,36623493800,3,3,16,2016
661,56568363800,4,7,8,2016
664,57193699117,4,4,4,2016
671,56158697000,5,5,5,2016
676,56074173200,2,2,2,2016
695,57190948026,2,2,2,2016
710,56103590300,4,4,8,2016
726,55967652800,10,10,10,2016
731,57189220123,32,32,32,2016
747,57191711457,87,87,120,2016
763,56419270600,6,6,6,2016
768,57192682800,2,2,2,2016
792,57202228246,4,4,8,2016
810,35590499600,5,5,5,2016
817,35520065000,5,5,5,2016
824,57197478894,3,3,3,2016
830,57191628140,3,3,4,2016
838,57193659335,4,4,8,2016
842,57184343300,9,9,9,2016
847,56624557600,4,4,4,2016
850,55844557900,4,4,4,2016
