Unnamed: 0,ID,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
96,6602207446,4,9,9,18,22,24,24,24,27,28,33,33,35,40,43,2004
107,6603247644,2,2,2,2,2,2,4,4,4,6,10,13,13,17,19,2004
111,6603476567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
291,6602104029,26,26,26,26,36,36,46,46,61,61,67,67,71,71,71,2004
311,55888724800,4,5,5,7,7,7,11,12,12,12,15,15,15,26,26,2004
350,8700956700,1,1,3,3,3,3,6,6,6,7,7,7,7,7,7,2004
360,7006376498,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2004
367,21743369000,3,3,3,4,7,7,7,7,9,10,11,11,13,13,16,2004
373,36026187100,14,14,14,14,14,14,14,14,14,14,35,35,43,56,68,2004
496,6701831220,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,2004
502,6701446077,9,9,9,29,29,29,29,30,30,30,30,30,30,30,30,2004
530,7801629715,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,2004
635,23022311900,3,3,6,6,6,6,12,12,17,17,17,17,20,20,20,2004
658,6603672082,6,6,6,8,8,8,8,8,9,9,9,9,9,9,9,2004
659,7004245418,3,3,5,7,10,10,11,11,11,11,14,14,15,15,15,2004
663,8393679000,9,9,9,9,9,9,9,9,9,9,15,15,15,15,26,2004
675,56069541400,43,43,43,43,48,48,112,112,198,198,202,202,205,205,256,2004
809,35451303200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
832,53866152500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
900,6603751598,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,2004
901,7201468610,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,2004
1041,15019473400,2,5,10,10,10,10,10,10,10,14,14,14,14,14,14,2004
1051,7402515233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
1119,6603105760,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,2004
1249,6602452487,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
1263,23975627600,3,3,3,3,4,4,4,7,8,8,8,9,9,10,10,2004
1264,6505561198,2,2,2,2,4,4,4,7,10,10,10,10,10,10,10,2004
1534,6506247514,4,4,7,7,7,7,7,9,9,9,9,9,13,13,13,2004
1597,57196074966,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,2004
1647,22433529700,2,2,2,2,2,4,6,6,6,6,6,6,24,24,29,2004
1719,6601970604,17,17,17,28,35,35,35,49,49,49,64,75,75,84,84,2004
1756,10038902900,5,7,8,10,14,14,21,23,26,30,30,30,34,34,35,2004
1775,56216326200,1,1,1,1,1,1,1,1,4,4,4,4,4,4,12,2004
1819,55944243500,1,1,1,1,1,2,6,6,10,10,11,11,11,11,17,2004
1846,7003270243,1,1,1,1,1,1,1,7,7,11,12,12,12,13,13,2004
1971,23501520800,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,2004
2078,24757890200,71,71,71,71,86,86,86,86,86,86,86,86,86,86,86,2004
2102,7202736479,17,17,17,21,21,21,21,21,30,30,30,38,38,43,43,2004
2110,7003564686,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2159,8082491200,1,3,3,5,5,5,5,11,12,13,13,14,22,25,25,2004
2170,8928429100,4,6,11,13,13,13,13,13,13,18,18,18,18,18,18,2004
2197,6603337889,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
2206,11043515300,2,2,2,2,3,5,5,7,7,7,11,11,11,11,21,2004
2412,14037987000,1,1,5,6,8,12,21,30,37,45,45,45,46,50,51,2004
2723,6701679633,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
2726,7101796750,12,12,12,12,12,19,35,35,35,35,35,35,35,35,35,2004
2736,7003616265,6,6,6,6,6,6,6,6,6,6,13,13,13,13,13,2004
2871,7003787941,5,6,7,9,9,12,12,12,18,22,22,22,22,22,22,2004
2872,7004101038,3,3,7,8,8,8,8,8,8,8,8,8,8,11,11,2004
2973,8281318900,6,6,6,9,14,14,14,29,41,41,47,47,47,47,47,2004
3024,22834457700,1,12,13,18,23,27,45,48,49,54,69,71,72,72,74,2004
3076,7102858285,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2004
3080,55970284600,4,4,4,4,4,4,4,4,4,8,8,8,15,19,19,2004
3095,22034686200,2,3,4,4,4,5,8,8,8,11,11,11,11,11,11,2004
3336,8258481800,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,2004
3438,6601990236,3,5,5,5,15,18,21,21,27,28,33,40,40,45,50,2004
3446,6507022783,28,28,28,28,76,85,91,91,91,91,141,141,224,231,250,2004
3469,7006822472,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2004
3603,6602581981,2,2,2,2,2,9,11,14,21,23,23,23,23,23,39,2004
3697,6602758613,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
3780,7003886643,3,6,6,6,6,6,6,6,6,6,6,6,6,6,12,2004
3808,6603436225,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
4047,55951491100,1,1,1,1,1,2,7,8,10,12,13,17,18,19,21,2004
4055,57203196605,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
4065,54991396700,3,3,3,5,5,5,5,5,5,5,7,7,7,7,7,2004
4102,14037737500,2,2,2,2,4,4,4,5,6,6,6,7,7,7,10,2004
4505,35579118100,47,47,47,47,47,47,47,47,47,77,77,160,160,167,167,2004
4550,23034164300,2,2,2,2,10,10,19,19,24,27,33,35,46,48,55,2004
4637,6701642469,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
4705,24775194900,13,13,13,13,13,13,28,28,28,28,28,28,106,116,116,2004
4822,7004518289,7,7,14,16,16,16,16,16,16,16,16,16,16,16,16,2004
4898,7003554262,22,22,22,22,40,40,40,40,40,40,40,40,40,40,40,2004
4974,7003908626,8,12,19,19,19,23,26,28,29,29,33,33,36,38,38,2004
4975,55948240600,8,8,25,25,33,33,96,96,171,190,228,228,250,250,260,2004
5133,56363833000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
5291,12140214000,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2004
5292,7003660479,15,15,15,27,88,88,115,115,115,115,115,115,115,115,115,2004
5372,7402172965,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2004
5422,6506932461,3,5,7,7,7,7,7,7,14,18,18,21,21,26,26,2004
5565,55907357800,4,4,4,4,4,4,6,6,6,15,15,20,20,20,20,2004
5800,57202107233,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2004
