Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
8,55376931500,73,73,73,73,2015
12,55719005700,7,7,7,7,2015
13,35444766700,11,11,11,11,2015
19,56781292200,1,1,1,1,2015
24,34870540900,7,7,7,7,2015
28,56411842000,2,2,2,2,2015
29,23397604200,8,8,8,8,2015
53,56002303200,7,7,7,7,2015
79,56513476200,9,9,9,9,2015
88,56939340300,2,3,3,3,2015
89,57192293609,3,3,3,3,2015
93,56114762600,10,10,10,10,2015
99,22236154700,5,5,5,5,2015
103,35318720900,3,3,3,3,2015
110,15070429600,2,2,2,2,2015
132,7004271887,19,19,19,19,2015
147,55961141700,12,12,12,12,2015
167,36003624100,16,22,22,22,2015
173,36805685400,4,4,4,4,2015
187,27867811000,14,14,14,14,2015
188,55974660200,10,10,10,10,2015
205,16679222000,10,10,12,23,2015
209,57203094083,83,83,83,83,2015
228,57188748169,5,9,9,9,2015
233,57189090439,3,3,3,3,2015
236,26531594700,3,3,3,3,2015
238,56968037900,1,1,1,1,2015
251,57188725838,13,13,13,13,2015
255,56190106200,4,4,4,4,2015
261,56517715300,4,5,7,19,2015
275,56594481000,3,3,3,3,2015
277,55803668500,1,1,1,1,2015
280,9245337700,19,19,19,19,2015
290,12784775300,1,1,3,4,2015
317,55440311600,3,3,3,3,2015
322,56639282800,28,28,28,28,2015
326,55949428900,6,6,6,6,2015
335,55973076900,3,5,5,5,2015
340,56735634200,1,1,1,1,2015
363,56203572900,9,9,9,9,2015
381,56822668900,6,6,6,6,2015
388,57188966321,7,7,7,7,2015
389,34870116100,59,70,70,70,2015
396,57192808992,4,4,4,4,2015
402,57196873890,28,28,37,37,2015
403,56156269900,7,7,7,7,2015
429,57035243200,2,2,2,2,2015
454,56682052900,2,2,2,2,2015
465,55143899600,1,1,1,1,2015
469,57023907900,6,6,6,6,2015
485,55323058900,3,3,3,17,2015
491,57190068018,8,8,8,8,2015
498,24528388600,2,2,2,2,2015
505,56986641200,5,5,5,5,2015
508,8704767900,7,7,7,7,2015
532,54790605200,13,18,18,19,2015
536,56960580700,5,5,5,5,2015
544,26424457400,56,56,63,67,2015
545,56100634400,16,16,16,16,2015
551,56463349600,25,25,25,25,2015
556,56769182700,7,7,7,7,2015
561,56779730100,3,4,4,4,2015
564,6603095657,3,3,3,3,2015
576,35607238200,4,4,4,4,2015
578,57016833800,82,82,82,82,2015
585,15765290300,2,2,2,2,2015
593,55977742700,56,56,56,56,2015
595,14027991800,7,7,7,7,2015
606,56879182000,2,2,4,4,2015
612,56393857000,9,11,12,15,2015
626,57188962583,4,4,4,4,2015
634,34168027600,5,5,9,9,2015
641,16229169400,10,10,10,10,2015
652,56890365100,3,3,4,4,2015
673,7004832773,11,17,17,17,2015
674,6602838973,1,1,1,1,2015
681,56529715900,2,2,2,2,2015
691,7003289125,5,5,5,5,2015
708,56879056100,6,11,11,11,2015
709,55944810600,2,2,2,2,2015
711,27567563000,7,7,7,7,2015
715,56709343000,13,13,25,25,2015
722,56472768900,5,5,5,5,2015
737,57193160818,2,2,2,2,2015
739,57170844100,22,22,22,22,2015
741,25522904400,3,3,3,3,2015
749,57189319888,10,10,10,10,2015
751,57193696999,4,4,4,4,2015
752,7006178644,2,2,2,2,2015
756,57204318540,8,8,8,8,2015
757,57189490405,10,10,10,10,2015
762,36941201600,3,3,3,3,2015
766,7601482975,3,3,3,3,2015
774,57170851300,2,2,4,4,2015
777,56433303600,7,9,11,12,2015
778,8894760600,4,4,4,4,2015
781,46461910700,3,3,3,3,2015
784,55551467600,3,3,3,3,2015
787,55800383500,4,4,4,4,2015
798,56606231300,6,6,6,6,2015
804,50462041300,8,11,11,14,2015
805,56110276600,7,7,7,7,2015
828,7404679473,2,6,6,6,2015
845,56925439000,3,3,4,4,2015
855,56646419100,3,3,3,3,2015
856,56085593800,2,2,2,2,2015
857,56318768900,2,2,2,2,2015
866,6506318631,3,3,7,7,2015
867,9639192600,25,25,25,25,2015
872,55973005700,4,4,4,4,2015
878,55352871800,3,4,7,7,2015
890,56919530000,3,4,4,4,2015
897,56825987400,2,2,2,2,2015
927,56606251800,6,6,6,6,2015
928,56643004500,7,7,7,7,2015
932,57190965041,2,2,2,2,2015
937,57003119100,2,2,2,2,2015
946,56072896600,7,8,8,8,2015
947,6602901590,2,2,6,6,2015
970,55869652000,41,41,41,41,2015
973,54791013000,3,3,3,3,2015
994,55576500000,15,18,18,18,2015
1005,56695336800,9,9,9,9,2015
1006,35073828000,5,5,5,5,2015
1019,55581804600,2,2,3,3,2015
1020,41760952900,3,3,3,3,2015
1044,56903407200,67,67,67,67,2015
1057,10042530700,2,2,2,2,2015
1073,56993349700,4,4,4,4,2015
1074,7005213217,28,28,28,28,2015
1075,56999928900,3,3,3,3,2015
1093,56176857700,5,5,5,5,2015
1095,6507932232,2,2,2,2,2015
1105,56568148800,6,6,6,6,2015
