Unnamed: 0,ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
64,6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55,2003
82,15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
156,6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31,2003
185,15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,2003
281,23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36,2003
345,6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37,2003
406,6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23,2003
410,7102889841,5,5,8,16,17,23,35,38,41,43,43,50,51,56,62,62,2003
440,7005285942,3,3,3,3,4,6,6,10,10,10,11,11,11,11,11,11,2003
493,7007024271,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2003
504,7404597424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
573,6508164191,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
984,8694294100,4,4,4,6,6,6,8,8,9,11,11,11,13,16,19,21,2003
1048,7202982666,2,9,14,15,15,18,22,24,26,26,30,34,38,49,49,49,2003
1108,6603706214,7,7,7,9,9,11,11,12,20,22,29,29,33,33,36,36,2003
1162,7006336005,15,15,15,15,28,28,28,28,28,28,28,28,28,28,66,66,2003
1291,6507130393,2,3,4,5,10,12,12,16,17,21,26,26,27,32,33,33,2003
1298,7003535976,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2003
1324,7103015940,4,4,5,5,6,11,13,20,21,25,29,30,32,35,36,36,2003
1365,6508067295,5,5,5,8,9,9,9,14,21,24,24,33,33,33,33,33,2003
1416,8571955700,4,5,5,8,8,8,8,8,10,10,13,15,15,15,15,19,2003
1527,8728011000,3,4,4,4,6,6,6,6,9,9,9,12,13,13,13,13,2003
1664,22981687400,2,3,3,3,4,5,5,8,13,13,22,24,30,34,38,47,2003
1746,7003754962,2,3,3,11,14,14,19,23,26,26,31,31,31,32,32,32,2003
1803,6506416902,1,1,1,1,1,1,1,1,3,3,3,6,7,7,7,12,2003
1873,6603925966,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,2003
2096,7006664030,32,78,84,84,105,115,121,124,139,149,154,166,169,169,169,183,2003
2126,24075332600,1,1,6,7,10,10,12,12,13,13,15,18,18,18,19,19,2003
2245,6602165045,2,2,5,5,5,5,6,6,6,6,6,6,6,6,6,6,2003
2251,55931757300,12,17,17,17,17,17,17,17,17,17,17,17,26,26,26,26,2003
