Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
9,24386037000,1,1,1,1,1,1,1,3,3,6,6,2008
22,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
50,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
71,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
80,25630274200,5,5,5,5,9,9,9,9,9,9,9,2008
84,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
92,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
152,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
162,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
175,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
215,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
224,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
260,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
289,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
302,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
392,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
415,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
439,25638577600,3,3,6,6,7,7,7,7,13,13,13,2008
459,35548863600,7,15,15,15,15,18,18,18,42,42,42,2008
480,7006736906,2,3,3,3,3,3,3,3,3,3,3,2008
509,8926076800,1,1,3,3,3,7,8,8,10,14,14,2008
610,6507104741,58,58,58,58,117,117,121,121,122,122,204,2008
625,24831715800,1,2,20,23,24,24,24,24,33,36,39,2008
645,6701492456,4,4,6,7,7,7,7,7,11,11,11,2008
646,25960338400,2,4,4,4,5,6,6,8,8,8,8,2008
648,25929125800,8,10,10,16,20,21,21,21,21,21,21,2008
750,25031004400,4,4,4,4,4,4,4,4,4,4,4,2008
803,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
821,21934214100,5,5,5,7,7,7,11,11,11,11,11,2008
861,8970612300,8,8,8,8,8,8,8,8,8,8,8,2008
917,7003833968,7,9,20,22,22,28,32,35,35,40,43,2008
968,37087258700,12,13,13,28,30,38,39,39,39,39,39,2008
1045,57201068637,2,2,2,2,2,4,5,5,5,5,5,2008
1071,7003785403,10,10,10,12,12,12,12,12,12,12,12,2008
1078,8677756400,1,1,1,1,1,1,1,1,1,1,1,2008
1168,23004849100,2,2,2,2,5,5,5,5,5,5,5,2008
1223,6603385761,5,5,5,5,5,5,16,20,20,20,20,2008
1277,24464860900,62,62,69,77,77,77,77,77,77,78,78,2008
1282,25927774800,3,3,4,4,5,5,10,10,15,16,17,2008
1301,8241673300,2,2,2,2,2,2,2,2,2,2,2,2008
1305,55998831700,6,6,6,6,9,12,12,14,16,18,18,2008
1325,7006156483,15,15,15,15,15,15,15,19,19,19,19,2008
1375,6602730429,5,8,8,10,16,20,21,21,21,25,25,2008
1412,24778639600,2,3,3,3,3,3,3,3,3,3,3,2008
1444,8219591600,6,6,6,17,17,17,17,24,24,24,24,2008
1448,6508220332,1,1,1,1,1,1,2,2,6,6,6,2008
1512,6603563139,5,5,5,5,5,5,5,5,5,5,5,2008
1569,35581770400,3,3,3,3,3,5,5,5,5,5,5,2008
1578,7005139298,10,10,16,17,17,17,24,24,24,24,24,2008
1614,36832635500,5,8,9,9,11,11,14,14,14,14,14,2008
1669,57194691438,4,4,4,4,13,13,13,13,13,13,13,2008
1749,36124790200,3,3,5,11,15,16,16,19,21,24,26,2008
1757,6701798270,22,22,22,22,22,27,27,27,27,27,27,2008
1851,7006345844,5,13,13,13,15,15,20,20,20,24,24,2008
1917,25822460800,5,5,5,5,5,5,5,15,15,15,15,2008
1940,57203053081,14,14,22,23,23,23,23,23,23,23,23,2008
1957,26767962900,3,4,4,4,4,5,6,6,9,9,9,2008
1989,24777894300,2,3,3,3,8,8,12,13,15,19,21,2008
2028,7006764938,4,4,4,4,4,4,4,4,4,4,4,2008
2067,56235309600,3,3,3,4,6,7,7,8,9,9,9,2008
2073,24723534700,7,13,13,13,20,20,20,20,20,20,20,2008
2094,7005719707,9,9,9,9,9,9,9,9,9,9,9,2008
2172,24070111000,4,4,4,4,4,4,4,4,4,4,4,2008
2231,24175917000,3,4,4,4,5,5,5,14,18,18,18,2008
2257,36562504600,3,3,3,11,26,34,41,48,50,52,52,2008
2357,35590044100,2,5,5,5,5,10,10,10,10,10,10,2008
2422,7201641848,3,3,3,3,3,3,3,3,3,3,3,2008
2438,24764621500,2,5,5,5,5,5,5,6,7,7,7,2008
2475,26323538600,6,6,6,6,7,7,7,7,7,7,7,2008
2530,24176537100,1,1,1,1,1,8,12,12,12,12,12,2008
2545,22951743400,3,3,3,3,3,3,3,3,3,3,7,2008
2582,57195529441,1,1,1,1,1,3,6,6,6,8,8,2008
2595,23466606800,3,4,4,4,4,4,4,4,4,4,4,2008
2669,23005404700,11,16,16,16,16,16,16,16,16,16,16,2008
2670,24821056800,3,3,3,3,7,10,14,14,14,15,15,2008
2715,23491959900,3,4,5,6,9,10,10,10,10,12,12,2008
2735,35090098700,2,3,6,6,8,10,11,11,15,15,22,2008
2758,7006674531,4,4,4,4,4,4,4,4,4,11,11,2008
2850,23979609400,3,5,6,7,8,9,9,13,13,13,13,2008
2896,24463464200,4,10,10,10,10,10,10,15,29,29,29,2008
2937,7006475047,6,6,6,6,6,6,6,12,12,12,12,2008
2966,21233322500,6,6,6,6,6,6,6,6,11,11,11,2008
3008,23006078500,4,4,4,4,4,6,6,6,6,6,6,2008
3107,23007399700,6,6,27,27,27,27,27,27,27,27,27,2008
3114,24733718300,3,4,4,4,6,12,17,17,17,17,17,2008
3135,15833848100,3,3,3,3,3,3,6,6,6,6,6,2008
3194,56514867400,75,82,92,92,92,92,139,139,271,271,284,2008
3248,35986546000,2,2,2,2,2,2,2,2,2,2,2,2008
3302,6602725248,4,9,11,11,11,25,41,41,47,47,47,2008
3321,26427753800,2,2,5,6,15,16,16,16,16,16,16,2008
3360,6505859732,3,3,6,7,9,19,19,20,20,20,20,2008
3413,23061549000,3,3,3,3,3,3,3,3,7,7,7,2008
3435,57198024499,6,7,9,15,15,15,15,15,15,17,17,2008
3490,55943063100,7,7,7,7,7,7,19,19,19,19,19,2008
3516,6505985816,3,3,3,3,3,3,11,11,12,12,12,2008
3539,22035373900,4,4,5,5,5,5,5,5,5,5,5,2008
3553,24281200800,5,5,5,10,10,10,10,10,10,10,10,2008
3641,34882009400,5,5,5,5,5,5,5,5,5,5,5,2008
3672,35484544300,5,9,9,9,9,9,9,9,9,9,9,2008
3708,6603754297,2,2,2,2,2,2,2,8,8,8,8,2008
3771,25522407700,6,6,6,7,7,7,7,7,7,7,7,2008
3833,24401274900,2,2,2,2,2,2,2,2,2,2,2,2008
3888,24337407200,1,2,8,8,16,18,24,26,26,27,34,2008
3973,56264174000,1,1,2,5,5,5,6,6,6,6,9,2008
4122,15838441000,8,8,8,8,8,8,8,8,8,8,8,2008
4149,6603771117,2,13,13,13,13,16,16,20,20,20,20,2008
4167,25654431500,12,15,23,25,25,25,25,25,25,26,26,2008
4234,6602143999,13,13,13,13,13,13,13,13,13,13,13,2008
4253,24529065400,2,2,2,4,4,4,4,8,11,11,11,2008
4341,14628714600,8,8,11,11,11,11,13,20,20,20,23,2008
4428,56110303700,3,3,3,8,8,8,11,11,15,17,17,2008
4440,6602450984,14,14,20,20,20,20,27,27,27,27,27,2008
4450,55945030200,68,69,69,72,75,76,76,76,76,80,80,2008
4460,56027434700,1,5,7,8,13,13,13,13,13,13,13,2008
4485,57203230809,20,20,20,20,20,20,20,20,20,20,20,2008
4585,7401663431,13,13,15,25,26,26,26,26,26,26,26,2008
4596,6602807341,19,19,21,24,55,55,58,58,58,58,68,2008
4611,12445805700,10,10,10,10,10,10,10,10,10,10,10,2008
4648,23396784900,7,11,16,67,67,67,67,128,133,133,133,2008
4669,35605880600,4,4,4,4,4,4,4,4,4,4,4,2008
4751,7005127015,7,7,7,7,14,14,14,14,14,14,14,2008
4758,8377509000,4,4,4,4,4,7,7,7,10,11,11,2008
4837,14321318600,2,2,2,2,5,6,7,7,7,7,7,2008
4881,25721482500,3,9,9,9,10,10,10,10,10,10,10,2008
4892,24385223300,15,25,59,59,89,103,113,129,140,142,149,2008
4952,6701729570,1,1,1,6,8,8,8,8,8,8,8,2008
4981,24385341900,9,20,20,25,32,32,51,65,73,83,83,2008
5001,6603754754,1,1,1,1,1,1,8,9,9,10,10,2008
5043,7003424778,38,38,52,55,55,55,55,55,55,55,55,2008
5055,7101755440,1,1,1,1,7,7,7,7,7,7,7,2008
5061,24922359300,1,1,1,2,4,4,6,6,6,6,6,2008
5082,35249797700,16,16,16,16,16,16,34,34,34,34,34,2008
5152,7003591944,1,1,1,1,1,1,1,1,1,1,1,2008
5153,57199459012,49,49,74,74,80,80,84,84,109,109,158,2008
5246,56375411500,3,3,3,3,3,3,3,3,3,3,3,2008
5266,6602533668,10,28,36,38,45,47,50,51,51,51,51,2008
5286,6505797546,9,9,9,9,9,9,9,9,9,9,9,2008
5301,16309169300,3,3,3,3,3,3,3,3,3,3,3,2008
5464,6602523420,2,2,2,10,10,10,14,14,19,19,19,2008
5484,6603941400,6,6,6,6,6,6,6,6,6,6,6,2008
5497,25029550200,3,3,3,3,3,3,3,3,3,3,3,2008
5522,56207803300,5,5,5,5,5,5,5,5,12,12,12,2008
5616,13805803800,3,3,3,3,3,3,3,3,3,11,11,2008
5620,14622218300,2,5,7,8,10,14,17,19,19,23,24,2008
5642,57202713823,2,2,2,2,2,2,2,2,2,2,2,2008
5779,7004712588,74,74,74,74,74,74,92,114,115,115,115,2008
5816,16309090500,7,7,7,7,7,7,7,7,7,7,7,2008
5820,24512498300,8,8,9,10,12,14,17,18,24,24,28,2008
5833,9839271500,4,4,4,4,4,4,4,4,4,4,4,2008
5837,24833704800,38,38,52,52,52,52,61,61,61,61,61,2008
5850,21934863200,9,9,9,9,9,9,9,9,9,9,9,2008
5899,11338987300,3,3,3,3,3,5,5,5,5,7,7,2008
5944,35404941700,38,38,52,55,55,55,64,64,64,64,64,2008
6012,8579501100,2,2,2,2,2,2,2,2,2,2,2,2008
6114,6602700901,2,2,2,2,18,18,21,21,21,21,21,2008
6130,25960525900,3,3,3,3,3,12,12,13,16,21,21,2008
6170,24802040500,4,4,4,4,4,26,26,26,54,67,81,2008
