ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56
14021178000,0,0,0,0,0,0,0,0,7,7,7,7,9,9
9633196200,0,0,6,12,16,26,32,43,52,52,59,59,72,88
55954250000,0,0,2,2,4,4,4,4,4,4,4,7,7,7
56070676900,0,0,2,4,4,4,4,9,9,12,12,12,17,17
12143087600,0,0,0,0,0,0,5,5,5,5,5,5,5,5
8297821700,0,0,10,10,10,10,10,10,10,10,10,10,10,10
6701366133,2,6,11,12,18,33,36,39,41,43,51,51,58,62
14025125700,0,0,6,6,6,7,7,7,10,10,10,11,14,14
8284686300,0,0,0,0,0,0,3,3,4,5,5,5,5,5
12789360100,3,5,8,9,10,15,20,21,26,30,31,35,36,39
7102894395,4,4,4,5,6,6,9,15,24,29,32,44,51,60
57203072478,2,2,2,2,11,11,11,11,11,11,13,13,15,18
14622218300,0,0,0,2,5,7,8,10,14,17,19,19,23,24
36606353800,2,5,7,7,8,17,17,29,30,35,35,45,47,47
8578128200,0,0,0,0,0,0,0,7,7,7,7,7,7,7
36818528100,0,8,8,14,14,25,25,29,50,50,63,63,63,68
7102959087,1,1,1,1,3,3,3,3,3,8,8,8,8,8
35354006800,0,0,0,0,0,0,0,0,0,4,4,4,4,4
16315102800,0,0,0,0,0,0,0,0,0,0,0,0,0,14
24921822500,0,3,4,7,13,13,18,18,20,30,30,34,35,36
35175222400,2,4,4,4,8,13,18,19,19,26,32,41,54,66
15060319500,0,0,3,4,8,12,15,17,18,18,18,18,18,20
8208639700,3,9,14,15,20,23,26,28,29,31,31,32,32,33
9637143300,0,0,0,0,0,0,0,0,5,5,5,5,5,5
36019693200,0,0,0,0,0,0,0,0,0,0,0,0,0,7
16052679700,16,16,66,66,66,66,83,83,91,134,163,163,163,163
8574668200,0,0,0,0,0,0,0,0,0,11,11,11,11,11
8700367400,6,13,16,20,21,23,28,32,37,39,41,41,41,43
15051444500,0,0,0,0,0,0,0,6,6,9,9,9,9,12
13609390600,2,2,3,7,7,18,25,28,30,30,32,41,42,42
15835670200,0,0,0,0,3,3,5,5,5,5,5,5,5,5
23388195100,0,0,0,4,4,8,8,9,11,14,20,20,21,21
22938988000,0,0,0,0,0,0,0,0,0,0,0,0,0,7
8247907800,0,6,6,6,8,8,8,8,8,10,10,10,14,14
25026867200,0,3,3,6,7,7,7,7,7,7,16,33,33,36
13005586400,0,0,0,0,12,12,12,12,12,12,23,23,23,23
15136810000,4,4,10,20,22,27,30,41,54,77,82,92,98,106
8897480600,0,0,0,0,6,6,17,17,35,40,40,40,40,57
10739297000,6,21,21,27,27,44,60,74,101,123,123,249,261,295
57203070274,0,0,1,1,1,1,1,3,3,6,7,10,10,10
16040586900,0,1,4,15,17,24,37,46,47,51,58,66,72,78
23397619900,1,3,5,10,26,40,43,44,46,51,53,53,57,57
57131369600,24,37,54,61,73,79,88,93,93,101,111,120,132,138
