ID,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
6603964117,0,3,5,8,9,14,19,24,31,32,44,51,55,57,63,68,68,89,94,97,97,100,100
7007128569,0,0,4,6,20,20,24,29,29,29,29,38,48,61,68,79,82,88,90,90,91,94,99
7004084203,0,0,0,0,1,1,1,1,1,1,2,2,6,10,18,18,18,18,18,18,18,18,18
7402231612,0,4,4,4,4,8,17,17,27,39,41,55,65,72,78,79,79,82,104,115,124,134,146
7004343792,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
56247683800,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
56278225500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7004712588,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,74,74,74,92,114,115,115,115
7006569893,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9
7004308954,0,0,0,0,0,6,6,6,6,7,14,17,17,24,24,30,33,40,42,53,53,53,70
54951455800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,13,17,17,17,17
7004638348,0,3,3,3,3,3,3,3,15,22,41,44,65,66,67,77,84,103,103,103,103,103,103
7003838359,0,0,0,0,0,0,0,0,4,4,4,4,79,85,100,100,102,102,127,127,193,193,206
35614416800,4,4,4,4,4,7,11,11,11,17,29,37,53,59,64,73,88,99,107,134,140,152,172
7005196696,0,0,6,6,6,6,6,6,13,21,21,21,21,21,21,21,21,21,30,30,30,42,46
7101698999,0,0,0,0,0,0,0,0,8,8,8,8,8,12,12,18,18,27,27,30,30,48,48
55749277300,6,7,7,7,9,9,11,11,11,11,11,11,15,15,15,15,15,18,22,22,27,34,44
6603939644,5,8,10,10,17,22,28,36,36,37,37,40,43,66,74,82,97,106,112,114,117,123,123
7004544211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,70,70,70,70,111
35565372000,6,6,11,13,13,20,21,33,33,36,37,37,56,56,62,69,74,74,93,101,110,126,127
7004145055,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
7004240858,0,0,0,0,0,0,0,0,0,5,5,12,14,14,14,14,14,14,14,14,14,14,14
6603879325,0,0,0,0,0,0,0,0,0,10,19,22,22,48,55,55,76,86,86,95,99,104,104
