ID,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
7003518816,2,2,2,2,2,2,2,2,2,2,5,9,9,9,9,9,9,9,9,9,14,14,17,22
7005556476,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,8,9,9,9,9,9,9,15,15
7003363770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20
7003792402,0,0,2,4,7,8,9,14,18,23,25,28,28,32,33,35,38,41,46,48,55,56,57,58
56264993700,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6603683455,0,0,0,11,11,11,11,11,11,53,53,95,107,113,121,185,185,185,185,185,185,185,185,185
7004364208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,13,13,19,19
7004757895,1,4,6,6,9,10,13,23,30,33,35,39,40,48,64,71,79,100,105,122,129,131,141,163
7004912456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5
6602110830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
56255289500,0,0,0,0,0,0,0,3,3,3,3,3,5,5,5,5,5,12,18,28,28,28,28,28
35568632100,0,0,0,3,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7
7004393170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,51,78,78
7007039790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8
7003458628,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,15,26,26,26,26,26,26
6701775537,0,2,2,2,2,2,2,6,6,8,11,11,11,12,15,19,20,20,23,24,25,25,26,26
56231773900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10
7003992123,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
35800828300,9,9,9,32,32,37,37,46,46,82,87,137,141,175,177,213,217,246,254,284,284,348,352,375
6602451758,0,0,8,8,10,10,11,12,12,16,16,18,18,18,18,18,18,18,23,27,29,39,39,39
6603925960,9,9,9,9,12,12,12,12,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
7006500311,0,0,0,0,0,0,0,0,0,4,4,4,4,4,10,10,17,17,17,26,26,26,26,26
7004001617,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7101900837,0,0,0,0,0,0,0,5,5,5,5,6,6,6,6,7,7,10,10,14,16,19,19,19
7102193483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6603704718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
7004373186,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,6,6,6,6,13
7003814623,0,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,27,33,35,35,35,35,41,46
7003541260,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,8,8,8,8,8,16,16,16
56216745700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,16,23,27,36,36,36,36
7004387896,0,2,2,2,2,2,8,9,9,9,9,9,9,9,9,12,12,15,15,15,16,16,16,16
36065512300,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,5,5,5,5,5,5,5
7003939576,0,0,0,2,2,2,2,2,2,2,2,2,2,2,5,8,8,8,8,8,8,8,8,14
7003291558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7
7004042662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7005790247,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6603683662,0,0,0,0,0,0,0,0,0,10,16,31,31,33,41,41,51,57,57,58,65,65,65,68
56224593400,0,0,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,21,21,21,21,21,21,35
6603734959,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,74,74,74,74,74,74,74,74
7003452681,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,12,12
8947826500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21
7005931453,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10
55213964500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
7004598742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6
57196595137,0,0,0,6,6,6,6,6,6,6,6,6,18,20,20,20,20,20,20,20,101,101,101,101
55968574500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,18,18,18,18,18,18,18
7005485882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7102415195,0,0,0,0,0,0,0,0,7,10,10,10,10,10,14,14,20,20,28,28,31,31,41,41
6701390827,0,0,0,0,0,0,0,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7006208965,0,0,0,0,0,0,0,0,0,0,2,5,5,15,16,23,27,29,41,49,52,58,60,60
6701890344,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3
6603407565,0,0,0,4,6,6,13,13,20,20,20,20,20,20,26,26,32,32,37,39,39,44,55,56
6603814620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
7007037679,2,3,3,4,6,7,12,13,17,17,19,19,23,28,35,40,47,53,55,61,68,71,82,87
6603795668,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,4,4,4,4
7003532225,3,4,4,13,19,22,26,33,33,39,40,50,50,53,56,59,64,66,66,69,72,79,80,80
7004766993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,12,12,12,12
7006334009,0,0,0,0,0,3,7,7,7,7,7,7,7,7,10,12,21,30,30,30,30,30,32,32
7003592293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
55936114100,0,0,0,0,0,0,0,5,6,6,6,11,11,12,12,12,12,16,16,16,16,16,16,16
7005423375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,6,10,10,10,10
6701578821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,11,11,11,11,11,16,21
7005544071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,24,31,31,31,49,49
7004266071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,14
7003739189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,16,16,16,16,16,16,16,16
8954352500,0,0,0,0,0,0,17,40,40,51,51,56,66,66,69,69,82,82,90,200,209,293,293,324
35560835900,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5
6701636920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,16,16,33,33
57027276500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,8,11,11,11,11,11
7007089731,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,21,21,21,21,21,21,21
7004837460,2,2,2,2,2,8,14,14,17,17,18,18,28,29,36,46,50,61,65,67,70,74,83,83
7003392187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,16,16,23
57203054731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6
7404061255,0,0,0,0,0,0,0,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16
7006762236,0,1,2,3,3,3,3,3,3,4,7,9,12,13,14,14,15,21,35,39,42,46,47,50
7005901496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6603790184,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7006415764,0,0,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7003597717,0,0,0,0,0,0,1,2,4,8,10,11,13,16,19,22,22,26,28,31,34,37,42,45
7005871628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20
7102908760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,9
6603416763,0,0,0,0,0,0,0,0,0,11,11,18,25,26,30,33,39,47,47,49,49,49,49,49
7005093368,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9
7501557957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,10,10,10,22,22,22,22
6603810594,0,0,0,29,30,34,34,44,44,45,45,89,89,97,97,101,101,101,101,108,108,120,120,175
6701754897,0,0,0,0,0,1,1,1,1,3,3,3,9,10,10,12,12,12,13,17,19,21,22,23
6701366879,0,0,0,0,0,0,0,0,0,3,3,3,3,3,7,7,7,7,7,7,7,7,10,10
7102861305,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
7004230876,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7005503872,0,0,0,0,12,19,25,38,40,46,51,62,97,112,133,136,149,178,204,209,226,230,237,250
7005744150,0,0,6,12,15,17,17,41,41,41,41,41,41,41,41,41,47,47,55,61,82,82,82,82
6601962909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,12,16,27,36
55346621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8
55134739900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,14,14
7004118989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
6602829468,2,3,3,3,3,5,7,11,15,16,19,21,22,27,28,30,32,35,36,36,37,37,43,46
7003505762,0,1,2,4,5,9,15,27,34,39,45,53,67,79,93,99,112,120,152,154,164,170,190,254
7004863610,0,0,0,0,0,0,0,4,4,4,5,5,7,7,10,10,10,10,10,10,10,10,10,10
7003588142,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,14,14,16,16
8411938800,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7003536461,3,6,7,11,15,15,18,23,26,31,34,43,47,51,52,56,62,73,75,80,85,88,105,107
7003820164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,11,11
7202576499,1,1,2,2,2,2,5,5,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9
