ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
6602806420,0,0,0,0,0,11,11,11,11,11,23
6701690859,1,5,6,8,8,11,11,11,14,14,14
56888636300,3,4,12,18,19,26,26,26,35,68,72
56226169900,0,0,0,0,4,4,4,4,4,4,4
24342928100,0,1,1,3,3,3,3,4,4,4,4
35728045300,0,0,3,3,3,3,3,5,8,8,8
26027950500,0,0,0,0,0,0,0,0,0,0,5
8577020000,0,0,0,0,0,0,0,0,0,0,1
25226653000,0,0,0,0,0,0,0,0,0,0,8
22951743400,3,3,3,3,3,3,3,3,3,3,7
22136867100,0,0,0,0,0,0,0,0,2,2,2
27467923400,0,0,0,0,0,0,0,0,3,3,3
24469941000,0,0,8,8,8,11,11,11,11,11,11
26768454800,0,2,2,5,5,5,5,5,5,10,10
25522407700,6,6,6,7,7,7,7,7,7,7,7
23020305500,0,0,5,5,5,5,5,5,5,5,5
25650338100,0,12,12,12,12,14,14,14,14,14,14
35579443800,0,0,0,0,8,8,8,8,8,8,8
26023367100,2,4,15,19,23,26,26,28,32,35,41
24330847800,0,0,0,0,0,0,0,0,0,2,2
7005565428,0,0,0,0,0,0,0,0,0,0,8
23989863900,11,11,11,21,21,21,21,21,21,21,21
25927450000,0,0,3,3,4,4,5,9,9,12,12
6603106945,0,0,0,7,7,15,17,17,17,17,17
7005116640,0,0,0,0,0,0,0,5,7,7,9
25654364800,5,6,8,27,42,51,53,53,53,53,81
7801629474,0,0,0,0,0,0,20,20,20,20,20
35771346400,0,0,0,0,0,0,0,0,0,0,6
23098785900,1,1,1,2,2,2,2,2,2,8,8
55983261900,0,0,0,0,0,0,0,7,14,14,14
35272632300,0,0,5,5,10,10,10,10,10,10,10
56677391200,0,0,6,6,6,6,6,6,6,6,6
25925027700,0,0,8,8,23,23,23,23,23,23,23
24468755400,4,4,6,9,9,11,12,12,15,15,15
24765430200,0,0,0,0,0,0,0,0,0,0,9
25824882500,0,5,5,5,5,12,12,15,20,24,30
23981124400,0,8,8,8,9,17,25,25,28,38,40
25634030900,0,0,0,0,6,6,21,21,21,21,21
24465106400,0,0,0,0,0,0,0,3,7,7,7
25723249000,0,0,0,0,0,0,0,0,0,7,19
56217207200,0,0,0,0,0,3,3,3,3,3,7
23972551300,0,0,0,0,0,10,14,14,14,14,14
24481806300,5,5,5,5,5,5,5,5,5,5,5
57203905637,0,0,0,0,0,38,38,38,38,38,38
36081402600,4,5,78,91,96,97,106,117,134,139,151
8561557400,0,0,0,3,3,4,4,4,4,4,4
6603425561,0,0,0,0,0,0,0,2,2,2,2
6507610201,0,0,0,0,0,0,0,0,0,0,6
24339301500,0,0,0,0,0,0,17,17,17,17,17
24512526900,0,0,0,0,0,0,0,0,0,0,2
24723954700,0,5,5,5,5,12,12,44,44,44,44
35338893900,0,0,3,3,3,3,3,3,3,3,3
26030055900,0,0,8,8,8,8,10,10,12,12,13
23004245000,0,0,0,0,0,0,0,0,0,14,14
35322188600,0,0,0,0,0,0,0,0,12,12,12
25925700400,0,0,0,1,1,1,1,1,1,1,1
25928997500,0,0,0,0,0,4,9,11,15,15,15
14319350000,0,0,0,0,0,0,0,0,0,2,2
23468631500,0,0,2,4,4,4,4,4,4,4,4
55127695300,1,3,3,9,9,18,20,23,25,25,27
24166367300,0,0,0,0,3,5,5,5,5,5,5
26422206800,0,0,4,5,5,5,6,6,7,7,7
24294301800,0,0,0,0,0,0,5,20,20,20,25
7102558178,0,7,7,11,11,12,12,12,12,12,12
16303239800,0,0,0,0,0,0,0,2,2,2,2
6602488124,0,0,0,0,0,0,0,0,11,11,11
25638387700,0,1,2,2,7,14,23,30,46,57,61
6603043601,0,0,0,0,7,7,7,7,7,7,7
