Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
10,55376931500,73,73,73,73,2015
14,55719005700,7,7,7,7,2015
15,35444766700,11,11,11,11,2015
23,56781292200,1,1,1,1,2015
31,34870540900,7,7,7,7,2015
38,56411842000,2,2,2,2,2015
39,23397604200,8,8,8,8,2015
72,56002303200,7,7,7,7,2015
110,56513476200,9,9,9,9,2015
120,56939340300,2,3,3,3,2015
121,57192293609,3,3,3,3,2015
125,56114762600,10,10,10,10,2015
133,22236154700,5,5,5,5,2015
137,35318720900,3,3,3,3,2015
147,15070429600,2,2,2,2,2015
173,7004271887,19,19,19,19,2015
201,55961141700,12,12,12,12,2015
230,36003624100,16,22,22,22,2015
237,36805685400,4,4,4,4,2015
259,27867811000,14,14,14,14,2015
260,55974660200,10,10,10,10,2015
279,16679222000,10,10,12,23,2015
287,57203094083,83,83,83,83,2015
318,57188748169,5,9,9,9,2015
324,57189090439,3,3,3,3,2015
328,26531594700,3,3,3,3,2015
331,56968037900,1,1,1,1,2015
347,57188725838,13,13,13,13,2015
351,6701774097,3,3,3,3,2015
352,56190106200,4,4,4,4,2015
359,56517715300,4,5,7,19,2015
378,56594481000,3,3,3,3,2015
383,55803668500,1,1,1,1,2015
386,9245337700,19,19,19,19,2015
398,12784775300,1,1,3,4,2015
435,55440311600,3,3,3,3,2015
443,56639282800,28,28,28,28,2015
452,55949428900,6,6,6,6,2015
464,55973076900,3,5,5,5,2015
473,56735634200,1,1,1,1,2015
503,56203572900,9,9,9,9,2015
527,56822668900,6,6,6,6,2015
536,57188966321,7,7,7,7,2015
537,34870116100,59,70,70,70,2015
548,57192808992,4,4,4,4,2015
554,57196873890,28,28,37,37,2015
556,56156269900,7,7,7,7,2015
591,57035243200,2,2,2,2,2015
626,56682052900,2,2,2,2,2015
640,55143899600,1,1,1,1,2015
644,57023907900,6,6,6,6,2015
667,55323058900,3,3,3,17,2015
674,57190068018,8,8,8,8,2015
683,24528388600,2,2,2,2,2015
684,7202257193,4,4,4,4,2015
692,56986641200,5,5,5,5,2015
695,8704767900,7,7,7,7,2015
728,54790605200,13,18,18,19,2015
734,56960580700,5,5,5,5,2015
743,26424457400,56,56,63,67,2015
744,56100634400,16,16,16,16,2015
754,56463349600,25,25,25,25,2015
762,56769182700,7,7,7,7,2015
771,56779730100,3,4,4,4,2015
774,6603095657,3,3,3,3,2015
791,35607238200,4,4,4,4,2015
793,57016833800,82,82,82,82,2015
805,15765290300,2,2,2,2,2015
818,55977742700,56,56,56,56,2015
820,14027991800,7,7,7,7,2015
834,56879182000,2,2,4,4,2015
843,56393857000,9,11,12,15,2015
865,57188962583,4,4,4,4,2015
874,34168027600,5,5,9,9,2015
877,23501049900,4,4,4,4,2015
883,16229169400,10,10,10,10,2015
894,56890365100,3,3,4,4,2015
926,7004832773,11,17,17,17,2015
928,6602838973,1,1,1,1,2015
940,56529715900,2,2,2,2,2015
953,7003289125,5,5,5,5,2015
976,56879056100,6,11,11,11,2015
977,55944810600,2,2,2,2,2015
981,27567563000,7,7,7,7,2015
986,56709343000,13,13,25,25,2015
995,56472768900,5,5,5,5,2015
1010,36543568900,3,3,3,3,2015
1020,57193160818,2,2,2,2,2015
1022,57170844100,22,22,22,22,2015
1024,25522904400,3,3,3,3,2015
1034,57189319888,10,10,10,10,2015
1036,57193696999,4,4,4,4,2015
1038,7006178644,2,2,2,2,2015
1043,57204318540,8,8,8,8,2015
1044,57189490405,10,10,10,10,2015
1051,36941201600,3,3,3,3,2015
1057,7601482975,3,3,3,3,2015
1070,57170851300,2,2,4,4,2015
1073,56433303600,7,9,11,12,2015
1075,8894760600,4,4,4,4,2015
1080,46461910700,3,3,3,3,2015
1083,55551467600,3,3,3,3,2015
1089,55800383500,4,4,4,4,2015
1101,56606231300,6,6,6,6,2015
1108,50462041300,8,11,11,14,2015
1109,56110276600,7,7,7,7,2015
1140,7404679473,2,6,6,6,2015
1160,56925439000,3,3,4,4,2015
1172,56070111800,3,3,8,12,2015
1176,56646419100,3,3,3,3,2015
1177,56085593800,2,2,2,2,2015
1178,56318768900,2,2,2,2,2015
1191,6506318631,3,3,7,7,2015
1192,9639192600,25,25,25,25,2015
1198,55973005700,4,4,4,4,2015
1208,55352871800,3,4,7,7,2015
1221,56919530000,3,4,4,4,2015
1231,56825987400,2,2,2,2,2015
1275,56606251800,6,6,6,6,2015
1276,56643004500,7,7,7,7,2015
1281,57190965041,2,2,2,2,2015
1286,57003119100,2,2,2,2,2015
1297,56072896600,7,8,8,8,2015
1298,6602901590,2,2,6,6,2015
1326,55869652000,41,41,41,41,2015
1330,54791013000,3,3,3,3,2015
1357,55576500000,15,18,18,18,2015
1378,56695336800,9,9,9,9,2015
1381,35073828000,5,5,5,5,2015
1397,55581804600,2,2,3,3,2015
1398,41760952900,3,3,3,3,2015
1432,56903407200,67,67,67,67,2015
1450,10042530700,2,2,2,2,2015
