Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
11,24386037000,1,1,1,1,1,1,1,3,3,6,6,2008
28,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
69,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
100,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
111,25630274200,5,5,5,5,9,9,9,9,9,9,9,2008
115,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
124,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
143,24821884600,5,5,7,7,7,7,7,7,7,7,7,2008
156,25925271900,1,1,2,2,2,2,2,2,2,2,2,2008
180,26429280500,2,4,4,4,6,6,6,6,6,10,10,2008
211,23091570600,4,4,7,7,7,7,7,7,7,7,7,2008
212,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
224,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
239,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
300,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
312,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
358,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
397,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
415,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
544,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
570,26657654200,5,6,6,6,6,6,6,6,6,6,6,2008
572,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
594,6602919670,5,5,5,5,5,5,5,5,5,5,5,2008
605,25638577600,3,3,6,6,7,7,7,7,13,13,13,2008
631,26430656900,2,2,2,2,2,2,2,8,8,8,8,2008
633,35548863600,7,15,15,15,15,18,18,18,42,42,42,2008
661,7006736906,2,3,3,3,3,3,3,3,3,3,3,2008
696,8926076800,1,1,3,3,3,7,8,8,10,14,14,2008
796,35726709600,1,1,4,4,4,4,4,4,4,4,4,2008
839,57196282050,2,2,2,2,2,2,2,2,2,2,2,2008
840,6507104741,58,58,58,58,117,117,121,121,122,122,204,2008
855,26430954400,4,6,7,7,7,7,7,7,7,7,7,2008
857,7004753693,2,2,2,2,2,2,2,2,2,2,2,2008
864,24831715800,1,2,20,23,24,24,24,24,33,36,39,2008
875,25027110000,5,6,9,12,14,14,18,18,18,18,18,2008
887,6701492456,4,4,6,7,7,7,7,7,11,11,11,2008
888,25960338400,2,4,4,4,5,6,6,8,8,8,8,2008
890,25929125800,8,10,10,16,20,21,21,21,21,21,21,2008
923,24823824900,6,7,9,9,9,9,9,9,9,9,9,2008
936,9739808000,8,8,8,8,8,8,8,8,8,8,8,2008
996,55321729600,12,12,12,12,12,12,12,12,12,12,12,2008
1035,25031004400,4,4,4,4,4,4,4,4,4,4,4,2008
1107,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
1131,21934214100,5,5,5,7,7,7,11,11,11,11,11,2008
1184,8970612300,8,8,8,8,8,8,8,8,8,8,8,2008
1195,24512790600,30,31,45,52,55,74,92,117,117,117,117,2008
1224,24833470700,47,47,57,57,57,57,57,57,57,57,57,2008
1226,25640722400,2,4,14,17,17,22,22,22,22,22,22,2008
1243,6506554937,2,2,2,2,2,2,2,2,2,2,2,2008
1259,7003833968,7,9,20,22,22,28,32,35,35,40,43,2008
1271,16644800700,4,4,4,4,4,4,4,4,4,4,4,2008
1277,6603775875,13,13,13,13,13,13,13,13,13,13,13,2008
1316,57193414878,25,25,39,74,91,91,97,97,97,97,97,2008
1324,37087258700,12,13,13,28,30,38,39,39,39,39,39,2008
1361,25654584200,3,3,3,3,3,3,3,3,3,3,3,2008
1402,8315063100,5,5,5,5,5,5,5,5,5,5,5,2008
1411,24830297600,1,27,27,27,27,27,27,27,27,27,27,2008
1433,57201068637,2,2,2,2,2,4,5,5,5,5,5,2008
1451,6602224075,6,6,6,6,6,6,6,6,6,6,6,2008
1452,40762128600,4,7,7,7,7,7,7,7,7,7,7,2008
1472,7003785403,10,10,10,12,12,12,12,12,12,12,12,2008
1481,8677756400,1,1,1,1,1,1,1,1,1,1,1,2008
1549,23391630800,1,1,5,5,5,5,5,5,5,5,5,2008
1571,6603137301,11,11,22,22,22,22,22,22,22,22,22,2008
1593,23004849100,2,2,2,2,5,5,5,5,5,5,5,2008
1618,7005037128,3,3,3,3,3,6,7,9,9,9,9,2008
1628,12141738700,4,9,9,9,9,9,9,9,9,9,9,2008
1667,6507592470,8,14,14,14,14,14,14,14,32,32,32,2008
1676,6603385761,5,5,5,5,5,5,16,20,20,20,20,2008
1748,24464860900,62,62,69,77,77,77,77,77,77,78,78,2008
1756,25927774800,3,3,4,4,5,5,10,10,15,16,17,2008
1778,8241673300,2,2,2,2,2,2,2,2,2,2,2,2008
1785,55998831700,6,6,6,6,9,12,12,14,16,18,18,2008
1818,7006156483,15,15,15,15,15,15,15,19,19,19,19,2008
1856,55886699400,5,8,8,8,8,19,19,19,19,19,19,2008
1890,6602730429,5,8,8,10,16,20,21,21,21,25,25,2008
1897,13411188300,5,5,5,5,5,5,9,9,9,9,9,2008
1929,9840413900,74,74,74,74,74,74,74,74,91,91,91,2008
1940,8293766600,3,3,3,3,3,3,3,3,3,3,3,2008
1945,24778639600,2,3,3,3,3,3,3,3,3,3,3,2008
