Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
66,6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11,2002
117,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
196,36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
290,12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25,2002
322,14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
384,56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28,2002
425,6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
468,55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16,2002
476,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
500,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
652,7004543110,5,5,5,6,6,6,6,6,8,10,10,10,11,38,38,38,38,2002
708,14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40,2002
712,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
765,7003691378,38,38,44,44,46,46,46,46,77,77,77,77,77,77,77,96,96,2002
850,6507246762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
973,8616022800,3,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,11,2002
1021,8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24,2002
1162,23391933400,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2002
1250,14632020000,4,4,4,12,12,12,14,28,36,38,42,46,46,54,64,69,70,2002
1270,55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83,2002
1338,55439552600,12,12,32,32,51,51,78,78,91,91,91,91,129,129,129,186,186,2002
1371,7003933970,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2002
1406,8869759000,3,3,3,3,3,18,18,18,21,21,21,21,21,28,29,29,29,2002
1423,6603438406,2,10,10,10,16,25,26,38,38,44,53,80,86,97,100,114,131,2002
1498,16067854600,2,2,2,2,2,8,16,17,52,52,54,83,85,85,85,133,133,2002
1741,55952572800,5,5,5,5,8,15,28,32,35,37,40,44,44,51,52,55,57,2002
1786,7004883672,20,20,20,20,20,20,20,48,61,61,61,61,61,61,61,61,61,2002
1787,55663078600,1,1,1,2,2,2,2,2,2,2,2,7,7,7,7,8,8,2002
1994,23467907100,2,2,2,2,8,8,8,15,17,17,17,17,17,17,17,17,17,2002
2117,23502006600,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2002
2209,21833890500,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,2002
2257,7404071092,1,1,1,3,5,5,5,5,5,8,8,8,12,12,12,12,12,2002
2346,8309001800,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2002
2348,8705778800,5,8,8,9,10,15,22,31,42,50,64,74,81,92,94,95,96,2002
2355,6507136296,4,4,4,4,9,9,9,9,9,9,9,9,9,9,38,38,38,2002
2405,23469591600,2,2,2,2,4,5,8,11,11,11,11,11,11,13,14,14,14,2002
2439,6603102301,3,3,3,3,3,3,3,4,6,6,9,9,9,10,11,12,20,2002
2455,7003513682,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2002
2589,57197267116,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,2002
2811,35801122200,9,9,9,9,11,11,11,14,14,18,18,29,29,29,39,39,39,2002
2812,7006511537,7,7,7,8,8,8,8,8,8,8,8,21,28,28,37,37,37,2002
2869,57193674310,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2886,12645434100,4,4,4,4,7,7,22,26,26,37,43,48,48,48,55,55,73,2002
2967,55979092400,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
3012,23008795500,8,8,8,8,8,8,8,8,8,8,8,8,63,63,63,63,63,2002
3016,7005234925,1,1,3,3,3,3,3,5,5,5,6,9,9,9,9,9,9,2002
3023,56056677600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3100,15519383700,5,5,5,5,5,5,5,12,14,14,15,15,15,15,15,15,15,2002
3205,22233692500,1,1,1,1,1,5,8,9,11,13,16,17,20,20,20,23,23,2002
3207,12752657500,6,6,6,8,8,10,10,10,10,15,15,15,18,20,21,25,39,2002
3250,6602474518,12,12,12,12,12,12,12,12,38,38,38,38,38,38,38,38,38,2002
3369,7003299143,6,10,10,15,15,15,15,15,15,15,19,23,23,23,23,23,23,2002
3428,6603498275,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2002
3473,7003781230,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,2002
3490,55667551800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
3568,23024104800,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,12,2002
