Unnamed: 0,ID,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
68,6602272867,2,2,2,2,4,4,6,6,6,6,6,6,10,10,10,10,10,10,2001
195,6602380582,3,6,6,8,18,20,20,25,30,37,46,50,53,55,59,61,63,69,2001
343,57197554426,2,3,3,3,3,4,6,6,6,6,9,9,12,12,12,13,13,13,2001
563,54790545900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
586,15763598000,1,2,2,2,3,5,5,9,9,11,11,13,13,19,25,27,27,27,2001
606,54790583500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
615,56255642600,3,3,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2001
925,6603842901,7,7,7,7,21,21,21,21,30,30,30,33,33,33,33,33,33,33,2001
1215,7005702226,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2001
1258,35588112200,10,10,12,14,14,14,18,18,18,18,18,31,35,35,35,35,37,37,2001
1268,35611117900,4,9,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
1438,6508351508,2,2,2,2,2,2,2,6,6,9,13,13,17,18,22,22,22,24,2001
1503,6602785625,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2001
1659,7003578458,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2001
2076,6603510659,1,2,2,7,10,10,10,10,17,17,21,21,21,26,26,27,27,27,2001
2122,6603059983,3,3,7,7,7,7,7,7,7,31,31,31,35,39,39,39,39,39,2001
2262,7006545325,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,2001
2297,23974378200,2,2,2,2,2,2,4,6,7,9,12,12,12,12,13,15,17,19,2001
2360,55959113300,3,4,4,4,6,6,6,6,6,6,6,6,6,9,9,9,9,9,2001
2433,6602277589,2,2,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,2001
2482,7005996148,1,1,1,1,1,3,3,3,3,3,3,3,3,3,8,9,31,31,2001
2593,6506583704,3,4,4,5,6,11,14,16,17,23,29,33,33,33,33,33,33,40,2001
2647,6603883851,8,8,8,11,11,14,14,15,15,15,15,15,15,15,15,15,15,15,2001
2676,6504482697,8,8,8,10,10,10,10,12,12,12,14,14,14,14,14,14,14,14,2001
2677,56489440200,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2001
2851,56566794900,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2001
2876,26643591100,6,6,6,19,19,47,47,62,62,72,72,97,109,126,126,132,132,132,2001
2976,7102518220,11,11,11,11,11,11,12,12,12,12,12,12,15,15,15,15,18,18,2001
2980,6507130301,1,1,1,1,1,1,1,1,1,1,4,8,8,10,10,10,14,14,2001
3034,6603858883,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
3069,8247164300,1,1,1,1,2,3,3,3,3,3,7,9,9,9,12,12,12,12,2001
3088,8629847500,8,8,8,8,8,8,8,8,8,8,9,12,22,23,23,24,29,29,2001
3188,6603838694,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,2001
3275,55031627600,2,2,2,2,2,2,7,7,7,9,13,14,22,22,28,28,28,28,2001
