Unnamed: 0,ID,2016,2017,2018,start_year
35,42061855800,4,64,64,2016
36,57190745554,4,4,4,2016
42,56365987700,3,5,5,2016
56,56707356100,2,2,4,2016
73,7006062519,9,9,9,2016
74,57194657295,11,11,11,2016
78,6602350090,72,72,72,2016
88,10639679200,6,6,6,2016
107,6507310196,4,4,4,2016
108,55892431600,5,5,5,2016
127,57189664712,11,11,11,2016
140,55210333600,3,4,4,2016
149,57190943852,7,7,7,2016
158,55505575800,3,9,11,2016
161,8702625800,3,3,3,2016
163,57189213486,3,3,3,2016
169,6505920789,4,4,4,2016
171,56383419500,36,36,100,2016
175,56146573000,2,2,4,2016
178,57188342600,3,3,3,2016
214,56045574200,13,13,13,2016
218,57191039090,3,3,3,2016
219,57192371813,3,3,3,2016
225,55256351900,4,4,4,2016
229,7201365464,3,3,3,2016
233,57189311190,14,14,14,2016
235,57192295130,21,21,21,2016
238,57197672885,3,7,10,2016
244,57189344824,82,82,82,2016
258,57189072926,3,3,3,2016
261,31767729700,9,9,9,2016
262,42261460000,2,2,2,2016
281,56593116100,26,26,26,2016
285,57190300756,5,5,5,2016
297,23995705900,3,3,3,2016
299,6506951919,1,1,1,2016
305,55601764600,10,10,10,2016
311,55825941600,18,18,18,2016
340,57193573205,41,41,41,2016
344,57192384032,3,3,7,2016
350,57160175300,17,17,17,2016
406,57188752250,15,29,34,2016
410,56365321500,22,22,22,2016
418,57188733509,6,6,6,2016
426,52364876700,16,16,16,2016
455,18041833800,4,4,4,2016
456,6701834930,4,6,6,2016
480,54987307300,45,92,92,2016
490,57188671611,4,4,4,2016
495,57192593045,11,11,11,2016
505,37120574600,5,5,5,2016
508,6506564716,27,27,27,2016
529,57200630510,19,33,33,2016
539,16176209200,5,5,5,2016
550,57191052229,3,3,3,2016
552,6603757179,38,38,38,2016
593,57115512200,3,3,3,2016
597,57204698668,82,82,82,2016
609,22333378700,3,3,3,2016
613,7404782905,33,33,33,2016
622,8966521400,27,27,27,2016
630,57193797107,3,3,3,2016
634,57191737813,5,5,5,2016
642,57207661131,5,5,8,2016
649,57188678994,4,5,5,2016
655,35406320300,50,50,83,2016
660,36184972700,8,8,8,2016
665,7004053293,2,2,2,2016
688,57192701376,4,4,4,2016
714,57192237482,14,14,14,2016
718,57186398400,5,5,5,2016
719,57192834926,15,15,15,2016
732,56078096600,3,3,3,2016
736,55991728800,33,33,33,2016
747,35477147000,8,8,8,2016
755,57188754440,5,5,5,2016
763,36614634800,3,3,3,2016
781,16418291100,1,1,1,2016
783,7003429854,8,8,8,2016
822,54683397000,4,4,4,2016
836,57191363595,4,4,4,2016
851,51061122800,15,15,15,2016
863,57191475737,6,6,11,2016
872,57190124242,3,3,3,2016
882,57188590869,8,8,8,2016
886,36623493800,3,3,16,2016
910,56568363800,4,7,8,2016
914,57193699117,4,4,4,2016
924,56158697000,5,5,5,2016
932,56074173200,2,2,2,2016
958,57190948026,2,2,2,2016
979,56103590300,4,4,8,2016
1002,55967652800,10,10,10,2016
1008,57189220123,32,32,32,2016
1031,57191711457,87,87,120,2016
1052,56419270600,6,6,6,2016
1061,57192682800,2,2,2,2016
1094,57202228246,4,4,8,2016
1117,35590499600,5,5,5,2016
1127,35520065000,5,5,5,2016
1134,57197478894,3,3,3,2016
1142,57191628140,3,3,4,2016
1152,57193659335,4,4,8,2016
1156,57184343300,9,9,9,2016
1165,56624557600,4,4,4,2016
1169,55844557900,4,4,4,2016
1188,56736946700,9,9,9,2016
1205,56963453400,7,7,10,2016
1265,57202489667,19,19,19,2016
1292,57190340575,1,2,5,2016
1319,57189355666,3,3,3,2016
1339,55062598600,4,4,5,2016
1354,56192356300,18,18,18,2016
1369,8955025700,7,9,9,2016
1415,57191380147,3,7,7,2016
1430,8649715100,4,4,4,2016
1435,57194184772,11,11,11,2016
1446,16022100400,8,8,8,2016
1459,57189645750,16,16,16,2016
1460,56495282900,22,22,22,2016
1463,54681636500,3,3,3,2016
1480,55356244300,3,3,3,2016
1492,55349497100,5,14,24,2016
1495,56031368800,9,9,9,2016
1506,57199036373,6,6,6,2016
1517,36816879400,4,4,4,2016
1518,12782079400,49,49,49,2016
1524,56705583200,4,4,4,2016
1527,57190133665,5,5,5,2016
1542,55553489100,5,5,5,2016
1547,25959932700,16,16,16,2016
1551,56928312300,1,1,4,2016
1552,7003644286,53,53,53,2016
1564,56427921400,5,5,5,2016
1568,57188706549,5,5,5,2016
1594,6506118014,15,15,15,2016
1609,57189216489,1,1,1,2016
1634,6603684704,4,4,6,2016
1635,57194113582,55,55,55,2016
1640,57194111411,1,1,1,2016
1652,55935951000,16,16,16,2016
1662,57191708967,4,4,4,2016
1670,57189327719,6,6,6,2016
1671,57189232454,2,2,2,2016
1672,57130587700,2,2,2,2016
1679,56286799400,7,8,8,2016
1682,57188648856,3,3,3,2016
1687,57188584502,81,81,81,2016
1693,57191404306,3,3,3,2016
1709,55586567800,3,3,3,2016
1767,49962225000,3,3,3,2016
1769,57206276045,14,14,14,2016
1774,57191579613,3,3,3,2016
1776,57190943172,24,32,33,2016
1782,7003488915,11,32,32,2016
1784,55553743050,2,2,2,2016
1789,7006214520,2,2,2,2016
1790,57192839213,6,12,13,2016
1809,37040970300,8,8,8,2016
1810,6603384576,13,13,13,2016
1824,57185236700,15,15,15,2016
1827,36466653700,19,24,24,2016
1836,35605451500,13,13,13,2016
1848,56550089500,47,47,47,2016
1850,57193577118,10,10,10,2016
1858,57192593777,41,41,41,2016
1869,57191674868,4,4,4,2016
1870,36157308700,15,15,15,2016
1874,56478454400,16,16,16,2016
1876,55154876600,24,24,24,2016
1883,37051131500,11,11,11,2016
1918,57192194863,4,4,4,2016
1923,57193154148,6,6,6,2016
1931,19534690700,6,6,6,2016
1947,56024182100,14,14,14,2016
1948,56759943700,7,8,8,2016
1968,55342531400,81,81,81,2016
1969,6603408374,14,14,14,2016
1978,57192711155,5,5,5,2016
1984,57191223206,1,1,1,2016
2017,36622157100,6,6,6,2016
2020,36239654800,1,1,1,2016
2055,7404145008,23,25,30,2016
2065,57190124762,4,4,4,2016
2077,57193702221,4,4,4,2016
2090,55842835600,47,47,47,2016
2091,57192427511,3,3,3,2016
2114,56609057500,9,9,9,2016
2127,57188810109,5,5,5,2016
2159,6508064170,3,3,3,2016
2172,56102177900,1,1,1,2016
2204,56992750600,7,7,7,2016
2211,6601993392,4,4,4,2016
2219,26025850300,6,6,6,2016
2237,36638991100,10,10,10,2016
2241,7102861407,7,7,7,2016
2250,55822742700,1,1,1,2016
2252,57091813100,4,4,4,2016
2254,57188565697,3,3,3,2016
2261,7201463973,8,8,8,2016
2265,6602925041,10,10,10,2016
2313,56786393400,3,3,3,2016
2315,16174978200,21,21,21,2016
2322,57193029094,3,3,3,2016
2327,17346968200,4,4,18,2016
2340,56350036600,2,2,2,2016
2341,57193789238,4,4,4,2016
2358,56586167500,6,6,6,2016
2374,57192197994,7,11,30,2016
2394,18435271000,1,3,3,2016
2404,25649076300,2,2,2,2016
2423,54946641900,5,5,5,2016
2444,55511165400,3,10,10,2016
2471,8238185400,35,35,35,2016
2473,55891879300,7,7,7,2016
2475,40461263700,3,3,5,2016
2504,57189328550,4,7,8,2016
2544,56925497400,11,11,11,2016
2545,7007168423,28,28,30,2016
2549,55542663900,40,40,100,2016
2555,6603260099,70,70,70,2016
2585,57189097686,3,3,3,2016
2601,57193351775,2,6,6,2016
2609,16309794100,6,6,6,2016
2610,35753052800,13,13,13,2016
2617,57192431690,2,4,4,2016
2620,25027115800,15,15,15,2016
2629,56879230000,4,4,4,2016
2630,56592910400,12,12,12,2016
2633,23477532700,54,54,54,2016
2645,7006633322,3,3,3,2016
2656,56146251100,3,3,3,2016
2675,7102400958,16,16,16,2016
2694,57192543697,6,7,7,2016
2695,57110067000,25,25,25,2016
2737,57102195500,3,3,3,2016
2746,56592095400,2,2,2,2016
2763,57188861977,4,4,4,2016
2775,57191265349,4,4,4,2016
2780,8969748600,4,7,7,2016
2785,57191887763,1,2,2,2016
2787,57207006689,3,3,3,2016
2797,14065570000,4,4,4,2016
2818,35351567000,3,3,3,2016
2845,57204340016,47,47,47,2016
2878,15842329000,5,9,9,2016
2892,57192208910,4,5,5,2016
2895,55807355500,5,7,15,2016
2896,57191956520,3,3,3,2016
2902,57190745405,4,4,4,2016
2904,6504350888,2,2,2,2016
2928,53866212000,17,17,17,2016
2932,57190754559,8,8,8,2016
2962,57188581674,5,5,5,2016
2982,55453710300,1,1,1,2016
3021,57052014100,36,36,104,2016
3029,57189344809,82,82,82,2016
3030,57204736361,6,6,6,2016
3046,55523498400,4,4,4,2016
3111,26421131300,4,4,4,2016
3113,57191912451,3,3,4,2016
3127,55979118000,10,10,10,2016
