Unnamed: 0,ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
26,14630284000,36,46,46,51,51,51,51,51,51,51,51,51,51,2006
58,55885827600,2,2,2,2,2,2,2,2,2,2,10,10,10,2006
73,25724071900,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
112,24766310500,4,4,5,5,6,11,16,16,16,16,16,19,28,2006
119,14832176000,10,10,10,10,10,10,10,10,10,10,10,10,10,2006
145,55663177200,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
148,14041529400,3,3,3,4,7,7,8,8,10,10,16,16,22,2006
174,7005446642,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
186,6602194308,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
234,7006807059,20,20,20,20,20,20,20,20,20,35,35,35,35,2006
241,23491998900,3,3,6,6,6,6,6,6,6,6,6,6,6,2006
248,6506090140,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
285,7004477118,3,6,12,12,12,12,12,12,12,12,17,17,17,2006
364,9533160300,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
373,7005980187,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
381,15925154000,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
383,15044954200,3,3,3,3,3,3,3,3,3,5,5,5,5,2006
417,24725214300,5,5,5,5,20,20,20,20,20,20,20,20,20,2006
424,14029656200,5,7,9,13,20,20,21,21,21,25,25,25,25,2006
456,7801415985,5,8,8,11,11,11,11,11,11,14,14,14,14,2006
484,6603723384,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
563,14821793100,65,65,65,65,65,65,65,65,65,65,65,76,76,2006
616,13104737800,9,9,14,14,14,14,14,14,14,14,14,14,14,2006
627,14035100800,2,2,2,2,2,2,2,4,11,11,16,19,23,2006
636,56307908100,15,15,15,15,15,15,15,15,15,15,15,15,15,2006
648,16032874200,2,2,2,2,2,2,2,2,2,2,2,4,4,2006
682,22985083500,6,8,8,8,13,16,16,18,18,18,18,20,22,2006
704,55926212600,4,4,4,11,11,40,40,48,48,48,48,48,48,2006
715,6701740560,1,1,1,1,1,1,1,1,1,3,3,6,8,2006
732,15835176100,4,4,4,4,4,4,4,4,6,6,6,47,47,2006
823,14630524700,17,17,17,17,17,17,17,17,17,17,17,17,17,2006
834,56821087600,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
864,12242880500,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
871,16174785200,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
879,7005140378,6,6,6,6,6,7,11,11,11,11,11,11,11,2006
899,35091064100,2,2,2,2,2,2,2,2,3,3,3,3,3,2006
913,14031122700,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
920,56960442100,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
923,7006166884,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
934,55324593200,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
936,15754181000,2,3,4,4,4,7,7,7,7,7,7,7,7,2006
945,55489301500,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
952,23089081700,2,5,8,8,8,8,8,8,8,8,8,8,8,2006
970,25634054000,1,1,3,3,3,3,3,3,3,3,3,3,3,2006
973,35280489500,7,7,7,7,7,7,13,13,13,13,13,20,20,2006
1001,35550506900,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
1020,6506932379,2,2,2,2,2,2,2,2,2,2,7,12,12,2006
1074,8252143000,3,4,6,7,9,10,11,22,34,34,34,34,34,2006
1113,14034501600,3,3,3,3,3,7,9,9,9,9,9,9,9,2006
1157,15041968800,1,2,2,2,2,2,2,2,2,2,2,2,2,2006
1190,13906968300,6,6,6,6,9,9,9,12,12,12,15,17,27,2006
1209,6506651931,2,2,5,5,5,5,5,5,5,8,8,8,8,2006
1217,7004674392,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
1233,8886329100,2,2,4,4,6,6,6,6,6,6,6,6,6,2006
1264,14824534600,59,59,59,59,59,59,59,59,59,59,59,59,59,2006
1278,14521406500,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
1311,57203044284,19,19,19,19,19,19,19,19,31,31,31,31,31,2006
1324,6602544484,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
