Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
18,7003729382,2,2,2,2,2,2014
28,56091446600,5,5,5,5,8,2014
35,6603228789,3,3,3,3,3,2014
62,55892354500,3,3,3,3,3,2014
66,56490304600,2,2,2,2,2,2014
74,57199470231,77,77,77,77,77,2014
78,56003475600,6,6,6,6,6,2014
88,56278368100,4,5,5,5,5,2014
89,55905767600,6,17,24,24,24,2014
120,56764415200,1,1,1,1,1,2014
125,55390323200,2,2,4,4,4,2014
164,55531427200,9,9,9,9,9,2014
219,56080718100,7,7,7,7,7,2014
247,54785262900,4,7,9,9,9,2014
266,7201884734,6,6,6,6,6,2014
288,37110778700,2,2,2,2,2,2014
325,8554454800,8,8,8,8,8,2014
348,55961075000,2,2,2,3,8,2014
349,8920845500,57,57,57,57,57,2014
377,7003376187,14,14,14,14,14,2014
431,7005337879,14,14,14,18,18,2014
440,6506921991,13,13,13,13,13,2014
443,25627283300,6,6,6,6,6,2014
475,35238939800,2,2,2,2,2,2014
489,7101782257,5,5,5,5,5,2014
502,26430482000,1,1,3,3,3,2014
516,7101820325,2,4,6,6,6,2014
537,8210164900,5,5,5,5,5,2014
541,55507392400,4,4,4,4,9,2014
564,7003663098,71,71,104,104,104,2014
567,23989107600,19,19,19,19,19,2014
621,57190798269,12,12,12,12,12,2014
628,7102447001,8,9,9,13,13,2014
639,56323460100,2,4,6,6,7,2014
662,56463148700,63,63,63,63,63,2014
677,7102700855,1,1,1,1,1,2014
697,6603551671,6,6,6,6,6,2014
708,6507989604,4,4,4,4,4,2014
713,56056477500,3,5,5,5,5,2014
741,35292611200,5,5,5,5,5,2014
749,55513194100,6,16,16,16,16,2014
762,56515297200,18,18,18,18,18,2014
773,36170379700,3,3,3,3,3,2014
779,57201265019,4,4,4,4,4,2014
831,55210404700,2,5,5,5,5,2014
856,7103381652,57,57,185,185,223,2014
885,56724226600,3,3,3,3,3,2014
891,34978108100,22,22,22,22,22,2014
928,56368652700,3,3,3,3,3,2014
929,7003288074,69,69,69,69,69,2014
949,36665846700,12,12,12,12,12,2014
959,56442094500,1,1,1,1,1,2014
965,6701814469,4,4,4,4,4,2014
995,55800824800,6,6,6,6,6,2014
1043,56303734800,4,4,4,4,4,2014
1053,53364401900,1,1,2,2,2,2014
1076,56600628100,2,2,3,3,3,2014
1091,35225209300,1,1,1,1,1,2014
1108,55845598600,1,3,4,4,4,2014
1111,7102504355,68,68,68,68,68,2014
1116,55056139500,2,2,2,2,6,2014
1126,14826391900,10,10,20,20,28,2014
1129,6602070971,3,3,3,3,3,2014
1132,7006055356,5,11,20,23,26,2014
1138,35794846500,8,8,8,8,8,2014
1182,56600853100,2,2,2,2,2,2014
1201,7006300324,6,8,8,8,8,2014
1208,8331410200,29,29,29,29,29,2014
1224,26540948400,1,1,1,1,1,2014
1240,56305144400,7,7,7,7,7,2014
1249,6602131692,3,3,3,3,3,2014
1259,55329916500,3,3,48,48,48,2014
1263,57185537000,3,3,3,3,3,2014
1266,23568612400,6,6,6,6,6,2014
1271,56690567000,8,8,8,8,8,2014
1302,6603017352,5,5,5,5,5,2014
1307,15135551700,1,1,1,1,1,2014
1357,56548893100,8,8,8,8,8,2014
1371,55235036700,10,15,15,34,34,2014
1378,56418593600,2,2,2,2,2,2014
1433,6602341898,4,4,4,4,4,2014
1437,26429318000,37,37,40,40,40,2014
1474,35316018200,3,3,4,7,7,2014
1499,7004159827,83,83,83,83,83,2014
1541,55562055200,3,3,3,3,3,2014
1545,56485392200,3,3,3,3,3,2014
1555,6506942098,10,10,10,10,10,2014
1559,48861000500,2,2,2,2,2,2014
1573,56080939100,3,3,3,3,3,2014
1606,56405507800,2,3,3,5,5,2014
1612,55247696300,3,3,4,4,4,2014
1622,7202709950,2,15,15,15,15,2014
1636,56514689400,90,90,90,90,106,2014
1641,56416174100,5,5,5,5,5,2014
1646,53984089800,1,1,1,1,1,2014
1649,49962985800,8,9,9,9,9,2014
1664,7004440552,13,13,13,13,13,2014
1693,24070104000,6,6,6,6,6,2014
1712,56515509200,31,31,31,31,31,2014
1726,55912205900,2,2,2,2,2,2014
1756,7003642653,5,5,5,5,5,2014
1810,56872545300,6,6,6,6,6,2014
1818,56304222900,2,2,2,2,2,2014
1822,34870369100,1,1,1,1,1,2014
1826,15074491000,12,12,12,12,12,2014
1843,8840160700,7,7,7,7,13,2014
1852,57193917441,3,3,3,6,6,2014
1855,55670342800,6,7,7,7,11,2014
1871,56421924000,12,12,12,12,12,2014
1889,12763115200,5,5,5,5,5,2014
1902,36963848900,2,2,2,2,2,2014
1971,54973971200,15,36,36,36,36,2014
2026,56410509700,3,3,3,3,3,2014
2034,55175232000,5,5,5,5,5,2014
2039,6507020806,5,5,5,5,5,2014
2069,56650986300,2,2,2,2,2,2014
2075,6603706866,1,1,1,1,1,2014
2079,23009970700,2,2,2,2,2,2014
2090,28568150400,2,2,2,2,2,2014
2097,6602580646,3,3,3,3,3,2014
2107,55880387500,9,9,9,9,9,2014
2115,8538768800,10,10,10,10,10,2014
2116,6603447947,6,6,9,9,9,2014
2128,57188837260,6,6,6,6,6,2014
2129,56303861600,3,3,3,3,10,2014
2141,54957019000,2,2,2,2,2,2014
2157,14052002000,3,3,3,3,3,2014
2159,56298323100,8,8,8,8,23,2014
2176,56352532300,2,2,2,2,2,2014
2195,55921184300,2,2,2,2,2,2014
2196,8553096800,4,6,6,6,6,2014
2201,26659171200,9,9,9,9,9,2014
2205,55745218900,17,17,17,17,17,2014
2225,56400932000,3,3,3,3,3,2014
2275,55813744700,2,2,2,2,2,2014
2302,55064235900,3,11,77,77,77,2014
2309,36013692000,15,18,18,18,18,2014
2319,36700746300,13,13,14,14,14,2014
2326,6507036738,5,5,5,5,5,2014
2351,6603501558,2,2,2,2,2,2014
2394,36728470800,4,4,4,4,4,2014
2424,56428866800,2,2,3,3,3,2014
2443,55325698800,3,3,3,3,3,2014
2515,7005908147,4,4,4,4,4,2014
2519,6602158037,5,5,5,5,5,2014
2563,7005842788,11,11,11,11,11,2014
2583,55897918000,4,4,4,4,4,2014
2618,8555264800,4,4,4,7,7,2014
2632,7004313790,1,19,61,61,61,2014
