Unnamed: 0,ID,2015,2016,2017,2018,start_year
3,8642393600,7,7,7,7,2015
4,55873955900,8,8,8,8,2015
5,49862174900,14,14,14,14,2015
14,55376931500,73,73,73,73,2015
19,6506195434,6,6,6,6,2015
20,55719005700,7,7,7,7,2015
21,35444766700,11,11,11,11,2015
33,56781292200,1,1,1,1,2015
41,34870540900,7,7,7,7,2015
50,56411842000,2,2,2,2,2015
51,23397604200,8,8,8,8,2015
90,56002303200,7,7,7,7,2015
136,56513476200,9,9,9,9,2015
152,56939340300,2,3,3,3,2015
153,57192293609,3,3,3,3,2015
157,56114762600,10,10,10,10,2015
161,16309784700,11,11,11,11,2015
168,22236154700,5,5,5,5,2015
169,7003350807,16,16,16,16,2015
175,35318720900,3,3,3,3,2015
190,15070429600,2,2,2,2,2015
230,7004271887,19,19,19,19,2015
263,55961141700,12,12,12,12,2015
299,36003624100,16,22,22,22,2015
309,36805685400,4,4,4,4,2015
339,27867811000,14,14,14,14,2015
340,55974660200,10,10,10,10,2015
367,16679222000,10,10,12,23,2015
376,57203094083,83,83,83,83,2015
423,57188748169,5,9,9,9,2015
430,57189090439,3,3,3,3,2015
434,26531594700,3,3,3,3,2015
438,56968037900,1,1,1,1,2015
458,57188725838,13,13,13,13,2015
464,6701774097,3,3,3,3,2015
465,56190106200,4,4,4,4,2015
473,7402136006,4,4,4,4,2015
474,56517715300,4,5,7,19,2015
496,56594481000,3,3,3,3,2015
504,55803668500,1,1,1,1,2015
509,9245337700,19,19,19,19,2015
521,35965781000,9,9,9,9,2015
524,12784775300,1,1,3,4,2015
571,55440311600,3,3,3,3,2015
582,56639282800,28,28,28,28,2015
592,55949428900,6,6,6,6,2015
609,55973076900,3,5,5,5,2015
619,56735634200,1,1,1,1,2015
654,56203572900,9,9,9,9,2015
680,56822668900,6,6,6,6,2015
695,57188966321,7,7,7,7,2015
698,34870116100,59,70,70,70,2015
711,57192808992,4,4,4,4,2015
719,57196873890,28,28,37,37,2015
722,56156269900,7,7,7,7,2015
756,6602911751,7,7,7,7,2015
769,57035243200,2,2,2,2,2015
815,56682052900,2,2,2,2,2015
836,55143899600,1,1,1,1,2015
841,57023907900,6,6,6,6,2015
874,55323058900,3,3,3,17,2015
884,57190068018,8,8,8,8,2015
894,24528388600,2,2,2,2,2015
895,7202257193,4,4,4,4,2015
909,56986641200,5,5,5,5,2015
912,8704767900,7,7,7,7,2015
960,54790605200,13,18,18,19,2015
968,56960580700,5,5,5,5,2015
979,26424457400,56,56,63,67,2015
983,56100634400,16,16,16,16,2015
996,56463349600,25,25,25,25,2015
1004,56769182700,7,7,7,7,2015
1015,56779730100,3,4,4,4,2015
1018,6603095657,3,3,3,3,2015
1042,35607238200,4,4,4,4,2015
1044,57016833800,82,82,82,82,2015
1061,15765290300,2,2,2,2,2015
1077,55977742700,56,56,56,56,2015
1079,14027991800,7,7,7,7,2015
1094,56879182000,2,2,4,4,2015
1109,56393857000,9,11,12,15,2015
1136,57188962583,4,4,4,4,2015
1148,34168027600,5,5,9,9,2015
1151,23501049900,4,4,4,4,2015
1158,16229169400,10,10,10,10,2015
1172,56890365100,3,3,4,4,2015
1215,7004832773,11,17,17,17,2015
1218,6602838973,1,1,1,1,2015
1234,56529715900,2,2,2,2,2015
1256,7003289125,5,5,5,5,2015
1285,56879056100,6,11,11,11,2015
1286,55944810600,2,2,2,2,2015
1297,27567563000,7,7,7,7,2015
1306,56709343000,13,13,25,25,2015
