Unnamed: 0,ID,2017,2018,start_year
10,56523160100,6,6,2017
49,57193437031,5,5,2017
60,57201405140,15,15,2017
98,57193831201,6,6,2017
103,57190680369,3,3,2017
105,55838510332,5,5,2017
110,54385399300,6,6,2017
122,57196516104,2,2,2017
188,54419904100,4,4,2017
199,57197787536,1,1,2017
201,7006513449,3,3,2017
208,57193088194,4,4,2017
212,7003321707,3,3,2017
223,8974048100,17,17,2017
226,57203379822,4,4,2017
262,57193448950,3,3,2017
264,55259071200,8,8,2017
265,8517464000,27,27,2017
271,6506345528,3,3,2017
293,56223055000,20,20,2017
295,26025571400,5,5,2017
322,57196216997,6,6,2017
357,6603480856,2,2,2017
359,57196247566,3,3,2017
365,57200071649,17,17,2017
366,35430042600,6,6,2017
401,56083293900,14,14,2017
402,6602553055,2,2,2017
433,24170805000,4,4,2017
436,35848858900,38,38,2017
449,57195685840,28,40,2017
452,36172704800,21,21,2017
470,57194278954,5,5,2017
476,19337532100,29,29,2017
491,56411920100,13,13,2017
547,57198820650,4,4,2017
559,57193652514,5,5,2017
568,35424413500,9,26,2017
588,57196194669,4,4,2017
605,57195504582,6,6,2017
632,6504010163,7,13,2017
663,55937054700,34,34,2017
665,57201120477,3,3,2017
675,57200165239,4,6,2017
684,7401653270,8,8,2017
693,57199212073,10,10,2017
752,6602549287,8,8,2017
755,22835500500,17,17,2017
794,55613312700,6,6,2017
798,54792767800,7,7,2017
809,57193666554,3,3,2017
816,57197837651,3,5,2017
837,35937644700,7,7,2017
840,22134311400,5,5,2017
849,54881975600,2,2,2017
852,57200257905,2,4,2017
867,57195549010,2,2,2017
877,57195245709,4,4,2017
901,56489810900,2,5,2017
919,57202013381,5,5,2017
940,57194656359,23,23,2017
956,57195532898,2,4,2017
977,56717764600,4,4,2017
993,35772298600,7,7,2017
1006,6701652404,2,2,2017
1031,57201905011,2,2,2017
1051,57191382777,2,2,2017
1054,26656011800,4,4,2017
1060,54785299800,2,2,2017
1078,56845738100,10,10,2017
1082,57193706236,4,4,2017
1095,57195641275,3,3,2017
1115,57195148240,5,5,2017
1179,36020849500,9,13,2017
1210,57193668892,3,3,2017
1238,55642871600,2,2,2017
1239,55195600600,3,3,2017
1246,57120007000,3,3,2017
1260,16307679400,27,27,2017
1270,56429699600,1,1,2017
1309,57200504901,6,6,2017
1314,56389226300,5,5,2017
1320,57196190739,3,8,2017
1353,55431373200,4,6,2017
1360,57197293765,9,9,2017
1361,57200553572,2,2,2017
1364,57189729895,39,43,2017
1375,26532134800,2,2,2017
1379,57190215418,5,5,2017
1382,57194207869,5,5,2017
1392,55255344600,2,2,2017
1395,6504825500,5,5,2017
1410,36069960100,8,8,2017
1421,57191870597,6,6,2017
1449,57197787406,12,12,2017
1457,57201300541,3,3,2017
1467,7403506666,13,13,2017
1477,8988880800,2,2,2017
1490,57000424800,2,2,2017
1493,56912295400,10,10,2017
1522,57194784857,4,4,2017
1526,57204225272,4,4,2017
1527,57200319939,7,7,2017
1569,57194633273,10,10,2017
1587,57193801918,5,5,2017
1604,56528299800,2,2,2017
1605,7801541269,7,7,2017
1610,12762570700,6,6,2017
1616,24824052300,27,27,2017
1626,6701478237,8,8,2017
1645,16204149800,13,13,2017
1655,7004683246,6,6,2017
1662,18633549200,21,21,2017
1666,57200598235,6,6,2017
1696,35206654500,3,3,2017
1698,56373438900,1,1,2017
1717,57196327637,2,2,2017
1728,36697283500,4,4,2017
1740,57193153428,3,3,2017
1741,55950359000,6,6,2017
1745,6601955173,8,8,2017
1749,56702274900,7,7,2017
1763,57194083886,3,3,2017
1812,56815132900,3,3,2017
1815,55818826500,3,3,2017
1837,23976822200,12,12,2017
1861,23096778100,7,9,2017
1870,57204357968,3,3,2017
1872,56414525200,15,15,2017
1886,56909330500,1,1,2017
1920,16303888200,2,2,2017
1943,56444380200,3,3,2017
1955,57193751943,3,5,2017
1972,57191914461,17,17,2017
1980,6603068537,4,4,2017
2015,35107064300,2,2,2017
2022,6602237420,5,5,2017
2030,56888182800,3,3,2017
2044,6507093489,5,5,2017
2047,57188666556,3,3,2017
2060,7801420369,12,12,2017
2067,50262996800,11,11,2017
2089,57193774207,5,5,2017
2094,24069736100,8,18,2017
2104,55845831600,25,25,2017
2124,56413029300,9,9,2017
2134,8944018200,3,3,2017
