Unnamed: 0,ID,2017,2018,start_year
10,56523160100,6,6,2017
49,57193437031,5,5,2017
60,57201405140,15,15,2017
98,57193831201,6,6,2017
103,57190680369,3,3,2017
105,55838510332,5,5,2017
110,54385399300,6,6,2017
122,57196516104,2,2,2017
188,54419904100,4,4,2017
199,57197787536,1,1,2017
201,7006513449,3,3,2017
208,57193088194,4,4,2017
212,7003321707,3,3,2017
223,8974048100,17,17,2017
226,57203379822,4,4,2017
261,57193448950,3,3,2017
263,55259071200,8,8,2017
264,8517464000,27,27,2017
270,6506345528,3,3,2017
292,56223055000,20,20,2017
294,26025571400,5,5,2017
320,57196216997,6,6,2017
354,6603480856,2,2,2017
356,57196247566,3,3,2017
362,57200071649,17,17,2017
363,35430042600,6,6,2017
398,56083293900,14,14,2017
399,6602553055,2,2,2017
430,24170805000,4,4,2017
433,35848858900,38,38,2017
446,57195685840,28,40,2017
449,36172704800,21,21,2017
466,57194278954,5,5,2017
472,19337532100,29,29,2017
487,56411920100,13,13,2017
543,57198820650,4,4,2017
555,57193652514,5,5,2017
563,35424413500,9,26,2017
583,57196194669,4,4,2017
600,57195504582,6,6,2017
627,6504010163,7,13,2017
658,55937054700,34,34,2017
660,57201120477,3,3,2017
670,57200165239,4,6,2017
679,7401653270,8,8,2017
688,57199212073,10,10,2017
746,6602549287,8,8,2017
749,22835500500,17,17,2017
788,55613312700,6,6,2017
792,54792767800,7,7,2017
803,57193666554,3,3,2017
810,57197837651,3,5,2017
830,35937644700,7,7,2017
833,22134311400,5,5,2017
841,54881975600,2,2,2017
844,57200257905,2,4,2017
859,57195549010,2,2,2017
868,57195245709,4,4,2017
892,56489810900,2,5,2017
910,57202013381,5,5,2017
931,57194656359,23,23,2017
946,57195532898,2,4,2017
967,56717764600,4,4,2017
983,35772298600,7,7,2017
996,6701652404,2,2,2017
1021,57201905011,2,2,2017
1041,57191382777,2,2,2017
1044,26656011800,4,4,2017
1050,54785299800,2,2,2017
1068,56845738100,10,10,2017
1072,57193706236,4,4,2017
1085,57195641275,3,3,2017
1104,57195148240,5,5,2017
1168,36020849500,9,13,2017
1197,57193668892,3,3,2017
1223,55642871600,2,2,2017
1224,55195600600,3,3,2017
1231,57120007000,3,3,2017
1245,16307679400,27,27,2017
1255,56429699600,1,1,2017
1292,57200504901,6,6,2017
1297,56389226300,5,5,2017
1303,57196190739,3,8,2017
1336,55431373200,4,6,2017
1343,57197293765,9,9,2017
1344,57200553572,2,2,2017
1347,57189729895,39,43,2017
1358,26532134800,2,2,2017
1362,57190215418,5,5,2017
1365,57194207869,5,5,2017
1375,55255344600,2,2,2017
1378,6504825500,5,5,2017
1393,36069960100,8,8,2017
1404,57191870597,6,6,2017
1432,57197787406,12,12,2017
1440,57201300541,3,3,2017
1450,7403506666,13,13,2017
1460,8988880800,2,2,2017
1472,57000424800,2,2,2017
1475,56912295400,10,10,2017
1503,57194784857,4,4,2017
1507,57204225272,4,4,2017
1508,57200319939,7,7,2017
1548,57194633273,10,10,2017
1566,57193801918,5,5,2017
1583,56528299800,2,2,2017
1584,7801541269,7,7,2017
1589,12762570700,6,6,2017
1595,24824052300,27,27,2017
1604,6701478237,8,8,2017
1623,16204149800,13,13,2017
1633,7004683246,6,6,2017
1640,18633549200,21,21,2017
1644,57200598235,6,6,2017
1674,35206654500,3,3,2017
1676,56373438900,1,1,2017
1695,57196327637,2,2,2017
1706,36697283500,4,4,2017
1718,57193153428,3,3,2017
1719,55950359000,6,6,2017
1723,6601955173,8,8,2017
1727,56702274900,7,7,2017
1741,57194083886,3,3,2017
1789,56815132900,3,3,2017
1792,55818826500,3,3,2017
1814,23976822200,12,12,2017
1838,23096778100,7,9,2017
1847,57204357968,3,3,2017
1849,56414525200,15,15,2017
1863,56909330500,1,1,2017
1897,16303888200,2,2,2017
1918,56444380200,3,3,2017
1930,57193751943,3,5,2017
1947,57191914461,17,17,2017
1955,6603068537,4,4,2017
1990,35107064300,2,2,2017
1997,6602237420,5,5,2017
2005,56888182800,3,3,2017
2019,6507093489,5,5,2017
2022,57188666556,3,3,2017
2035,7801420369,12,12,2017
2042,50262996800,11,11,2017
2064,57193774207,5,5,2017
2069,24069736100,8,18,2017
2079,55845831600,25,25,2017
2099,56413029300,9,9,2017
2109,8944018200,3,3,2017
