Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
75,7003667638,1,1,1,1,1,1,1,1,1,1,2009
77,7005152559,2,2,2,4,4,4,4,4,4,4,2009
94,7102067286,2,2,2,2,2,2,2,2,2,2,2009
99,14631570600,10,10,10,10,10,10,10,10,10,10,2009
100,57159978600,3,3,3,3,3,3,3,3,3,3,2009
104,24288728800,8,11,13,16,26,28,37,39,50,50,2009
118,7801486018,6,6,6,6,6,6,6,6,6,6,2009
140,7101647136,8,8,8,8,8,8,8,8,8,8,2009
143,36069432900,1,1,1,1,1,1,1,1,1,1,2009
206,35114583400,8,8,8,8,8,8,8,8,8,8,2009
233,26430511700,3,3,3,3,3,3,3,3,3,3,2009
273,6506844420,4,4,4,4,4,4,4,4,4,4,2009
302,23009028700,2,4,4,8,8,8,8,8,8,8,2009
316,15925920700,3,3,3,3,3,3,3,3,3,3,2009
324,7403291857,3,3,3,3,3,3,3,3,3,3,2009
353,7102555799,6,6,65,65,65,65,66,66,66,66,2009
381,35225421300,7,7,7,7,7,7,7,7,7,7,2009
384,36103964500,7,7,7,7,7,13,13,13,13,13,2009
400,7006495003,4,4,4,4,4,4,4,4,4,4,2009
417,15835646600,3,3,3,3,3,3,3,3,5,5,2009
452,35070019100,2,2,2,4,4,4,5,5,5,7,2009
484,26321761100,1,1,3,5,5,5,5,5,5,5,2009
527,9740828000,7,7,7,7,7,7,7,7,7,7,2009
531,6506405382,3,3,3,3,3,3,3,3,3,3,2009
547,56641408700,2,2,2,2,2,2,2,2,2,2,2009
569,57196302792,4,4,4,4,4,4,4,4,4,4,2009
575,57197695978,5,5,5,5,5,5,5,5,5,5,2009
582,24922890200,3,3,3,3,3,3,3,3,3,3,2009
606,36115275500,16,16,16,16,16,16,16,16,16,16,2009
612,56175534000,5,5,5,5,5,5,5,5,5,5,2009
628,6506116372,7,7,7,22,22,22,35,35,35,35,2009
633,24484862400,6,6,6,6,6,6,6,6,6,6,2009
638,7005810184,2,2,2,2,2,5,5,5,5,5,2009
652,35168696400,4,6,6,6,6,6,6,6,6,6,2009
662,57193510529,3,3,3,3,21,21,21,21,21,21,2009
700,35146083500,6,6,6,6,6,6,6,6,6,6,2009
732,23018804100,13,13,13,13,59,59,59,59,59,59,2009
748,36715149800,3,3,3,9,9,13,14,22,22,22,2009
777,6507056350,2,2,2,6,10,10,10,10,10,10,2009
801,56393147900,4,4,4,4,4,4,4,4,4,4,2009
838,23393096300,18,18,18,19,19,19,19,19,19,19,2009
851,7003479767,3,3,3,3,9,9,9,9,9,34,2009
