Unnamed: 0,ID,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
81,6602272867,2,2,2,2,4,4,6,6,6,6,6,6,10,10,10,10,10,10,2001
240,6602380582,3,6,6,8,18,20,20,25,30,37,46,50,53,55,59,61,63,69,2001
273,6505482594,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,2001
381,6506341918,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
422,57197554426,2,3,3,3,3,4,6,6,6,6,9,9,12,12,12,13,13,13,2001
547,6505874048,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
686,54790545900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
715,15763598000,1,2,2,2,3,5,5,9,9,11,11,13,13,19,25,27,27,27,2001
735,54790583500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
746,56255642600,3,3,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2001
796,7101633022,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2001
1102,6506505246,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2001
1132,6603842901,7,7,7,7,21,21,21,21,30,30,30,33,33,33,33,33,33,33,2001
1163,7005115733,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2001
1199,6602591669,12,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2001
1501,7005702226,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2001
1555,35588112200,10,10,12,14,14,14,18,18,18,18,18,31,35,35,35,35,37,37,2001
1565,35611117900,4,9,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
1671,6507376162,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1764,6507855844,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
1783,6508351508,2,2,2,2,2,2,2,6,6,9,13,13,17,18,22,22,22,24,2001
1851,6602785625,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2001
1914,6602483720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001
1997,7004332357,10,10,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
